osmid,highway,oneway,reversed,length,geometry,maxspeed,name,lanes,ref
52975202,tertiary,False,False,178.372,"LINESTRING (139.594556 35.7936382, 139.5946711 35.7936108, 139.5948908 35.7935585, 139.5963749 35.7931861, 139.5964468 35.7931681)",,,,
1058839195,tertiary,False,False,166.046,"LINESTRING (139.594556 35.7936382, 139.5945861 35.7937361, 139.5946494 35.7939417, 139.5947006 35.7942401, 139.5947297 35.7945774, 139.5947117 35.7948945, 139.5947008 35.7950033, 139.5946893 35.7951174)",40,,,
52975202,tertiary,False,False,58.346000000000004,"LINESTRING (139.5968397 35.79308, 139.5972037 35.7929976, 139.5973746 35.7929677, 139.5974676 35.7929558)",,,,
52975202,tertiary,False,True,36.766000000000005,"LINESTRING (139.5968397 35.79308, 139.596502 35.7931557, 139.5964468 35.7931681)",,,,
"[227090289, 227090287]",residential,False,"[False, True]",108.986,"LINESTRING (139.5968397 35.79308, 139.5968264 35.793043, 139.5966751 35.7926304, 139.5972235 35.7926328, 139.5973051 35.7926364)",,,,
53562406,tertiary,False,False,42.842999999999996,"LINESTRING (139.5908163 35.798057, 139.5908477 35.7981395, 139.5909546 35.7984256)",40,城山通り,,
479353408,primary,False,False,64.158,"LINESTRING (139.5908163 35.798057, 139.5907241 35.7980702, 139.5901206 35.7981772)",40,朝霞蕨線,2,79
1246260907,primary,False,True,78.66199999999999,"LINESTRING (139.5908163 35.798057, 139.5909089 35.7980437, 139.5916746 35.7979312)",40,朝霞蕨線,2,79
1246262504,tertiary,False,True,67.243,"LINESTRING (139.5908163 35.798057, 139.5907912 35.7979805, 139.590616 35.7974745)",40,城山通り,,
58095682,tertiary,False,False,43.725,"LINESTRING (139.5986957 35.795056, 139.5985586 35.7950836, 139.5982278 35.7951588)",40,,2,
1058592494,tertiary,False,True,46.176,"LINESTRING (139.5986957 35.795056, 139.5988276 35.7950297, 139.5991923 35.794955)",40,,2,
1058839194,tertiary,False,False,53.971999999999994,"LINESTRING (139.5986957 35.795056, 139.5986337 35.7949642, 139.5984321 35.7946204)",40,観音通線,2,
1058839194,tertiary,False,True,48.286,"LINESTRING (139.5986957 35.795056, 139.5987601 35.795148, 139.5989285 35.7954467)",40,観音通線,2,
58095682,tertiary,False,False,250.46699999999998,"LINESTRING (139.5945949 35.7960186, 139.5944747 35.7960493, 139.5929803 35.796407, 139.5928189 35.7964458, 139.5920875 35.7966272, 139.5919347 35.7966651)",40,,2,
58095682,tertiary,False,True,82.386,"LINESTRING (139.5945949 35.7960186, 139.5947654 35.795978, 139.5954679 35.7958006)",40,,2,
1058839195,tertiary,False,False,86.131,"LINESTRING (139.5945949 35.7960186, 139.5945866 35.7961511, 139.5945755 35.7963268, 139.5946608 35.7966987, 139.5946808 35.7967849)",40,,,
1058839195,tertiary,False,True,54.641,"LINESTRING (139.5945949 35.7960186, 139.594617 35.7958944, 139.5946326 35.7957334, 139.594661 35.7955303)",40,,,
58095682,tertiary,False,False,26.901,"LINESTRING (139.5975456 35.7953108, 139.597258 35.7953749)",40,,2,
58095682,tertiary,False,True,63.808,"LINESTRING (139.5975456 35.7953108, 139.5982278 35.7951588)",40,,2,
118530765,unclassified,False,False,42.375,"LINESTRING (139.5975456 35.7953108, 139.5975496 35.7953734, 139.5975595 35.7956917)",,,,
59947923,unclassified,False,True,35.356,"LINESTRING (139.5969564 35.8008056, 139.5972361 35.8005828)",,,,
827041066,tertiary,False,True,73.588,"LINESTRING (139.5969564 35.8008056, 139.5968234 35.8009091, 139.596619 35.8010679, 139.5964134 35.8012278, 139.5963674 35.8012636)",30,,,
845896273,tertiary,False,True,67.798,"LINESTRING (139.5969564 35.8008056, 139.596787 35.8006663, 139.5966687 35.800551, 139.5964951 35.8003276)",30,,,
845896273,tertiary,False,False,33.107,"LINESTRING (139.5948637 35.797462, 139.5948933 35.7975414, 139.5949699 35.797747)",30,,,
845896273,tertiary,False,True,77.14,"LINESTRING (139.5948637 35.797462, 139.5948412 35.7973909, 139.5947958 35.797244, 139.5947544 35.7971182, 139.594695 35.7968651, 139.5946925 35.7968544, 139.5946808 35.7967849)",30,,,
1246260907,primary,False,False,68.588,"LINESTRING (139.5948637 35.797462, 139.5947621 35.7974771, 139.5941758 35.7975609, 139.5941149 35.7975697)",40,朝霞蕨線,2,79
1246260907,primary,False,True,51.928000000000004,"LINESTRING (139.5948637 35.797462, 139.5949357 35.7974504, 139.5951897 35.7974155, 139.595431 35.7973823)",40,朝霞蕨線,2,79
1059321387,residential,False,False,29.28,"LINESTRING (139.598561 35.7969316, 139.5984998 35.796673)",,,,
1246260907,primary,False,False,56.0,"LINESTRING (139.598561 35.7969316, 139.5979499 35.7970208)",40,朝霞蕨線,2,79
1246260907,primary,False,True,4.005,"LINESTRING (139.598561 35.7969316, 139.5986047 35.7969252)",40,朝霞蕨線,2,79
