osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed,bridge
119434798,unclassified,False,True,82.899,,,"LINESTRING (134.7845032 34.7776678, 134.7853452 34.7773894)",,,
289972231,residential,False,True,43.72,,,"LINESTRING (134.7845032 34.7776678, 134.7840533 34.7778021)",,,
557115320,residential,False,False,23.674,,,"LINESTRING (134.7845032 34.7776678, 134.7844174 34.7774669)",,,
557115320,residential,False,True,37.639,,,"LINESTRING (134.7845032 34.7776678, 134.7846314 34.7779895)",,,
289972231,residential,False,False,83.735,,,"LINESTRING (134.7827891 34.7781974, 134.7836452 34.7779279)",,,
557115339,unclassified,False,True,47.754,,,"LINESTRING (134.7827891 34.7781974, 134.7826016 34.7777965)",,,
557680477,unclassified,False,False,49.445,,,"LINESTRING (134.7847722 34.7696892, 134.7843853 34.7700002)",,,
557694306,secondary,False,True,44.7,718,明石高砂線,"LINESTRING (134.78795 34.7695304, 134.7878421 34.7699225)",,,
119437032,unclassified,False,True,34.223,,,"LINESTRING (134.78795 34.7695304, 134.7882699 34.7695875, 134.7883172 34.7695872)",,,
119437032,unclassified,False,False,55.364,,,"LINESTRING (134.7889233 34.769583, 134.7883172 34.7695872)",,,
119437032,unclassified,False,True,27.443,,,"LINESTRING (134.7889233 34.769583, 134.7892236 34.7695753)",,,
557680642,residential,False,True,43.881,,,"LINESTRING (134.7889233 34.769583, 134.7888565 34.7699738)",,,
119436580,residential,False,True,44.378,,,"LINESTRING (134.7895995 34.7695649, 134.7897495 34.7699445)",,,
119437032,unclassified,False,False,34.355,,,"LINESTRING (134.7895995 34.7695649, 134.7892236 34.7695753)",,,
119435391,unclassified,False,True,104.461,,,"LINESTRING (134.7895995 34.7695649, 134.7902174 34.7695474, 134.7905696 34.7695406, 134.7907426 34.7695364)",,,
119435548,unclassified,False,False,46.274,,,"LINESTRING (134.7907426 34.7695364, 134.7912491 34.769545)",,,
119435391,unclassified,False,False,104.461,,,"LINESTRING (134.7907426 34.7695364, 134.7905696 34.7695406, 134.7902174 34.7695474, 134.7895995 34.7695649)",,,
119435943,residential,False,False,92.279,,,"LINESTRING (134.7907426 34.7695364, 134.7907293 34.7698768, 134.790718 34.7700509, 134.7907103 34.7703658)",,,
119434665,residential,False,False,31.372,,,"LINESTRING (134.7913008 34.7698814, 134.7916435 34.7698626)",,,
119435548,unclassified,False,True,41.715,,,"LINESTRING (134.7913008 34.7698814, 134.7912977 34.7695462, 134.7912491 34.769545)",,,
557416934,residential,False,True,51.28,,,"LINESTRING (134.7913008 34.7698814, 134.7912946 34.7700134, 134.7913483 34.7703395)",,,
119434665,residential,False,True,30.628,,,"LINESTRING (134.7923126 34.7697112, 134.7919975 34.7698054)",,,
119435273,tertiary,False,True,7.7,,,"LINESTRING (134.7923126 34.7697112, 134.7923646 34.7697657)",,,
119435273,tertiary,False,False,7.7,,,"LINESTRING (134.7923646 34.7697657, 134.7923126 34.7697112)",,,
119435273,tertiary,False,True,63.295,,,"LINESTRING (134.7923646 34.7697657, 134.7927826 34.7702197)",,,
119434405,residential,False,True,51.233999999999995,,,"LINESTRING (134.7854413 34.7699195, 134.7855983 34.7701203, 134.7857041 34.7703247)",,,
119436414,tertiary,False,False,104.62700000000001,,,"LINESTRING (134.7854413 34.7699195, 134.7857505 34.7698388, 134.7859758 34.7697689, 134.7862091 34.7696852, 134.7864952 34.7695575)",,,
119436414,tertiary,False,True,85.547,,,"LINESTRING (134.7854413 34.7699195, 134.7848067 34.7701009, 134.7845679 34.7701946)",,,
557694306,secondary,False,False,29.332,718,明石高砂線,"LINESTRING (134.7877713 34.7701798, 134.7878421 34.7699225)",,,
557694306,secondary,False,True,28.464,718,明石高砂線,"LINESTRING (134.7877713 34.7701798, 134.7877043 34.7704298)",,,
119437004,residential,False,False,38.46,,,"LINESTRING (134.7877713 34.7701798, 134.787949 34.770219, 134.7881798 34.7702635)",,,
119436414,tertiary,False,True,26.124,,,"LINESTRING (134.7845679 34.7701946, 134.7843213 34.7703136)",,,
119436414,tertiary,False,False,85.547,,,"LINESTRING (134.7845679 34.7701946, 134.7848067 34.7701009, 134.7854413 34.7699195)",,,
119436580,residential,False,True,7.341,,,"LINESTRING (134.7898231 34.7702693, 134.7898297 34.7703351)",,,
119436580,residential,False,False,37.147,,,"LINESTRING (134.7898231 34.7702693, 134.7898048 34.7700583, 134.7897495 34.7699445)",,,
119437004,residential,False,True,150.86700000000002,,,"LINESTRING (134.7898231 34.7702693, 134.7885891 34.7703232, 134.7884193 34.7703043, 134.7881798 34.7702635)",,,
119436414,tertiary,False,False,26.124,,,"LINESTRING (134.7843213 34.7703136, 134.7845679 34.7701946)",,,
119436414,tertiary,False,True,84.892,,,"LINESTRING (134.7843213 34.7703136, 134.783591 34.7707858)",,,
557680463,unclassified,True,False,16.953,,,"LINESTRING (134.7843213 34.7703136, 134.7844308 34.7704367)",,,
119436888,residential,False,True,8.482,,,"LINESTRING (134.7906895 34.7707494, 134.7907675 34.770708)",,,
119435364,unclassified,False,False,80.04599999999999,,,"LINESTRING (134.7906895 34.7707494, 134.7905121 34.7707807, 134.7901866 34.7708559, 134.789836 34.7709102)",,,
119435943,residential,False,True,42.702,,,"LINESTRING (134.7906895 34.7707494, 134.7906913 34.7706564, 134.7907103 34.7703658)",,,
119436414,tertiary,False,False,84.892,,,"LINESTRING (134.783591 34.7707858, 134.7843213 34.7703136)",,,
119436654,unclassified,False,True,47.353,,,"LINESTRING (134.783591 34.7707858, 134.7840919 34.7708956)",,,
119437198,unclassified,False,True,68.61,,,"LINESTRING (134.783591 34.7707858, 134.7829718 34.7711351)",,,
119436654,unclassified,False,False,23.052999999999997,,,"LINESTRING (134.783591 34.7707858, 134.7834787 34.770767, 134.7834315 34.7707543, 134.7833489 34.7707291)",,,
119436030,unclassified,False,False,20.27,,,"LINESTRING (134.789836 34.7709102, 134.7896327 34.7709833)",,,
119435364,unclassified,False,True,80.04599999999999,,,"LINESTRING (134.789836 34.7709102, 134.7901866 34.7708559, 134.7905121 34.7707807, 134.7906895 34.7707494)",,,
119436580,residential,False,False,47.33,,,"LINESTRING (134.789836 34.7709102, 134.7897965 34.7705478, 134.7898155 34.770488)",,,
119436030,unclassified,False,False,53.343,,,"LINESTRING (134.788891 34.771172, 134.7883227 34.7712825)",,,
119436030,unclassified,False,True,6.596,,,"LINESTRING (134.788891 34.771172, 134.78896 34.7711545)",,,
557416911,residential,False,True,56.2,,,"LINESTRING (134.788891 34.771172, 134.7890013 34.7713354, 134.7892044 34.7716068)",,,
119434405,residential,False,False,106.041,,,"LINESTRING (134.7863736 34.77107, 134.7859373 34.7707754, 134.7857041 34.7703247)",,,
119434405,residential,False,True,84.869,,,"LINESTRING (134.7863736 34.77107, 134.7865585 34.7711493, 134.7869994 34.7712054, 134.7872709 34.7712382)",,,
119435074,residential,False,False,70.157,,,"LINESTRING (134.7863736 34.77107, 134.7863518 34.7711247, 134.7861349 34.7716697)",,,
119435074,residential,False,True,100.405,,,"LINESTRING (134.7863736 34.77107, 134.7865162 34.7706152, 134.7865558 34.770489, 134.7866479 34.7701956)",,,
119434947,tertiary,False,True,54.498,,,"LINESTRING (134.7932963 34.7713522, 134.7928498 34.7716773)",,,
