osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,est_width,name,ref,tunnel,bridge
65600841,True,primary_link,60,False,106.174,"LINESTRING (139.680225 35.7772765, 139.6801734 35.7772429, 139.6799083 35.7771459, 139.6796331 35.7770604, 139.6791342 35.7769271)",,,,,,
209836899,False,tertiary,40,False,10.305,"LINESTRING (139.6817988 35.7777761, 139.6818525 35.7776943)",2,5.5m〜13.0m,,,,
209213577,False,tertiary,40,True,109.705,"LINESTRING (139.6817988 35.7777761, 139.681755 35.7778386, 139.681209 35.7786389)",2,5.5m〜13.0m,蓮根駅前通り,,,
209213596,True,primary,60,False,70.482,"LINESTRING (139.6817988 35.7777761, 139.6822047 35.7778827, 139.6825436 35.7779675)",2,,環八通り,311,,
246420420,True,primary_link,60,False,28.876,"LINESTRING (139.6775951 35.7765028, 139.6773106 35.7763838)",,,,,,
116166417,True,tertiary,50,False,32.299,"LINESTRING (139.6775951 35.7765028, 139.6776755 35.7764796, 139.6779324 35.7764054)",2,13.0m以上,,,,
206865494,True,secondary,50,False,24.263,"LINESTRING (139.6773106 35.7763838, 139.6770743 35.776488)",2,,東京都道446号長後赤塚線,446;447,,
96378415,True,primary_link,60,False,71.667,"LINESTRING (139.6773106 35.7763838, 139.6772073 35.7763227, 139.6771632 35.7762969, 139.6770913 35.7762549, 139.6769169 35.7761241, 139.6767148 35.7759598)",,,,,,
206865494,True,secondary,50,False,71.65,"LINESTRING (139.6767738 35.776633, 139.6765356 35.7767623, 139.676116 35.7769941)",2,,東京都道446号長後赤塚線,446;447,,
246420428,False,tertiary,30,False,51.922,"LINESTRING (139.675981 35.7702586, 139.6759272 35.7707235)",2,,若木通り,,,
199700088,False,unclassified,,True,50.054,"LINESTRING (139.675981 35.7702586, 139.6759361 35.7701842, 139.6758097 35.7698315)",,,,,,
246420428,False,tertiary,30,True,45.643,"LINESTRING (139.675981 35.7702586, 139.6760996 35.7700058, 139.6761857 35.7698845)",2,,若木通り,,,
116165206,False,unclassified,,False,49.817,"LINESTRING (139.677575 35.7738441, 139.6776548 35.7737927, 139.6778899 35.7736998, 139.6780649 35.7736423)",,,,,,
116166270,False,unclassified,,False,196.961,"LINESTRING (139.677575 35.7738441, 139.677518 35.7738787, 139.67712 35.7739354, 139.6769666 35.7739305, 139.6767641 35.7739474, 139.6764996 35.7739939, 139.6762137 35.7739305, 139.6761742 35.7738687, 139.6761565 35.7738637, 139.676062 35.7737503, 139.6758867 35.7735891, 139.6757163 35.7734456)",,,,,,
246420428,False,tertiary,30,False,11.530000000000001,"LINESTRING (139.677575 35.7738441, 139.6776066 35.7739056, 139.6776223 35.7739404)",2,,若木通り,,,
246420428,False,tertiary,30,True,20.631999999999998,"LINESTRING (139.677575 35.7738441, 139.6775389 35.7737793, 139.6774814 35.7736748)",2,,若木通り,,,
199700095,False,unclassified,,False,106.056,"LINESTRING (139.6831674 35.7702955, 139.6835257 35.7712039)",,,,,,
199700085,False,unclassified,,False,9.179,"LINESTRING (139.6831674 35.7702955, 139.6831959 35.7702758, 139.683246 35.7702431)",,,,,,
206394483,False,tertiary,,True,23.878,"LINESTRING (139.6765896 35.776149, 139.6767148 35.7759598)",,,,,,
262864917,True,primary_link,60,False,33.093,"LINESTRING (139.6765896 35.776149, 139.6768553 35.7763542)",,,,,,
246420426,True,tertiary,,False,107.519,"LINESTRING (139.6765896 35.776149, 139.6765487 35.7762021, 139.6761815 35.7766957, 139.6760794 35.7768322, 139.6760712 35.7768644, 139.6760758 35.7768968, 139.676116 35.7769941)",,,,,,
246430075,True,primary_link,,False,34.838,"LINESTRING (139.6768553 35.7763542, 139.6768784 35.7763872, 139.6768895 35.7764195, 139.6768909 35.7764567, 139.6768871 35.7764763, 139.6768807 35.776498, 139.676863 35.7765354, 139.6768389 35.7765725, 139.6768076 35.7766052, 139.6767738 35.776633)",,,,,,
262864917,True,primary_link,60,False,24.732,"LINESTRING (139.6768553 35.7763542, 139.6770058 35.7764461, 139.6770743 35.776488)",,,,,,
116128317,True,residential,30,False,76.795,"LINESTRING (139.6778715 35.7768094, 139.6778584 35.776844, 139.6776477 35.777441, 139.6776453 35.7774476, 139.6776357 35.777473)",,,,,,
163348682,True,primary_link,60,False,112.482,"LINESTRING (139.6778715 35.7768094, 139.6783583 35.7769434, 139.6790581 35.7771198)",,3.0m〜5.5m,,,,
116128300,False,unclassified,,False,30.662,"LINESTRING (139.6770708 35.7778791, 139.6767346 35.7778386)",,,,,,
116128300,False,unclassified,,True,36.107,"LINESTRING (139.6770708 35.7778791, 139.6774666 35.7779274)",,,,,,
