osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,width,tunnel
152436607,True,unclassified,False,124.66499999999999,"LINESTRING (132.7610932 33.8384642, 132.7610924 33.838419, 132.7610853 33.8380377, 132.7610724 33.8373432)",,,,,,
582668373,True,tertiary,False,52.5,"LINESTRING (132.7610932 33.8384642, 132.761566 33.8384532, 132.7616614 33.838451)",2,三番町通り,三番町線,,,
152436607,True,unclassified,False,6.199,"LINESTRING (132.7610599 33.8368281, 132.7610571 33.8367724)",,,,,,
306907578,True,tertiary,False,57.413000000000004,"LINESTRING (132.7610599 33.8368281, 132.7615313 33.8368271, 132.7616146 33.8368269, 132.7616815 33.8368277)",2,,千舟町高岡線,,,
152436610,True,unclassified,False,55.266,"LINESTRING (132.7599659 33.8368757, 132.7599656 33.8369104, 132.7599612 33.8373727)",,,,,,
306907578,True,tertiary,False,101.256,"LINESTRING (132.7599659 33.8368757, 132.7600203 33.8368739, 132.7603258 33.8368638, 132.7604373 33.8368529, 132.7607683 33.8368474, 132.760954 33.8368302, 132.7610599 33.8368281)",2,,千舟町高岡線,,,
925608006,True,tertiary,False,13.839,"LINESTRING (132.7646248 33.8394548, 132.7647482 33.8393842)",2,,松山市道 市役所前天山線,,,
"[654133594, 211255414]",True,trunk,False,187.43800000000002,"LINESTRING (132.7646248 33.8394548, 132.7646895 33.8395048, 132.7647424 33.8395649, 132.7647799 33.8396575, 132.7648053 33.8397671, 132.764809 33.8398824, 132.7648104 33.8399263, 132.76482 33.8402227, 132.7648574 33.8408409, 132.7648668 33.8409002, 132.7648789 33.840943, 132.7648976 33.8409911, 132.7649091 33.8410062, 132.7649331 33.8410376, 132.7649503 33.841052, 132.7649706 33.8410692)",2,11;33;317;379;440;494,国道11号,40,,
306736529,True,trunk,False,66.87700000000001,"LINESTRING (132.7652131 33.8411578, 132.7652781 33.8411562, 132.7659369 33.8411401)",2,11;33;317;379;440;494,国道11号,,,
152762346,False,unclassified,False,14.931,"LINESTRING (132.7707039 33.8413063, 132.7706808 33.8411734)",,,,,,
636880253,True,unclassified,False,50.517,"LINESTRING (132.7702657 33.8419136, 132.7702846 33.8420768, 132.7703198 33.8421799, 132.7703829 33.8422815, 132.7704357 33.8423346)",,ロープウェー街,一番町東雲線,,,
62227066,True,tertiary,False,16.664,"LINESTRING (132.7703211 33.8366408, 132.7704534 33.8366368, 132.7705014 33.8366354)",2,,千舟町高岡線,,,
315499978,False,tertiary,True,6.6370000000000005,"LINESTRING (132.7703211 33.8366408, 132.7703275 33.8366104, 132.7703334 33.836582)",,,松山市道 市役所前天山線,,,
152436618,False,tertiary_link,True,6.497,"LINESTRING (132.7694789 33.8366692, 132.7694767 33.8366108)",,千舟町通り,千舟町高岡線,,,
233057487,True,tertiary,False,77.857,"LINESTRING (132.7694789 33.8366692, 132.7700146 33.8366554, 132.7703211 33.8366408)",2,,千舟町高岡線,40,,
323689247,True,unclassified,False,106.357,"LINESTRING (132.7694789 33.8366692, 132.7694809 33.8367209, 132.7695157 33.8376252)",,,,,,
233057487,True,tertiary,False,97.85,"LINESTRING (132.7668222 33.8367602, 132.7668976 33.8367574, 132.7672602 33.836744, 132.767435 33.836734, 132.7677605 33.8367289, 132.7678508 33.8367275, 132.7678807 33.836727)",2,,千舟町高岡線,40,,
636875223,True,unclassified,False,6.4990000000000006,"LINESTRING (132.7668222 33.8367602, 132.7668207 33.8367312, 132.7668194 33.8367018)",,,,,,
233057487,True,tertiary,False,98.487,"LINESTRING (132.7657565 33.8367903, 132.76584 33.8367873, 132.766744 33.8367631, 132.7668222 33.8367602)",2,,千舟町高岡線,40,,
276038688,True,unclassified,False,57.842999999999996,"LINESTRING (132.7657565 33.8367903, 132.7657582 33.8368409, 132.7657773 33.8373102)",,,,,,
237137904,True,tertiary,False,7.131,"LINESTRING (132.763997 33.836824, 132.7640369 33.8367691)",2,191,松山停車場線,,,
152436617,True,unclassified,False,86.577,"LINESTRING (132.763997 33.836824, 132.7639978 33.8368714, 132.7640124 33.8376025)",,,,,,
310371710,True,secondary,False,56.772,"LINESTRING (132.763997 33.836824, 132.7645336 33.8368311, 132.7646116 33.836831)",2,191,松山停車場線,,,
925876942,True,tertiary,False,5.84,"LINESTRING (132.7639982 33.8361931, 132.763935 33.8361946)",,,,,,
306907627,True,tertiary,False,84.51700000000001,"LINESTRING (132.7639982 33.8361931, 132.7639561 33.8359816, 132.7639652 33.8358375, 132.763968 33.8356612, 132.7639689 33.8354361)",,,千舟町古川線,,,
582668365,False,tertiary,True,6.07,"LINESTRING (132.7617271 33.8384495, 132.7616614 33.838451)",2,三番町通り,三番町線,,,
304570719,False,tertiary,False,12.044,"LINESTRING (132.7617271 33.8384495, 132.7617735 33.8384477, 132.7617899 33.8384474, 132.761807 33.838447, 132.7618574 33.8384452)",2,三番町通り,三番町線,,,
310371712,True,tertiary,False,48.406000000000006,"LINESTRING (132.7617271 33.8384495, 132.7617333 33.838549, 132.761749 33.8388003, 132.7617411 33.8388412, 132.7617125 33.8388766)",,,松山市道 花園町線,,,
304570718,True,tertiary,False,63.6,"LINESTRING (132.7633536 33.8384025, 132.7640419 33.8383854)",2,三番町通り,三番町線,,,
152436621,True,unclassified,False,45.425,"LINESTRING (132.7633536 33.8384025, 132.763353 33.8383507, 132.7633486 33.837994)",,,,,,
204385185,False,unclassified,False,41.788,"LINESTRING (132.7640419 33.8383854, 132.7640421 33.838433, 132.7640437 33.8387612)",,,,,,
304570718,True,tertiary,False,56.185,"LINESTRING (132.7640419 33.8383854, 132.7645256 33.8383702, 132.7646498 33.8383663)",2,三番町通り,三番町線,,,
155528606,True,unclassified,False,75.92,"LINESTRING (132.7618204 33.8360699, 132.7616079 33.8359703, 132.7615136 33.8359446, 132.761035 33.8359351)",,,,,,
"[233057496, 307789317, 307789318]",True,tertiary,False,81.58,"LINESTRING (132.7618204 33.8360699, 132.7617571 33.8361356, 132.7617333 33.8361831, 132.7617169 33.8362159, 132.7616831 33.8362861, 132.7616783 33.8363043, 132.7616539 33.8363965, 132.7616511 33.8366986, 132.7616504 33.8367704)",2,,松山市道 花園町線,,,
306736689,True,tertiary,False,26.887,"LINESTRING (132.7618204 33.8360699, 132.7618071 33.836135, 132.7618126 33.836193, 132.7618364 33.8362246, 132.7618579 33.8362502, 132.761915 33.8362629)",,,,,,
152436611,False,unclassified,True,15.701,"LINESTRING (132.7617125 33.8388766, 132.7618755 33.8388365)",,,,,,
152436611,False,unclassified,False,158.547,"LINESTRING (132.7617125 33.8388766, 132.7616246 33.838878, 132.7599962 33.8389045)",,,,,,
310371712,True,tertiary,False,46.602,"LINESTRING (132.7617125 33.8388766, 132.7617127 33.8390952, 132.7617105 33.8392778, 132.7617103 33.8392957)",,,松山市道 花園町線,,,
315499974,True,trunk,False,16.025,"LINESTRING (132.7617112 33.8394135, 132.7618847 33.8394118)",2,56,国道56号,,,
582668362,False,tertiary,False,6.437,"LINESTRING (132.7618574 33.8384452, 132.761927 33.8384422)",2,三番町通り,三番町線,,,
304570719,False,tertiary,True,12.044,"LINESTRING (132.7618574 33.8384452, 132.761807 33.838447, 132.7617899 33.8384474, 132.7617735 33.8384477, 132.7617271 33.8384495)",2,三番町通り,三番町線,,,
582668381,True,tertiary,False,88.357,"LINESTRING (132.7618574 33.8384452, 132.7618551 33.8383636, 132.7618353 33.8376508)",,,松山市道 花園町線,,,
306736588,True,tertiary,False,6.182,"LINESTRING (132.76181 33.8368256, 132.76181 33.83677)",,,松山市道 花園町線,,,
306736576,True,tertiary,False,57.376999999999995,"LINESTRING (132.76181 33.8368256, 132.7618886 33.8368248, 132.7619439 33.8368246, 132.7624312 33.8368219)",2,,千舟町高岡線,,,
"[306736641, 306907655, 307789327, 307789329, 307789336]",True,tertiary,False,127.976,"LINESTRING (132.761915 33.8362629, 132.7619665 33.8362444, 132.7620464 33.8362399, 132.7623958 33.8362398, 132.7625733 33.8362392, 132.7626321 33.8362386, 132.7626971 33.8362384, 132.7630509 33.8362333, 132.7631745 33.8362315, 132.7632957 33.8362298)",2,,,30,,
237420123,False,tertiary,False,41.529,"LINESTRING (132.7615169 33.8353769, 132.7619662 33.8353912)",,,中之川通線,,,
237420123,False,tertiary,True,99.954,"LINESTRING (132.7615169 33.8353769, 132.7604384 33.8353028)",,,中之川通線,,,
58212404,True,tertiary,False,59.455,"LINESTRING (132.7632382 33.8353702, 132.7635226 33.8354001, 132.7638031 33.8354279, 132.7638775 33.8354317)",,,中之川通線,,,
237420123,False,tertiary,True,16.587,"LINESTRING (132.7632382 33.8353702, 132.7631979 33.8353681, 132.7631228 33.8353641, 132.7630589 33.8353621)",,,中之川通線,,,
306907627,True,tertiary,False,13.461,"LINESTRING (132.7639689 33.8354361, 132.7639202 33.835322)",,,千舟町古川線,,,
204827680,True,tertiary,False,57.242999999999995,"LINESTRING (132.7639689 33.8354361, 132.7641043 33.8354388, 132.764248 33.8354277, 132.7645834 33.8353814)",,,中之川通線,,,
204827680,True,tertiary,False,109.657,"LINESTRING (132.7645834 33.8353814, 132.7657578 33.8352368)",,,中之川通線,,,
204827680,True,tertiary,False,93.42,"LINESTRING (132.7657578 33.8352368, 132.7667654 33.8351637)",,,中之川通線,,,
276038688,True,unclassified,False,46.257999999999996,"LINESTRING (132.7657578 33.8352368, 132.765755 33.8353099, 132.7657417 33.8356526)",,,,,,
104362246,False,tertiary,False,34.587,"LINESTRING (132.7678147 33.8350903, 132.7678183 33.8351853, 132.7678263 33.8354012)",,,松山市道 裁判所前南柳井町線,,,
309960607,False,tertiary,False,95.747,"LINESTRING (132.7706631 33.8350289, 132.7706356 33.835157, 132.7704811 33.8358766)",,,松山市道 市役所前天山線,,,
925870764,True,tertiary,False,96.848,"LINESTRING (132.7658257 33.8383327, 132.7668741 33.8383158)",2,,三番町線,,,
152781173,False,unclassified,False,48.017,"LINESTRING (132.7658257 33.8383327, 132.7658276 33.8383829, 132.7658423 33.8387643)",,,,,,
310371709,True,tertiary,False,11.871,"LINESTRING (132.7616815 33.8368277, 132.76181 33.8368256)",2,,千舟町高岡線,,,
310371712,True,tertiary,False,91.732,"LINESTRING (132.7616815 33.8368277, 132.761684 33.8368982, 132.761686 33.8369191, 132.7617048 33.8376524)",,,松山市道 花園町線,,,
