osmid,highway,oneway,reversed,length,geometry,bridge,ref,name
155005390,unclassified,False,True,125.0,"LINESTRING (139.7806555 33.1198533, 139.7802097 33.1202009, 139.779781 33.120699)",,,
155005960,unclassified,False,False,403.616,"LINESTRING (139.7806555 33.1198533, 139.781587 33.1194318, 139.7823469 33.1190969, 139.7831272 33.1187528, 139.7836065 33.1185415, 139.7837879 33.1184431, 139.7839194 33.1183546, 139.784076 33.118225, 139.7843168 33.1179702)",,,
448311516,unclassified,False,True,133.59300000000002,"LINESTRING (139.7806555 33.1198533, 139.7806073 33.1197409, 139.7806004 33.1196903, 139.7805174 33.1190772, 139.7804617 33.1186658)",,,
"[155005960, 155005585, 155005596]",unclassified,False,True,14.939,"LINESTRING (139.7844078 33.1178597, 139.7843924 33.1178773, 139.7843401 33.1179455, 139.7843168 33.1179702)",yes,,
448311546,unclassified,False,False,112.94399999999999,"LINESTRING (139.7844078 33.1178597, 139.7854058 33.1181662, 139.785497 33.1182657)",,,
"[155005960, 155005585, 155005596]",unclassified,False,False,14.939,"LINESTRING (139.7843168 33.1179702, 139.7843401 33.1179455, 139.7843924 33.1178773, 139.7844078 33.1178597)",yes,,
155005960,unclassified,False,True,403.616,"LINESTRING (139.7843168 33.1179702, 139.784076 33.118225, 139.7839194 33.1183546, 139.7837879 33.1184431, 139.7836065 33.1185415, 139.7831272 33.1187528, 139.7823469 33.1190969, 139.781587 33.1194318, 139.7806555 33.1198533)",,,
448311559,unclassified,False,True,117.42,"LINESTRING (139.7843168 33.1179702, 139.7852851 33.118274, 139.7853977 33.1183032, 139.785497 33.1182657)",,,
155007335,secondary,False,True,57.794,"LINESTRING (139.785497 33.1182657, 139.7857748 33.1183516, 139.7860792 33.1184456)",,216,八丈空港道路
448311546,unclassified,False,True,112.94399999999999,"LINESTRING (139.785497 33.1182657, 139.7854058 33.1181662, 139.7844078 33.1178597)",,,
448311559,unclassified,False,False,117.42,"LINESTRING (139.785497 33.1182657, 139.7853977 33.1183032, 139.7852851 33.118274, 139.7843168 33.1179702)",,,
155007335,secondary,False,True,127.391,"LINESTRING (139.7860792 33.1184456, 139.7873597 33.1188485)",,216,八丈空港道路
155007335,secondary,False,False,57.794,"LINESTRING (139.7860792 33.1184456, 139.7857748 33.1183516, 139.785497 33.1182657)",,216,八丈空港道路
448311596,unclassified,False,False,16.979,"LINESTRING (139.7860792 33.1184456, 139.7860883 33.1185201, 139.7860978 33.1185975)",,,
448311596,unclassified,False,False,40.452,"LINESTRING (139.7860978 33.1185975, 139.7857827 33.1188479)",,,
448311576,residential,False,True,105.90199999999999,"LINESTRING (139.7860978 33.1185975, 139.7862976 33.1187873, 139.7863115 33.1188127, 139.786307 33.118839, 139.7860254 33.1190794, 139.7857827 33.1188479)",,,
448311596,unclassified,False,True,16.979,"LINESTRING (139.7860978 33.1185975, 139.7860883 33.1185201, 139.7860792 33.1184456)",,,
448311516,unclassified,False,False,133.593,"LINESTRING (139.7804617 33.1186658, 139.7805174 33.1190772, 139.7806004 33.1196903, 139.7806073 33.1197409, 139.7806555 33.1198533)",,,
448311596,unclassified,False,False,73.515,"LINESTRING (139.7857827 33.1188479, 139.78521 33.1193029)",,,
448311596,unclassified,False,True,40.452,"LINESTRING (139.7857827 33.1188479, 139.7860978 33.1185975)",,,
448311576,residential,False,False,105.90199999999999,"LINESTRING (139.7857827 33.1188479, 139.7860254 33.1190794, 139.786307 33.118839, 139.7863115 33.1188127, 139.7862976 33.1187873, 139.7860978 33.1185975)",,,
448311596,unclassified,False,True,73.515,"LINESTRING (139.78521 33.1193029, 139.7857827 33.1188479)",,,
155005390,unclassified,False,False,125.0,"LINESTRING (139.779781 33.120699, 139.7802097 33.1202009, 139.7806555 33.1198533)",,,
155007335,secondary,False,False,127.391,"LINESTRING (139.7873597 33.1188485, 139.7860792 33.1184456)",,216,八丈空港道路
1042247507,unclassified,False,True,56.208999999999996,"LINESTRING (139.7873597 33.1188485, 139.7873354 33.1189073, 139.7871623 33.1193262)",,,
1042247507,unclassified,False,False,56.208999999999996,"LINESTRING (139.7871623 33.1193262, 139.7873354 33.1189073, 139.7873597 33.1188485)",,,
