osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,bridge
99140060,ふれあい通り,tertiary,False,False,98.891,,,"LINESTRING (137.9402271 35.7326494, 137.9413118 35.7325243)",
99140061,,tertiary,False,False,12.396,,,"LINESTRING (137.9402271 35.7326494, 137.9400904 35.7326601)",
147606307,伊南バイパス,trunk,True,False,79.276,2,153,"LINESTRING (137.9402271 35.7326494, 137.9401208 35.7319417)",
147606313,国道153号,trunk,False,False,93.782,,153,"LINESTRING (137.9339686 35.7324369, 137.9339357 35.7322972, 137.9338326 35.731929, 137.9337301 35.7316163)",
147606313,国道153号,trunk,False,True,41.729,,153,"LINESTRING (137.9339686 35.7324369, 137.9339832 35.7326256, 137.9339817 35.7328118)",
147606313,国道153号,trunk,False,True,12.936,,153,"LINESTRING (137.9334249 35.7310529, 137.9334945 35.7311546)",
102223418,市場宮の北線,tertiary,False,False,46.704,,,"LINESTRING (137.9370888 35.7260765, 137.9365716 35.7260877)",
102223418,市場宮の北線,tertiary,False,True,90.032,,,"LINESTRING (137.9370888 35.7260765, 137.9380859 35.7260578)",
1038161739,,tertiary,False,True,79.087,,,"LINESTRING (137.9370888 35.7260765, 137.9370177 35.7253676)",
1038161739,,tertiary,False,False,109.321,,,"LINESTRING (137.9370888 35.7260765, 137.937188 35.7269168, 137.9372039 35.7270552)",
99140044,,tertiary,False,False,56.038,,,"LINESTRING (137.9372553 35.7275219, 137.9373127 35.7280237)",
"[1038161739, 99140044, 1038161740]",,tertiary,False,True,52.102000000000004,,,"LINESTRING (137.9372553 35.7275219, 137.9372533 35.7275031, 137.9372441 35.7274198, 137.9372039 35.7270552)",yes
147606393,,residential,False,False,123.79899999999999,,,"LINESTRING (137.9372553 35.7275219, 137.936729 35.7275588, 137.9366895 35.7275737, 137.9366822 35.7276027, 137.9367729 35.7279764, 137.9367911 35.728027, 137.9368748 35.7282001)",
147606343,,residential,False,False,50.111,,,"LINESTRING (137.9375985 35.7289446, 137.9381016 35.7287541)",
99140044,,tertiary,False,False,65.785,,,"LINESTRING (137.9375985 35.7289446, 137.9378717 35.7292931, 137.9379488 35.7294603)",
99140044,,tertiary,False,True,32.054,,,"LINESTRING (137.9375985 35.7289446, 137.9375599 35.7288959, 137.9374449 35.7286853)",
99140053,中割経塚線,tertiary,False,False,80.168,,3-5-12,"LINESTRING (137.9337 35.7302646, 137.9345837 35.7301926)",
99140106,,residential,False,False,86.563,,,"LINESTRING (137.9337 35.7302646, 137.9339341 35.7305983, 137.9341679 35.7309441)",
98979965,,unclassified,False,True,225.94299999999998,,,"LINESTRING (137.9352355 35.7280966, 137.9352044 35.7277623, 137.9350774 35.7268202, 137.9349938 35.7260743)",
99140051,,tertiary,False,False,120.678,,,"LINESTRING (137.9352355 35.7280966, 137.9345926 35.7282067, 137.9339262 35.7283159)",
"[1038161716, 1038161717, 102223422]",桜木町線,tertiary,False,False,82.227,,3-6-7,"LINESTRING (137.9352355 35.7280966, 137.9352922 35.7285794, 137.9353018 35.7286607, 137.9353213 35.7288328)",yes
99140051,,tertiary,False,True,120.678,,,"LINESTRING (137.9339262 35.7283159, 137.9345926 35.7282067, 137.9352355 35.7280966)",
99140052,,unclassified,False,True,210.667,,,"LINESTRING (137.9339262 35.7283159, 137.9337865 35.7276822, 137.9336853 35.7272072, 137.9336249 35.726908, 137.9334604 35.726462)",
99140052,,unclassified,False,False,210.667,,,"LINESTRING (137.9334604 35.726462, 137.9336249 35.726908, 137.9336853 35.7272072, 137.9337865 35.7276822, 137.9339262 35.7283159)",
102223418,市場宮の北線,tertiary,False,True,100.177,,,"LINESTRING (137.9334604 35.726462, 137.9335016 35.7264442, 137.9340159 35.726269, 137.9342478 35.7261907, 137.9344813 35.7261092)",
99140053,中割経塚線,tertiary,False,True,12.161,,3-5-12,"LINESTRING (137.9398332 35.7297533, 137.9396993 35.7297654)",
147606307,伊南バイパス,trunk,True,False,160.136,2,153,"LINESTRING (137.9398332 35.7297533, 137.939618 35.7283238)",
99140053,中割経塚線,tertiary,False,False,69.446,,3-5-12,"LINESTRING (137.9398332 35.7297533, 137.9401247 35.7297361, 137.94035 35.7297273, 137.9405991 35.729699)",
99140053,中割経塚線,tertiary,False,True,41.53,,3-5-12,"LINESTRING (137.9410577 35.729669, 137.9405991 35.729699)",
99140054,,unclassified,False,False,8.531,,,"LINESTRING (137.9410577 35.729669, 137.941145 35.7296396)",
101676120,,residential,False,True,45.864000000000004,,,"LINESTRING (137.9410577 35.729669, 137.9411824 35.7298704, 137.9412976 35.7300324)",
99140054,,unclassified,False,True,186.402,,,"LINESTRING (137.9436851 35.7267402, 137.9435655 35.7268211, 137.9434813 35.7273302, 137.9433372 35.7275895, 137.9429829 35.7280439, 137.9428908 35.7281289, 137.9427987 35.7281966)",
1038161724,,tertiary,False,False,88.575,,,"LINESTRING (137.9436851 35.7267402, 137.9437409 35.7268538, 137.9438369 35.7269761, 137.9442648 35.7273754)",
1038161724,,tertiary,False,True,31.272,,,"LINESTRING (137.9436851 35.7267402, 137.9436551 35.726589, 137.9436492 35.726461)",
147606307,伊南バイパス,trunk,True,False,85.087,2,153,"LINESTRING (137.9399408 35.7305135, 137.9398332 35.7297533)",
612248766,,unclassified,False,False,152.20299999999997,,,"LINESTRING (137.9399408 35.7305135, 137.9404256 35.7304082, 137.9404498 35.7303686, 137.940423 35.7302037, 137.9404659 35.7301672, 137.9410697 35.7301292, 137.9412976 35.7300324)",
239145392,伊南バイパス,trunk,True,False,88.514,2,153,"LINESTRING (137.939784 35.7304372, 137.9398951 35.7312281)",
101676355,,residential,False,False,155.854,,,"LINESTRING (137.939784 35.7304372, 137.9395024 35.7304633, 137.9382303 35.7310166)",
101676355,,residential,False,False,61.282,,,"LINESTRING (137.9382303 35.7310166, 137.9376307 35.7312751)",
99140044,,tertiary,False,True,74.65199999999999,,,"LINESTRING (137.9382303 35.7310166, 137.9381185 35.7308335, 137.9380988 35.7307491, 137.9380587 35.7303694)",
101676355,,residential,False,True,155.854,,,"LINESTRING (137.9382303 35.7310166, 137.9395024 35.7304633, 137.939784 35.7304372)",
101676355,,residential,False,False,54.756,,,"LINESTRING (137.9357065 35.7316841, 137.935102 35.731643)",
102223423,,unclassified,False,False,100.769,,,"LINESTRING (137.9357065 35.7316841, 137.9358117 35.7325863)",
102223423,,unclassified,False,True,111.323,,,"LINESTRING (137.9357065 35.7316841, 137.9355865 35.7306877)",
