osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access
230076418,2,117,蕨停車場線,secondary,False,False,76.285,"LINESTRING (139.6835754 35.8276673, 139.682777 35.8274401)",,
230076418,2,117,蕨停車場線,secondary,False,True,83.138,"LINESTRING (139.6835754 35.8276673, 139.6844489 35.827907)",,
161476232,,,,unclassified,True,False,91.48100000000001,"LINESTRING (139.6835754 35.8276673, 139.6836742 35.8278015, 139.6841606 35.8283387)",,
230076409,,,一本杉通り,tertiary,False,True,47.178,"LINESTRING (139.6835754 35.8276673, 139.6835205 35.8277372, 139.6831823 35.8279406)",,
1188069853,,,中央浄水場通り,tertiary,False,False,68.19999999999999,"LINESTRING (139.6835754 35.8276673, 139.6838133 35.827327, 139.6839484 35.8271337)",,
230076418,2,117,蕨停車場線,secondary,False,False,19.902,"LINESTRING (139.6821844 35.8272779, 139.6819751 35.827221)",,
230076418,2,117,蕨停車場線,secondary,False,True,56.388,"LINESTRING (139.6821844 35.8272779, 139.682777 35.8274401)",,
161476240,,,,unclassified,True,False,69.089,"LINESTRING (139.6821844 35.8272779, 139.6825301 35.8272173, 139.6829413 35.8271893)",,
151493543,,,,unclassified,False,False,81.208,"LINESTRING (139.6809187 35.8267357, 139.6803101 35.8272741)",,
230076418,2,117,蕨停車場線,secondary,False,False,57.409,"LINESTRING (139.6809187 35.8267357, 139.6804093 35.8264259)",,
230076418,2,117,蕨停車場線,secondary,False,True,92.25200000000001,"LINESTRING (139.6809187 35.8267357, 139.6810991 35.8268442, 139.6812326 35.8269213, 139.6813988 35.8270077, 139.6815885 35.8270875, 139.6817907 35.8271649)",,
230076418,2,117,蕨停車場線,secondary,False,False,20.711,"LINESTRING (139.6804093 35.8264259, 139.6802264 35.8263132)",,
230076418,2,117,蕨停車場線,secondary,False,True,57.409,"LINESTRING (139.6804093 35.8264259, 139.6809187 35.8267357)",,
151493541,,,,unclassified,False,True,52.06399999999999,"LINESTRING (139.6804093 35.8264259, 139.6804986 35.8263119, 139.6807104 35.8260264)",,
353808416,2,17,中山道,trunk,False,False,28.035,"LINESTRING (139.677888 35.8249419, 139.6777222 35.8251552)",40,yes
189131220,1,117,蕨停車場線旧道,unclassified,True,False,75.32600000000001,"LINESTRING (139.677888 35.8249419, 139.6780109 35.8249988, 139.6780947 35.8250296, 139.6781732 35.8250518, 139.6782994 35.8250641, 139.6784481 35.8250828, 139.6785666 35.8251218, 139.678665 35.8251674)",,
353808416,2,17,中山道,trunk,False,True,80.941,"LINESTRING (139.677888 35.8249419, 139.6782575 35.8244628, 139.6783661 35.8243258)",40,yes
35944771,,,富士見公園通り,tertiary,False,False,55.216,"LINESTRING (139.6777222 35.8251552, 139.6772388 35.8248503)",,
230076399,2,117,蕨停車場線,secondary,False,False,71.687,"LINESTRING (139.6777222 35.8251552, 139.6784243 35.8254578)",40,
