osmid,lanes,ref,name,highway,access,oneway,reversed,length,geometry,bridge,tunnel
376540217,2,30,飯能寄居線,primary,,False,False,12.189,"LINESTRING (139.2623586 36.0527986, 139.2623689 36.0529079)",,
131394544,,,,unclassified,,False,False,144.846,"LINESTRING (139.2623586 36.0527986, 139.2629549 36.0527646, 139.2631556 36.0527875, 139.2632505 36.0528299, 139.2633331 36.0528954, 139.2634034 36.0529514, 139.26347 36.0530476, 139.2635483 36.0531445, 139.2636506 36.0532913)",,
131393773,,,,residential,,False,True,91.316,"LINESTRING (139.2623689 36.0529079, 139.2613699 36.0530565)",,
376540217,2,30,飯能寄居線,primary,,False,False,42.769,"LINESTRING (139.2623689 36.0529079, 139.2623293 36.0532912)",,
376540217,2,30,飯能寄居線,primary,,False,True,12.189,"LINESTRING (139.2623689 36.0529079, 139.2623586 36.0527986)",,
131393000,,,,unclassified,,False,True,54.652,"LINESTRING (139.2661701 36.053028, 139.266091 36.0532875, 139.2660062 36.053501)",,
"[131393189, 131394022]",,,,"['unclassified', 'residential']",,False,False,159.869,"LINESTRING (139.2661701 36.053028, 139.2663314 36.053011, 139.2665652 36.0525978, 139.2665708 36.0525406, 139.2664883 36.0523006, 139.2663882 36.0523149, 139.2662807 36.0523776, 139.2660103 36.0526586)",,
131393942,,,,unclassified,,False,True,55.678000000000004,"LINESTRING (139.2661701 36.053028, 139.2659997 36.0529991, 139.2660704 36.0527415, 139.2660103 36.0526586)",,
131393773,,,,residential,,False,False,91.316,"LINESTRING (139.2613699 36.0530565, 139.2623689 36.0529079)",,
131392998,,,,residential,,False,False,118.855,"LINESTRING (139.2636506 36.0532913, 139.2631869 36.0532921, 139.2628148 36.0533066, 139.2623293 36.0532912)",,
131393565,,,,unclassified,,False,False,50.405,"LINESTRING (139.2636506 36.0532913, 139.2638111 36.053551, 139.2638969 36.0536985)",,
131394544,,,,unclassified,,False,True,144.846,"LINESTRING (139.2636506 36.0532913, 139.2635483 36.0531445, 139.26347 36.0530476, 139.2634034 36.0529514, 139.2633331 36.0528954, 139.2632505 36.0528299, 139.2631556 36.0527875, 139.2629549 36.0527646, 139.2623586 36.0527986)",,
376540217,2,30,飯能寄居線,primary,,False,False,47.656,"LINESTRING (139.2623293 36.0532912, 139.2622747 36.0537175)",,
376540217,2,30,飯能寄居線,primary,,False,True,42.769,"LINESTRING (139.2623293 36.0532912, 139.2623689 36.0529079)",,
131392998,,,,residential,,False,True,118.85500000000002,"LINESTRING (139.2623293 36.0532912, 139.2628148 36.0533066, 139.2631869 36.0532921, 139.2636506 36.0532913)",,
1197012584,,,,unclassified,,False,False,3.618,"LINESTRING (139.2589567 36.053361, 139.2589548 36.0533285)",,
"[131394193, 131393709, 131392510]",,,,residential,,False,"[False, True]",222.261,"LINESTRING (139.2589567 36.053361, 139.2591467 36.0533904, 139.2593532 36.053425, 139.2595314 36.0535205, 139.2596472 36.0535797, 139.2597459 36.0536176, 139.2598621 36.0536243, 139.2599953 36.0536517, 139.2600495 36.0536822, 139.2603137 36.0538058, 139.2604791 36.0538786, 139.2606213 36.0539663, 139.2606983 36.0540216, 139.2607762 36.0540324, 139.2608678 36.0540085, 139.2609941 36.0540886, 139.2611566 36.0541448)",,
1197012584,,,,unclassified,,False,True,74.71100000000001,"LINESTRING (139.2589567 36.053361, 139.2589673 36.0534934, 139.259008 36.0536171, 139.2590558 36.0537259, 139.2590697 36.0538259, 139.2590448 36.0539575, 139.2590761 36.0540141)",,
131393842,,,,residential,,False,False,7.823,"LINESTRING (139.2651007 36.0533172, 139.2650518 36.0533754)",,
131393973,,,,residential,,False,True,49.207,"LINESTRING (139.2651007 36.0533172, 139.2651633 36.0529415, 139.2651873 36.0528811)",,
131394143,,,,residential,,False,False,33.018,"LINESTRING (139.2651007 36.0533172, 139.2652313 36.053351, 139.2653219 36.0533793, 139.2653922 36.0534706)",,
131393245,,,,residential,,False,False,35.894,"LINESTRING (139.2660062 36.053501, 139.2663686 36.0536365)",,
131393000,,,,unclassified,,False,False,54.652,"LINESTRING (139.2660062 36.053501, 139.266091 36.0532875, 139.2661701 36.053028)",,
131394143,,,,residential,,False,True,56.419000000000004,"LINESTRING (139.2660062 36.053501, 139.2658267 36.053451, 139.2656303 36.0534431, 139.2655009 36.0534648, 139.2653922 36.0534706)",,
131394143,,,,residential,,False,False,56.419,"LINESTRING (139.2653922 36.0534706, 139.2655009 36.0534648, 139.2656303 36.0534431, 139.2658267 36.053451, 139.2660062 36.053501)",,
131394143,,,,residential,,False,True,33.018,"LINESTRING (139.2653922 36.0534706, 139.2653219 36.0533793, 139.2652313 36.053351, 139.2651007 36.0533172)",,
494245063,,,,residential,,False,False,37.001999999999995,"LINESTRING (139.2653922 36.0534706, 139.2653655 36.053525, 139.26534 36.0536258, 139.2653346 36.0537971)",,
131393180,,,,unclassified,,False,False,14.081,"LINESTRING (139.2675286 36.0535255, 139.2675968 36.0536395)",,
131393180,,,,unclassified,,False,True,23.725,"LINESTRING (139.2675286 36.0535255, 139.2674404 36.0533244)",,
131393782,,,,unclassified,,False,True,50.151,"LINESTRING (139.2675286 36.0535255, 139.2670066 36.0536846)",,
376540217,2,30,飯能寄居線,primary,,False,False,76.793,"LINESTRING (139.2622747 36.0537175, 139.262199 36.0544054)",,
376540217,2,30,飯能寄居線,primary,,False,True,47.656,"LINESTRING (139.2622747 36.0537175, 139.2623293 36.0532912)",,
131394458,,,,residential,,False,False,81.61,"LINESTRING (139.2622747 36.0537175, 139.262062 36.053806, 139.2619617 36.0538817, 139.261867 36.0539122, 139.2618163 36.0539633, 139.2616925 36.0542266)",,
131393565,,,,unclassified,,False,True,31.41,"LINESTRING (139.2639402 36.0539788, 139.2638969 36.0536985)",,
131394241,,,,unclassified,,False,False,4.344,"LINESTRING (139.2639402 36.0539788, 139.2639519 36.0540167)",,
131393842,,,,residential,,False,True,93.15299999999999,"LINESTRING (139.2639402 36.0539788, 139.2644696 36.0536789, 139.2646493 36.0536366, 139.264829 36.0535609)",,
"[131394193, 131393709, 131392510]",,,,residential,,False,"[False, True]",222.26100000000002,"LINESTRING (139.2611566 36.0541448, 139.2609941 36.0540886, 139.2608678 36.0540085, 139.2607762 36.0540324, 139.2606983 36.0540216, 139.2606213 36.0539663, 139.2604791 36.0538786, 139.2603137 36.0538058, 139.2600495 36.0536822, 139.2599953 36.0536517, 139.2598621 36.0536243, 139.2597459 36.0536176, 139.2596472 36.0535797, 139.2595314 36.0535205, 139.2593532 36.053425, 139.2591467 36.0533904, 139.2589567 36.053361)",,
131392510,,,,residential,,False,True,49.30199999999999,"LINESTRING (139.2611566 36.0541448, 139.2613515 36.0541581, 139.2614455 36.0541891, 139.2616925 36.0542266)",,
131392510,,,,residential,,False,False,49.302,"LINESTRING (139.2616925 36.0542266, 139.2614455 36.0541891, 139.2613515 36.0541581, 139.2611566 36.0541448)",,
131392510,,,,residential,,False,True,49.686,"LINESTRING (139.2616925 36.0542266, 139.2619508 36.0543153, 139.262199 36.0544054)",,
131394458,,,,residential,,False,True,81.61,"LINESTRING (139.2616925 36.0542266, 139.2618163 36.0539633, 139.261867 36.0539122, 139.2619617 36.0538817, 139.262062 36.053806, 139.2622747 36.0537175)",,
131394106,,,,unclassified,,False,False,77.471,"LINESTRING (139.263803 36.05446, 139.2638206 36.0544831, 139.263979 36.0549436, 139.26399 36.055135)",,
131394241,,,,unclassified,,False,True,52.303,"LINESTRING (139.263803 36.05446, 139.263818 36.0543689, 139.2639364 36.0541932, 139.2639578 36.0541094, 139.2639519 36.0540167)",,
131394291,,,,residential,,False,False,152.11899999999997,"LINESTRING (139.263803 36.05446, 139.2636711 36.0544428, 139.2633465 36.0543444, 139.2632486 36.0542964, 139.2631498 36.0542466, 139.2628959 36.0543082, 139.2627159 36.054367, 139.2623727 36.0544126, 139.262199 36.0544054)",,
28889667,2,254,国道254号,trunk,yes,False,False,38.669,"LINESTRING (139.2590644 36.0544808, 139.2590725 36.0548285)",,
28889667,2,254,国道254号,trunk,yes,False,True,51.905,"LINESTRING (139.2590644 36.0544808, 139.2590761 36.0540141)",,
494245076,,,,residential,,False,False,191.449,"LINESTRING (139.2590644 36.0544808, 139.2592986 36.0545216, 139.2593422 36.0544901, 139.259453 36.0543561, 139.2596658 36.0544675, 139.2598683 36.0546547, 139.2601826 36.054831, 139.2603578 36.0549041, 139.2608275 36.0550209)",,
131393180,,,,unclassified,,False,True,54.922,"LINESTRING (139.268124 36.055239, 139.2679862 36.0547578)",,
785894883,2,254,国道254号,trunk,yes,False,False,14.14,"LINESTRING (139.268124 36.055239, 139.2679691 36.0552611)",,
131394360,,,,residential,,False,False,130.178,"LINESTRING (139.260649 36.0560187, 139.2601375 36.0560498, 139.2598979 36.0560772, 139.2595421 36.0561491, 139.2592216 36.0561992)",,
785894880,2,189,小川町停車場線,secondary,,False,False,112.12700000000001,"LINESTRING (139.260649 36.0560187, 139.2606665 36.0559544, 139.2607632 36.0553839, 139.2608275 36.0550209)",,
785894880,2,189,小川町停車場線,secondary,,False,True,55.238,"LINESTRING (139.260649 36.0560187, 139.2606367 36.0561661, 139.2606323 36.0562821, 139.2606443 36.0563916, 139.2606745 36.0565122)",,
28889667,2,254,国道254号,trunk,yes,False,True,27.592,"LINESTRING (139.2592216 36.0561992, 139.2591964 36.0559519)",,
28889667,2,254,国道254号,trunk,yes,False,False,65.694,"LINESTRING (139.2592216 36.0561992, 139.2592203 36.0562462, 139.2592322 36.056388, 139.2592422 36.0565218, 139.2592563 36.0566518, 139.259271 36.0567884)",,
131394360,,,,residential,,False,True,130.178,"LINESTRING (139.2592216 36.0561992, 139.2595421 36.0561491, 139.2598979 36.0560772, 139.2601375 36.0560498, 139.260649 36.0560187)",,
28889665,,,,tertiary,,False,True,25.023,"LINESTRING (139.2646399 36.0564724, 139.2644871 36.0562843)",,
785894881,,,,tertiary,,False,False,34.218,"LINESTRING (139.2646399 36.0564724, 139.2648537 36.056727)",,
131394155,,,,unclassified,,False,True,227.636,"LINESTRING (139.2646399 36.0564724, 139.264318 36.0567201, 139.2642108 36.0568101, 139.2640522 36.056962, 139.263569 36.0574308, 139.2634605 36.0575093, 139.2633723 36.0575505, 139.2632997 36.057579, 139.2632056 36.0576049, 139.2631035 36.0576186, 139.2627022 36.0576074)",,
91638666,,,,residential,,False,True,107.353,"LINESTRING (139.2579571 36.0567154, 139.2584855 36.0575812)",,
91638666,,,,residential,,False,False,69.00200000000001,"LINESTRING (139.2579571 36.0567154, 139.2578639 36.0565322, 139.2578329 36.0564337, 139.257735 36.0561228)",,
"[91638851, 91638750, 857557694]",2,189,小川町停車場線,"['secondary', 'tertiary']",,False,True,199.005,"LINESTRING (139.2609915 36.0575387, 139.2611262 36.0579539, 139.2611849 36.0581166, 139.260783 36.0582655, 139.2607532 36.0582625, 139.2607235 36.0582412, 139.2606095 36.0581426, 139.2600849 36.0576603)",,
131394553,,,,unclassified,,False,False,150.079,"LINESTRING (139.2609915 36.0575387, 139.2614922 36.0574739, 139.2616803 36.0574717, 139.2619485 36.0574958, 139.262081 36.0575203, 139.2622155 36.0575387, 139.2625108 36.0575898, 139.2626395 36.0576054)",,
1162962506,2,189,小川町停車場線,secondary,,False,False,117.721,"LINESTRING (139.2609915 36.0575387, 139.2609493 36.057445, 139.2608223 36.0569867, 139.2606745 36.0565122)",,
131394155,,,,unclassified,,False,False,5.641,"LINESTRING (139.2626395 36.0576054, 139.2627022 36.0576074)",,
131394002,,,,unclassified,,False,True,85.467,"LINESTRING (139.2626395 36.0576054, 139.26278 36.0579598, 139.2629615 36.0583029, 139.2629759 36.0583231)",,
131394553,,,,unclassified,,False,True,150.079,"LINESTRING (139.2626395 36.0576054, 139.2625108 36.0575898, 139.2622155 36.0575387, 139.262081 36.0575203, 139.2619485 36.0574958, 139.2616803 36.0574717, 139.2614922 36.0574739, 139.2609915 36.0575387)",,
131393217,,,,unclassified,,False,True,35.212,"LINESTRING (139.2583124 36.0577624, 139.2585465 36.0580163)",,
785900318,2,254,国道254号,trunk,yes,False,True,25.458,"LINESTRING (139.2583124 36.0577624, 139.2584855 36.0575812)",,
785900318,2,254,国道254号,trunk,yes,False,False,42.052,"LINESTRING (139.2583124 36.0577624, 139.2581086 36.0579689, 139.2580163 36.0580551)",,
785894881,,,,tertiary,,False,False,103.277,"LINESTRING (139.2668287 36.0578904, 139.2678451 36.0583234)",,
785894881,,,,tertiary,,False,True,12.379,"LINESTRING (139.2668287 36.0578904, 139.2667061 36.0578397)",,
"[131393832, 131393666]",,,,unclassified,,False,"[False, True]",224.325,"LINESTRING (139.2668287 36.0578904, 139.2667387 36.0580071, 139.2667076 36.0580715, 139.2667059 36.0584842, 139.26672 36.0586138, 139.2667948 36.0598803)",,
131393217,,,,unclassified,,False,False,35.212,"LINESTRING (139.2585465 36.0580163, 139.2583124 36.0577624)",,
131393333,,,,unclassified,,False,False,86.727,"LINESTRING (139.2585465 36.0580163, 139.2587657 36.0583459, 139.2589784 36.0587134)",,
131394321,,,,unclassified,,False,True,144.464,"LINESTRING (139.2585465 36.0580163, 139.2587534 36.0579384, 139.2591462 36.057841, 139.2594915 36.0578014, 139.2598385 36.057731, 139.2600849 36.0576603)",,
131394002,,,,unclassified,,False,False,85.467,"LINESTRING (139.2629759 36.0583231, 139.2629615 36.0583029, 139.26278 36.0579598, 139.2626395 36.0576054)",,
400912739,,,,unclassified,,False,False,141.244,"LINESTRING (139.2629759 36.0583231, 139.2632022 36.0582434, 139.264433 36.057848)",,
1191577669,,,,tertiary,,False,True,20.419,"LINESTRING (139.2629759 36.0583231, 139.2629624 36.058356, 139.2628474 36.0584724)",,
131392239,,,,unclassified,,False,True,370.542,"LINESTRING (139.2628474 36.0584724, 139.262475 36.058589, 139.262177 36.05869, 139.2615412 36.0589139, 139.26047 36.059277, 139.2601182 36.0594052, 139.259897 36.059487, 139.2597901 36.059536, 139.259684 36.0596, 139.259508 36.059665, 139.259288 36.059748, 139.2590814 36.0598177)",,
131393560,,,,unclassified,,False,True,32.772,"LINESTRING (139.2628474 36.0584724, 139.2629661 36.0586627, 139.2630152 36.058734)",,
1191577669,,,,tertiary,,False,False,20.419,"LINESTRING (139.2628474 36.0584724, 139.2629624 36.058356, 139.2629759 36.0583231)",,
131393333,,,,unclassified,,False,True,86.727,"LINESTRING (139.2589784 36.0587134, 139.2587657 36.0583459, 139.2585465 36.0580163)",,
131393560,,,,unclassified,,False,False,32.772,"LINESTRING (139.2630152 36.058734, 139.2629661 36.0586627, 139.2628474 36.0584724)",,
131393669,,,,unclassified,,False,True,51.113,"LINESTRING (139.2630152 36.058734, 139.2631291 36.0588088, 139.2632824 36.0589716, 139.2633634 36.0590913)",,
502836054,,,,residential,,False,True,457.61499999999995,"LINESTRING (139.2630152 36.058734, 139.262769 36.0589573, 139.262685 36.0590537, 139.2626502 36.0591685, 139.2626187 36.0594607, 139.2626169 36.0596055, 139.2626025 36.0596861, 139.262565 36.0597261, 139.2619432 36.0599094, 139.2617684 36.0599886, 139.2611798 36.0605579, 139.2611069 36.0606472, 139.2610107 36.0608226, 139.2603324 36.0610755, 139.2601181 36.060691, 139.2600529 36.0606816, 139.259828 36.0607478)",,
131393669,,,,unclassified,,False,False,51.113,"LINESTRING (139.2633634 36.0590913, 139.2632824 36.0589716, 139.2631291 36.0588088, 139.2630152 36.058734)",,
131394349,,,,unclassified,,False,True,86.7,"LINESTRING (139.2633634 36.0590913, 139.2633927 36.0591262, 139.2634289 36.0591559, 139.2637406 36.0592569, 139.2642003 36.0594618)",,
1244588137,,,,residential,,False,True,49.293000000000006,"LINESTRING (139.2633634 36.0590913, 139.2636507 36.0589102, 139.263818 36.0588482)",,
131392120,,,,residential,,False,False,123.289,"LINESTRING (139.2590814 36.0598177, 139.259828 36.0607478)",,
131392141,,,,unclassified,,False,True,96.211,"LINESTRING (139.2590814 36.0598177, 139.2587509 36.0597976, 139.2585076 36.0598552, 139.2580512 36.0599887)",,
