osmid,highway,oneway,reversed,length,name,ref,geometry,lanes,tunnel,bridge
153818318,unclassified,False,False,107.15,,,"LINESTRING (132.9923639 34.0665079, 132.9931655 34.0672062)",,,
905855099,tertiary,False,True,8.854,宝来通り,,"LINESTRING (132.9923639 34.0665079, 132.992432 34.0664517)",,,
50126708,secondary,False,False,77.248,今治停車場線,157,"LINESTRING (132.9947695 34.0649533, 132.9953836 34.0654264)",,,
614146021,secondary,True,False,22.283,今治停車場線,157,"LINESTRING (132.9947695 34.0649533, 132.9947215 34.064841, 132.9947294 34.06476)",,,
50126708,secondary,False,True,78.605,今治停車場線,157,"LINESTRING (132.9978458 34.0674839, 132.9974306 34.0671207, 132.9972606 34.0669694)",,,
50126725,trunk,False,False,108.554,国道317号,317,"LINESTRING (132.9978458 34.0674839, 132.9980009 34.0673067, 132.9981763 34.0670734, 132.9984759 34.0666596)",4,,
153825290,unclassified,False,False,109.115,,,"LINESTRING (132.9978458 34.0674839, 132.9978844 34.067621, 132.9986923 34.0681295)",,,
1216969310,trunk,True,False,62.764,国道317号,317,"LINESTRING (132.9978458 34.0674839, 132.9977347 34.0675445, 132.9973527 34.0678704)",4,,
153821722,unclassified,False,False,65.225,,,"LINESTRING (132.9959378 34.0690296, 132.9954288 34.0686218)",,,
1216969305,trunk,True,False,76.40299999999999,国道317号,317,"LINESTRING (132.9959378 34.0690296, 132.9958058 34.0691361, 132.9953516 34.0695157)",4,,
153819372,unclassified,False,False,44.1,,,"LINESTRING (132.9952098 34.0617983, 132.994863 34.0620717)",,,
1134285680,trunk,False,False,47.044,国道317号,317,"LINESTRING (132.9952098 34.0617983, 132.9955688 34.0620992)",4,,
1134285680,trunk,False,True,24.564,国道317号,317,"LINESTRING (132.9952098 34.0617983, 132.9950253 34.0616388)",4,,
153825731,unclassified,False,False,57.588,,,"LINESTRING (132.9958338 34.0623563, 132.9953971 34.0627269)",,,
1134285680,trunk,False,False,100.802,国道317号,317,"LINESTRING (132.9958338 34.0623563, 132.9965912 34.0630106)",4,,
1134285680,trunk,False,True,20.081,国道317号,317,"LINESTRING (132.9958338 34.0623563, 132.9956939 34.0622178)",4,,
50126723,trunk,False,False,95.168,国道317号,317,"LINESTRING (132.9974257 34.0638147, 132.9981009 34.0644625)",4,,
50126723,trunk,False,True,117.914,国道317号,317,"LINESTRING (132.9974257 34.0638147, 132.9965912 34.0630106)",4,,
153817582,unclassified,False,False,52.049,,,"LINESTRING (132.9974257 34.0638147, 132.9970302 34.064149)",,,
153821892,tertiary,False,True,67.4,,,"LINESTRING (132.9974257 34.0638147, 132.9979558 34.0633969)",,,
50126724,primary,False,True,12.982,今治波方港線,38,"LINESTRING (132.9999864 34.0645852, 133.0000613 34.0644863)",4,,
50126724,primary,False,False,42.533,今治波方港線,38,"LINESTRING (132.9999864 34.0645852, 132.9999496 34.0646293, 132.9997384 34.0649078)",4,,
153824985,unclassified,False,False,60.982,,,"LINESTRING (132.9999864 34.0645852, 133.0000751 34.0646347, 133.000531 34.064897)",,,
50126724,primary,False,True,37.854,今治波方港線,38,"LINESTRING (132.9995189 34.0651956, 132.9997384 34.0649078)",4,,
50126724,primary,False,False,48.081999999999994,今治波方港線,38,"LINESTRING (132.9995189 34.0651956, 132.9993381 34.0654277, 132.9992997 34.0654738, 132.9992311 34.0655563)",4,,
153822380,unclassified,False,True,58.512,,,"LINESTRING (132.9995189 34.0651956, 132.9996071 34.0652479, 133.000032 34.0655058)",,,
50126725,trunk,False,False,44.512,国道317号,317,"LINESTRING (132.9984759 34.0666596, 132.998722 34.0663151)",4,,
614146017,primary,False,False,95.909,今治港線,14,"LINESTRING (132.9984759 34.0666596, 132.9993213 34.0671631)",,,
50126725,trunk,False,True,108.554,国道317号,317,"LINESTRING (132.9984759 34.0666596, 132.9981763 34.0670734, 132.9980009 34.0673067, 132.9978458 34.0674839)",4,,
59544054,unclassified,False,False,73.725,,,"LINESTRING (132.9986534 34.0639828, 132.9981009 34.0644625)",,,
59544054,unclassified,False,True,52.704,,,"LINESTRING (132.9986534 34.0639828, 132.9990447 34.063637)",,,
153821352,unclassified,False,True,143.416,,,"LINESTRING (132.9986534 34.0639828, 132.9996552 34.0648373, 132.9997384 34.0649078)",,,
59544054,unclassified,False,False,52.704,,,"LINESTRING (132.9990447 34.063637, 132.9986534 34.0639828)",,,
153818565,tertiary,False,True,91.718,,,"LINESTRING (132.9990447 34.063637, 132.9983712 34.0630295)",,,
153830113,unclassified,False,False,132.996,,,"LINESTRING (132.9990447 34.063637, 132.9999676 34.0644078, 133.0000613 34.0644863)",,,
50126723,trunk,False,False,4.064,国道317号,317,"LINESTRING (132.9981009 34.0644625, 132.9981309 34.0644893)",4,,
50126723,trunk,False,True,95.168,国道317号,317,"LINESTRING (132.9981009 34.0644625, 132.9974257 34.0638147)",4,,
59544054,unclassified,False,True,73.725,,,"LINESTRING (132.9981009 34.0644625, 132.9986534 34.0639828)",,,
50126707,tertiary,False,True,60.841,ケヤキの並木みち,,"LINESTRING (132.9965912 34.0630106, 132.9970325 34.0626035)",,,
50126723,trunk,False,False,117.914,国道317号,317,"LINESTRING (132.9965912 34.0630106, 132.9974257 34.0638147)",4,,
1134285679,tertiary,False,False,58.878,宝来通り,,"LINESTRING (132.9965912 34.0630106, 132.9961328 34.0633796)",,,
1134285680,trunk,False,True,100.802,国道317号,317,"LINESTRING (132.9965912 34.0630106, 132.9958338 34.0623563)",4,,
50126724,primary,False,False,116.266,今治波方港線,38,"LINESTRING (133.0018301 34.0621703, 133.0017848 34.0622361, 133.001256 34.0629406, 133.0011496 34.0630497)",4,,
61974814,tertiary,False,False,64.668,,,"LINESTRING (133.0018301 34.0621703, 133.0019643 34.0622284, 133.0024314 34.0624699)",,,
134125347,primary,False,False,86.839,今治波方港線,38,"LINESTRING (132.9932732 34.068656, 132.9940148 34.0691382)",,,
153825744,unclassified,False,False,39.06,,,"LINESTRING (132.9932732 34.068656, 132.9930238 34.0689401)",,,
153827650,unclassified,False,False,67.296,,,"LINESTRING (132.9932732 34.068656, 132.9937357 34.0681875)",,,
134125347,primary,False,True,87.524,今治波方港線,38,"LINESTRING (132.9932732 34.068656, 132.9929758 34.0684701, 132.9926161 34.0680957)",,,
134125347,primary,False,False,116.529,今治波方港線,38,"LINESTRING (132.9940148 34.0691382, 132.9949977 34.069798)",,,
134125347,primary,False,True,86.839,今治波方港線,38,"LINESTRING (132.9940148 34.0691382, 132.9932732 34.068656)",,,
153825839,unclassified,False,True,54.372,,,"LINESTRING (132.9940148 34.0691382, 132.9944355 34.0687952)",,,
153818148,unclassified,False,True,97.674,,,"LINESTRING (132.9940148 34.0691382, 132.9936009 34.0694527, 132.9932522 34.0697481)",,,
1216969307,primary,False,True,8.286,今治波方港線,38,"LINESTRING (132.9950676 34.0698449, 132.9949977 34.069798)",,,
50126714,trunk,True,False,104.668,国道317号,317,"LINESTRING (132.9950676 34.0698449, 132.9954514 34.0695383, 132.9958715 34.0691798)",4,,
136060034,unclassified,False,False,80.912,,,"LINESTRING (133.002081 34.0636995, 133.001601 34.0643089)",,,
136060034,unclassified,False,True,134.663,,,"LINESTRING (133.002081 34.0636995, 133.0028689 34.0626794)",,,
153825360,unclassified,False,False,45.327,,,"LINESTRING (133.002081 34.0636995, 133.001674 34.0634704)",,,
153825787,unclassified,False,True,69.583,,,"LINESTRING (133.002081 34.0636995, 133.0027071 34.0640496)",,,
