osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,bridge
166745956,tertiary,False,False,74.658,"LINESTRING (135.4119728 34.7323337, 135.4126918 34.7322391, 135.4127761 34.7322161)",,,,
484552019,tertiary,False,True,182.22899999999998,"LINESTRING (135.4119728 34.7323337, 135.4111044 34.7324306, 135.4108025 34.7324643, 135.4107435 34.7324709, 135.4105917 34.7324878, 135.4100475 34.732524, 135.4099933 34.7325276)",橘通り,,,
691458598,secondary,False,False,127.25600000000001,"LINESTRING (135.4119728 34.7323337, 135.4120725 34.7318039, 135.4120915 34.7316659, 135.4121104 34.7315279, 135.4121555 34.7311994)",米谷昆陽尼崎線,2,142,
166745909,residential,False,True,39.687,"LINESTRING (135.4177893 34.7249573, 135.417769 34.7249503, 135.4177454 34.7249409, 135.4173945 34.7248087)",,,,
36953412,residential,True,False,27.305999999999997,"LINESTRING (135.4144505 34.7274194, 135.4144715 34.7273792, 135.4145685 34.7271938)",,,,
192941823,tertiary,False,False,96.629,"LINESTRING (135.4144505 34.7274194, 135.4143439 34.7274139, 135.4141963 34.7274063, 135.4139823 34.7273946, 135.4136013 34.7273989, 135.4135004 34.7274155, 135.4134023 34.7274445)",波州通り,2,,
192941823,tertiary,False,True,38.822,"LINESTRING (135.4144505 34.7274194, 135.4145475 34.727419, 135.4148753 34.7274177)",波州通り,2,,
38288082,residential,False,False,164.87,"LINESTRING (135.4181943 34.7279194, 135.4182073 34.7278497, 135.4184191 34.7265213, 135.418422 34.7264489)",,,,
479719695,tertiary,False,False,210.31,"LINESTRING (135.4181943 34.7279194, 135.4181318 34.7279191, 135.4178003 34.7278888, 135.4175559 34.7278634, 135.4174196 34.7278405, 135.4170971 34.7277724, 135.4166998 34.7276876, 135.4165109 34.7276452, 135.4164055 34.7276216, 135.4159512 34.7275186)",波州通り,2,,
42748992,residential,True,False,35.684,"LINESTRING (135.4140513 34.7262296, 135.4139453 34.7262281, 135.413718 34.7262249, 135.4136609 34.7262241)",,,,
484569017,secondary,False,False,59.427,"LINESTRING (135.4140513 34.7262296, 135.4140837 34.7261691, 135.4143134 34.7257405)",米谷昆陽尼崎線,2,142,
