osmid,ref,name,highway,oneway,reversed,length,tunnel,geometry
"[115935138, 508069715, 115935559]",40,飯田高原中村線,primary,False,False,700.0250000000001,yes,"LINESTRING (131.2102953 33.1927815, 131.2102036 33.1931956, 131.210099 33.194852, 131.210066 33.195602, 131.210039 33.195799, 131.209985 33.196007, 131.209925 33.196131, 131.209818 33.1963, 131.209336 33.196865, 131.208933 33.19731, 131.208821 33.197472, 131.208802 33.19771, 131.208779 33.198535, 131.20872 33.198755)"
115935138,40,飯田高原中村線,primary,False,True,93.001,,"LINESTRING (131.208292 33.199507, 131.208473 33.199262, 131.208665 33.198904, 131.20872 33.198755)"
115935138,40,飯田高原中村線,primary,False,False,93.001,,"LINESTRING (131.20872 33.198755, 131.208665 33.198904, 131.208473 33.199262, 131.208292 33.199507)"
"[115935138, 508069715, 115935559]",40,飯田高原中村線,primary,False,True,700.0250000000001,yes,"LINESTRING (131.20872 33.198755, 131.208779 33.198535, 131.208802 33.19771, 131.208821 33.197472, 131.208933 33.19731, 131.209336 33.196865, 131.209818 33.1963, 131.209925 33.196131, 131.209985 33.196007, 131.210039 33.195799, 131.210066 33.195602, 131.210099 33.194852, 131.2102036 33.1931956, 131.2102953 33.1927815)"
