osmid,highway,oneway,reversed,length,ref,name,bridge,est_width,geometry,lanes
120612135,unclassified,False,False,15.505,,,,,"LINESTRING (131.180866 33.9989402, 131.1807039 33.9989774)",
320479139,unclassified,False,False,7.23,,,,,"LINESTRING (131.180866 33.9989402, 131.1808872 33.9990028)",
120612135,unclassified,False,True,15.505,,,,,"LINESTRING (131.1807039 33.9989774, 131.180866 33.9989402)",
120613352,tertiary,False,True,116.195,,,,,"LINESTRING (131.1807039 33.9989774, 131.1794561 33.999125)",
"[120611649, 120611651, 120611647]",secondary,False,False,137.56099999999998,223,小野田港線,yes,5.5m〜13.0m,"LINESTRING (131.1807039 33.9989774, 131.1808547 33.9992781, 131.1809061 33.9993827, 131.1812534 34.0001275)",
120611318,trunk,True,False,43.262,190,小野田バイパス,,,"LINESTRING (131.1822927 33.9986816, 131.1824555 33.9990465)",1
120611265,trunk,True,False,215.111,190,小野田バイパス,,,"LINESTRING (131.1824555 33.9990465, 131.1825588 33.9993608, 131.1826228 33.9995526, 131.1827535 33.9999014, 131.1827995 34.0000344, 131.1828235 34.0001726, 131.1828379 34.0003228, 131.1828376 34.0004861, 131.1828216 34.0006332, 131.1827892 34.0007979, 131.1827448 34.0009309)",2
"[677207868, 677207869, 120611303]",trunk_link,True,False,360.3699999999999,,,yes,,"LINESTRING (131.1824555 33.9990465, 131.1825919 33.9993475, 131.1827745 33.9997658, 131.1828903 34.0000385, 131.1829495 34.0001835, 131.1829794 34.0002833, 131.1830018 34.0003912, 131.1830118 34.0005026, 131.1830121 34.000607, 131.1829952 34.0007081, 131.1829655 34.0008136, 131.1829354 34.0009011, 131.1828975 34.0009779, 131.182827 34.0010845, 131.182718 34.0012267, 131.1826289 34.0013282, 131.1825109 34.0014392, 131.182175 34.0017089, 131.1821396 34.0017438, 131.1821216 34.0017709, 131.1821107 34.0018013, 131.1821053 34.0018396, 131.1821076 34.0018899, 131.182121 34.0019602)",1
120612899,tertiary,False,True,26.574,,,,,"LINESTRING (131.1784204 33.9992416, 131.1781347 33.9992734)",
120613559,tertiary,False,False,60.782,,,,,"LINESTRING (131.1784204 33.9992416, 131.1790747 33.9991741)",
120612827,tertiary,False,False,68.452,,,,,"LINESTRING (131.1784204 33.9992416, 131.1784844 33.9994259, 131.1786706 33.9998206)",
120612640,residential,False,True,62.44,,,,,"LINESTRING (131.1792842 33.9995828, 131.1786706 33.9998206)",
120613964,residential,False,False,196.977,,,,,"LINESTRING (131.1792842 33.9995828, 131.1801299 34.0012096)",
120612732,residential,False,False,49.393,,,,,"LINESTRING (131.1792842 33.9995828, 131.179158 33.99935, 131.1790747 33.9991741)",
120612640,residential,False,False,62.44,,,,,"LINESTRING (131.1786706 33.9998206, 131.1792842 33.9995828)",
120613551,tertiary,False,False,144.958,,,,,"LINESTRING (131.1786706 33.9998206, 131.1792594 34.0010294)",
120612827,tertiary,False,True,68.452,,,,,"LINESTRING (131.1786706 33.9998206, 131.1784844 33.9994259, 131.1784204 33.9992416)",
320162407,unclassified,False,True,75.658,,,,,"LINESTRING (131.1786706 33.9998206, 131.1782645 33.9999847, 131.1779266 34.0001075)",
120611651,secondary,False,False,93.412,223,小野田港線,,5.5m〜13.0m,"LINESTRING (131.1815035 34.0006639, 131.1818846 34.0014423)",
120611651,secondary,False,True,47.816,223,小野田港線,,5.5m〜13.0m,"LINESTRING (131.1815035 34.0006639, 131.1813165 34.0002628)",
120613999,unclassified,False,True,84.837,,,,,"LINESTRING (131.1815035 34.0006639, 131.1806837 34.0010106)",
185929407,unclassified,False,True,8.736,,,,,"LINESTRING (131.1827448 34.0009309, 131.1826685 34.0008843)",
"[120611265, 677207870, 677207871]",trunk,True,False,27.619000000000003,190,小野田バイパス,yes,,"LINESTRING (131.1827448 34.0009309, 131.1827112 34.0009986, 131.1826468 34.0011144, 131.182621 34.001157)",2
120611254,trunk,True,False,291.146,190,小野田バイパス,,,"LINESTRING (131.1829273 34.0011249, 131.1829869 34.000999, 131.1830371 34.0008548, 131.1830712 34.0007163, 131.1830887 34.0006001, 131.183103 34.0004844, 131.183104 34.000372, 131.1830982 34.0002319, 131.183078 34.0000867, 131.1830413 33.9999435, 131.1829936 33.9998063, 131.1829138 33.9996177, 131.1828179 33.9994277, 131.182735 33.9993037, 131.1825787 33.9991038, 131.1824704 33.9989589, 131.1822927 33.9986816)",1
