osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,bridge,maxspeed
111664273,2,tertiary,False,False,30.612000000000002,"LINESTRING (138.1088728 36.0323497, 138.1088057 36.0321837, 138.1087584 36.0320906)",,,,
111664273,2,tertiary,False,True,51.791,"LINESTRING (138.1088728 36.0323497, 138.1089704 36.0326653, 138.1090456 36.0327919)",,,,
377819839,,residential,False,False,137.588,"LINESTRING (138.1088728 36.0323497, 138.1093511 36.0320899, 138.1093932 36.0320503, 138.1095706 36.0317278, 138.1096052 36.0317146, 138.1099985 36.0318207)",,,,
111664273,2,tertiary,False,True,33.854,"LINESTRING (138.1090456 36.0327919, 138.1092445 36.0330504)",,,,
111664273,2,tertiary,False,False,51.791,"LINESTRING (138.1090456 36.0327919, 138.1089704 36.0326653, 138.1088728 36.0323497)",,,,
140466071,,unclassified,False,True,76.23599999999999,"LINESTRING (138.1090456 36.0327919, 138.109003 36.0328626, 138.1088465 36.0331175, 138.1087344 36.0332742, 138.1087041 36.0332818, 138.1086364 36.0333837)",,,,
140465982,2,primary,False,False,117.332,"LINESTRING (138.1102286 36.0346849, 138.1093498 36.0354649)",50,諏訪辰野線,,
111664273,2,tertiary,False,False,75.392,"LINESTRING (138.1102286 36.0346849, 138.1101841 36.0346208, 138.1098571 36.0340772)",,,,
140465982,2,primary,False,True,139.481,"LINESTRING (138.1102286 36.0346849, 138.1102669 36.0347478, 138.1105259 36.0351729, 138.1109117 36.0358111)",50,諏訪辰野線,,
140467414,2,primary,False,True,141.50400000000002,"LINESTRING (138.1102286 36.0346849, 138.1107049 36.0341879, 138.1107946 36.0341002, 138.1108979 36.0340317, 138.1110173 36.0339602, 138.1113469 36.0338186)",50,諏訪辰野線,,
140465982,2,primary,False,False,139.481,"LINESTRING (138.1109117 36.0358111, 138.1105259 36.0351729, 138.1102669 36.0347478, 138.1102286 36.0346849)",50,諏訪辰野線,,
140465982,2,primary,False,True,24.895,"LINESTRING (138.1109117 36.0358111, 138.1109453 36.0358598, 138.1110795 36.0359882)",50,諏訪辰野線,,
140466513,,unclassified,False,True,208.855,"LINESTRING (138.1109117 36.0358111, 138.108846 36.0361154, 138.1087231 36.0361158, 138.108623 36.036118)",,,,
140467329,,unclassified,False,False,124.387,"LINESTRING (138.1109117 36.0358111, 138.1116401 36.0357049, 138.1119887 36.035702, 138.1121674 36.0357034, 138.1122824 36.0357149)",,,,
140465982,2,primary,False,False,10.453,"LINESTRING (138.1111571 36.0360582, 138.1110795 36.0359882)",50,諏訪辰野線,,
"[758363715, 140465982, 275676095]",2,primary,False,True,34.074,"LINESTRING (138.1111571 36.0360582, 138.1111877 36.0360873, 138.1113788 36.0362733, 138.1114036 36.0362905)",50,諏訪辰野線,yes,
140467340,,unclassified,False,True,108.50999999999999,"LINESTRING (138.1111571 36.0360582, 138.1113799 36.0359596, 138.1116542 36.0358694, 138.1120895 36.0357592, 138.1122824 36.0357149)",,,,
140466805,,unclassified,False,True,39.198,"LINESTRING (138.1114036 36.0362905, 138.1110531 36.0365001)",,,,
140467030,,unclassified,False,False,65.863,"LINESTRING (138.1114036 36.0362905, 138.1115622 36.03621, 138.1116383 36.0361771, 138.1118259 36.0361155, 138.1120714 36.0360555)",,,,
"[758363715, 140465982, 275676095]",2,primary,False,False,34.074,"LINESTRING (138.1114036 36.0362905, 138.1113788 36.0362733, 138.1111877 36.0360873, 138.1111571 36.0360582)",50,諏訪辰野線,yes,
108292647,,tertiary,False,False,20.212,"LINESTRING (138.118499 36.0354787, 138.1183949 36.0356398)",,,,
