osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed
142791919,220,鳥栖停車場線,secondary,False,False,93.788,"LINESTRING (130.509135 33.3734078, 130.5081301 33.3734925)",,,
142791919,220,鳥栖停車場線,secondary,False,True,13.822,"LINESTRING (130.509135 33.3734078, 130.5092828 33.3733931)",,,
142791919,220,鳥栖停車場線,secondary,False,True,93.788,"LINESTRING (130.5081301 33.3734925, 130.509135 33.3734078)",,,
142789772,,,unclassified,False,True,122.31900000000002,"LINESTRING (130.5081301 33.3734925, 130.5081601 33.3736184, 130.5081674 33.3737499, 130.5081279 33.3740584, 130.5081363 33.3741712, 130.508162 33.3745874)",,,
142791919,220,鳥栖停車場線,secondary,False,False,166.764,"LINESTRING (130.5081301 33.3734925, 130.5069795 33.3735705, 130.5063401 33.3736138)",,,
61851281,34,国道34号,trunk,False,True,89.421,"LINESTRING (130.5063401 33.3736138, 130.5065257 33.3744029)",2,,
142783579,31,佐賀川久保鳥栖線,primary,False,False,99.401,"LINESTRING (130.5063401 33.3736138, 130.5052726 33.3736801)",2,,
142791919,220,鳥栖停車場線,secondary,False,True,166.764,"LINESTRING (130.5063401 33.3736138, 130.5069795 33.3735705, 130.5081301 33.3734925)",,,
142783579,31,佐賀川久保鳥栖線,primary,False,True,99.401,"LINESTRING (130.5052726 33.3736801, 130.5063401 33.3736138)",2,,
142783579,31,佐賀川久保鳥栖線,primary,False,False,140.278,"LINESTRING (130.5052726 33.3736801, 130.5042365 33.3736863, 130.503762 33.3736903)",2,,
142785851,,,unclassified,False,True,65.172,"LINESTRING (130.5052726 33.3736801, 130.5052453 33.3737223, 130.5051812 33.3739301, 130.505142 33.374252)",,,
142783579,31,佐賀川久保鳥栖線,primary,False,False,102.09,"LINESTRING (130.5025433 33.3737052, 130.5014439 33.3737084)",2,,
142786547,,,unclassified,False,True,45.417,"LINESTRING (130.5025433 33.3737052, 130.5024956 33.3741117)",,,
142783579,31,佐賀川久保鳥栖線,primary,False,True,113.17999999999999,"LINESTRING (130.5025433 33.3737052, 130.5032447 33.3736946, 130.503762 33.3736903)",2,,
142783579,31,佐賀川久保鳥栖線,primary,False,True,102.09,"LINESTRING (130.5014439 33.3737084, 130.5025433 33.3737052)",2,,
142787248,,,unclassified,False,True,44.953,"LINESTRING (130.5014439 33.3737084, 130.5014103 33.3741117)",,,
142787595,,,unclassified,False,True,2.308,"LINESTRING (130.5104606 33.3739541, 130.5104438 33.3739694)",,,
142785849,,,residential,False,True,53.886,"LINESTRING (130.5104438 33.3739694, 130.5104232 33.3744537)",,,
142787595,,,unclassified,False,False,2.308,"LINESTRING (130.5104438 33.3739694, 130.5104606 33.3739541)",,,
142789537,,,unclassified,False,True,40.608,"LINESTRING (130.5104438 33.3739694, 130.5100721 33.3741618)",,,
142791725,,,unclassified,False,True,24.547,"LINESTRING (130.5041045 33.3741788, 130.5038542 33.3742498)",,,
846594292,,,residential,False,False,26.718,"LINESTRING (130.5041045 33.3741788, 130.5040933 33.3744189)",,,
142791725,,,unclassified,False,False,97.246,"LINESTRING (130.5041045 33.3741788, 130.5042245 33.3741575, 130.5043999 33.3741708, 130.5049087 33.3742276, 130.505142 33.374252)",,,
142785851,,,unclassified,False,False,65.172,"LINESTRING (130.505142 33.374252, 130.5051812 33.3739301, 130.5052453 33.3737223, 130.5052726 33.3736801)",,,
142786998,,,unclassified,False,True,78.261,"LINESTRING (130.505142 33.374252, 130.5051488 33.3744491, 130.5051233 33.3746025, 130.5050922 33.3749533)",,,
142789325,,,unclassified,False,False,130.583,"LINESTRING (130.505142 33.374252, 130.5055171 33.3742747, 130.5058279 33.3742593, 130.5061254 33.3743143, 130.5065257 33.3744029)",,,
142791725,,,unclassified,False,True,97.246,"LINESTRING (130.505142 33.374252, 130.5049087 33.3742276, 130.5043999 33.3741708, 130.5042245 33.3741575, 130.5041045 33.3741788)",,,
