osmid,highway,oneway,reversed,length,name,maxspeed,geometry,lanes,ref
127883761,unclassified,False,False,33.957,,,"LINESTRING (127.7763951 26.2778792, 127.7762498 26.2781554)",,
127883861,tertiary,False,True,63.536,宜野湾市道11号線,40,"LINESTRING (127.7763951 26.2778792, 127.7758067 26.2776598)",,
1230180892,residential,False,True,42.616,,,"LINESTRING (127.7763951 26.2778792, 127.7765578 26.2775248)",,
127883861,tertiary,False,False,93.394,宜野湾市道11号線,40,"LINESTRING (127.7763951 26.2778792, 127.7766308 26.2779649, 127.7768301 26.2779946, 127.7770183 26.2779881, 127.7771194 26.2779702, 127.7772136 26.2779494, 127.7772993 26.2779196)",,
127883946,tertiary,False,False,6.274,,,"LINESTRING (127.7829211 26.2835528, 127.7828949 26.2835015)",,
127884146,tertiary,False,True,79.912,,,"LINESTRING (127.7829211 26.2835528, 127.7832739 26.2841981)",,
127884585,residential,False,False,60.868,,,"LINESTRING (127.7829211 26.2835528, 127.7823737 26.2837952)",,
127884958,trunk,False,False,32.414,国道330号,40,"LINESTRING (127.7763534 26.284575, 127.7764128 26.2842884)",4,330
127884958,trunk,False,True,16.953,国道330号,40,"LINESTRING (127.7763534 26.284575, 127.7763376 26.2847268)",4,330
1245067102,residential,False,False,66.251,,,"LINESTRING (127.7763534 26.284575, 127.7762278 26.2845735, 127.7757036 26.2846856)",,
127883927,residential,False,False,104.283,,,"LINESTRING (127.7791453 26.284912, 127.7792457 26.2849355, 127.7793633 26.284942, 127.779655 26.2849487, 127.7798233 26.2849843, 127.7801059 26.2850473, 127.780174 26.2850538)",,
127883927,residential,False,True,36.659000000000006,,,"LINESTRING (127.7791453 26.284912, 127.7789893 26.2848306, 127.7788518 26.2847167)",,
1263088343,residential,False,True,37.638999999999996,,,"LINESTRING (127.7791453 26.284912, 127.7789833 26.285064, 127.7788877 26.2851594)",,
127884141,unclassified,False,False,38.255,,,"LINESTRING (127.7807745 26.2836272, 127.7811154 26.2834693)",,
127884338,unclassified,False,False,107.221,,,"LINESTRING (127.7807745 26.2836272, 127.7813443 26.284445)",,
127884338,unclassified,False,True,59.055,,,"LINESTRING (127.7807745 26.2836272, 127.7806291 26.2834229, 127.7805055 26.2833383, 127.7803611 26.2832639)",,
127884115,unclassified,False,False,54.022,,,"LINESTRING (127.7805187 26.2814855, 127.78076 26.2819205)",,
127884115,unclassified,False,True,46.589,,,"LINESTRING (127.7805187 26.2814855, 127.7803052 26.2811128)",,
127885555,unclassified,False,True,113.136,,,"LINESTRING (127.7805187 26.2814855, 127.7800073 26.2817685, 127.7795567 26.2820251)",,
127883708,unclassified,False,True,63.584,,,"LINESTRING (127.7817921 26.2827307, 127.7823547 26.2824614)",,
127885165,unclassified,False,False,49.887,,,"LINESTRING (127.7817921 26.2827307, 127.7813405 26.2829239)",,
127883746,residential,False,False,131.807,,,"LINESTRING (127.7817921 26.2827307, 127.7820708 26.2832409, 127.7823737 26.2837952)",,
127883746,residential,False,True,132.99,,,"LINESTRING (127.7817921 26.2827307, 127.7812739 26.2817749, 127.781207 26.2816559)",,
127884093,unclassified,False,False,9.824,,,"LINESTRING (127.778266 26.2836235, 127.7781701 26.2836032)",,
127884093,unclassified,False,True,9.779,,,"LINESTRING (127.778266 26.2836235, 127.7783473 26.2836727)",,
127884753,residential,False,False,60.49999999999999,,,"LINESTRING (127.778266 26.2836235, 127.7783905 26.2834981, 127.7785297 26.2833522, 127.7785952 26.2832544, 127.7786163 26.2832247, 127.7786373 26.2831953)",,
127883958,unclassified,False,False,12.093,,,"LINESTRING (127.7808389 26.2785533, 127.7809474 26.2785047)",,
127884207,unclassified,False,True,56.139,,,"LINESTRING (127.7808389 26.2785533, 127.7803262 26.278762)",,
127885429,unclassified,False,False,108.858,,,"LINESTRING (127.7808389 26.2785533, 127.781292 26.279444)",,
127884115,unclassified,False,False,88.992,,,"LINESTRING (127.7815319 26.2832762, 127.7819336 26.2839909)",,
127884141,unclassified,False,True,46.748,,,"LINESTRING (127.7815319 26.2832762, 127.7811154 26.2834693)",,
127884115,unclassified,False,True,43.575,,,"LINESTRING (127.7815319 26.2832762, 127.7815237 26.2832611, 127.7814586 26.2831413, 127.7813405 26.2829239)",,
127883899,residential,False,False,66.815,,,"LINESTRING (127.7790685 26.2816694, 127.7789404 26.2822592)",,
127883899,residential,False,True,62.189,,,"LINESTRING (127.7790685 26.2816694, 127.7792066 26.281124)",,
127885567,unclassified,False,False,19.04,,,"LINESTRING (127.7790685 26.2816694, 127.7791669 26.2816467, 127.7792474 26.2816119)",,
127883881,residential,False,False,69.93,,,"LINESTRING (127.7816581 26.2848585, 127.7822102 26.2844706)",,
127884338,unclassified,False,False,44.481,,,"LINESTRING (127.7816581 26.2848585, 127.7818955 26.2851972)",,
127884338,unclassified,False,True,55.613,,,"LINESTRING (127.7816581 26.2848585, 127.7813443 26.284445)",,
127884467,residential,False,False,59.118,,,"LINESTRING (127.7792022 26.2833272, 127.7796453 26.2829739)",,
127885792,residential,False,True,53.322,,,"LINESTRING (127.7792022 26.2833272, 127.7788165 26.282995)",,
127885792,residential,False,False,41.051,,,"LINESTRING (127.7792022 26.2833272, 127.7793097 26.2834175, 127.7793521 26.2834531, 127.7794032 26.28349, 127.7795127 26.2835693)",,
127884514,unclassified,False,False,80.137,,,"LINESTRING (127.7818371 26.2804275, 127.7821875 26.2810761)",,
127884631,unclassified,False,True,122.12,,,"LINESTRING (127.7818371 26.2804275, 127.781292 26.279444)",,
127885567,unclassified,False,False,42.685,,,"LINESTRING (127.7818371 26.2804275, 127.7822215 26.2802585)",,
127885567,unclassified,False,True,53.174,,,"LINESTRING (127.7818371 26.2804275, 127.7813559 26.2806337)",,
127884482,unclassified,False,False,70.551,,,"LINESTRING (127.7802808 26.2822014, 127.7806405 26.2827478)",,
127884933,tertiary,False,True,53.032,,,"LINESTRING (127.7802808 26.2822014, 127.7798356 26.2824624)",,
127884933,tertiary,False,False,57.081,,,"LINESTRING (127.7802808 26.2822014, 127.7806064 26.2820105, 127.78076 26.2819205)",,
127883909,unclassified,False,False,76.632,,,"LINESTRING (127.7791882 26.2806663, 127.779875 26.2803569)",,
127883899,residential,False,False,53.486000000000004,,,"LINESTRING (127.7791882 26.2806663, 127.7792758 26.2808452, 127.7792066 26.281124)",,
