osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes,tunnel
136460662,46,中原三瀬線,primary,False,True,185.671,,"LINESTRING (130.4199428 33.3477819, 130.4192941 33.3493613)",,
"[136461042, 953471786, 953471787]",,,unclassified,False,True,165.739,yes,"LINESTRING (130.4199428 33.3477819, 130.4205403 33.3478171, 130.4207079 33.3478269, 130.4217227 33.3478866)",,
136460983,,,unclassified,False,True,183.142,,"LINESTRING (130.4217227 33.3478866, 130.42369 33.3479962)",,
"[136461042, 953471787, 953471786]",,,unclassified,False,False,165.739,yes,"LINESTRING (130.4217227 33.3478866, 130.4207079 33.3478269, 130.4205403 33.3478171, 130.4199428 33.3477819)",,
136461189,,,residential,False,True,146.411,,"LINESTRING (130.4217227 33.3478866, 130.4216283 33.3488699, 130.4216405 33.3489921, 130.4217046 33.3491927)",,
136460886,,,residential,False,False,118.363,,"LINESTRING (130.42369 33.3479962, 130.423595 33.3490577)",,
136460983,,,unclassified,False,False,183.142,,"LINESTRING (130.42369 33.3479962, 130.4217227 33.3478866)",,
"[136460835, 136460983]",,,unclassified,False,True,97.299,yes,"LINESTRING (130.42369 33.3479962, 130.4245956 33.34806, 130.4247338 33.3480697)",,
136461053,,,unclassified,False,True,117.963,,"LINESTRING (130.4247338 33.3480697, 130.4246438 33.3491279)",,
"[136460835, 136460983]",,,unclassified,False,False,97.299,yes,"LINESTRING (130.4247338 33.3480697, 130.4245956 33.34806, 130.42369 33.3479962)",,
136460886,,,residential,False,True,118.363,,"LINESTRING (130.423595 33.3490577, 130.42369 33.3479962)",,
136461380,,,residential,False,False,187.67200000000003,,"LINESTRING (130.423595 33.3490577, 130.4228743 33.3490058, 130.4228273 33.3489848, 130.422737 33.348894, 130.422706 33.348888, 130.422667 33.348898, 130.422287 33.349058, 130.4217046 33.3491927)",,
"[136461000, 136461380]",,,residential,False,True,97.72999999999999,yes,"LINESTRING (130.423595 33.3490577, 130.4245028 33.3491184, 130.4246438 33.3491279)",,
136461404,,,residential,False,False,120.46700000000001,,"LINESTRING (130.423595 33.3490577, 130.4235773 33.3491759, 130.42353 33.349407, 130.423515 33.349467, 130.423507 33.349569, 130.4235054 33.3496781, 130.4235368 33.3499701, 130.4235412 33.3500751, 130.4235336 33.3501337)",,
136460873,,,unclassified,False,True,51.189,,"LINESTRING (130.4246438 33.3491279, 130.4246048 33.3495871)",,
136461053,,,unclassified,False,False,117.963,,"LINESTRING (130.4246438 33.3491279, 130.4247338 33.3480697)",,
"[136461000, 136461380]",,,residential,False,False,97.72999999999999,yes,"LINESTRING (130.4246438 33.3491279, 130.4245028 33.3491184, 130.423595 33.3490577)",,
136460909,,,residential,False,True,66.304,,"LINESTRING (130.4217046 33.3491927, 130.4218757 33.3497716)",,
136461189,,,residential,False,False,146.411,,"LINESTRING (130.4217046 33.3491927, 130.4216405 33.3489921, 130.4216283 33.3488699, 130.4217227 33.3478866)",,
136461380,,,residential,False,True,187.672,,"LINESTRING (130.4217046 33.3491927, 130.422287 33.349058, 130.422667 33.348898, 130.422706 33.348888, 130.422737 33.348894, 130.4228273 33.3489848, 130.4228743 33.3490058, 130.423595 33.3490577)",,
136460873,,,unclassified,False,False,51.189,,"LINESTRING (130.4246048 33.3495871, 130.4246438 33.3491279)",,
136460916,,,unclassified,False,True,68.011,,"LINESTRING (130.4246048 33.3495871, 130.4245529 33.3501972)",,
136460662,46,中原三瀬線,primary,False,False,27.581,,"LINESTRING (130.4191946 33.349595, 130.4192941 33.3493613)",,
136460662,46,中原三瀬線,primary,False,True,97.04499999999999,,"LINESTRING (130.4191946 33.349595, 130.4190097 33.3499351, 130.4187148 33.3503693)",,
"[136460840, 953471788, 953471789]",,,residential,False,True,249.808,yes,"LINESTRING (130.4191946 33.349595, 130.4199489 33.3496409, 130.4201181 33.3496524, 130.4209942 33.3497118, 130.4218757 33.3497716)",,
136460909,,,residential,False,False,66.304,,"LINESTRING (130.4218757 33.3497716, 130.4217046 33.3491927)",,
136460781,,,residential,False,True,166.03599999999997,,"LINESTRING (130.4218757 33.3497716, 130.422147 33.350125, 130.422162 33.350178, 130.4221948 33.3502933, 130.4222002 33.3504772, 130.4221799 33.3505346, 130.4221303 33.3506421, 130.4221365 33.3506914, 130.4222247 33.3508612, 130.4222635 33.3511662)",,
"[136460840, 953471788, 953471789]",,,residential,False,False,249.808,yes,"LINESTRING (130.4218757 33.3497716, 130.4209942 33.3497118, 130.4201181 33.3496524, 130.4199489 33.3496409, 130.4191946 33.349595)",,
192826546,31,佐賀川久保鳥栖線,primary,False,False,190.39800000000002,,"LINESTRING (130.4143068 33.349841, 130.4145481 33.3498564, 130.4148505 33.3499129, 130.4151274 33.3499801, 130.4154721 33.350117, 130.416167 33.350493)",2,
"[953471803, 953471804]",,,residential,False,True,219.74,yes,"LINESTRING (130.4143068 33.349841, 130.4143214 33.349799, 130.4143479 33.3497551, 130.4143921 33.349741, 130.4149322 33.3497491, 130.4164261 33.3498427, 130.4165931 33.3498639)",,
136460786,,,residential,False,True,34.566,,"LINESTRING (130.4165931 33.3498639, 130.416965 33.349875)",,
953471781,,,residential,False,True,80.373,,"LINESTRING (130.4165931 33.3498639, 130.416167 33.350493)",,
"[953471803, 953471804]",,,residential,False,False,219.74,yes,"LINESTRING (130.4165931 33.3498639, 130.4164261 33.3498427, 130.4149322 33.3497491, 130.4143921 33.349741, 130.4143479 33.3497551, 130.4143214 33.349799, 130.4143068 33.349841)",,
136460786,,,residential,False,False,34.566,,"LINESTRING (130.416965 33.349875, 130.4165931 33.3498639)",,
136460786,,,residential,False,True,177.42499999999998,,"LINESTRING (130.416965 33.349875, 130.4170861 33.3498888, 130.4172537 33.3499352, 130.417534 33.350039, 130.4180656 33.350064, 130.4181779 33.3500722, 130.4182667 33.3500918, 130.4183563 33.3501249, 130.418445 33.3501743, 130.4186385 33.350278, 130.4187148 33.3503693)",,
953471780,,,residential,False,False,284.337,,"LINESTRING (130.416965 33.349875, 130.4170248 33.3496354, 130.4173037 33.3495346, 130.4175478 33.3491313, 130.4177973 33.3490394, 130.4178402 33.3489498, 130.4192941 33.3493613)",,
"[953471800, 136460772]",,,residential,False,False,245.74299999999997,yes,"LINESTRING (130.4235336 33.3501337, 130.423502 33.350195, 130.423502 33.350246, 130.423735 33.350814, 130.423844 33.351085, 130.423854 33.351178, 130.423824 33.351231, 130.423753 33.351423, 130.42374 33.351479, 130.42374 33.351561, 130.423763 33.351581, 130.4238 33.351592, 130.4244877 33.3516451, 130.4245784 33.3516559)",,
"[136460801, 953471797]",,,residential,False,False,94.939,yes,"LINESTRING (130.4235336 33.3501337, 130.4243971 33.3501875, 130.4245529 33.3501972)",,
136461404,,,residential,False,True,120.467,,"LINESTRING (130.4235336 33.3501337, 130.4235412 33.3500751, 130.4235368 33.3499701, 130.4235054 33.3496781, 130.423507 33.349569, 130.423515 33.349467, 130.42353 33.349407, 130.4235773 33.3491759, 130.423595 33.3490577)",,
136460916,,,unclassified,False,False,68.011,,"LINESTRING (130.4245529 33.3501972, 130.4246048 33.3495871)",,
136461395,,,unclassified,False,True,163.90700000000004,,"LINESTRING (130.4245529 33.3501972, 130.4245039 33.350774, 130.4245079 33.3508428, 130.424523 33.3509163, 130.424611 33.351164, 130.424619 33.351231, 130.424619 33.351304, 130.424608 33.351444, 130.4245784 33.3516559)",,
"[136460801, 953471797]",,,residential,False,True,94.939,yes,"LINESTRING (130.4245529 33.3501972, 130.4243971 33.3501875, 130.4235336 33.3501337)",,
136460662,46,中原三瀬線,primary,False,True,65.49,,"LINESTRING (130.4187148 33.3503693, 130.4183638 33.3508801)",,
136460662,46,中原三瀬線,primary,False,False,97.04499999999999,,"LINESTRING (130.4187148 33.3503693, 130.4190097 33.3499351, 130.4191946 33.349595)",,
136460786,,,residential,False,False,177.425,,"LINESTRING (130.4187148 33.3503693, 130.4186385 33.350278, 130.418445 33.3501743, 130.4183563 33.3501249, 130.4182667 33.3500918, 130.4181779 33.3500722, 130.4180656 33.350064, 130.417534 33.350039, 130.4172537 33.3499352, 130.4170861 33.3498888, 130.416965 33.349875)",,
953471790,,,residential,False,True,74.368,,"LINESTRING (130.4187148 33.3503693, 130.4187615 33.3504252, 130.4190807 33.350554, 130.4192537 33.3506436, 130.4193825 33.3507243)",,
136460781,,,residential,False,False,166.036,,"LINESTRING (130.4222635 33.3511662, 130.4222247 33.3508612, 130.4221365 33.3506914, 130.4221303 33.3506421, 130.4221799 33.3505346, 130.4222002 33.3504772, 130.4221948 33.3502933, 130.422162 33.350178, 130.422147 33.350125, 130.4218757 33.3497716)",,
136460781,,,residential,False,True,143.53,,"LINESTRING (130.4222635 33.3511662, 130.422362 33.351345, 130.422446 33.351625, 130.4224834 33.352015, 130.422274 33.3520869, 130.4223492 33.3523029)",,
953471785,,,residential,False,False,164.71000000000004,,"LINESTRING (130.4222635 33.3511662, 130.420865 33.3510849, 130.4205975 33.3510693, 130.4205036 33.3511052)",,
136460662,46,中原三瀬線,primary,False,False,64.273,,"LINESTRING (130.4180212 33.3513823, 130.4183638 33.3508801)",,
136460662,46,中原三瀬線,primary,False,True,387.06,,"LINESTRING (130.4180212 33.3513823, 130.4179452 33.3515224, 130.4171605 33.3529694, 130.4167419 33.3536161, 130.4166656 33.3537406, 130.4164306 33.3541239, 130.4161828 33.3545041)",,
192826546,31,佐賀川久保鳥栖線,primary,False,False,100.736,,"LINESTRING (130.4180212 33.3513823, 130.4184971 33.3514838, 130.4190818 33.3515683)",2,
192826546,31,佐賀川久保鳥栖線,primary,False,True,199.38400000000001,,"LINESTRING (130.4180212 33.3513823, 130.4174882 33.3512079, 130.416167 33.350493)",2,
192826546,31,佐賀川久保鳥栖線,primary,False,False,124.312,,"LINESTRING (130.4197417 33.3516636, 130.4210613 33.3518502)",2,
192826546,31,佐賀川久保鳥栖線,primary,False,True,62.203,,"LINESTRING (130.4197417 33.3516636, 130.4190818 33.3515683)",2,
