osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,width,tunnel
151389090,2,49,Melatorg,primary,40,roundabout,True,False,24.812,"LINESTRING (-21.9486322 64.1428713, -21.9486653 64.1428268, -21.948674 64.1427777, -21.9486439 64.1427142, -21.9485732 64.1426601)",,,
151389090,2,49,Melatorg,primary,40,roundabout,True,False,17.71,"LINESTRING (-21.9485732 64.1426601, -21.9484847 64.1426228, -21.9483776 64.1425971, -21.9482613 64.1425844)",,,
151389090,2,49,Melatorg,primary,40,roundabout,True,False,7.762,"LINESTRING (-21.9482613 64.1425844, -21.9481015 64.1425884)",,,
151389090,2,49,Melatorg,primary,40,roundabout,True,False,24.485,"LINESTRING (-21.9477652 64.1427217, -21.9477438 64.1427636, -21.9477439 64.1428101, -21.9477686 64.1428559, -21.9478165 64.1428978, -21.9478688 64.1429268)",,,
"[516676458, 24760359]","['2', '3']",49,Hringbraut,primary,40,,True,False,130.721,"LINESTRING (-21.948274 64.1429882, -21.9484634 64.1430391, -21.9485854 64.1430795, -21.949692 64.1436391, -21.9501005 64.1438457)",,,
151389090,2,49,Melatorg,primary,40,roundabout,True,False,22.567,"LINESTRING (-21.948274 64.1429882, -21.9483832 64.1429753, -21.9484801 64.142952, -21.9485615 64.1429195, -21.9486322 64.1428713)",,,
551494747,2,,Lækjargata,primary,30,,True,False,7.437,"LINESTRING (-21.9343871 64.1482728, -21.9342895 64.1483244)",,,
4371312,,,Suðurgata,residential,30,,False,True,63.946000000000005,"LINESTRING (-21.9434648 64.1467469, -21.9433574 64.1468293, -21.9428951 64.1471838, -21.9428129 64.1472468)",,,
87291485,1,,Suðurgata,residential,30,,False,False,183.809,"LINESTRING (-21.9434648 64.1467469, -21.9435503 64.1466767, -21.9440915 64.1462325, -21.9452433 64.1452871)",,,
1156101125,,,Vonarstræti,residential,30,,False,True,40.333999999999996,"LINESTRING (-21.9434648 64.1467469, -21.9433618 64.1467232, -21.9427739 64.1465881, -21.9427289 64.1465778)",,,
5079417,,,Vonarstræti,residential,30,,False,False,9.249,"LINESTRING (-21.9387304 64.1456582, -21.9388924 64.1457021)",,,
105160868,3,,Lækjargata,secondary,30,,True,False,36.912,"LINESTRING (-21.9387304 64.1456582, -21.9383 64.145932)",,,
"[105160844, 517756423]",2,49,Hringbraut,primary,40,,True,False,147.51999999999998,"LINESTRING (-21.9525267 64.1449611, -21.9523109 64.1448467, -21.9522253 64.1448026, -21.9514263 64.1443902, -21.9507544 64.1440435, -21.9507267 64.1440291, -21.950572 64.1439446)",,,
5136925,2,,Bergstaðastræti,residential,30,,False,False,72.924,"LINESTRING (-21.9320239 64.1456446, -21.9321455 64.1456099, -21.9322211 64.1455689, -21.9327176 64.1451507, -21.9327902 64.1450895)",,,
106518184,2,,Fríkirkjuvegur,secondary,50,,False,False,62.361,"LINESTRING (-21.9393684 64.1450637, -21.9396056 64.1445125)",,,
"[511794378, 5067221, 1241713919]","['1', '2']",,"['Lækjargata', 'Fríkirkjuvegur']",secondary,"['50', '30']",,True,False,73.83500000000001,"LINESTRING (-21.9393684 64.1450637, -21.9392496 64.145267, -21.9392301 64.1453004, -21.9391559 64.1453705, -21.9391331 64.1453904, -21.9391048 64.1454123, -21.9387304 64.1456582)",,,
5118820,2,,Skothúsvegur,residential,30,,False,True,65.179,"LINESTRING (-21.940257 64.1428402, -21.9399821 64.1428154, -21.939893 64.1428124, -21.9396251 64.1428163, -21.9389194 64.1428095)",,,
"[1078549689, 28616138, 28616139, 107832901]",2,,Skothúsvegur,tertiary,50,,False,True,232.34499999999997,"LINESTRING (-21.940257 64.1428402, -21.9404569 64.14286, -21.9404991 64.1428643, -21.9415561 64.1429301, -21.9419483 64.1429544, -21.9437002 64.1430628, -21.9449963 64.1431442)",yes,,
106518184,2,,Fríkirkjuvegur,secondary,50,,False,True,188.89999999999998,"LINESTRING (-21.940257 64.1428402, -21.9402626 64.1428894, -21.9402643 64.1429436, -21.9402617 64.1429747, -21.9402402 64.1430378, -21.9402138 64.1430991, -21.9400408 64.1435012, -21.9398206 64.1440128, -21.9397074 64.1442759, -21.9396056 64.1445125)",,,
5073587,2,,Garðastræti,residential,30,,False,True,50.124,"LINESTRING (-21.9432479 64.1495627, -21.9433583 64.1495152, -21.9434155 64.1494889, -21.9434652 64.1494547, -21.9435016 64.1494176, -21.9435928 64.1493044, -21.9436937 64.1491651)",,,
317262130,2,,Vesturgata,residential,30,,False,True,69.15700000000001,"LINESTRING (-21.9432479 64.1495627, -21.9430252 64.1494738, -21.9428564 64.1494047, -21.9425006 64.1492486, -21.9423908 64.1491923, -21.9422628 64.149115)",,,
5073588,2,,Túngata,residential,30,,False,False,22.638,"LINESTRING (-21.9423804 64.1472774, -21.9424444 64.1472541, -21.942498 64.1472422, -21.9425637 64.1472317, -21.9426211 64.1472305, -21.9426655 64.1472316, -21.9428129 64.1472468)",,,
317262133,1,,Aðalstræti,residential,30,,True,False,36.818,"LINESTRING (-21.9423804 64.1472774, -21.9423294 64.1473348, -21.942183 64.1475216, -21.9421304 64.14759)",,,
