osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,access,junction,maxspeed,bridge
24229716,False,,Jalan Daud,unclassified,False,33.025,"LINESTRING (102.5704105 2.0472942, 102.5705627 2.0470391)",,,,,
1240958782,False,5,Jalan Arab,primary,False,53.63,"LINESTRING (102.5704105 2.0472942, 102.5700925 2.0469314)",2,,,,
1240958782,False,5,Jalan Arab,primary,True,105.363,"LINESTRING (102.5704105 2.0472942, 102.5710384 2.0480042)",2,,,,
24238869,True,5,,primary,False,28.425,"LINESTRING (102.5684773 2.049169, 102.5683199 2.0493705)",,,,,
30120222,True,5,Jalan Maharani,primary,False,34.513,"LINESTRING (102.5684773 2.049169, 102.5687199 2.0493628)",,,,,
30120230,True,,Jalan Abdullah,tertiary,False,66.805,"LINESTRING (102.5693995 2.0489612, 102.5689126 2.0486088)",,,,,
805686565,True,5,,primary,False,110.77699999999999,"LINESTRING (102.5693995 2.0489612, 102.5692065 2.0489547, 102.5687805 2.0489771, 102.5686919 2.0489875, 102.5685924 2.0490321, 102.5684773 2.049169)",,,,,
30120230,True,,Jalan Abdullah,tertiary,False,137.345,"LINESTRING (102.5669118 2.0471094, 102.5659049 2.0463931)",,,,,
30245610,True,,Jalan Sayang,residential,False,94.819,"LINESTRING (102.5669118 2.0471094, 102.5671777 2.0467718, 102.5674414 2.0464408)",,,,,
30245610,True,,Jalan Sayang,residential,False,81.674,"LINESTRING (102.5674414 2.0464408, 102.5676551 2.0461115, 102.5678657 2.0458419)",,,,,
528780284,True,,Jalan Meriam,residential,False,141.484,"LINESTRING (102.5674414 2.0464408, 102.5670905 2.046182, 102.5664173 2.0456848)",,,,,
30498139,True,,Jalan Haji Abu,residential,False,97.34700000000001,"LINESTRING (102.5684338 2.0471499, 102.5681848 2.0474863, 102.5680989 2.0476023, 102.5679128 2.0478537)",,,,,
528780284,True,,Jalan Meriam,residential,False,135.57,"LINESTRING (102.5684338 2.0471499, 102.5681693 2.0469575, 102.5678043 2.0466972, 102.5674414 2.0464408)",,,,,
30498139,True,,Jalan Haji Abu,residential,False,78.337,"LINESTRING (102.568853 2.0465835, 102.5686598 2.0468446, 102.5684338 2.0471499)",,,,,
30498159,True,,Jalan Ali,residential,False,178.502,"LINESTRING (102.568853 2.0465835, 102.569164 2.046808, 102.5701555 2.047523)",,yes,,,
30498159,True,,Jalan Ali,residential,False,137.248,"LINESTRING (102.5678657 2.0458419, 102.568853 2.0465835)",,yes,,,
30245611,True,,Jalan Sisi,residential,False,97.187,"LINESTRING (102.5664173 2.0456848, 102.5661716 2.0460245, 102.5659049 2.0463931)",,,,,
30120223,True,,Jalan Maharani,tertiary,False,138.442,"LINESTRING (102.5664884 2.0476845, 102.566641 2.047798, 102.5669327 2.0480151, 102.5674877 2.048428)",,,,,
30245610,True,,Jalan Sayang,residential,False,79.412,"LINESTRING (102.5664884 2.0476845, 102.5667201 2.0473565, 102.5669118 2.0471094)",,,,,
24238850,True,,,primary,False,150.571,"LINESTRING (102.5707518 2.048876, 102.5693995 2.0489612)",,,,,
528780284,True,,Jalan Meriam,residential,False,159.46300000000002,"LINESTRING (102.5707518 2.048876, 102.5703549 2.0485848, 102.569595 2.0480274)",,,,,
528774836,True,,,tertiary,False,141.533,"LINESTRING (102.5643753 2.046368, 102.5646294 2.0464894, 102.5649362 2.0466097, 102.5652219 2.046754, 102.5655075 2.0469426)",,,,,
1001538111,True,,Jalan Sulaiman,unclassified,False,77.77199999999999,"LINESTRING (102.5643753 2.046368, 102.5645141 2.046035, 102.5646462 2.0457231)",,,,,
833611911,True,,Jalan Yahya,residential,False,38.082,"LINESTRING (102.5701555 2.047523, 102.5704105 2.0472942)",,,,,
528780286,True,,Jalan Yahya,residential,False,83.82400000000001,"LINESTRING (102.5701555 2.047523, 102.5698729 2.0477706, 102.569595 2.0480274)",,,,,
30747146,True,,,unclassified,False,34.842,"LINESTRING (102.5635016 2.0510672, 102.5635166 2.0510414, 102.5635233 2.0510122, 102.563521 2.0509822, 102.5635099 2.0509545, 102.5634911 2.0509312, 102.5634661 2.0509145, 102.5634339 2.0509055, 102.5634006 2.0509078, 102.5633698 2.0509209, 102.5633451 2.0509434)",,,roundabout,,
30747147,False,,,unclassified,False,256.072,"LINESTRING (102.5635016 2.0510672, 102.5641305 2.0516094, 102.5643607 2.0518078, 102.5648378 2.0522192, 102.5652464 2.0525715)",,,,,
30747147,False,,,unclassified,True,256.072,"LINESTRING (102.5652464 2.0525715, 102.5648378 2.0522192, 102.5643607 2.0518078, 102.5641305 2.0516094, 102.5635016 2.0510672)",,,,,
30747181,True,,,unclassified,False,49.949999999999996,"LINESTRING (102.5652464 2.0525715, 102.5652911 2.0526728, 102.5653101 2.0527923, 102.5653079 2.0528484, 102.5652946 2.0528948, 102.5652468 2.0529973)",,,,,
27734963,True,5,Jalan Kesang,primary,False,70.37,"LINESTRING (102.5656506 2.0525098, 102.5652468 2.0529973)",2,,,60,
30652438,True,,,unclassified,False,47.926,"LINESTRING (102.5656506 2.0525098, 102.5655316 2.0525819, 102.5654307 2.0526028, 102.5653402 2.0526018, 102.5652464 2.0525715)",,,,,
30747143,False,,,unclassified,False,69.852,"LINESTRING (102.5633451 2.0509434, 102.563239 2.0508966, 102.5631277 2.0508845, 102.5629923 2.050906, 102.5627459 2.0509995)",,,,,
30747146,True,,,unclassified,False,19.319000000000003,"LINESTRING (102.5633451 2.0509434, 102.5633308 2.0509686, 102.5633243 2.0509968, 102.5633262 2.0510257, 102.5633363 2.0510529, 102.5633538 2.0510759, 102.5633772 2.051093)",,,roundabout,,
30747146,True,,,unclassified,False,15.231,"LINESTRING (102.5633772 2.051093, 102.5634098 2.0511035, 102.563444 2.0511025, 102.5634759 2.0510899, 102.5635016 2.0510672)",,,roundabout,,
30768492,False,,,unclassified,True,236.65099999999998,"LINESTRING (102.5633772 2.051093, 102.5632575 2.0513249, 102.5632448 2.0513523, 102.5630936 2.051643, 102.5630464 2.0517387, 102.5625143 2.0527767, 102.5624596 2.0528834, 102.5624064 2.0529872)",,,,,
30747143,False,,,unclassified,True,69.852,"LINESTRING (102.5627459 2.0509995, 102.5629923 2.050906, 102.5631277 2.0508845, 102.563239 2.0508966, 102.5633451 2.0509434)",,,,,
30120230,True,,Jalan Abdullah,tertiary,False,138.647,"LINESTRING (102.5679128 2.0478537, 102.5674603 2.0475172, 102.5672995 2.0473977, 102.567122 2.0472657, 102.5669118 2.0471094)",,,,,
30498139,True,,Jalan Haji Abu,residential,False,79.43299999999999,"LINESTRING (102.5679128 2.0478537, 102.567761 2.0480588, 102.5677121 2.0481248, 102.5674877 2.048428)",,,,,
30120223,True,,Jalan Maharani,tertiary,False,95.497,"LINESTRING (102.5674877 2.048428, 102.5677412 2.0486207, 102.5681708 2.0489491)",,,,,
30120230,True,,Jalan Abdullah,tertiary,False,139.26,"LINESTRING (102.5689126 2.0486088, 102.5679128 2.0478537)",,,,,
528780284,True,,Jalan Meriam,residential,False,161.789,"LINESTRING (102.569595 2.0480274, 102.5687397 2.0473708, 102.5684338 2.0471499)",,,,,
528780286,True,,Jalan Yahya,residential,False,99.648,"LINESTRING (102.569595 2.0480274, 102.5692392 2.0483305, 102.5689126 2.0486088)",,,,,
30498139,True,,Jalan Haji Abu,residential,False,77.405,"LINESTRING (102.5692673 2.0460239, 102.568853 2.0465835)",,,,,
1255174521,False,5,Jalan Arab,primary,False,40.611,"LINESTRING (102.5692673 2.0460239, 102.5690267 2.045749)",2,,,,
1255174522,False,5,Jalan Arab,primary,True,9.643,"LINESTRING (102.5692673 2.0460239, 102.5693252 2.0460885)",2,,,,
1255174522,False,5,Jalan Arab,primary,False,9.643,"LINESTRING (102.5693252 2.0460885, 102.5692673 2.0460239)",2,,,,
"[1255174524, 1240958782]",False,5,Jalan Arab,primary,True,126.708,"LINESTRING (102.5693252 2.0460885, 102.569523 2.0463058, 102.5700925 2.0469314)",2,,,,
30768492,False,,,unclassified,False,236.651,"LINESTRING (102.5624064 2.0529872, 102.5624596 2.0528834, 102.5625143 2.0527767, 102.5630464 2.0517387, 102.5630936 2.051643, 102.5632448 2.0513523, 102.5632575 2.0513249, 102.5633772 2.051093)",,,,,
766114155,False,,,residential,True,46.327,"LINESTRING (102.5708796 2.0473098, 102.5705627 2.0470391)",,,,,
24229716,False,,Jalan Daud,unclassified,True,52.863,"LINESTRING (102.5708023 2.0466284, 102.5705627 2.0470391)",,,,,
1151591320,False,,,residential,True,108.448,"LINESTRING (102.5708023 2.0466284, 102.5707314 2.0465852, 102.5705071 2.0469534, 102.5704596 2.0470024, 102.5704072 2.0470319, 102.5703548 2.0470057, 102.5701675 2.0468051)",,,,,
24229716,False,,Jalan Daud,unclassified,False,52.863,"LINESTRING (102.5705627 2.0470391, 102.5708023 2.0466284)",,,,,
24229716,False,,Jalan Daud,unclassified,True,33.025,"LINESTRING (102.5705627 2.0470391, 102.5704105 2.0472942)",,,,,
766114155,False,,,residential,False,46.327,"LINESTRING (102.5705627 2.0470391, 102.5708796 2.0473098)",,,,,
749003645,False,,,unclassified,True,16.331,"LINESTRING (102.5700925 2.0469314, 102.5701675 2.0468051)",,,,,
1240958782,False,5,Jalan Arab,primary,True,53.63,"LINESTRING (102.5700925 2.0469314, 102.5704105 2.0472942)",2,,,,
"[1255174524, 1240958782]",False,5,Jalan Arab,primary,False,126.708,"LINESTRING (102.5700925 2.0469314, 102.569523 2.0463058, 102.5693252 2.0460885)",2,,,,
1255174521,False,5,Jalan Arab,primary,True,40.611,"LINESTRING (102.5690267 2.045749, 102.5692673 2.0460239)",2,,,,
"[27734963, 24238869, 27734959]",True,5,Jalan Kesang,primary,False,458.256,"LINESTRING (102.5683199 2.0493705, 102.5682735 2.0494343, 102.5671683 2.0506651, 102.5666105 2.0513353, 102.5660074 2.0520997, 102.5656506 2.0525098)",2,,,60,yes
749003645,False,,,unclassified,False,16.331,"LINESTRING (102.5701675 2.0468051, 102.5700925 2.0469314)",,,,,
1151591320,False,,,residential,False,108.448,"LINESTRING (102.5701675 2.0468051, 102.5703548 2.0470057, 102.5704072 2.0470319, 102.5704596 2.0470024, 102.5705071 2.0469534, 102.5707314 2.0465852, 102.5708023 2.0466284)",,,,,
1240958782,False,5,Jalan Arab,primary,False,105.363,"LINESTRING (102.5710384 2.0480042, 102.5704105 2.0472942)",2,,,,
1262037590,True,,,unclassified,False,20.293999999999997,"LINESTRING (102.5646932 2.0456011, 102.5646481 2.045638, 102.5646164 2.0456591, 102.5645866 2.0456665, 102.5645316 2.0456743)",,,,,
30120230,True,,Jalan Abdullah,tertiary,False,16.441,"LINESTRING (102.5647812 2.0457836, 102.5646462 2.0457231)",,,,,
1262037589,True,,,unclassified,False,22.716,"LINESTRING (102.5647812 2.0457836, 102.5647523 2.0457416, 102.5647351 2.0457132, 102.5647194 2.0456845, 102.5646932 2.0456011)",,,,,
