osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes,junction
"[163052481, 163052482]",B27,Jalan Batu Arang,primary,False,True,148.587,yes,"LINESTRING (101.5737244 3.317082, 101.5746402 3.3170545, 101.5747564 3.3170511, 101.5750624 3.3170457)",,
783823554,B27,Jalan Batu Arang,primary,False,False,165.781,,"LINESTRING (101.5737244 3.317082, 101.5733256 3.3170813, 101.5729883 3.3170521, 101.5726349 3.3170118, 101.5722413 3.3169388)",,
24452685,,Persiaran Bandar Rawang,primary,False,False,32.441,,"LINESTRING (101.5771684 3.3184585, 101.5770266 3.3182034)",4,
24452685,,Persiaran Bandar Rawang,primary,False,True,129.738,,"LINESTRING (101.5771684 3.3184585, 101.5772284 3.3185488, 101.5773286 3.3187042, 101.5773477 3.3187764, 101.5773456 3.3189762, 101.57734 3.3194393, 101.5773443 3.3195752)",4,
181983156,,Jalan Bandar Rawang 11,unclassified,False,True,297.70500000000004,,"LINESTRING (101.5771684 3.3184585, 101.5770107 3.3185243, 101.5767374 3.3180524, 101.5764792 3.3179056, 101.576342 3.3178276, 101.5761718 3.3178653, 101.5756407 3.3188229, 101.5755798 3.3189539, 101.5755592 3.3190459)",,
24452685,,Persiaran Bandar Rawang,primary,False,False,129.738,,"LINESTRING (101.5773443 3.3195752, 101.57734 3.3194393, 101.5773456 3.3189762, 101.5773477 3.3187764, 101.5773286 3.3187042, 101.5772284 3.3185488, 101.5771684 3.3184585)",4,
24452686,,Persiaran Bandar Rawang,primary,True,False,19.872999999999998,,"LINESTRING (101.5773443 3.3195752, 101.5772996 3.3195765, 101.5772565 3.3195885, 101.5772175 3.3196104, 101.5771849 3.3196411)",,roundabout
24452687,,,primary,False,True,87.25999999999999,,"LINESTRING (101.5782951 3.3197541, 101.5780816 3.3197852, 101.5775113 3.3197821)",,
"[1174959930, 1174959931]",,,primary,False,False,46.626,,"LINESTRING (101.5782951 3.3197541, 101.5785363 3.3196843, 101.5786967 3.3196315)",,
"[541320176, 1174959932, 1174959934]",,Jalan Bandar Rawang 15,unclassified,False,True,325.92,,"LINESTRING (101.5782951 3.3197541, 101.5783465 3.319909, 101.5783172 3.3199102, 101.5776316 3.3199384, 101.5774346 3.3201002, 101.5773985 3.3201978, 101.5772478 3.3206036, 101.5771889 3.3208004, 101.5771859 3.3208328, 101.577178 3.3209191, 101.577178 3.3212458, 101.577164 3.3214278, 101.5771431 3.3216983, 101.5771592 3.3217813, 101.5772048 3.3218376)",,
24452686,,Persiaran Bandar Rawang,primary,True,False,32.822,,"LINESTRING (101.5775113 3.3197821, 101.5775091 3.3197231, 101.5774884 3.3196678, 101.5774513 3.3196218, 101.5774016 3.3195899, 101.5773443 3.3195752)",,roundabout
24452687,,,primary,False,False,87.25999999999999,,"LINESTRING (101.5775113 3.3197821, 101.5780816 3.3197852, 101.5782951 3.3197541)",,
197890853,,,residential,True,False,109.218,,"LINESTRING (101.5722413 3.3169388, 101.5724883 3.3170404, 101.5727938 3.3170999, 101.5729518 3.3171485, 101.5730206 3.3171847, 101.5730989 3.3173267)",,
783823554,B27,Jalan Batu Arang,primary,False,True,165.781,,"LINESTRING (101.5722413 3.3169388, 101.5726349 3.3170118, 101.5729883 3.3170521, 101.5733256 3.3170813, 101.5737244 3.317082)",,
1174959929,,,primary,False,True,31.155,,"LINESTRING (101.5791331 3.3195424, 101.5790319 3.3195524, 101.5788573 3.3195916)",,
24452686,,Persiaran Bandar Rawang,primary,True,False,46.016000000000005,,"LINESTRING (101.5771849 3.3196411, 101.5771514 3.3197014, 101.5771423 3.3197698, 101.577159 3.3198367, 101.577199 3.3198929, 101.5772569 3.3199306, 101.5773246 3.3199444)",,roundabout
181983031,,Jalan Bandar Rawang 12,unclassified,True,False,192.696,,"LINESTRING (101.5771849 3.3196411, 101.5770841 3.3196343, 101.5755592 3.3190459)",,
137928971,,To Kuala Lumpur,primary_link,True,False,211.32299999999998,,"LINESTRING (101.5768071 3.3163514, 101.5766526 3.3164901, 101.5764951 3.3165806, 101.5764195 3.3166155, 101.5756194 3.3169415, 101.5753789 3.3169861, 101.5750624 3.3170457)",2,
144850663,,Lebuhraya Rawang,tertiary,True,False,274.549,,"LINESTRING (101.5768071 3.3163514, 101.5766671 3.3165376, 101.5764463 3.3168506, 101.5758055 3.3179138, 101.5756799 3.3181766, 101.5755646 3.3184767)",,
