osmid,oneway,highway,reversed,length,geometry,name,lanes,junction,ref,access
"[175831003, 157569293]",False,residential,False,75.75,"LINESTRING (102.2419161 6.1290383, 102.2419533 6.1291153, 102.2419736 6.1291802, 102.2419829 6.1292365, 102.2419694 6.1292852, 102.2419385 6.1293124, 102.2415571 6.1293155)",,,,,
157569293,False,residential,False,64.47,"LINESTRING (102.2415571 6.1293155, 102.2412664 6.1293165, 102.2409746 6.1293355)",,,,,
"[175831003, 157569293]",False,residential,True,75.75,"LINESTRING (102.2415571 6.1293155, 102.2419385 6.1293124, 102.2419694 6.1292852, 102.2419829 6.1292365, 102.2419736 6.1291802, 102.2419533 6.1291153, 102.2419161 6.1290383)",,,,,
157569294,False,residential,False,51.653999999999996,"LINESTRING (102.2415571 6.1293155, 102.2415798 6.129584, 102.2416032 6.1297777)",Jalan Dato’ Perdana 5,,,,
157569293,False,residential,True,64.47,"LINESTRING (102.2409746 6.1293355, 102.2412664 6.1293165, 102.2415571 6.1293155)",,,,,
175830838,True,residential,False,63.91,"LINESTRING (102.2409746 6.1293355, 102.2409554 6.1291208, 102.2409504 6.1290652, 102.2409428 6.1289797, 102.2409341 6.1289327, 102.2409073 6.1288973, 102.2408529 6.128866, 102.2407931 6.1288453)",,,,,
99866129,True,tertiary,False,132.685,"LINESTRING (102.2423069 6.1300941, 102.2417349 6.1301565, 102.2416508 6.130171, 102.2412278 6.1302423, 102.2411194 6.1302626)",Jalan Pintu Pong,,,,
322723363,True,secondary,False,61.129,"LINESTRING (102.237784 6.1245086, 102.2375233 6.1249934)",Jalan Sultan Ibrahim,2,,,
175007053,True,secondary_link,False,132.315,"LINESTRING (102.237784 6.1245086, 102.2375008 6.1248963, 102.2373962 6.1250163, 102.2372662 6.125107, 102.2371173 6.125171, 102.2368938 6.1252403)",Jalan Gajah Mati,,,,
322793448,True,secondary,False,73.397,"LINESTRING (102.2368938 6.1252403, 102.2371473 6.1252504, 102.2371919 6.1252742, 102.2372193 6.1252973, 102.2372415 6.1253375, 102.2372755 6.1254657, 102.2373106 6.1256047)",Jalan Gajah Mati,,,,
532066009,False,secondary,False,142.293,"LINESTRING (102.2368938 6.1252403, 102.2363571 6.1252711, 102.2359702 6.1253168, 102.2356134 6.1253629)",Jalan Gajah Mati,,,,
99850807,True,residential,False,75.334,"LINESTRING (102.2380895 6.1279583, 102.2387688 6.1279053)",Jalan Hilir Pasar,,,,
175007044,True,residential,False,123.81800000000001,"LINESTRING (102.2380895 6.1279583, 102.2381191 6.1282846, 102.2381957 6.1290668)",Jalan Ismail,,,,
99850808,True,tertiary,False,21.811999999999998,"LINESTRING (102.2381957 6.1290668, 102.2383289 6.1290467, 102.2383886 6.1290281)",Jalan Padang Garong,4,,,
751839021,True,residential,False,75.104,"LINESTRING (102.2367805 6.1282383, 102.2361053 6.1283125)",Jalan Tengku Petra Semerak,,,,
175008988,False,residential,True,108.9,"LINESTRING (102.2367805 6.1282383, 102.2368091 6.1285462, 102.2368328 6.1288592, 102.2368576 6.1292146)",,,,,
175008988,False,residential,False,108.9,"LINESTRING (102.2368576 6.1292146, 102.2368328 6.1288592, 102.2368091 6.1285462, 102.2367805 6.1282383)",,,,,
751839020,True,tertiary,False,70.57,"LINESTRING (102.2368576 6.1292146, 102.2369408 6.1292053, 102.2374919 6.1291436)",Jalan Tok Hakim,,,,
175009115,True,residential,False,111.238,"LINESTRING (102.2397247 6.1271948, 102.2390575 6.1272444, 102.2387215 6.1272711)",Jalan Suara Muda,,,,
389991862,True,tertiary,False,72.541,"LINESTRING (102.2397247 6.1271948, 102.2397451 6.1274865, 102.2397703 6.1278456)",Jalan Doktor,,,,
99864524,True,residential,False,97.557,"LINESTRING (102.2387215 6.1272711, 102.2387101 6.1270987, 102.238684 6.1266579, 102.2386691 6.1263953)",Jalan Dato Pati,,,,
"[322793428, 176418183]",True,secondary,False,98.93,"LINESTRING (102.2420117 6.124525, 102.2419886 6.1247061, 102.2419492 6.1248458, 102.2419024 6.1249442, 102.2418321 6.1250289, 102.2417576 6.1250924, 102.2416745 6.1251423, 102.2415349 6.1251973)",Jalan Mahmood,2,,,
322793443,True,tertiary,False,90.266,"LINESTRING (102.2420117 6.124525, 102.242061 6.1246965, 102.2420972 6.1248066, 102.2421579 6.124896, 102.2422361 6.1249691, 102.2423234 6.1250172, 102.2424171 6.1250511, 102.24252 6.1250729)",,2,,,
175007538,False,residential,True,199.508,"LINESTRING (102.2385511 6.1232953, 102.2384079 6.123261, 102.2379955 6.123169, 102.2375024 6.1230534, 102.2372103 6.1229862, 102.2367945 6.1228848)",Jalan Zainal Abidin,,,,
772382193,True,secondary,False,159.37199999999999,"LINESTRING (102.2385511 6.1232953, 102.2384507 6.1234483, 102.2382839 6.1237146, 102.2380738 6.124062, 102.237784 6.1245086)",Jalan Sultan Ibrahim,,,,
42708345,True,secondary,False,36.703,"LINESTRING (102.2359839 6.1275696, 102.2359597 6.1272404)",Jalan Sultanah Zainab,,,,
532076370,True,secondary,False,37.736,"LINESTRING (102.2359839 6.1275696, 102.2359754 6.1275399, 102.2359506 6.1274536, 102.2359357 6.1274086, 102.2359112 6.1273715, 102.235883 6.1273461, 102.2358383 6.1273281, 102.2357987 6.127316)",,,,,
175765238,True,unclassified,False,73.434,"LINESTRING (102.2360113 6.129309, 102.2361131 6.1299616)",Jalan Odeon,,,,
175969885,True,unclassified,False,26.075,"LINESTRING (102.2360113 6.129309, 102.2362457 6.1292831)",Jalan Tok Hakim,,,,
127598721,False,unclassified,False,28.972,"LINESTRING (102.2361131 6.1299616, 102.2363732 6.1299299)",Jalan Tengku Chik,,,,
127598721,False,unclassified,True,67.983,"LINESTRING (102.2361131 6.1299616, 102.2356812 6.1300164, 102.2355035 6.1300416)",Jalan Tengku Chik,,,,
157569294,False,residential,True,51.653999999999996,"LINESTRING (102.2416032 6.1297777, 102.2415798 6.129584, 102.2415571 6.1293155)",Jalan Dato’ Perdana 5,,,,
99850808,True,tertiary,False,86.123,"LINESTRING (102.2411059 6.127968, 102.2414564 6.1278282, 102.2415776 6.1277799, 102.2418291 6.1276802)",Jalan Padang Garong,4,,,
175830836,False,residential,False,46.706,"LINESTRING (102.2413969 6.1287361, 102.2418184 6.1287079)",,,,,
175830836,False,residential,True,67.851,"LINESTRING (102.2413969 6.1287361, 102.2407931 6.1288453)",,,,,
175871929,True,residential,False,91.36,"LINESTRING (102.2413969 6.1287361, 102.2413383 6.1285361, 102.2412546 6.1283317, 102.2411059 6.127968)",,,,,
322708868,True,secondary,False,48.677,"LINESTRING (102.2442513 6.1217687, 102.2438219 6.1218654)",,2,,D108,yes
175009117,True,secondary,False,51.861,"LINESTRING (102.2399753 6.1252912, 102.2395063 6.1252996)",Jalan Hospital,2,,,
175969871,True,secondary_link,False,57.138000000000005,"LINESTRING (102.2399753 6.1252912, 102.2398615 6.1253229, 102.2397922 6.125359, 102.2397182 6.1254141, 102.2396554 6.1254956, 102.2396139 6.1256125)",,,,,
389991862,True,tertiary,False,80.745,"LINESTRING (102.2396139 6.1256125, 102.2396226 6.1257366, 102.239642 6.1260139, 102.2396646 6.1263369)",Jalan Doktor,,,,
175969868,False,residential,False,188.49599999999998,"LINESTRING (102.2438146 6.1260375, 102.2424416 6.1260601, 102.2421099 6.1260643)",Jalan Seri Wangsa,,,,
337013835,False,residential,False,157.95299999999997,"LINESTRING (102.2438146 6.1260375, 102.2437515 6.1268369, 102.2437561 6.1270927, 102.2437547 6.1274555)",,,,,
"[337013836, 175969886]",False,residential,True,205.745,"LINESTRING (102.2438146 6.1260375, 102.2441193 6.1260265, 102.2442144 6.1260311, 102.2442782 6.1260735, 102.2443155 6.1261368, 102.2443315 6.1265409, 102.2443427 6.1268205, 102.2443541 6.1271119, 102.2443598 6.1274388)",,,,,
175969868,False,residential,True,188.49599999999998,"LINESTRING (102.2421099 6.1260643, 102.2424416 6.1260601, 102.2438146 6.1260375)",Jalan Seri Wangsa,,,,
1104604158,True,secondary,False,66.31700000000001,"LINESTRING (102.2421099 6.1260643, 102.2420983 6.1257359, 102.242099 6.1254681)",Jalan Mahmood,2,,,
175009117,True,secondary,False,172.748,"LINESTRING (102.2415349 6.1251973, 102.240277 6.1252702, 102.2399753 6.1252912)",Jalan Hospital,2,,,
791482577,True,secondary,False,66.102,"LINESTRING (102.242099 6.1254681, 102.242078 6.1252723, 102.2420606 6.1252123, 102.2420304 6.1251703, 102.2419882 6.1251477, 102.2419285 6.125139, 102.2418601 6.125143, 102.2418093 6.1251595, 102.2417611 6.1251856)",,,,,
792675347,True,tertiary,False,67.065,"LINESTRING (102.242099 6.1254681, 102.2421409 6.1253607, 102.2422051 6.1252573, 102.2422913 6.125183, 102.2424044 6.1251213, 102.24252 6.1250729)",Jalan Mahmood,2,,,
322793442,True,primary,False,9.441,"LINESTRING (102.2421275 6.1275794, 102.2422097 6.1276024)",,,,,
175010033,True,secondary,False,34.135,"LINESTRING (102.2421275 6.1275794, 102.2421411 6.1276559, 102.2421569 6.1277148, 102.2421747 6.1277669, 102.2421983 6.1278182, 102.2422269 6.1278675)",Jalan Kebun Sultan,2,,D2,
175979479,True,secondary,False,135.608,"LINESTRING (102.2421275 6.1275794, 102.2421229 6.1275279, 102.2421113 6.127312, 102.2421009 6.1271725, 102.2420854 6.1269553, 102.242056 6.126362)",Jalan Mahmood,2,,,
"[175979474, 1268557871]",False,secondary,False,73.241,"LINESTRING (102.2422537 6.1279118, 102.2423042 6.1280585, 102.2423918 6.1282982, 102.2424736 6.1285331)",Jalan Kebun Sultan,2,,D2,
791529327,True,secondary,False,34.81,"LINESTRING (102.2422537 6.1279118, 102.2422483 6.1278108, 102.2422377 6.1277499, 102.2422097 6.1276024)",Jalan Kebun Sultan,2,,D2,
791534391,True,tertiary,False,28.015,"LINESTRING (102.239982 6.129095, 102.2399242 6.1293403)",Jalan Parit Dalam,,,,
1013949578,True,secondary,False,49.129,"LINESTRING (102.241588 6.1221129, 102.2416862 6.1225438)",Jalan Mahmood,,,,
99866125,True,secondary,False,74.479,"LINESTRING (102.2421752 6.1223306, 102.241982 6.1224273, 102.2418722 6.1225214, 102.2417964 6.1226455, 102.2417495 6.1228042)",Jalan Bayam,2,,D108,yes
176418199,True,secondary,False,75.821,"LINESTRING (102.2421752 6.1223306, 102.2420397 6.1223438, 102.2418933 6.1223416, 102.2417801 6.1223156, 102.241688 6.1222576, 102.2416314 6.1221955, 102.241588 6.1221129)",,,,,
176418183,True,secondary,False,193.74599999999998,"LINESTRING (102.2417495 6.1228042, 102.2418803 6.1234135, 102.2419332 6.1237802, 102.2419755 6.1242181, 102.2420117 6.124525)",Jalan Mahmood,2,,,
322793445,True,unclassified,False,99.14800000000001,"LINESTRING (102.239117 6.1226312, 102.2391621 6.1226627, 102.2395816 6.1229326, 102.2396232 6.1229481, 102.2396731 6.1229498, 102.2399174 6.1229095)",Jalan Padang Perdana,,,,
175979479,True,secondary,False,84.754,"LINESTRING (102.242056 6.126362, 102.2420432 6.1260938, 102.2420383 6.1258603, 102.2420328 6.1256002)",Jalan Mahmood,2,,,
176418192,False,residential,False,120.932,"LINESTRING (102.242056 6.126362, 102.2420045 6.1263649, 102.2409629 6.126401)",Taman Laksamana,,,,
176418192,False,residential,True,120.932,"LINESTRING (102.2409629 6.126401, 102.2420045 6.1263649, 102.242056 6.126362)",Taman Laksamana,,,,
532066008,False,secondary,False,184.092,"LINESTRING (102.2358955 6.1269944, 102.2357563 6.1262524, 102.2357199 6.1260338, 102.2356134 6.1253629)",Jalan Sultanah Zainab,,,,
532076371,True,secondary,False,40.132,"LINESTRING (102.2358955 6.1269944, 102.2359027 6.1270895, 102.2359016 6.1271546, 102.2358921 6.1272138, 102.2358649 6.1272609, 102.2358261 6.127298, 102.2357987 6.127316)",,,,,
176428039,True,tertiary,False,48.2,"LINESTRING (102.2401396 6.130176, 102.2400731 6.1297476)",Jalan Parit Dalam,,,,
322793435,True,primary,False,66.926,"LINESTRING (102.2443598 6.1274388, 102.2437547 6.1274555)",Jalan Tok Guru,2,,57,
"[337013836, 175969886]",False,residential,False,205.74499999999998,"LINESTRING (102.2443598 6.1274388, 102.2443541 6.1271119, 102.2443427 6.1268205, 102.2443315 6.1265409, 102.2443155 6.1261368, 102.2442782 6.1260735, 102.2442144 6.1260311, 102.2441193 6.1260265, 102.2438146 6.1260375)",,,,,
322793435,True,primary,False,138.48,"LINESTRING (102.2437547 6.1274555, 102.2430644 6.1274837, 102.242629 6.1275017, 102.2425032 6.1275061)",Jalan Tok Guru,2,,57,
337013835,False,residential,True,157.95299999999997,"LINESTRING (102.2437547 6.1274555, 102.2437561 6.1270927, 102.2437515 6.1268369, 102.2438146 6.1260375)",,,,,
176418180,True,primary,False,11.115,"LINESTRING (102.2422043 6.1275149, 102.2421275 6.1275794)",,,,,
1104604158,True,secondary,False,37.547,"LINESTRING (102.2422043 6.1275149, 102.2421727 6.1271787)",Jalan Mahmood,2,,,
322708807,True,tertiary,False,84.111,"LINESTRING (102.2442074 6.1223476, 102.2441816 6.1221074, 102.2441655 6.1220181, 102.244142 6.1219421, 102.2440977 6.1218934, 102.2440273 6.121868, 102.2439462 6.121862, 102.2438219 6.1218654)",Jalan Stadium,1,,,
1013949578,True,secondary,False,29.789,"LINESTRING (102.2416862 6.1225438, 102.2417495 6.1228042)",Jalan Mahmood,,,,
386739178,False,unclassified,True,199.75300000000001,"LINESTRING (102.2416862 6.1225438, 102.2413163 6.1226195, 102.2411303 6.1226575, 102.2407641 6.122729, 102.2405446 6.1227788, 102.2402815 6.122835, 102.2400866 6.1228766, 102.2399174 6.1229095)",Jalan Padang Perdana,,,,
1104604158,True,secondary,False,124.14099999999999,"LINESTRING (102.2421727 6.1271787, 102.2421662 6.127104, 102.2421423 6.1268429, 102.2421212 6.126336, 102.2421099 6.1260643)",Jalan Mahmood,2,,,
"[175009117, 175979479]",True,secondary,False,68.19900000000001,"LINESTRING (102.2420328 6.1256002, 102.2420247 6.125377, 102.2420184 6.1253086, 102.2420006 6.1252494, 102.2419634 6.1252082, 102.2419085 6.1251906, 102.2418494 6.1251855, 102.2417611 6.1251856)","['Jalan Mahmood', 'Jalan Hospital']",2,,,
337013840,True,secondary_link,False,72.45,"LINESTRING (102.2420328 6.1256002, 102.2419702 6.1255186, 102.2419085 6.1254472, 102.2418274 6.1253649, 102.2417581 6.1253035, 102.2416703 6.1252481, 102.2415349 6.1251973)",,,,,
386739178,False,unclassified,False,199.753,"LINESTRING (102.2399174 6.1229095, 102.2400866 6.1228766, 102.2402815 6.122835, 102.2405446 6.1227788, 102.2407641 6.122729, 102.2411303 6.1226575, 102.2413163 6.1226195, 102.2416862 6.1225438)",Jalan Padang Perdana,,,,
337052158,False,residential,True,30.117000000000004,"LINESTRING (102.2392343 6.1218366, 102.239249 6.121946, 102.2392574 6.1219829, 102.2392777 6.1220182, 102.2393073 6.1220476, 102.2393391 6.1220727)",,,,,
337052296,False,residential,False,94.261,"LINESTRING (102.2392343 6.1218366, 102.238738 6.1218914, 102.2383853 6.1219104)",,,,,
337052296,False,residential,False,70.997,"LINESTRING (102.2383853 6.1219104, 102.2377441 6.1218756)",,,,,
337052296,False,residential,True,94.261,"LINESTRING (102.2383853 6.1219104, 102.238738 6.1218914, 102.2392343 6.1218366)",,,,,
532527259,False,residential,False,130.32999999999998,"LINESTRING (102.2383853 6.1219104, 102.2384048 6.1223288, 102.2384228 6.122565, 102.2384369 6.1226028, 102.2384651 6.1226348, 102.2387249 6.1227883, 102.2388392 6.1228574)",,,,,
337052158,False,residential,False,30.117,"LINESTRING (102.2393391 6.1220727, 102.2393073 6.1220476, 102.2392777 6.1220182, 102.2392574 6.1219829, 102.239249 6.121946, 102.2392343 6.1218366)",,,,,
772382193,True,secondary,False,103.293,"LINESTRING (102.2393391 6.1220727, 102.2390303 6.1225671, 102.2389761 6.1226482, 102.2389148 6.1227419, 102.2388392 6.1228574)",Jalan Sultan Ibrahim,,,,
1268557871,False,secondary,False,85.726,"LINESTRING (102.2424736 6.1285331, 102.2427384 6.1292577)",Jalan Kebun Sultan,2,,D2,
"[175979474, 1268557871]",False,secondary,True,73.241,"LINESTRING (102.2424736 6.1285331, 102.2423918 6.1282982, 102.2423042 6.1280585, 102.2422537 6.1279118)",Jalan Kebun Sultan,2,,D2,
337052474,False,residential,True,124.544,"LINESTRING (102.2438461 6.129054, 102.2430989 6.1291902, 102.2427384 6.1292577)",,,,,
1268557871,False,secondary,False,87.014,"LINESTRING (102.2427384 6.1292577, 102.2429955 6.1299973)",Jalan Kebun Sultan,2,,D2,
1268557871,False,secondary,True,85.726,"LINESTRING (102.2427384 6.1292577, 102.2424736 6.1285331)",Jalan Kebun Sultan,2,,D2,
337052474,False,residential,False,124.544,"LINESTRING (102.2427384 6.1292577, 102.2430989 6.1291902, 102.2438461 6.129054)",,,,,
386287779,True,residential,False,110.256,"LINESTRING (102.2396646 6.1263369, 102.239135 6.1263655, 102.2389452 6.1263764, 102.2386691 6.1263953)",Jalan Maju,,,,
389991862,True,tertiary,False,95.625,"LINESTRING (102.2396646 6.1263369, 102.2396893 6.126689, 102.2397247 6.1271948)",Jalan Doktor,,,,
"[868589592, 127598725]",True,residential,False,126.79999999999998,"LINESTRING (102.2380245 6.1267208, 102.2379983 6.1261459, 102.2380034 6.1257179, 102.237995 6.1256551, 102.2379678 6.1255868)",Jalan Ismail,,,,
99864524,True,residential,False,128.661,"LINESTRING (102.2386691 6.1263953, 102.2386359 6.1257653, 102.2386301 6.125639, 102.2386205 6.125458, 102.2386115 6.1253365, 102.2385899 6.1252831, 102.2385597 6.125258)",Jalan Dato Pati,,,,
99866114,True,secondary,False,72.069,"LINESTRING (102.2385597 6.125258, 102.238268 6.125231, 102.2381238 6.1252296, 102.2380297 6.1252046, 102.2379634 6.1251713, 102.2379295 6.125145)",Jalan Hospital,,,,
99866125,True,secondary,False,189.28300000000002,"LINESTRING (102.2438219 6.1218654, 102.243363 6.1219993, 102.2427217 6.1221693, 102.2426785 6.1221821, 102.2421752 6.1223306)",Jalan Bayam,2,,D108,yes
127598730,True,tertiary,False,90.61,"LINESTRING (102.2373361 6.126766, 102.2373646 6.1272411, 102.2373796 6.1275797)",Jalan Temenggong,3,,,
388401596,True,residential,False,76.275,"LINESTRING (102.2373361 6.126766, 102.2376744 6.1267435, 102.2380245 6.1267208)",Jalan Cina Cabang,1,,,
322793435,True,primary,False,33.061,"LINESTRING (102.2425032 6.1275061, 102.2422043 6.1275149)",Jalan Tok Guru,2,,57,
532076614,True,primary_link,False,54.625,"LINESTRING (102.2425032 6.1275061, 102.2424078 6.1274725, 102.2423386 6.1274313, 102.2422777 6.1273801, 102.2422313 6.1273288, 102.2422025 6.1272801, 102.2421727 6.1271787)",,,,,
726677464,False,residential,False,64.554,"LINESTRING (102.236378 6.1221279, 102.2365808 6.1221494, 102.2367512 6.1221441, 102.236955 6.1220961)",,,,,
532066008,False,secondary,True,184.092,"LINESTRING (102.2356134 6.1253629, 102.2357199 6.1260338, 102.2357563 6.1262524, 102.2358955 6.1269944)",Jalan Sultanah Zainab,,,,
532066009,False,secondary,True,142.293,"LINESTRING (102.2356134 6.1253629, 102.2359702 6.1253168, 102.2363571 6.1252711, 102.2368938 6.1252403)",Jalan Gajah Mati,,,,
