osmid,oneway,ref,name,highway,access,reversed,length,geometry,junction
564310236,False,22,Jalan Kundasang-Ranau,trunk,yes,False,106.283,"LINESTRING (116.6619228 5.953954, 116.6620047 5.9539723, 116.6624749 5.954073, 116.6628613 5.9541596)",
564310236,False,22,Jalan Kundasang-Ranau,trunk,yes,True,203.052,"LINESTRING (116.6647702 5.9545404, 116.6647216 5.954534, 116.6646552 5.9545253, 116.6645519 5.9545133, 116.6644433 5.9544947, 116.6641587 5.9544296, 116.6639381 5.9543849, 116.6638215 5.9543613, 116.6630728 5.9542098, 116.6629703 5.9541845)",
823592104,True,22,Jalan Kundasang-Ranau,trunk,yes,False,33.017,"LINESTRING (116.6647702 5.9545404, 116.6648798 5.9545552, 116.6649495 5.9545658, 116.6650121 5.9545807, 116.6650632 5.9545949)",
401888411,False,22,Jalan Kundasang-Ranau,trunk,yes,False,20.999000000000002,"LINESTRING (116.6687258 5.9552017, 116.6687898 5.9552455, 116.6688789 5.9553133)",
401888411,False,22,Jalan Kundasang-Ranau,trunk,yes,True,24.948999999999998,"LINESTRING (116.6687258 5.9552017, 116.6685598 5.9551265, 116.6685198 5.9551103)",
823574443,True,,Jalan Tambunan-Ranau,trunk_link,,False,46.37,"LINESTRING (116.6687258 5.9552017, 116.6687078 5.9551365, 116.6686599 5.9550593, 116.6686248 5.9550021, 116.6686131 5.9549322, 116.6686078 5.9548115)",
401888411,False,22,Jalan Kundasang-Ranau,trunk,yes,False,36.274,"LINESTRING (116.6681432 5.9550559, 116.6684683 5.9550991)",
401888411,False,22,Jalan Kundasang-Ranau,trunk,yes,True,278.742,"LINESTRING (116.6681432 5.9550559, 116.6676177 5.9550055, 116.6671496 5.9549415, 116.6665179 5.954858, 116.6660942 5.9547974, 116.6660196 5.9547833, 116.6659391 5.9547681, 116.6657395 5.9547347, 116.6656463 5.95472)",
401888411,False,22,Jalan Kundasang-Ranau,trunk,yes,True,5.83,"LINESTRING (116.6685198 5.9551103, 116.6684683 5.9550991)",
401888411,False,22,Jalan Kundasang-Ranau,trunk,yes,False,24.948999999999998,"LINESTRING (116.6685198 5.9551103, 116.6685598 5.9551265, 116.6687258 5.9552017)",
823574444,True,,Jalan Tambunan-Ranau,primary,,False,34.634,"LINESTRING (116.6685198 5.9551103, 116.6685406 5.9550262, 116.6686078 5.9548115)",
