osmid,ref,highway,oneway,reversed,length,geometry,lanes,name
542810634,210,primary,False,False,301.796,"LINESTRING (102.3818564 5.8367173, 102.3821346 5.8363415, 102.3824081 5.835906, 102.3826272 5.8354992, 102.3827463 5.8352499, 102.3828275 5.8350756, 102.3830115 5.8345911, 102.3831008 5.8343189)",,
762892953,210,primary,True,False,210.379,"LINESTRING (102.3818564 5.8367173, 102.381575 5.836988, 102.3812304 5.8372847, 102.3807135 5.8377374, 102.3804595 5.837911, 102.3804106 5.8379417)",,
762892956,3,primary,False,False,74.621,"LINESTRING (102.3812864 5.8379881, 102.3806408 5.8381827)",2,Jalan Kota Bharu – Kuala Terengganu
762892957,3,primary,False,True,10.718,"LINESTRING (102.3812864 5.8379881, 102.3813792 5.8379604)",2,Jalan Kota Bharu – Kuala Terengganu
542810635,,primary_link,True,False,104.447,"LINESTRING (102.3812864 5.8379881, 102.380987 5.8380543, 102.3806617 5.8381332, 102.3805633 5.8381308, 102.3805191 5.8381088, 102.380486 5.8380714, 102.3804772 5.8380231, 102.3805037 5.8379747)",,
762892960,210,primary,True,False,205.534,"LINESTRING (102.3805037 5.8379747, 102.380983 5.8376099, 102.3812768 5.8373506, 102.3816126 5.8370122, 102.3817706 5.836821, 102.3818564 5.8367173)",,
965300492,3,trunk,False,False,3.062,"LINESTRING (102.3786738 5.8388205, 102.3786475 5.8388291)",2,Jalan Kota Bharu – Kuala Terengganu
1160171918,3,trunk,False,True,144.027,"LINESTRING (102.3786738 5.8388205, 102.3796303 5.8385121, 102.3799124 5.8384212)",2,Jalan Kota Bharu – Kuala Terengganu
542810636,210,primary,True,False,39.260999999999996,"LINESTRING (102.3803199 5.8379986, 102.3802532 5.8380666, 102.3802351 5.8381129, 102.3802305 5.8381683, 102.3802475 5.8382327, 102.3802992 5.8383019)",,
762892959,,trunk_link,True,False,93.09700000000001,"LINESTRING (102.3803199 5.8379986, 102.3801723 5.8380912, 102.3798343 5.8382846, 102.3795843 5.8384037)",,
762892958,3,primary,False,True,40.044,"LINESTRING (102.3802992 5.8383019, 102.3806408 5.8381827)",2,Jalan Kota Bharu – Kuala Terengganu
762892955,210,primary,True,False,44.212,"LINESTRING (102.3802992 5.8383019, 102.3803221 5.8381884, 102.3803723 5.8381056, 102.3804485 5.838035, 102.3805037 5.8379747)",,
1160171918,3,trunk,False,False,44.798,"LINESTRING (102.3802992 5.8383019, 102.3801508 5.8383462, 102.3799124 5.8384212)",2,Jalan Kota Bharu – Kuala Terengganu
762941605,3,primary,False,True,27.497,"LINESTRING (102.3861055 5.8363523, 102.386344 5.8362826)",2,Jalan Kota Bharu – Kuala Terengganu
