osmid,bridge,oneway,ref,name,highway,reversed,length,lanes,geometry,maxspeed
57358893,,True,1,Jalan Za'aba,trunk,False,155.171,2,"LINESTRING (101.9434897 2.7192197, 101.9436652 2.7190779, 101.9443757 2.7182593, 101.9444112 2.7181803)",70
495778234,,True,53,,trunk,False,87.52400000000002,2,"LINESTRING (101.9434897 2.7192197, 101.9436061 2.7190434, 101.9438708 2.7187207, 101.9438933 2.7186785, 101.9439055 2.7186276, 101.9439061 2.718569)",
1221663829,,True,241,Jalan Sungai Ujong,trunk,False,10.523,2,"LINESTRING (101.9382839 2.7214044, 101.9381919 2.7213818)",
"[43508181, 1221663830]",,False,,,unclassified,True,258.82699999999994,,"LINESTRING (101.9382839 2.7214044, 101.9383178 2.721278, 101.9383592 2.7211327, 101.9384924 2.720708, 101.9385345 2.7206768, 101.9389583 2.7205623, 101.9391502 2.7204927, 101.9392482 2.7204734, 101.9393606 2.7204851, 101.9394066 2.7204899, 101.9396003 2.7205406, 101.9400315 2.7206602)",
1119299026,,True,1,Jalan Dato' Bandar Tunggal,trunk,False,54.523,4,"LINESTRING (101.9400315 2.7206602, 101.9399014 2.721133)",
"[43508181, 1221663830]",,False,,,unclassified,False,258.827,,"LINESTRING (101.9400315 2.7206602, 101.9396003 2.7205406, 101.9394066 2.7204899, 101.9393606 2.7204851, 101.9392482 2.7204734, 101.9391502 2.7204927, 101.9389583 2.7205623, 101.9385345 2.7206768, 101.9384924 2.720708, 101.9383592 2.7211327, 101.9383178 2.721278, 101.9382839 2.7214044)",
496710071,,True,,Jalan Tuanku Munawir,secondary,False,11.261,,"LINESTRING (101.9382565 2.7215019, 101.9382839 2.7214044)",
1119299027,,True,241,Jalan Sungai Ujong,trunk,False,47.116,2,"LINESTRING (101.9382565 2.7215019, 101.938668 2.7216048)",
318694491,,True,,Jalan Tuanku Munawir,secondary,False,11.051,,"LINESTRING (101.9381919 2.7213818, 101.9381611 2.7214763)",
498696057,,True,241,Jalan Sungai Ujong,trunk,False,10.972,2,"LINESTRING (101.9381611 2.7214763, 101.9382565 2.7215019)",
498696056,,True,,Jalan Tuanku Munawir,secondary,False,84.07900000000001,2,"LINESTRING (101.9381611 2.7214763, 101.938048 2.7218914, 101.9379623 2.7222059)",
"[605525501, 605525498, 1160893285]",yes,True,241,Jalan Sungai Ujong,trunk,False,150.892,2,"LINESTRING (101.9368437 2.7211627, 101.9372195 2.721208, 101.937363 2.7212385, 101.9377854 2.7213781, 101.9378257 2.7213882, 101.9379699 2.7214243, 101.9381611 2.7214763)",
45984722,,True,,Jalan Kuil,tertiary,False,184.625,2,"LINESTRING (101.9399014 2.721133, 101.9414945 2.7216069)",
1119299026,,True,1,Jalan Dato' Bandar Tunggal,trunk,False,72.128,4,"LINESTRING (101.9399014 2.721133, 101.9397269 2.7217578)",
46037033,,True,1,Jalan Yam Tuan,trunk,False,98.078,4,"LINESTRING (101.9414945 2.7216069, 101.9416339 2.7211541, 101.9416802 2.7210089, 101.9417539 2.7207638)",
45984724,,True,,Jalan Taman Bunga,tertiary,False,333.27000000000004,,"LINESTRING (101.9447038 2.7220979, 101.9444484 2.7220044, 101.9442571 2.7219091, 101.9440654 2.7218032, 101.9438606 2.7216448, 101.9437198 2.7215183, 101.9436148 2.7214067, 101.9435462 2.7213235, 101.9434802 2.7212064, 101.9433613 2.7209574, 101.9430247 2.7201582, 101.9428766 2.7198892)",
1160893281,,True,1,Jalan Za'aba,trunk,False,100.892,4,"LINESTRING (101.9428766 2.7198892, 101.9434897 2.7192197)",70
147029406,,True,1,,trunk_link,False,237.534,2,"LINESTRING (101.9411863 2.7189902, 101.9410663 2.7191963, 101.9410237 2.7193103, 101.9410147 2.7193822, 101.9410261 2.7194541, 101.9410458 2.7195094, 101.9410899 2.7195565, 101.9411821 2.7195961, 101.9416006 2.7197241, 101.9417506 2.7197711, 101.9425273 2.7200147)",
1167879243,,True,1,Jalan Tuanku Antah,trunk,False,155.25900000000001,4,"LINESTRING (101.9411863 2.7189902, 101.9406432 2.7194231, 101.9405237 2.7195146, 101.9404266 2.7196118, 101.9403504 2.719702, 101.9402734 2.7198401, 101.9402275 2.7199707)",
1160893281,,True,1,Jalan Za'aba,trunk,False,43.041,4,"LINESTRING (101.9425273 2.7200147, 101.9426059 2.7200206, 101.9426394 2.7200168, 101.9426765 2.7200125, 101.9427423 2.7199865, 101.9428105 2.7199481, 101.9428766 2.7198892)",70
57358893,,True,1,Jalan Za'aba,trunk,False,177.964,2,"LINESTRING (101.9444112 2.7181803, 101.9447688 2.7177925, 101.9451541 2.717349, 101.9453171 2.7171819, 101.9455043 2.7170119)",70
495778235,,True,53,,trunk,False,72.393,2,"LINESTRING (101.9439061 2.718569, 101.9439572 2.718562, 101.9440059 2.7185425, 101.9440622 2.7185053, 101.9442966 2.7182573, 101.9443429 2.7182181, 101.9444112 2.7181803)",
"[495778236, 495778237, 495778239]",yes,True,53,Jalan Rasah,trunk,False,322.186,2,"LINESTRING (101.9439061 2.718569, 101.9438955 2.7185208, 101.9438726 2.7184654, 101.94384 2.7184166, 101.9435795 2.7180433, 101.9428194 2.7169222, 101.9426914 2.7167182, 101.9426176 2.7165593, 101.9425682 2.716428, 101.9425228 2.7162745, 101.9425006 2.7161364, 101.9424947 2.7160723)",
847328503,,False,,,residential,True,11.683,,"LINESTRING (101.9416033 2.7156898, 101.9417069 2.7156716)",
495778240,,True,,,trunk_link,False,65.728,,"LINESTRING (101.9416033 2.7156898, 101.9416532 2.7160157, 101.9416881 2.7161082, 101.9417296 2.7161738, 101.9417861 2.7162373)",
"[496386473, 496386474, 495778245, 847328974]",yes,False,,,residential,False,441.40000000000003,,"LINESTRING (101.9416033 2.7156898, 101.9409263 2.7158094, 101.9402821 2.7159389, 101.9397727 2.7160339, 101.9395617 2.7161061, 101.9394095 2.7161845, 101.9392518 2.7162929, 101.9391285 2.7164011, 101.9389227 2.7165944, 101.9387043 2.7168121, 101.9384515 2.7170682, 101.9383957 2.7171143, 101.9383379 2.7171344, 101.9382931 2.7171367, 101.9382559 2.7171305, 101.9381672 2.7170725, 101.9380849 2.7170411)",
495778242,,True,,,trunk_link,False,63.535,,"LINESTRING (101.9417861 2.7162373, 101.9417591 2.7160894, 101.9417069 2.7156716)",
495778244,,False,,,trunk_link,False,118.13499999999999,,"LINESTRING (101.9417861 2.7162373, 101.941853 2.7162904, 101.9419362 2.7163252, 101.9420373 2.716342, 101.9421561 2.7163386, 101.9422983 2.7163185, 101.9426096 2.716237, 101.9427073 2.7162059, 101.9427942 2.7161593)",
"[495778243, 802701812]",yes,True,,,trunk_link,False,131.084,,"LINESTRING (101.9427942 2.7161593, 101.9428629 2.7161068, 101.9429084 2.716053, 101.9429439 2.7159887, 101.9429573 2.7159167, 101.9429476 2.7158208, 101.9428948 2.7157281, 101.9428463 2.7156823, 101.9427694 2.7156551, 101.9426475 2.7156084, 101.9425952 2.7155665, 101.9425577 2.7154984, 101.9425278 2.715396, 101.9424926 2.715258)",
495778244,,False,,,trunk_link,True,118.13500000000002,,"LINESTRING (101.9427942 2.7161593, 101.9427073 2.7162059, 101.9426096 2.716237, 101.9422983 2.7163185, 101.9421561 2.7163386, 101.9420373 2.716342, 101.9419362 2.7163252, 101.941853 2.7162904, 101.9417861 2.7162373)",
"[607632712, 495778237]",yes,True,53,Jalan Rasah,trunk,False,90.62,,"LINESTRING (101.9424947 2.7160723, 101.9424817 2.7159004, 101.9424813 2.7157096, 101.9424915 2.7154036, 101.9424926 2.715258)",
495778241,,True,,,trunk_link,False,112.23200000000001,,"LINESTRING (101.9424947 2.7160723, 101.9425321 2.7158831, 101.9425516 2.7158336, 101.942587 2.7157805, 101.942629 2.7157471, 101.9426861 2.7157275, 101.9427498 2.7157275, 101.9428029 2.7157399, 101.9428489 2.7157788, 101.942879 2.7158353, 101.942886 2.7159007, 101.9428812 2.7159655, 101.9428546 2.7160322, 101.9427942 2.7161593)",
847328503,,False,,,residential,False,11.683,,"LINESTRING (101.9417069 2.7156716, 101.9416033 2.7156898)",
847328504,,False,,,residential,True,69.725,,"LINESTRING (101.9417069 2.7156716, 101.9423278 2.7155792)",
847328504,,False,,,residential,False,69.725,,"LINESTRING (101.9423278 2.7155792, 101.9417069 2.7156716)",
"[57358922, 495778238]",yes,True,53,Jalan Rasah,trunk,False,109.4,,"LINESTRING (101.9423278 2.7155792, 101.9423271 2.715865, 101.9423487 2.7161683, 101.9423848 2.7163675, 101.9424424 2.7165502)",
"[496386473, 496386474, 495778245, 847328974]",yes,False,,,residential,True,441.40000000000003,,"LINESTRING (101.9380849 2.7170411, 101.9381672 2.7170725, 101.9382559 2.7171305, 101.9382931 2.7171367, 101.9383379 2.7171344, 101.9383957 2.7171143, 101.9384515 2.7170682, 101.9387043 2.7168121, 101.9389227 2.7165944, 101.9391285 2.7164011, 101.9392518 2.7162929, 101.9394095 2.7161845, 101.9395617 2.7161061, 101.9397727 2.7160339, 101.9402821 2.7159389, 101.9409263 2.7158094, 101.9416033 2.7156898)",
496386476,,False,,,residential,False,103.48,,"LINESTRING (101.9380849 2.7170411, 101.9380317 2.7170508, 101.9379804 2.717076, 101.937468 2.717716)",
1241314646,,False,,,residential,False,134.80700000000002,,"LINESTRING (101.9380849 2.7170411, 101.9381414 2.7169758, 101.9385797 2.7164398, 101.938722 2.7162225, 101.938798 2.7160656)",
1167879243,,True,1,Jalan Tuanku Antah,trunk,False,69.164,4,"LINESTRING (101.9416892 2.7186235, 101.9416424 2.718657, 101.9413356 2.7188762, 101.9411863 2.7189902)",
496386476,,False,,,residential,False,75.783,,"LINESTRING (101.937468 2.717716, 101.9373164 2.7179087, 101.9370182 2.7182277)",
496386476,,False,,,residential,True,103.48,,"LINESTRING (101.937468 2.717716, 101.9379804 2.717076, 101.9380317 2.7170508, 101.9380849 2.7170411)",
"[606527009, 496386485]",,False,,,residential,False,112.80000000000001,,"LINESTRING (101.937468 2.717716, 101.9372205 2.7173965, 101.9371835 2.7173713, 101.9367025 2.7173107, 101.9366617 2.7173125, 101.936621 2.7173116)",
496386476,,False,,,residential,True,75.783,,"LINESTRING (101.9370182 2.7182277, 101.9373164 2.7179087, 101.937468 2.717716)",
496386486,,False,,,residential,False,59.114,,"LINESTRING (101.9370182 2.7182277, 101.9367819 2.718015, 101.9366652 2.7179264, 101.9365991 2.7179125)",
496386486,,False,,,residential,True,59.114,,"LINESTRING (101.9365991 2.7179125, 101.9366652 2.7179264, 101.9367819 2.718015, 101.9370182 2.7182277)",
496386508,,False,,,residential,False,78.117,,"LINESTRING (101.9425207 2.7145934, 101.9426603 2.7145835, 101.9432215 2.7145342)",
496386508,,False,,,residential,True,78.117,,"LINESTRING (101.9432215 2.7145342, 101.9426603 2.7145835, 101.9425207 2.7145934)",
1119298982,,True,,Jalan Tuanku Munawir,secondary,False,31.245,2,"LINESTRING (101.9381807 2.7217725, 101.9382565 2.7215019)",
496710067,,True,,,trunk_link,False,59.434,1,"LINESTRING (101.9381807 2.7217725, 101.9382591 2.7216983, 101.9383298 2.7216576, 101.9384112 2.7216258, 101.9385016 2.7216112, 101.938668 2.7216048)",
496710070,,True,241,Jalan Sungai Ujong,trunk,False,123.107,3,"LINESTRING (101.938668 2.7216048, 101.9393238 2.7217686, 101.9395141 2.7218162, 101.9396026 2.7218939, 101.9396618 2.7219963)",
"[42412296, 497213571]",,False,,Jalan Dato Hamzah,secondary,False,283.544,,"LINESTRING (101.9433288 2.722631, 101.9432158 2.7222786, 101.9431287 2.7220679, 101.9430272 2.7218799, 101.9429652 2.7217837, 101.9428745 2.721642, 101.9427421 2.7214706, 101.9425457 2.721255, 101.9423963 2.7211025, 101.9422872 2.7210081, 101.9422162 2.7209555, 101.9421929 2.7209407, 101.9421441 2.7209097, 101.9420823 2.7208792, 101.9417539 2.7207638)",
45984724,,True,,Jalan Taman Bunga,tertiary,False,44.077,,"LINESTRING (101.9450578 2.7222684, 101.9449474 2.7221862, 101.9447038 2.7220979)",
43499609,,True,,Jalan Dato A.S Dawood,tertiary,False,50.311,,"LINESTRING (101.9448174 2.7218886, 101.945011 2.72215, 101.9450578 2.7222684)",
496740859,,True,,,tertiary_link,False,28.848,,"LINESTRING (101.9448174 2.7218886, 101.944816 2.7219645, 101.9448036 2.7220104, 101.9447753 2.7220546, 101.9447038 2.7220979)",
496782869,,True,,,unclassified,False,11.5,,"LINESTRING (101.9452443 2.7161546, 101.9453027 2.71624)",
"[1167879243, 1179800166, 496710087]",,True,1,Jalan Tuanku Antah,trunk,False,480.92600000000004,4,"LINESTRING (101.9452443 2.7161546, 101.9447362 2.7165034, 101.9443481 2.7167685, 101.9442899 2.7168085, 101.9442106 2.7168635, 101.9438792 2.717095, 101.9432929 2.7175025, 101.9416892 2.7186235)",
496782871,,True,,,unclassified,False,128.769,,"LINESTRING (101.9453027 2.71624, 101.9447904 2.7165832, 101.9443399 2.7168851)",
"[606527009, 496386485]",,False,,,residential,True,112.8,,"LINESTRING (101.936621 2.7173116, 101.9366617 2.7173125, 101.9367025 2.7173107, 101.9371835 2.7173713, 101.9372205 2.7173965, 101.937468 2.717716)",
1241314646,,False,,,residential,True,134.80700000000002,,"LINESTRING (101.938798 2.7160656, 101.938722 2.7162225, 101.9385797 2.7164398, 101.9381414 2.7169758, 101.9380849 2.7170411)",
"[607632712, 33169064]",yes,True,53,Jalan Rasah,trunk,False,73.967,,"LINESTRING (101.9424926 2.715258, 101.9424955 2.7151707, 101.9425048 2.7149347, 101.9425207 2.7145934)",
