osmid,highway,oneway,reversed,length,ref,geometry,access
446008531,residential,False,False,50.23,,"LINESTRING (13.2177077 -1.5495958, 13.217832 -1.5500301)",
79538723,primary,False,False,86.205,R24,"LINESTRING (13.2177077 -1.5495958, 13.2172201 -1.5497358, 13.2169645 -1.5498171)",
585546558,residential,False,False,12.074,,"LINESTRING (13.2227908 -1.5510809, 13.2228543 -1.5509928)",
598730185,trunk,False,False,97.67999999999999,RN3,"LINESTRING (13.2227908 -1.5510809, 13.2230051 -1.5512776, 13.2234265 -1.5516873)",yes
598730185,trunk,False,True,194.152,RN3,"LINESTRING (13.2227908 -1.5510809, 13.2223428 -1.5506731, 13.2216164 -1.5500713, 13.2214594 -1.5499518)",yes
494416122,residential,False,True,268.98,,"LINESTRING (13.2234265 -1.5516873, 13.2229748 -1.5520127, 13.2227715 -1.552286, 13.2225671 -1.5528171, 13.2223477 -1.5530689, 13.2219292 -1.5532888, 13.2217919 -1.5533393)",
598730185,trunk,False,False,181.439,RN3,"LINESTRING (13.2234265 -1.5516873, 13.223959 -1.5521307, 13.2242989 -1.5524557, 13.2246436 -1.5527735)",yes
598730185,trunk,False,True,97.67999999999999,RN3,"LINESTRING (13.2234265 -1.5516873, 13.2230051 -1.5512776, 13.2227908 -1.5510809)",yes
598730185,trunk,False,False,31.928,RN3,"LINESTRING (13.2246436 -1.5527735, 13.2247764 -1.5530281)",yes
598730185,trunk,False,True,181.43900000000002,RN3,"LINESTRING (13.2246436 -1.5527735, 13.2242989 -1.5524557, 13.223959 -1.5521307, 13.2234265 -1.5516873)",yes
598730185,trunk,False,False,223.52800000000002,RN3,"LINESTRING (13.2245216 -1.5561135, 13.2243955 -1.5570546, 13.2243043 -1.5575077, 13.224256 -1.5581043)",yes
598730185,trunk,False,True,133.514,RN3,"LINESTRING (13.2245216 -1.5561135, 13.2245551 -1.5558735, 13.2245886 -1.555651, 13.2246141 -1.555462, 13.2246611 -1.555293, 13.2247053 -1.5549284)",yes
598730185,trunk,False,False,17.193,RN3,"LINESTRING (13.224256 -1.5581043, 13.224233 -1.5582572)",yes
588259454,residential,False,False,154.024,,"LINESTRING (13.224256 -1.5581043, 13.2235613 -1.5580963, 13.2234849 -1.558105, 13.2234018 -1.5581311, 13.2233347 -1.558166, 13.2229479 -1.5583984)",
598730185,trunk,False,True,223.52800000000002,RN3,"LINESTRING (13.224256 -1.5581043, 13.2243043 -1.5575077, 13.2243955 -1.5570546, 13.2245216 -1.5561135)",yes
598730185,trunk,False,True,17.193,RN3,"LINESTRING (13.224233 -1.5582572, 13.224256 -1.5581043)",yes
494416122,residential,False,False,7.037,,"LINESTRING (13.2207271 -1.5537314, 13.2207865 -1.5537095)",
585345265,residential,False,False,116.719,,"LINESTRING (13.2207271 -1.5537314, 13.2204747 -1.5527125)",
494416122,residential,False,True,140.949,,"LINESTRING (13.2207271 -1.5537314, 13.2200262 -1.5540235, 13.2195643 -1.5542365)",
446008531,residential,False,False,51.992,,"LINESTRING (13.2183097 -1.5546418, 13.2186713 -1.5549384)",
446008529,residential,False,True,184.74399999999997,,"LINESTRING (13.2183097 -1.5546418, 13.217863 -1.5548921, 13.2176484 -1.5549136, 13.2170524 -1.5548333, 13.2167207 -1.5548051)",
446008531,residential,False,True,138.672,,"LINESTRING (13.2183097 -1.5546418, 13.2181311 -1.554465, 13.2180139 -1.5541878, 13.2179674 -1.5539939, 13.217937 -1.5537141, 13.2179455 -1.5535002)",
446008531,residential,False,True,92.198,,"LINESTRING (13.2193592 -1.5554017, 13.2186713 -1.5549384)",
446008541,residential,False,False,237.748,,"LINESTRING (13.2193592 -1.5554017, 13.2179662 -1.5570242)",
446008531,residential,False,False,153.8,,"LINESTRING (13.2193592 -1.5554017, 13.2197894 -1.5556683, 13.2201435 -1.5559154, 13.2204857 -1.5562008)",
494416155,residential,False,False,250.919,,"LINESTRING (13.2204857 -1.5562008, 13.2190088 -1.5579074)",
446008531,residential,False,True,153.8,,"LINESTRING (13.2204857 -1.5562008, 13.2201435 -1.5559154, 13.2197894 -1.5556683, 13.2193592 -1.5554017)",
494416154,residential,False,False,320.512,,"LINESTRING (13.2204857 -1.5562008, 13.2207518 -1.5564392, 13.2209431 -1.5565962, 13.2209803 -1.5566736, 13.2210254 -1.5569218, 13.2210522 -1.5572114, 13.221138 -1.5574205, 13.221315 -1.5576189, 13.2216047 -1.5577959, 13.2218622 -1.557871, 13.2220607 -1.5578924, 13.222227 -1.5578683, 13.2223161 -1.5578355, 13.2223866 -1.5577845)",
494416152,residential,False,False,84.505,,"LINESTRING (13.2167735 -1.5571338, 13.2173019 -1.5576802)",
446008533,residential,False,False,100.428,,"LINESTRING (13.2167735 -1.5571338, 13.2173631 -1.5571767, 13.2174531 -1.5571984, 13.217662 -1.5572666)",
446008541,residential,False,False,60.969,,"LINESTRING (13.217662 -1.5572666, 13.2173019 -1.5576802)",
446008541,residential,False,True,43.241,,"LINESTRING (13.217662 -1.5572666, 13.2179662 -1.5570242)",
446008533,residential,False,False,66.262,,"LINESTRING (13.217662 -1.5572666, 13.2178006 -1.5574103, 13.218092 -1.557679)",
446008533,residential,False,True,100.428,,"LINESTRING (13.217662 -1.5572666, 13.2174531 -1.5571984, 13.2173631 -1.5571767, 13.2167735 -1.5571338)",
