osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,junction
137260823,residential,False,True,61.562,,,,,"LINESTRING (-14.3853499 19.7416045, -14.3858777 19.7413601)",
451894805,trunk,False,True,12.833,2,RN1,طريق أكجوجت,50,"LINESTRING (-14.3853499 19.7416045, -14.3852647 19.7416875)",
451894805,trunk,False,False,52.83200000000001,2,RN1,طريق أكجوجت,50,"LINESTRING (-14.3853499 19.7416045, -14.3854165 19.7415285, -14.3854804 19.7414406, -14.3855427 19.7413455, -14.3855972 19.7412487, -14.385619 19.7412044)",
986931495,tertiary,False,False,11.022,,,,,"LINESTRING (-14.386415 19.7395194, -14.3863097 19.7395178)",
451894805,trunk,False,False,58.057,2,RN1,طريق أكجوجت,50,"LINESTRING (-14.386415 19.7395194, -14.386514 19.7394591, -14.3866264 19.7393972, -14.386771 19.7393264, -14.3869056 19.7392794)",
451894805,trunk,False,True,15.131,2,RN1,طريق أكجوجت,50,"LINESTRING (-14.386415 19.7395194, -14.3863553 19.7395658, -14.3863056 19.7396083)",
137260823,residential,False,False,49.876,,,,,"LINESTRING (-14.3880137 19.7406353, -14.3875446 19.7407143)",
137260823,residential,False,True,111.084,,,,,"LINESTRING (-14.3880137 19.7406353, -14.389058 19.7404568)",
137265770,residential,False,False,11.355,,,,,"LINESTRING (-14.3880137 19.7406353, -14.3879907 19.7407351)",
137260818,residential,False,False,108.594,,,,,"LINESTRING (-14.3891377 19.7468546, -14.3885066 19.7476298)",
137260818,residential,False,True,45.702,,,,,"LINESTRING (-14.3891377 19.7468546, -14.3893603 19.746501)",
137260825,residential,False,False,60.769,,,,,"LINESTRING (-14.3891377 19.7468546, -14.388578 19.7467091)",
137265771,residential,False,False,112.04700000000001,,,,,"LINESTRING (-14.3891377 19.7468546, -14.3893684 19.7469478, -14.3895513 19.7470403, -14.390077 19.7473351)",
137260825,residential,False,True,41.399,,,,,"LINESTRING (-14.3842939 19.7455952, -14.3846752 19.7456943)",
199740082,residential,False,False,12.049,2,,,,"LINESTRING (-14.3842939 19.7455952, -14.3842612 19.7456991)",
199740082,residential,False,True,44.758,2,,,,"LINESTRING (-14.3842939 19.7455952, -14.3843361 19.7454385, -14.3843989 19.745205)",
137260825,residential,False,False,58.448,,,,,"LINESTRING (-14.3866733 19.7462139, -14.386135 19.7460739)",
137260825,residential,False,True,41.962,,,,,"LINESTRING (-14.3866733 19.7462139, -14.3870598 19.7463143)",
452201814,residential,False,True,46.555,,,,,"LINESTRING (-14.3866733 19.7462139, -14.3867798 19.7458074)",
