osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel
186092554,4,Տ-3-26,Մովսես Խորենացու փողոց,secondary,60,False,False,135.853,"LINESTRING (44.2904385 40.1635712, 44.2902672 40.163603, 44.2888863 40.1638638)",,
283609430,,,Բաղրամյան փողոց,secondary,60,False,False,101.273,"LINESTRING (44.2904385 40.1635712, 44.2904427 40.1636661, 44.2905034 40.1644806)",,
1096331465,4,Տ-3-26,Մովսես Խորենացու փողոց,secondary,60,False,True,117.812,"LINESTRING (44.2904385 40.1635712, 44.2905906 40.1635415, 44.2917752 40.1632901)",,
186092583,,Տ-3-26,Մովսես Խորենացու փողոց,secondary,,True,False,24.405,"LINESTRING (44.2927139 40.1630981, 44.2929899 40.1630374)",,
1096331465,4,Տ-3-26,Մովսես Խորենացու փողոց,secondary,60,False,False,82.575,"LINESTRING (44.2927139 40.1630981, 44.2917752 40.1632901)",,
186092553,4,,Մեսրոպ Մաշտոցի փողոց,secondary,60,False,False,91.907,"LINESTRING (44.2948821 40.1640975, 44.2957807 40.1645575)",,
186092553,4,,Մեսրոպ Մաշտոցի փողոց,secondary,60,False,True,99.097,"LINESTRING (44.2948821 40.1640975, 44.2939407 40.1635715)",,
86359963,,,,residential,,False,False,88.781,"LINESTRING (44.2948821 40.1640975, 44.2948305 40.1641598, 44.2947739 40.1642115, 44.2939141 40.1642288)",,
86359965,2,,Վազգեն Արաջինի փողոց,tertiary,,False,False,36.765,"LINESTRING (44.2963305 40.1648178, 44.2961858 40.1651294)",,
186092553,4,,Մեսրոպ Մաշտոցի փողոց,secondary,60,False,False,185.466,"LINESTRING (44.2963305 40.1648178, 44.2983632 40.1654253)",,
186092553,4,,Մեսրոպ Մաշտոցի փողոց,secondary,60,False,True,54.958,"LINESTRING (44.2963305 40.1648178, 44.2957807 40.1645575)",,
86359907,2,,Վ. Կոստանյան փողոց,tertiary,60,False,False,71.554,"LINESTRING (44.2963305 40.1648178, 44.2964432 40.1647276, 44.297036 40.1644748)",,
141230216,,,Իսսի-լե-Մուլինոյի փողոց,residential,,False,False,107.789,"LINESTRING (44.2949039 40.1585136, 44.2947399 40.1584911, 44.2946561 40.1584795, 44.2940426 40.1583948, 44.2939168 40.1583774, 44.2936557 40.1583414)",,
141230216,,,Իսսի-լե-Մուլինոյի փողոց,residential,,False,True,166.814,"LINESTRING (44.2949039 40.1585136, 44.2949907 40.1585258, 44.2951159 40.158543, 44.2961303 40.1586832, 44.2964184 40.1587002, 44.2967157 40.158703, 44.2968428 40.1586809)",,
1097240307,4,,Արարատյան փողոց,secondary,60,False,False,204.75799999999998,"LINESTRING (44.2949039 40.1585136, 44.2948848 40.1586007, 44.2945056 40.1603297)",,
874154789,,,Կոմունարներ փողոց,tertiary,,False,True,118.082,"LINESTRING (44.2945056 40.1603297, 44.2958804 40.1604839)",,
335254664,4,,Արարատյան փողոց,secondary,50,False,False,272.425,"LINESTRING (44.2945056 40.1603297, 44.2942577 40.1612061, 44.2941896 40.1614921, 44.2940928 40.1620172, 44.2940559 40.1621749, 44.293924 40.1627381)",,
1097240307,4,,Արարատյան փողոց,secondary,60,False,True,204.75799999999998,"LINESTRING (44.2945056 40.1603297, 44.2948848 40.1586007, 44.2949039 40.1585136)",,
283609430,,,Բաղրամյան փողոց,secondary,60,False,False,132.313,"LINESTRING (44.290516 40.1646661, 44.2905836 40.1658549)",,
283609430,,,Բաղրամյան փողոց,secondary,60,False,True,20.654,"LINESTRING (44.290516 40.1646661, 44.2905034 40.1644806)",,
46267565,,,Նար-Դոսի փողոց,residential,,False,True,121.804,"LINESTRING (44.290516 40.1646661, 44.2917702 40.1646459, 44.2919491 40.1646433)",,
186092554,4,Տ-3-26,Մովսես Խորենացու փողոց,secondary,60,False,False,76.851,"LINESTRING (44.288191 40.1639962, 44.2880871 40.1640161, 44.2873147 40.1641671)",,
186092554,4,Տ-3-26,Մովսես Խորենացու փողոց,secondary,60,False,True,60.89,"LINESTRING (44.288191 40.1639962, 44.2883831 40.1639602, 44.2888863 40.1638638)",,
283613376,,,,living_street,,False,True,113.09300000000002,"LINESTRING (44.288191 40.1639962, 44.2881661 40.1639011, 44.2880106 40.1632977, 44.2880672 40.1632501, 44.2881466 40.1632075, 44.2882239 40.1631648, 44.2882968 40.1630894)",,
186092561,,,Բաղրամյան փողոց,secondary,60,False,False,83.155,"LINESTRING (44.2905836 40.1658549, 44.2906501 40.166601)",,
