osmid,highway,oneway,reversed,length,geometry,name,bridge,ref,junction
115172511,residential,False,True,178.073,"LINESTRING (45.3336561 39.7572202, 45.3338653 39.7570511, 45.3341442 39.7567459, 45.3347772 39.7561149, 45.3349913 39.7560044)",,,,
115829551,residential,False,False,250.617,"LINESTRING (45.3336561 39.7572202, 45.3340986 39.7576414, 45.3347877 39.7584589, 45.3352225 39.7591172)",,,,
"[669772545, 1140288837, 1140288838]",residential,False,False,88.74900000000001,"LINESTRING (45.3336561 39.7572202, 45.3334704 39.7572256, 45.3333643 39.7572287, 45.3330928 39.7572367, 45.332661 39.7572977, 45.3326261 39.7573026)",Մարշալ բաղրամյան փողոց,yes,,
288103390,living_street,False,False,157.92700000000002,"LINESTRING (45.3346404 39.7594389, 45.334758 39.7599993, 45.3347753 39.7604033, 45.3348195 39.7607588, 45.3347909 39.7608474)",,,,
1140288835,residential,False,False,143.909,"LINESTRING (45.3346404 39.7594389, 45.3336614 39.7599172, 45.3332055 39.7601151)",Մոմիկի փողոց,,,
"[1140288835, 1140288836, 115172523]",residential,False,True,61.282000000000004,"LINESTRING (45.3346404 39.7594389, 45.334967 39.7592584, 45.3350529 39.7592109, 45.3352225 39.7591172)",Մոմիկի փողոց,yes,,
115172511,residential,False,False,178.073,"LINESTRING (45.3349913 39.7560044, 45.3347772 39.7561149, 45.3341442 39.7567459, 45.3338653 39.7570511, 45.3336561 39.7572202)",,,,
115829558,residential,False,False,317.44300000000004,"LINESTRING (45.3349913 39.7560044, 45.3357053 39.7581728, 45.3358716 39.7585151, 45.3360164 39.7587419)",,,,
554245117,living_street,False,True,230.722,"LINESTRING (45.3347772 39.7620698, 45.3347316 39.7617584, 45.3347155 39.7615213, 45.3347021 39.7613502, 45.3346485 39.7612904, 45.3345305 39.7612244, 45.3344232 39.761179, 45.3342703 39.7611069, 45.3341415 39.7610471, 45.3337929 39.7607935, 45.3332886 39.7605625)",,,,
1140288833,residential,False,False,258.935,"LINESTRING (45.3347772 39.7620698, 45.3344315 39.7620871, 45.3337312 39.7623296, 45.3331089 39.7625357, 45.3319538 39.7628764)",Վայք փողոց,,,
"[1140288833, 1140288834, 439652737]",residential,False,True,35.519999999999996,"LINESTRING (45.3347772 39.7620698, 45.3348862 39.7620864, 45.33514 39.7621245, 45.3351849 39.7621316)",Վայք փողոց,yes,,
214046377,residential,False,True,188.96,"LINESTRING (45.3332055 39.7601151, 45.3326529 39.7584697)",Սևակի փողոց,,,
669772546,residential,False,False,20.15,"LINESTRING (45.3332055 39.7601151, 45.3330284 39.7602347)",Մոմիկի փողոց,,,
1140288835,residential,False,True,143.909,"LINESTRING (45.3332055 39.7601151, 45.3336614 39.7599172, 45.3346404 39.7594389)",Մոմիկի փողոց,,,
115172523,residential,False,False,79.667,"LINESTRING (45.3360164 39.7587419, 45.3352225 39.7591172)",Մոմիկի փողոց,,,
115829558,residential,False,True,317.443,"LINESTRING (45.3360164 39.7587419, 45.3358716 39.7585151, 45.3357053 39.7581728, 45.3349913 39.7560044)",,,,
439652737,residential,False,False,20.236,"LINESTRING (45.3355014 39.7622058, 45.3352708 39.7621646)",Վայք փողոց,,,
439652737,residential,False,True,8.208,"LINESTRING (45.3351849 39.7621316, 45.3352708 39.7621646)",Վայք փողոց,,,
115829494,residential,False,True,351.161,"LINESTRING (45.3351849 39.7621316, 45.33522 39.761918, 45.3353971 39.761551, 45.3355902 39.7612954, 45.335676 39.7609696, 45.3356867 39.7605325, 45.3356975 39.7602562, 45.3356409 39.7599254, 45.3355068 39.7595254, 45.3352225 39.7591172)",,,,
"[1140288833, 439652737, 1140288834]",residential,False,False,35.519999999999996,"LINESTRING (45.3351849 39.7621316, 45.33514 39.7621245, 45.3348862 39.7620864, 45.3347772 39.7620698)",Վայք փողոց,yes,,
115172523,residential,False,True,79.667,"LINESTRING (45.3352225 39.7591172, 45.3360164 39.7587419)",Մոմիկի փողոց,,,
"[1140288835, 115172523, 1140288836]",residential,False,False,61.282000000000004,"LINESTRING (45.3352225 39.7591172, 45.3350529 39.7592109, 45.334967 39.7592584, 45.3346404 39.7594389)",Մոմիկի փողոց,yes,,
115829494,residential,False,False,351.161,"LINESTRING (45.3352225 39.7591172, 45.3355068 39.7595254, 45.3356409 39.7599254, 45.3356975 39.7602562, 45.3356867 39.7605325, 45.335676 39.7609696, 45.3355902 39.7612954, 45.3353971 39.761551, 45.33522 39.761918, 45.3351849 39.7621316)",,,,
115829551,residential,False,True,250.617,"LINESTRING (45.3352225 39.7591172, 45.3347877 39.7584589, 45.3340986 39.7576414, 45.3336561 39.7572202)",,,,
554225564,residential,False,False,151.558,"LINESTRING (45.3297977 39.7568721, 45.329137 39.7567242, 45.3289085 39.7566778, 45.3284217 39.7566789, 45.3282595 39.7566964, 45.3281307 39.7568119)",Գրիգոր Նարեկացի փողոց,,,
1062876056,residential,False,True,133.61,"LINESTRING (45.3297977 39.7568721, 45.3301531 39.7570181, 45.3304911 39.7572408, 45.3307888 39.7574423, 45.3310309 39.7576011)",Գրիգոր Նարեկացի փողոց,,,
115172540,secondary,False,True,129.796,"LINESTRING (45.3326261 39.7573026, 45.3326266 39.7573229, 45.3326529 39.7584697)",Միկոյան փողոց,,Հ-48,
214046399,tertiary,False,False,141.03900000000002,"LINESTRING (45.3326261 39.7573026, 45.332581 39.7573097, 45.332213 39.757349, 45.3312206 39.7575253, 45.3310309 39.7576011)",Մարշալ բաղրամյան փողոց,,Տ-9-1,
"[669772545, 1140288837, 1140288838]",residential,False,True,88.74900000000001,"LINESTRING (45.3326261 39.7573026, 45.332661 39.7572977, 45.3330928 39.7572367, 45.3333643 39.7572287, 45.3334704 39.7572256, 45.3336561 39.7572202)",Մարշալ բաղրամյան փողոց,yes,,
214046399,tertiary,False,False,208.64700000000002,"LINESTRING (45.3310309 39.7576011, 45.3302095 39.7579666, 45.3295094 39.758247, 45.3291124 39.7586924)",Մարշալ բաղրամյան փողոց,,Տ-9-1,
214046399,tertiary,False,True,141.039,"LINESTRING (45.3310309 39.7576011, 45.3312206 39.7575253, 45.332213 39.757349, 45.332581 39.7573097, 45.3326261 39.7573026)",Մարշալ բաղրամյան փողոց,,Տ-9-1,
1062876056,residential,False,False,133.60999999999999,"LINESTRING (45.3310309 39.7576011, 45.3307888 39.7574423, 45.3304911 39.7572408, 45.3301531 39.7570181, 45.3297977 39.7568721)",Գրիգոր Նարեկացի փողոց,,,
