osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,junction
62955214,True,Rua Coronel Águas,tertiary,False,19.737,"LINESTRING (-8.2573978 37.0854187, -8.257222 37.0855275)",,,,
170186413,False,Rua Coronel Águas,tertiary,False,49.351,"LINESTRING (-8.2573978 37.0854187, -8.2575105 37.0853165, -8.2578104 37.085123)",,,,
62955209,True,Avenida do Ténis,tertiary,False,100.686,"LINESTRING (-8.2569986 37.0879916, -8.2569901 37.0878904, -8.2571008 37.0870912)",,,,
71531150,True,Rua Doutor Diogo Leote,tertiary,False,100.992,"LINESTRING (-8.2569986 37.0879916, -8.2568308 37.087897, -8.2567502 37.0878223, -8.2563539 37.0872592)",,,,
62955212,True,Rua Primeiro de Dezembro,tertiary,False,91.667,"LINESTRING (-8.2552043 37.0876022, -8.2552709 37.0876645, -8.2555879 37.0877641, -8.2561413 37.0879275)",,,,
"[71531136, 663845762]",False,"['Rua Miguel Bombarda', 'Rua Primeiro de Dezembro']",residential,True,46.224000000000004,"LINESTRING (-8.2552043 37.0876022, -8.2550655 37.0876321, -8.2549257 37.0877575, -8.2547949 37.0876747)",30,,,
62955212,True,Rua Primeiro de Dezembro,tertiary,False,81.224,"LINESTRING (-8.2561413 37.0879275, -8.2569931 37.0881956)",,,,
71291878,False,Rua Pôr do Sol,residential,False,28.982,"LINESTRING (-8.2580725 37.0842249, -8.2580219 37.0844824)",,,,
"[74467913, 129584049, 71291836]",True,"['Travessa Coronel Águas', 'Rua Latino Coelho']",residential,False,306.344,"LINESTRING (-8.2580725 37.0842249, -8.2570791 37.084155, -8.2570136 37.0841639, -8.256989 37.0842044, -8.2563069 37.0849799, -8.256158 37.085202, -8.2561263 37.085256, -8.2568785 37.0853111)",,,,
71291863,False,Rua Maria Teresa Semedo Azevedo,residential,False,53.544,"LINESTRING (-8.256942 37.0887177, -8.2563451 37.0886459)",,,,
853735307,True,,residential,False,8.985,"LINESTRING (-8.256942 37.0887177, -8.2570348 37.0887501)",,,,
71531167,True,Avenida dos Descobrimentos,secondary,False,11.126,"LINESTRING (-8.2572925 37.0899294, -8.2574162 37.089946)",50,2,EM 526,
71291863,False,Rua Maria Teresa Semedo Azevedo,residential,False,93.676,"LINESTRING (-8.2553729 37.0886067, -8.2546986 37.0887339, -8.2543492 37.088813)",,,,
