osmid,oneway,highway,reversed,length,ref,geometry,access,junction,bridge,name,lanes,maxspeed
96058995,True,primary_link,False,12.474,,"LINESTRING (-8.125255 40.39948, -8.1252744 40.3993688)",,,,,,
122002245,True,primary,False,96.02499999999999,EN 234,"LINESTRING (-8.125255 40.39948, -8.1253117 40.3995004, -8.1253673 40.39953, -8.1254228 40.3995681, -8.1254659 40.3996167, -8.1254924 40.3996619, -8.1255158 40.3997189, -8.1255582 40.3998851, -8.1256006 40.4000157, -8.125667 40.4001353, -8.1257595 40.4002141)",,,,,,
692867495,True,primary_link,False,14.161,,"LINESTRING (-8.1257595 40.4002141, -8.1257746 40.4001554, -8.1257671 40.4000881)",,,,,,
692867496,True,primary,False,34.525,EN 234,"LINESTRING (-8.1257595 40.4002141, -8.125858 40.4002686, -8.1259783 40.4003109, -8.1260593 40.4003285, -8.126128 40.400335)",,,,,,
692867498,True,primary,False,60.783,EN 234,"LINESTRING (-8.1257671 40.4000881, -8.125704 40.3999677, -8.1256382 40.3997479, -8.1255626 40.3995652)",,,,,,
96058983,True,primary,False,28.363,,"LINESTRING (-8.1249257 40.39948, -8.1250199 40.3994639, -8.1251127 40.399459, -8.1251909 40.3994662, -8.125255 40.39948)",,,,,,
986032531,True,primary_link,False,33.902,,"LINESTRING (-8.1249257 40.39948, -8.1249595 40.3994468, -8.1249972 40.3994267, -8.1250416 40.3994146, -8.1251023 40.3994102, -8.1251892 40.3994088, -8.1252127 40.399406, -8.1252324 40.3994005, -8.125247 40.3993921, -8.1252744 40.3993688)",,,,,,
503837963,True,primary,False,145.933,EN 234,"LINESTRING (-8.127191 40.3999292, -8.1271565 40.4000486, -8.127064 40.400158, -8.1269405 40.4002185, -8.1267719 40.4002493, -8.1265369 40.4002511, -8.1260871 40.4002439, -8.1259552 40.4002086, -8.1258348 40.4001434, -8.1257671 40.4000881)",,,,,,
503837965,True,trunk_link,False,97.23899999999999,EN 2,"LINESTRING (-8.1268031 40.3996179, -8.1267214 40.3996094, -8.1266432 40.3995906, -8.1265761 40.3995647, -8.1265195 40.3995275, -8.1264624 40.3994725, -8.1264212 40.399413, -8.1263986 40.3993423, -8.1263893 40.3992719, -8.1263842 40.3991646, -8.1263387 40.3989203)",yes,,,,,
96058987,True,trunk_link,False,83.057,EN 2,"LINESTRING (-8.1274355 40.3990904, -8.1273257 40.3992636, -8.1272139 40.3994108, -8.1271395 40.3994824, -8.1270549 40.3995371, -8.1269477 40.3995804, -8.1268031 40.3996179)",,,,,,
986032533,True,primary,False,61.659000000000006,EN 234,"LINESTRING (-8.1274355 40.3990904, -8.1273288 40.3993331, -8.1272992 40.3994348, -8.12726 40.3996269)",,,,,,
691291022,False,primary,True,29.642,EN 2;EN 234,"LINESTRING (-8.1276732 40.3986302, -8.12779 40.3983789)",,,,,,
96058981,True,primary,False,54.992,EN 2;EN 234,"LINESTRING (-8.1276732 40.3986302, -8.1275253 40.3989086, -8.1274355 40.3990904)",,,,,,
1160374672,True,primary_link,False,4.85,,"LINESTRING (-8.1272962 40.3996607, -8.12726 40.3996269)",,,,,,
1160374673,True,primary_link,False,15.41,,"LINESTRING (-8.1272962 40.3996607, -8.1273183 40.3996407, -8.1273412 40.3996179, -8.1273668 40.399587, -8.1273932 40.3995443)",,,,,,
96058984,True,trunk_link,False,30.729,,"LINESTRING (-8.1256305 40.4004724, -8.1257595 40.4002141)",,,,,,
96058986,True,trunk_link,False,46.705,EN 2,"LINESTRING (-8.1256305 40.4004724, -8.1257679 40.4003838, -8.1259072 40.4003402, -8.126128 40.400335)",,,,,,
122002246,True,primary,False,106.882,EN 2;EN 234,"LINESTRING (-8.126128 40.400335, -8.1265801 40.4003479, -8.1267931 40.4003444, -8.1269666 40.4003144, -8.1271125 40.4002598, -8.1272097 40.4001875, -8.1272502 40.4001223, -8.127255 40.4001031)",,,,,,
96058983,True,primary,False,79.08699999999999,,"LINESTRING (-8.1241522 40.399872, -8.1244853 40.3997331, -8.1245234 40.3997142, -8.1245588 40.3996915, -8.1248118 40.3995265, -8.1248701 40.3995005, -8.1249257 40.39948)",,,,,,
122002246,True,primary,False,63.228,EN 2;EN 234,"LINESTRING (-8.127255 40.4001031, -8.1273932 40.3995443)",,,,,,
96058993,True,primary_link,False,49.464000000000006,,"LINESTRING (-8.127255 40.4001031, -8.1272526 40.4000218, -8.1273006 40.3997274, -8.1273006 40.3996945, -8.1272962 40.3996607)",,,,,,
"[96058992, 691291022]",False,primary,False,65.223,EN 2;EN 234,"LINESTRING (-8.1300921 40.3966697, -8.1299037 40.396609, -8.1295906 40.3965117, -8.129538 40.3965062, -8.1294821 40.3965117, -8.1294271 40.3965276, -8.1293782 40.396553)",,,,,,
877297418,True,primary,False,13.543000000000001,EN 2,"LINESTRING (-8.1300921 40.3966697, -8.1300841 40.3966995, -8.1300917 40.3967294, -8.1301138 40.3967548, -8.1301469 40.3967719)",,roundabout,,,,
96058988,True,trunk_link,False,41.42,,"LINESTRING (-8.1252744 40.3993688, -8.1253213 40.3990919, -8.1253459 40.3990005)",yes,,,,,
