osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,maxspeed,width,ref
28205475,,Largo da Estação,residential,roundabout,True,False,9.253,"LINESTRING (-9.4183891 38.7002601, -9.418382 38.7003014, -9.4183913 38.7003423)",,,
117169197,,Travessa da Conceição,residential,,True,False,43.378,"LINESTRING (-9.4183891 38.7002601, -9.4183073 38.7002345, -9.4182095 38.7001956, -9.4179929 38.7000314)",,,
28206084,2,Alameda Duquesa de Palmela,residential,,False,False,195.892,"LINESTRING (-9.4183913 38.7003423, -9.4183089 38.700382, -9.4180073 38.7004664, -9.417183 38.700598, -9.4170724 38.7006157, -9.4170283 38.7006294, -9.4163967 38.7009071, -9.41635 38.7009192, -9.4162874 38.7009304)",,,
"[495845267, 477359863]",,Largo da Estação,residential,roundabout,True,False,27.77,"LINESTRING (-9.4183913 38.7003423, -9.418417 38.7003802, -9.4184566 38.70041, -9.4185136 38.70043, -9.4185741 38.7004344, -9.4186083 38.7004282, -9.4186548 38.7004106)",,,
28206084,2,Alameda Duquesa de Palmela,residential,,False,False,107.547,"LINESTRING (-9.4162874 38.7009304, -9.4156865 38.7010675, -9.4150891 38.7011757)",,,
28206084,2,Alameda Duquesa de Palmela,residential,,False,True,195.892,"LINESTRING (-9.4162874 38.7009304, -9.41635 38.7009192, -9.4163967 38.7009071, -9.4170283 38.7006294, -9.4170724 38.7006157, -9.417183 38.700598, -9.4180073 38.7004664, -9.4183089 38.700382, -9.4183913 38.7003423)",,,
"[28206104, 1120960771, 564675739]",,Rua Frederico Arouca,residential,,False,False,175.439,"LINESTRING (-9.4162874 38.7009304, -9.4163146 38.700877, -9.4169294 38.7004649, -9.4173267 38.7001769, -9.4177565 38.6998554)",,,
28206084,2,Alameda Duquesa de Palmela,residential,,False,True,107.547,"LINESTRING (-9.4150891 38.7011757, -9.4156865 38.7010675, -9.4162874 38.7009304)",,,
"[495845269, 495845271]",2,Alameda Duquesa de Palmela,residential,,False,True,191.962,"LINESTRING (-9.4150891 38.7011757, -9.4149961 38.7011418, -9.4141882 38.7011489, -9.4140881 38.701159, -9.4141152 38.7012472, -9.4141422 38.701335, -9.4150891 38.7011757)",,,
"[495845269, 495845271]",2,Alameda Duquesa de Palmela,residential,,False,False,191.96200000000002,"LINESTRING (-9.4150891 38.7011757, -9.4141422 38.701335, -9.4141152 38.7012472, -9.4140881 38.701159, -9.4141882 38.7011489, -9.4149961 38.7011418, -9.4150891 38.7011757)",,,
28206150,,Avenida Valbom,residential,,True,False,149.48300000000003,"LINESTRING (-9.4198869 38.6992782, -9.4193533 38.6995816, -9.4187116 38.7000386, -9.4186845 38.7000815, -9.4186551 38.7001215, -9.4186286 38.7001748)",,3,
28206157,,Rua José Félix de Moura e Lima,residential,,False,False,56.345,"LINESTRING (-9.4198869 38.6992782, -9.4198973 38.6995241, -9.4199154 38.6996779, -9.4199085 38.699784)",,,
28206167,,Travessa da Ressureição,residential,,False,False,52.956,"LINESTRING (-9.4179929 38.7000314, -9.4180787 38.6999697, -9.418246 38.6998628, -9.4184762 38.6997421)",,,
117169197,,Travessa da Conceição,residential,,True,False,28.358,"LINESTRING (-9.4179929 38.7000314, -9.4178061 38.6998951, -9.4177565 38.6998554)",,,
28206167,,Travessa da Ressureição,residential,,False,True,52.956,"LINESTRING (-9.4184762 38.6997421, -9.418246 38.6998628, -9.4180787 38.6999697, -9.4179929 38.7000314)",,,
28206150,,Avenida Valbom,residential,,True,False,47.116,"LINESTRING (-9.4203155 38.6990181, -9.4198869 38.6992782)",,3,
28286264,,Rua da Palmeira,residential,,False,False,107.72,"LINESTRING (-9.4203155 38.6990181, -9.4203718 38.6993614, -9.4203782 38.6995118, -9.4203411 38.6995886, -9.4199085 38.699784)",,,
30009199,,Rua Visconde da Luz,residential,,True,False,11.583,"LINESTRING (-9.4209771 38.6988909, -9.421019 38.6989898)",,,
817422497,,Rua Alexandre Herculano,residential,,True,False,17.215,"LINESTRING (-9.4209771 38.6988909, -9.4208856 38.6989037, -9.4208346 38.6989141, -9.4207836 38.6989245)",,,
147322657,1,Avenida Dom Carlos I,tertiary,,True,False,34.234,"LINESTRING (-9.4209532 38.6943932, -9.4208412 38.6944668, -9.4208078 38.6944852, -9.4206387 38.6945786)",,,
905470585,1,,tertiary,roundabout,True,False,15.777000000000003,"LINESTRING (-9.4209532 38.6943932, -9.4209472 38.694404, -9.4209431 38.6944154, -9.420941 38.6944271, -9.4209409 38.694439, -9.4209427 38.6944507, -9.4209466 38.6944622, -9.4209523 38.6944731, -9.4209599 38.6944834, -9.4209691 38.6944927, -9.4209798 38.6945011, -9.4209919 38.6945083, -9.421005 38.6945141)",,,
30008453,1,,tertiary,roundabout,True,False,12.674,"LINESTRING (-9.4210964 38.6945171, -9.4211181 38.6945084, -9.4211369 38.6944964, -9.421152 38.6944815, -9.4211627 38.6944644, -9.4211685 38.694446, -9.4211693 38.694427)",,,
147322677,,Avenida da República,tertiary,,True,False,29.288,"LINESTRING (-9.4210964 38.6945171, -9.4211615 38.694547, -9.4212414 38.694597, -9.4213411 38.6946942)",50,,
1073244165,1,,tertiary,roundabout,True,False,11.566000000000003,"LINESTRING (-9.4211693 38.694427, -9.4211664 38.6944128, -9.4211606 38.694399, -9.421152 38.6943862, -9.4211409 38.6943747, -9.4211276 38.6943647, -9.4211124 38.6943565, -9.4211025 38.6943525, -9.4210921 38.6943493)",,,
30009193,,,residential,,False,False,27.92,"LINESTRING (-9.4239192 38.6979767, -9.4242089 38.6978675)",,,
723922593,,Avenida Vasco da Gama,residential,,True,False,24.465,"LINESTRING (-9.4239192 38.6979767, -9.4239937 38.6981889)",,,
99963982,,Rua de Dom Fernando Pombeiro,residential,,True,False,75.103,"LINESTRING (-9.4239937 38.6981889, -9.4232686 38.6985576)",,,
723922593,,Avenida Vasco da Gama,residential,,True,False,37.843,"LINESTRING (-9.4239937 38.6981889, -9.4241527 38.6985058)",,,
289914083,,,residential,,True,False,29.423,"LINESTRING (-9.4241527 38.6985058, -9.4244516 38.6983809)",,,
30009193,,,residential,,False,True,34.802,"LINESTRING (-9.4250714 38.6975248, -9.4247195 38.6976749)",,,
114012466,,Rua Freitas Reis,residential,,True,False,37.08,"LINESTRING (-9.4250714 38.6975248, -9.424883 38.6972255)",,,
114012466,,Rua Freitas Reis,residential,,True,False,31.681,"LINESTRING (-9.4244341 38.6965287, -9.4242469 38.6962841)",,,
769217756,,Avenida Emídio Navarro,residential,,True,False,64.466,"LINESTRING (-9.4244341 38.6965287, -9.4238094 38.6968424)",,,
202981583,,Rua do Poço Novo,residential,,True,False,42.747,"LINESTRING (-9.4219798 38.6979682, -9.422239 38.6982951)",,,
134923758,,Travessa dos Navegantes,residential,,True,False,62.46999999999999,"LINESTRING (-9.4219798 38.6979682, -9.421736 38.6981256, -9.4215046 38.6982477, -9.4214152 38.6983149)",,,
30010129,,Rua Nova da Alfarrobeira,residential,,False,False,46.769000000000005,"LINESTRING (-9.4214152 38.6983149, -9.4214295 38.698396, -9.4214471 38.6984654, -9.4214773 38.6985285, -9.421466 38.6985744, -9.4214569 38.6986113, -9.4214273 38.6986541, -9.4213594 38.6986962)",,,
30010129,,Rua Nova da Alfarrobeira,residential,,False,True,46.774,"LINESTRING (-9.4214152 38.6983149, -9.4213145 38.6982817, -9.4211938 38.6981854, -9.42106 38.6980141)",,,
817422497,,Rua Alexandre Herculano,residential,,True,False,5.592,"LINESTRING (-9.4213594 38.6986962, -9.4213023 38.6987195)",,,
30010129,,Rua Nova da Alfarrobeira,residential,,False,True,46.769,"LINESTRING (-9.4213594 38.6986962, -9.4214273 38.6986541, -9.4214569 38.6986113, -9.421466 38.6985744, -9.4214773 38.6985285, -9.4214471 38.6984654, -9.4214295 38.698396, -9.4214152 38.6983149)",,,
99964144,,Rua do Poço Novo,residential,,True,False,36.375,"LINESTRING (-9.422239 38.6982951, -9.4224927 38.6985555)",,,
202981578,,Rua Alexandre Herculano,residential,,False,True,52.507,"LINESTRING (-9.422239 38.6982951, -9.4225156 38.6981746, -9.422684 38.697992)",,,
99964095,,Beco dos Inválidos,residential,,False,True,35.928,"LINESTRING (-9.4211499 38.6969793, -9.4212046 38.6969545, -9.4212513 38.6969184, -9.4213241 38.696821, -9.4214563 38.6967838)",,,
194547896,,Beco dos Inválidos,residential,,False,False,39.8,"LINESTRING (-9.4211499 38.6969793, -9.4210094 38.6969736, -9.420958 38.6968987, -9.4207568 38.696943)",,,
202981583,,Rua do Poço Novo,residential,,True,False,53.317,"LINESTRING (-9.4211499 38.6969793, -9.4212543 38.6971154, -9.4213954 38.6972777, -9.4214874 38.6973797)",,,
30009199,,Rua Visconde da Luz,residential,,True,False,44.219,"LINESTRING (-9.421019 38.6989898, -9.4212752 38.6992599, -9.4213267 38.6993066)",,,
147322683,,Avenida do Ultramar,residential,,False,False,70.072,"LINESTRING (-9.425072 38.7004628, -9.4248299 38.7002931, -9.4246951 38.7001906, -9.4244847 38.7000305)",,,
1116595062,,Avenida do Ultramar,residential,,True,False,23.485,"LINESTRING (-9.425072 38.7004628, -9.4251616 38.7005537, -9.4252063 38.7006437)",,,
55687474,,Rua Padre José Maria Loureiro,residential,,True,False,90.57999999999998,"LINESTRING (-9.4244847 38.7000305, -9.4243933 38.7000805, -9.423719 38.7004494, -9.42363 38.7004981)",,,
147322683,,Avenida do Ultramar,residential,,False,True,70.072,"LINESTRING (-9.4244847 38.7000305, -9.4246951 38.7001906, -9.4248299 38.7002931, -9.425072 38.7004628)",,,
114012466,,Rua Freitas Reis,residential,,True,False,74.148,"LINESTRING (-9.4259332 38.6987862, -9.4258606 38.6986901, -9.4254992 38.6982118)",,,
289914081,,Rua Doutor António Dias Pinheiro,residential,,True,False,85.97399999999999,"LINESTRING (-9.4259332 38.6987862, -9.4258128 38.6988466, -9.4250996 38.699204)",,,
147322674,,Rua José da Cunha Brochado,residential,,False,True,39.911,"LINESTRING (-9.4250996 38.699204, -9.4253338 38.6995129)",,,
152336280,,Rua Doutor António Dias Pinheiro,residential,,True,False,99.512,"LINESTRING (-9.4250996 38.699204, -9.42413 38.6996818)",,,
289914084,,Rua José da Cunha Brochado,residential,,True,False,107.42,"LINESTRING (-9.4250996 38.699204, -9.4244516 38.6983809)",,,
99964003,,,residential,,True,False,33.977,"LINESTRING (-9.4244516 38.6983809, -9.4247861 38.6982221)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,False,11.732,"LINESTRING (-9.4227821 38.6973608, -9.4227093 38.6972719)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,True,20.356,"LINESTRING (-9.4227821 38.6973608, -9.4226018 38.6974779)",,,
655676192,,Largo Doutor Passos Vela,residential,,False,True,12.116,"LINESTRING (-9.4227821 38.6973608, -9.4228998 38.6973022)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,False,25.147,"LINESTRING (-9.4227093 38.6972719, -9.4224658 38.6973945)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,True,11.732,"LINESTRING (-9.4227093 38.6972719, -9.4227821 38.6973608)",,,
184418705,,Rua Latino Coelho,residential,,True,False,44.669,"LINESTRING (-9.4227093 38.6972719, -9.4224667 38.6969176)",,,
95418245,,Rua Gomes Freire,residential,,False,False,27.524,"LINESTRING (-9.4219291 38.6961839, -9.4216416 38.6962884)",,,
95418245,,Rua Gomes Freire,residential,,False,True,25.467,"LINESTRING (-9.4219291 38.6961839, -9.4221967 38.6960899)",,,
185592363,,Rua Latino Coelho,residential,,False,False,28.714,"LINESTRING (-9.4219291 38.6961839, -9.4217825 38.6959524)",,,
185592363,,Rua Latino Coelho,residential,,False,True,37.355000000000004,"LINESTRING (-9.4219291 38.6961839, -9.4220608 38.6963685, -9.4221401 38.6964767)",,,
95418198,,,unclassified,,True,False,43.609,"LINESTRING (-9.4212953 38.6952389, -9.4211697 38.6954084, -9.4210943 38.6955048, -9.4209929 38.6955312)",,,
95418246,,Rua Latino Coelho,unclassified,,True,False,54.848,"LINESTRING (-9.4212953 38.6952389, -9.4214174 38.6953402, -9.4215388 38.6954899, -9.4216467 38.6956456)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,False,20.356,"LINESTRING (-9.4226018 38.6974779, -9.4227821 38.6973608)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,True,9.996,"LINESTRING (-9.4226018 38.6974779, -9.4225066 38.6975285)",,,
184241439,,Largo Doutor Passos Vela,residential,,False,False,81.80799999999999,"LINESTRING (-9.4226018 38.6974779, -9.4225862 38.6975137, -9.4225855 38.6975455, -9.4225973 38.6975782, -9.4226182 38.6976041, -9.4226457 38.6976238, -9.4226757 38.6976364, -9.4227334 38.6976443, -9.4230172 38.6974304, -9.4230278 38.6974047, -9.4230284 38.6973797, -9.4230095 38.6973403, -9.4229734 38.6973139, -9.4229406 38.6973036, -9.4228998 38.6973022)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,False,6.514,"LINESTRING (-9.4224658 38.6973945, -9.4224008 38.6974238)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,True,25.147,"LINESTRING (-9.4224658 38.6973945, -9.4227093 38.6972719)",,,
95418185,,Rua do Gama,residential,,False,True,56.977,"LINESTRING (-9.4224658 38.6973945, -9.4221302 38.6969541)",,,
194537557,,Rua dos Navegantes,residential,,False,False,23.178,"LINESTRING (-9.4215621 38.6969989, -9.4214723 38.6968459, -9.4214638 38.6968063)",,4,
194537559,,Rua dos Navegantes,residential,,False,True,23.791,"LINESTRING (-9.4215621 38.6969989, -9.4216436 38.6971475, -9.4216738 38.6971942)",,,
194537560,,Travessa do Colégio,residential,,False,True,42.777,"LINESTRING (-9.4215621 38.6969989, -9.4216647 38.6969577, -9.4219969 38.6968177)",,,
95418188,,Rua Marques Leal Pancada,unclassified,,True,False,79.52099999999999,"LINESTRING (-9.4209287 38.6961456, -9.4208754 38.696224, -9.4208496 38.6962932, -9.420825 38.6963857, -9.4207937 38.6964652, -9.4207612 38.6965207, -9.4206944 38.6965743, -9.4206158 38.6966033, -9.420506 38.6966079, -9.4204016 38.6965768)",,,
194537557,,Rua dos Navegantes,residential,,False,True,27.341,"LINESTRING (-9.4209287 38.6961456, -9.4210412 38.6962262, -9.4211499 38.6963203)",,4,
99964051,,Rua Dom Francisco de Avilez,residential,,True,False,144.501,"LINESTRING (-9.42363 38.7004981, -9.4235896 38.7004587, -9.4230898 38.6999712, -9.422912 38.6995821, -9.422816 38.6994753, -9.4227562 38.6994089)",,,
134923766,,Rua Padre José Maria Loureiro,residential,,False,False,34.005,"LINESTRING (-9.42363 38.7004981, -9.4235184 38.7005697, -9.4233273 38.7006923)",,,
30009197,,Rua Afonso Sanches,residential,,True,False,80.624,"LINESTRING (-9.4227562 38.6994089, -9.4222578 38.698797)",,,
30009200,,Rua Manuel Joaquim de Avelar,residential,,True,False,68.476,"LINESTRING (-9.4227562 38.6994089, -9.4228523 38.6993497, -9.4232833 38.6990841, -9.4233755 38.6990273)",50,,
114012465,2,Avenida 25 de Abril,primary,,False,False,152.03799999999998,"LINESTRING (-9.4238815 38.7013197, -9.423605 38.7013779, -9.4233167 38.7014101, -9.4229649 38.7014177, -9.422606 38.7014031, -9.4225253 38.7013929, -9.4223763 38.7013741, -9.422152 38.701333)",,,
992089153,2,Avenida 25 de Abril,primary,,False,True,31.232,"LINESTRING (-9.4238815 38.7013197, -9.4239861 38.7012958, -9.4240705 38.7012741, -9.4242219 38.701229)",,,EN 6
95418222,,José Inácio Roquete,unclassified,,False,True,87.588,"LINESTRING (-9.4240241 38.6958312, -9.4241735 38.6958113, -9.4248207 38.6957016, -9.4250121 38.6956709)",,,
95418240,,Rua Júlio Pereira de Melo,unclassified,,True,False,98.162,"LINESTRING (-9.4240241 38.6958312, -9.4236468 38.6958162, -9.4231979 38.695767, -9.4230363 38.695728, -9.4229305 38.6956679)",,,
95418242,,,residential,,False,False,23.508,"LINESTRING (-9.4221401 38.6964767, -9.4223889 38.6963931)",,,
185592363,,Rua Latino Coelho,residential,,False,True,5.777,"LINESTRING (-9.4221401 38.6964767, -9.4221791 38.6965188)",,,
185592363,,Rua Latino Coelho,residential,,False,False,37.355000000000004,"LINESTRING (-9.4221401 38.6964767, -9.4220608 38.6963685, -9.4219291 38.6961839)",,,
95418245,,Rua Gomes Freire,residential,,False,True,15.953,"LINESTRING (-9.4212815 38.696478, -9.4214207 38.6963843)",,,
194537557,,Rua dos Navegantes,residential,,False,True,5.026,"LINESTRING (-9.4212815 38.696478, -9.4212958 38.6965218)",,4,
194537557,,Rua dos Navegantes,residential,,False,False,21.035,"LINESTRING (-9.4212815 38.696478, -9.4212003 38.6963982, -9.4211499 38.6963203)",,4,
95418209,,Rua José Carvalho Araújo,residential,,True,False,53.13,"LINESTRING (-9.4250121 38.6956709, -9.4252324 38.6961167)",,,
95418222,,José Inácio Roquete,unclassified,,False,False,87.58800000000001,"LINESTRING (-9.4250121 38.6956709, -9.4248207 38.6957016, -9.4241735 38.6958113, -9.4240241 38.6958312)",,,
95418244,,Largo da Assunção,unclassified,,False,True,7.403,"LINESTRING (-9.4209904 38.6956503, -9.4209429 38.6957056)",,,
95418241,,Rua da Vitória,unclassified,,False,True,27.329,"LINESTRING (-9.4209904 38.6956503, -9.421073 38.6956841, -9.421098 38.6957441, -9.4211442 38.6958479)",,,
95418244,,Largo da Assunção,unclassified,,False,False,13.323,"LINESTRING (-9.4209904 38.6956503, -9.4209987 38.6956153, -9.4209929 38.6955312)",,,
"[24005210, 24005211]",2,"['Passeio Dom Luís I', 'Avenida Dom Carlos I']",tertiary,,False,False,17.275,"LINESTRING (-9.4204016 38.6965768, -9.4203785 38.6964759, -9.4203569 38.6964258)",50,,
"[24005211, 30010127]",2,"['Avenida Combatentes da Grande Guerra', 'Passeio Dom Luís I']",tertiary,,False,True,330.03999999999996,"LINESTRING (-9.4204016 38.6965768, -9.4203951 38.6967021, -9.4203877 38.6967321, -9.4203379 38.6968448, -9.4202491 38.6969531, -9.4195522 38.697332, -9.4194774 38.6973999, -9.4194589 38.6974525, -9.4194747 38.697548, -9.4196596 38.6977569, -9.4199954 38.6981185, -9.4201769 38.6983141, -9.4205975 38.6987557, -9.4206423 38.6988176, -9.4206774 38.6988701, -9.4207003 38.6989043)",50,,
95418245,,Rua Gomes Freire,residential,,False,False,26.827,"LINESTRING (-9.4224755 38.6959857, -9.4221967 38.6960899)",,,
1022335677,1,Avenida Vasco da Gama,residential,,True,False,107.83,"LINESTRING (-9.4224755 38.6959857, -9.4230331 38.6968523)",,,
95418185,,Rua do Gama,residential,,False,False,42.393,"LINESTRING (-9.4216416 38.6962884, -9.4218762 38.6966228)",,,
95418245,,Rua Gomes Freire,residential,,False,False,16.991,"LINESTRING (-9.4216416 38.6962884, -9.4214664 38.6963566)",,,
95418245,,Rua Gomes Freire,residential,,False,True,27.524,"LINESTRING (-9.4216416 38.6962884, -9.4219291 38.6961839)",,,
95418242,,,residential,,False,True,23.508,"LINESTRING (-9.4223889 38.6963931, -9.4221401 38.6964767)",,,
185592361,,Rua Conde Ferreira,residential,,False,False,37.615,"LINESTRING (-9.4223889 38.6963931, -9.4221967 38.6960899)",,,
185592361,,Rua Conde Ferreira,residential,,False,True,41.906,"LINESTRING (-9.4223889 38.6963931, -9.4225923 38.6967349)",,,
95418231,,Rua Sacadura Cabral,residential,,False,True,32.34,"LINESTRING (-9.4238094 38.6968424, -9.4236096 38.6965969)",,,
769217756,,Avenida Emídio Navarro,residential,,True,False,57.677,"LINESTRING (-9.4238094 38.6968424, -9.4233584 38.697084, -9.4232603 38.6971346)",,,
95418185,,Rua do Gama,residential,,False,False,21.046999999999997,"LINESTRING (-9.4219969 38.6968177, -9.4220179 38.6968081, -9.4221302 38.6969541)",,,
95418185,,Rua do Gama,residential,,False,True,24.071,"LINESTRING (-9.4219969 38.6968177, -9.4219866 38.6968011, -9.4218935 38.6966507, -9.4218762 38.6966228)",,,
194537560,,Travessa do Colégio,residential,,False,False,42.777,"LINESTRING (-9.4219969 38.6968177, -9.4216647 38.6969577, -9.4215621 38.6969989)",,,
185592363,,Rua Latino Coelho,residential,,False,False,5.777,"LINESTRING (-9.4221791 38.6965188, -9.4221401 38.6964767)",,,
185592375,,Largo do Colégio,residential,,False,False,14.242,"LINESTRING (-9.4221791 38.6965188, -9.4220289 38.6965704)",,,
185592375,,Largo do Colégio,residential,,False,True,20.749,"LINESTRING (-9.4221791 38.6965188, -9.4223034 38.6966782)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,False,9.996,"LINESTRING (-9.4225066 38.6975285, -9.4226018 38.6974779)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,True,14.827,"LINESTRING (-9.4225066 38.6975285, -9.4224008 38.6974238)",,,
1022335674,,Travessa dos Navegantes,residential,,False,False,31.831,"LINESTRING (-9.4225066 38.6975285, -9.4222489 38.6977322)",,,
1022335677,1,Avenida Vasco da Gama,residential,,True,False,20.071,"LINESTRING (-9.4223687 38.6958256, -9.4224755 38.6959857)",,,
95418214,,,unclassified,,True,False,52.237,"LINESTRING (-9.4223687 38.6958256, -9.4226842 38.695752, -9.4228324 38.6957205, -9.4229305 38.6956679)",,,
95418243,,Travessa da Vitória,unclassified,,False,False,43.252,"LINESTRING (-9.4215817 38.6956616, -9.4211442 38.6958479)",,,
95418243,,Travessa da Vitória,unclassified,,False,True,5.915,"LINESTRING (-9.4215817 38.6956616, -9.4216467 38.6956456)",,,
185592363,,Rua Latino Coelho,residential,,False,True,36.792,"LINESTRING (-9.4215817 38.6956616, -9.4216155 38.6957267, -9.4216694 38.6958012, -9.4217825 38.6959524)",,,
95418235,,Largo Luiz dos Santos,residential,,False,True,10.589,"LINESTRING (-9.4217825 38.6959524, -9.4218925 38.6959112)",,,
185592363,,Rua Latino Coelho,residential,,False,True,28.714,"LINESTRING (-9.4217825 38.6959524, -9.4219291 38.6961839)",,,
185592363,,Rua Latino Coelho,residential,,False,False,36.792,"LINESTRING (-9.4217825 38.6959524, -9.4216694 38.6958012, -9.4216155 38.6957267, -9.4215817 38.6956616)",,,
95418243,,Travessa da Vitória,unclassified,,False,False,17.882,"LINESTRING (-9.4218766 38.6955487, -9.421693 38.6956217)",,,
95418243,,Travessa da Vitória,unclassified,,False,True,24.036,"LINESTRING (-9.4218766 38.6955487, -9.4221243 38.695452)",,,
185592361,,Rua Conde Ferreira,residential,,False,False,64.484,"LINESTRING (-9.4218766 38.6955487, -9.4215654 38.6950221)",,,
185592361,,Rua Conde Ferreira,residential,,False,True,36.894,"LINESTRING (-9.4218766 38.6955487, -9.4219699 38.6956963, -9.4220443 38.6958531)",,,
52105598,,Largo do Prior,residential,,False,False,13.255,"LINESTRING (-9.4223981 38.6968111, -9.4224667 38.6969176)",,,
52105598,,Largo do Prior,residential,,False,True,18.863,"LINESTRING (-9.4223981 38.6968111, -9.4225923 38.6967349)",,,
95418228,,Travessa do Prior,residential,,False,True,28.167,"LINESTRING (-9.4223981 38.6968111, -9.4221302 38.6969541)",,,
185592357,,Rua Latino Coelho,residential,,True,False,16.909,"LINESTRING (-9.4223981 38.6968111, -9.4223034 38.6966782)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,False,14.827,"LINESTRING (-9.4224008 38.6974238, -9.4225066 38.6975285)",,,
52105595,,Largo Doutor Passos Vela,residential,,False,True,6.514,"LINESTRING (-9.4224008 38.6974238, -9.4224658 38.6973945)",,,
184418704,,Travessa do Gama,residential,,False,False,36.088,"LINESTRING (-9.4224008 38.6974238, -9.4223432 38.6974382, -9.422078 38.6976228)",,,
95418207,,Travessa da Nazaré,residential,,False,True,36.552,"LINESTRING (-9.421693 38.6956217, -9.4218925 38.6959112)",,,
95418243,,Travessa da Vitória,unclassified,,False,False,4.817,"LINESTRING (-9.421693 38.6956217, -9.4216467 38.6956456)",,,
95418243,,Travessa da Vitória,unclassified,,False,True,17.882,"LINESTRING (-9.421693 38.6956217, -9.4218766 38.6955487)",,,
95418245,,Rua Gomes Freire,residential,,False,False,25.467,"LINESTRING (-9.4221967 38.6960899, -9.4219291 38.6961839)",,,
95418245,,Rua Gomes Freire,residential,,False,True,26.827,"LINESTRING (-9.4221967 38.6960899, -9.4224755 38.6959857)",,,
185592361,,Rua Conde Ferreira,residential,,False,False,29.466,"LINESTRING (-9.4221967 38.6960899, -9.4220443 38.6958531)",,,
185592361,,Rua Conde Ferreira,residential,,False,True,37.615,"LINESTRING (-9.4221967 38.6960899, -9.4223889 38.6963931)",,,
24005210,2,Avenida Dom Carlos I,tertiary,,False,False,56.65,"LINESTRING (-9.4197144 38.6950197, -9.4200605 38.6948145, -9.420245 38.6947237)",50,,
