osmid,ref,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed,tunnel,access
101156599,IP 2;EN 18,Estrada do Caldeiro,primary,False,False,52.822,"LINESTRING (-7.5920448 38.8467286, -7.5921276 38.8466948, -7.5922289 38.8466442, -7.5922852 38.8465908, -7.5923365 38.8464768, -7.5923753 38.8463621)",,,,,
101156599,IP 2;EN 18,Estrada do Caldeiro,primary,False,True,153.356,"LINESTRING (-7.5920448 38.8467286, -7.5917779 38.8468129, -7.5915987 38.8468692, -7.5909849 38.8470633, -7.5908147 38.8471677, -7.5905584 38.8474174)",,,,,
149927866,,,residential,False,True,55.760999999999996,"LINESTRING (-7.5920448 38.8467286, -7.5920678 38.8467741, -7.5923389 38.8470352, -7.592434 38.8471255)",,,,,
71761376,,Rossio Marquês de Pombal,residential,True,False,23.994999999999997,"LINESTRING (-7.5870893 38.8432044, -7.5870635 38.8431559, -7.587042 38.8431065, -7.5870084 38.8429985)",,,,,
880769184,,Rotunda dos Combatentes,residential,True,False,18.299,"LINESTRING (-7.5870893 38.8432044, -7.5870638 38.8431903, -7.5870111 38.8431715, -7.586964 38.8431669, -7.58689 38.8431742)",roundabout,,,,
880769184,,Rotunda dos Combatentes,residential,True,False,14.62,"LINESTRING (-7.58689 38.8431742, -7.5868534 38.8431881, -7.586804 38.8432262, -7.5867816 38.8432502, -7.5867743 38.8432651)",roundabout,,,,
880769184,,Rotunda dos Combatentes,residential,True,False,20.880999999999997,"LINESTRING (-7.5868023 38.8434025, -7.5868089 38.8434098, -7.5868345 38.8434297, -7.5868769 38.8434517, -7.5869457 38.8434668, -7.5870146 38.8434803)",roundabout,,,,
880769184,,Rotunda dos Combatentes,residential,True,False,2.536,"LINESTRING (-7.5871633 38.8434962, -7.5871902 38.8434872)",roundabout,,,,
880769185,,Rotunda dos Combatentes,residential,True,False,20.907,"LINESTRING (-7.587266 38.8433307, -7.5872221 38.8432862, -7.587115 38.8432187, -7.5870893 38.8432044)",roundabout,,,,
101158591,,Avenida 25 de Abril,residential,False,False,55.256,"LINESTRING (-7.5834049 38.8453287, -7.5839016 38.8450168)",,,,,
71761370,,Avenida 9 de Abril,residential,False,True,273.238,"LINESTRING (-7.5834049 38.8453287, -7.5835589 38.8455578, -7.584868 38.8475058)",,,,,
880769153,,Avenida 9 de Abril,residential,False,False,143.112,"LINESTRING (-7.5834049 38.8453287, -7.5829017 38.8445559, -7.5826553 38.8441817)",,,,,
150089678,,Rossio Marquês de Pombal,residential,True,False,22.192,"LINESTRING (-7.5870084 38.8429985, -7.5869788 38.8430609, -7.5869387 38.8431209, -7.58689 38.8431742)",,,,,
150089716,,Rossio Marquês de Pombal,residential,False,False,106.57400000000001,"LINESTRING (-7.5870084 38.8429985, -7.5869432 38.8421882, -7.5869242 38.8420424)",,,,,
150089716,,Rossio Marquês de Pombal,residential,False,True,106.57400000000001,"LINESTRING (-7.5869242 38.8420424, -7.5869432 38.8421882, -7.5870084 38.8429985)",,,,,
556256016,,Rossio Marquês de Pombal,residential,True,False,30.292,"LINESTRING (-7.5869242 38.8420424, -7.5869932 38.8419186, -7.5870352 38.8418334, -7.5870313 38.8417873)",,1,50,,
109312421,,Rua do Bairro Operário,residential,False,False,37.806,"LINESTRING (-7.5877762 38.8391122, -7.5882063 38.8390542)",,,,,
"[192531657, 111733821]",,Rua 1º de Maio,"['residential', 'tertiary']",False,True,69.44,"LINESTRING (-7.5877762 38.8391122, -7.5877409 38.8393192, -7.5877361 38.839419, -7.5877558 38.8396291, -7.5878473 38.8397064)",,,,yes,
83257544,,Avenida de Santo António,residential,False,True,63.956,"LINESTRING (-7.5829035 38.8403542, -7.5834465 38.840744)",,,,,
101158592,,Rua de São Domingos,residential,False,True,88.434,"LINESTRING (-7.5829035 38.8403542, -7.5819732 38.840682)",,,,,
101158619,,,residential,False,False,84.327,"LINESTRING (-7.5829035 38.8403542, -7.5829646 38.8402993, -7.583541 38.839781)",,,,,
