osmid,lanes,ref,name,highway,junction,oneway,reversed,length,geometry,service,access,width,maxspeed
226072849,2,EN 377,Praça Gil Vicente,primary,roundabout,True,False,23.729,"LINESTRING (-9.151946 38.6826138, -9.151956 38.6826466, -9.1519694 38.6826747, -9.1519891 38.6826967, -9.1520168 38.682722, -9.1520388 38.6827367, -9.1520807 38.6827471, -9.1521225 38.6827482)",,,,
107124268,2,,Rua Lourenço Pires de Távora,residential,,False,True,77.969,"LINESTRING (-9.1542607 38.681155, -9.1537305 38.680589)",,,,
132294970,1,EN 377,Avenida Dom Afonso Henriques,primary,,True,False,200.311,"LINESTRING (-9.1542607 38.681155, -9.1528978 38.6819672, -9.1526984 38.6820968, -9.1525665 38.6821706, -9.1524247 38.6822456)",,,,
23718291,,,Rua Dona Leonor de Mascarenhas,residential,,False,False,62.222,"LINESTRING (-9.1624296 38.680079, -9.1618866 38.6797137)",,,,
23718291,,,Rua Dona Leonor de Mascarenhas,residential,,False,True,38.215,"LINESTRING (-9.1624296 38.680079, -9.1627589 38.6803071)",,,,
23724684,,,Rua de Fernão Lourenço,residential,,True,False,57.403,"LINESTRING (-9.1624296 38.680079, -9.1619862 38.680462)",,,,
229701617,,,Rua Manuel de Sousa Coutinho,residential,,True,False,39.39,"LINESTRING (-9.1615712 38.6808234, -9.1616311 38.6808491, -9.1619689 38.680994)",,,,
23718277,,,Rua Mendo Gomes de Seabra,residential,,False,False,49.230999999999995,"LINESTRING (-9.1604342 38.6797356, -9.1601719 38.6795328, -9.1600313 38.679424)",,,,
226072738,,,Rua Capitão Leitão,residential,,True,False,57.756,"LINESTRING (-9.1604342 38.6797356, -9.160263 38.6799658, -9.1601829 38.6801183, -9.1601522 38.6802034)",,,,
23718304,,,Rua Manuel de Sousa Coutinho,residential,,True,False,53.573,"LINESTRING (-9.1601522 38.6802034, -9.1606869 38.680444)",,,,
229701608,,,Rua Capitão Leitão,residential,,True,False,180.28599999999997,"LINESTRING (-9.1601522 38.6802034, -9.1600952 38.6803583, -9.1600457 38.6805331, -9.1599725 38.6807973, -9.1598929 38.6810236, -9.1597901 38.6812026, -9.1597153 38.6813146, -9.1596345 38.6814356, -9.1595058 38.6816095, -9.1594706 38.6816571, -9.1594312 38.6817103)",,,,
23750158,,,Rua Sociedade Filarmónica Incrível Almadense,residential,,True,False,143.324,"LINESTRING (-9.1586662 38.6824429, -9.1585883 38.6824266, -9.158529 38.6824043, -9.1584535 38.6823637, -9.158172 38.6822774, -9.1578729 38.6822667, -9.1570732 38.6823728)",,,,
87891333,,,Rua da Judiaria,residential,,True,False,66.25,"LINESTRING (-9.1586662 38.6824429, -9.1586661 38.682515, -9.1586397 38.6825892, -9.1584821 38.6827404, -9.1582699 38.68293)",,,,
76837118,,,Avenida Heliodoro Salgado,residential,,False,False,54.773,"LINESTRING (-9.1576067 38.6830583, -9.1572827 38.6826356)",,,,
24504049,,,Rua Dom José de Mascarenhas,residential,,True,False,97.61600000000001,"LINESTRING (-9.1576067 38.6830583, -9.1575068 38.6831177, -9.1573317 38.6831923, -9.1571708 38.6832514, -9.157078 38.6832881, -9.1569412 38.683325, -9.1565797 38.6833966)",,,,
323661883,,,Largo Luís de Camões,residential,,False,True,18.619,"LINESTRING (-9.1576067 38.6830583, -9.157653 38.6831172, -9.1576308 38.683214)",,,,
24504049,,,Rua Dom José de Mascarenhas,residential,,True,False,77.04899999999999,"LINESTRING (-9.1565797 38.6833966, -9.1562816 38.6834358, -9.1558017 38.6835513, -9.1557485 38.6836012)",,,,
23724690,,,Rua Afonso Galo,residential,,True,False,57.143,"LINESTRING (-9.1614464 38.6800958, -9.1618866 38.6797137)",,,,
229701602,,,Rua Dom Álvaro Abranches da Câmara,residential,,True,False,95.748,"LINESTRING (-9.1614464 38.6800958, -9.1606413 38.6795072)",,,,
23718291,,,Rua Dona Leonor de Mascarenhas,residential,,False,False,56.843,"LINESTRING (-9.1632487 38.6806464, -9.1627589 38.6803071)",,,,
23718291,,,Rua Dona Leonor de Mascarenhas,residential,,False,True,62.222,"LINESTRING (-9.1618866 38.6797137, -9.1624296 38.680079)",,,,
23718291,,,Rua Dona Leonor de Mascarenhas,residential,,False,False,75.093,"LINESTRING (-9.1618866 38.6797137, -9.1618606 38.6796953, -9.1618542 38.6796907, -9.1612464 38.6792595)",,,,
23724690,,,Rua Afonso Galo,residential,,True,False,147.958,"LINESTRING (-9.1618866 38.6797137, -9.1622945 38.6793549, -9.1624123 38.679253, -9.1624982 38.6791926, -9.1625916 38.6791493, -9.1627104 38.6791133, -9.1629333 38.6790627, -9.1632577 38.679014)",,,,
23724706,,,Rua Capitão Leitão,residential,,True,False,57.053,"LINESTRING (-9.161021 38.6790884, -9.1609593 38.6791565, -9.1609554 38.6791608, -9.1606413 38.6795072)",,,,
153552238,,,Praceta Dona Leonor de Mascarenhas,residential,,False,False,74.07,"LINESTRING (-9.161021 38.6790884, -9.1605493 38.6787639, -9.1604021 38.6788963)",,,,
153552238,,,Praceta Dona Leonor de Mascarenhas,residential,,False,True,74.07,"LINESTRING (-9.1604021 38.6788963, -9.1605493 38.6787639, -9.161021 38.6790884)",,,,
23724684,,,Rua de Fernão Lourenço,residential,,True,False,53.968,"LINESTRING (-9.1619862 38.680462, -9.1615712 38.6808234)",,,,
152196189,,,Rua Dom Álvaro Abranches da Câmara,residential,,True,False,62.078,"LINESTRING (-9.1619862 38.680462, -9.1614464 38.6800958)",,,,
23724706,,,Rua Capitão Leitão,residential,,True,False,31.116,"LINESTRING (-9.1606413 38.6795072, -9.1604342 38.6797356)",,,,
229701615,,,Campo de São Paulo,residential,,True,False,38.672,"LINESTRING (-9.1622992 38.6811183, -9.1627141 38.6809916)",,,,
152196189,,,Rua Dom Álvaro Abranches da Câmara,residential,,True,False,49.081,"LINESTRING (-9.1627141 38.6809916, -9.1623055 38.6806865)",,,,
"[23718298, 23718295]",,,"['Rua Dom Álvaro Arranches Câmara', 'Rua de Francisco Foreiro']",residential,,True,False,71.642,"LINESTRING (-9.1627141 38.6809916, -9.1628214 38.6810582, -9.1628994 38.6810246, -9.1629789 38.6809633, -9.1632487 38.6806464)",,,,
23724715,,,Campo de São Paulo,residential,,True,False,28.034,"LINESTRING (-9.1619689 38.680994, -9.1619851 38.6812458)",,,,
229701600,,,Rua Manuel de Sousa Coutinho,residential,,True,False,31.829,"LINESTRING (-9.1619689 38.680994, -9.1622992 38.6811183)",,,,
229701610,,,Rua Diogo Paiva de Andrade,residential,,True,False,44.976,"LINESTRING (-9.1619689 38.680994, -9.1623055 38.6806865)",,,,
