osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,access
221339899,True,1,Rua António Sardinha,secondary,50,False,126.413,"LINESTRING (-7.8705995 38.0111815, -7.8705353 38.0112422, -7.870127 38.0116533, -7.8701108 38.0116719, -7.8699622 38.0118276, -7.8697753 38.0120138, -7.869709 38.0120758)",,
401267560,False,2,Avenida Comandante Ramiro Correia,residential,50,True,5.699,"LINESTRING (-7.869709 38.0120758, -7.8697482 38.0121167)",,
537390532,True,1,Rua António Sardinha,secondary,50,False,85.548,"LINESTRING (-7.869709 38.0120758, -7.8691538 38.0126269, -7.8691029 38.012679)",,
50521687,True,,Rua 5 de Outubro,residential,50,False,27.246,"LINESTRING (-7.8668821 38.012516, -7.8671046 38.0126872)",,
50521693,True,,Rua 5 de Outubro,residential,50,False,15.399,"LINESTRING (-7.8668821 38.012516, -7.8667505 38.0124242)",,
50602711,False,,Rua de Angola,tertiary,50,True,47.217,"LINESTRING (-7.8658583 38.0109777, -7.8655743 38.0112173, -7.8654968 38.0112924)",,
50521708,True,,Largo do Carmo,residential,,False,38.953,"LINESTRING (-7.8647534 38.0110865, -7.8644907 38.0113199, -7.8644584 38.0113486)",,
50602711,False,,Rua de Angola,tertiary,50,False,12.919,"LINESTRING (-7.8654164 38.0113898, -7.8654968 38.0112924)",,
50602711,False,,Rua de Angola,tertiary,50,True,15.986,"LINESTRING (-7.8654164 38.0113898, -7.8653451 38.0114519, -7.8652951 38.0114972)",,
50602711,False,,Rua de Angola,tertiary,50,False,15.986,"LINESTRING (-7.8652951 38.0114972, -7.8653451 38.0114519, -7.8654164 38.0113898)",,
401263877,True,,Largo do Carmo,residential,,False,65.862,"LINESTRING (-7.8652951 38.0114972, -7.8652077 38.0114309, -7.8647534 38.0110865)",,
50521708,True,,Largo do Carmo,residential,,False,65.647,"LINESTRING (-7.8644584 38.0113486, -7.8650205 38.011739)",,
401263872,True,,Largo do Carmo,residential,,False,36.079,"LINESTRING (-7.8650205 38.011739, -7.8652951 38.0114972)",,
50521709,True,1,Rua Doutor Diogo de Castro e Brito,residential,,False,34.727,"LINESTRING (-7.865521 38.0120779, -7.8652154 38.011879)",,
50521710,True,,Rua Almirante Cândido dos Reis,residential,,False,48.977,"LINESTRING (-7.865521 38.0120779, -7.8658431 38.0117179)",,
50521710,True,,Rua Almirante Cândido dos Reis,residential,,False,64.458,"LINESTRING (-7.8650971 38.0125517, -7.8651378 38.0125062, -7.865521 38.0120779)",,
50521712,False,2,Rua de Gomes Palma,secondary,50,False,107.93100000000001,"LINESTRING (-7.8650971 38.0125517, -7.8650141 38.0125014, -7.8641208 38.0119597)",,
60626226,False,,Praça Diogo Fernandes de Beja,unclassified,,True,25.214,"LINESTRING (-7.8650971 38.0125517, -7.8650468 38.0125901, -7.8649386 38.012739)",,
401263884,False,2,Praça Diogo Fernandes de Beja,secondary,50,True,43.486999999999995,"LINESTRING (-7.8650971 38.0125517, -7.8652048 38.0126225, -7.8653013 38.0126859, -7.8654783 38.0128022)",,
50521693,True,,Rua 5 de Outubro,residential,50,False,52.235,"LINESTRING (-7.8658431 38.0117179, -7.8654164 38.0113898)",,
50521712,False,2,Rua de Gomes Palma,secondary,50,True,107.93100000000001,"LINESTRING (-7.8641208 38.0119597, -7.8650141 38.0125014, -7.8650971 38.0125517)",,
60776638,False,,Rua de Mértola,residential,,False,34.883,"LINESTRING (-7.8641208 38.0119597, -7.8640735 38.0119981, -7.8637656 38.0120922)",,
221339794,False,1,Avenida Fialho Gouveia,secondary,50,False,29.560000000000002,"LINESTRING (-7.8641208 38.0119597, -7.8641422 38.011827, -7.8641469 38.0117975, -7.8641558 38.0116954)",,
920869766,False,2,Largo Escritor Manuel Ribeiro,secondary,50,False,24.492,"LINESTRING (-7.8641208 38.0119597, -7.8640132 38.01189, -7.8639844 38.0118713, -7.8639066 38.0118182)",,
402168219,False,2,Rua Luís de Camões,secondary,50,False,57.19,"LINESTRING (-7.8609935 38.0113191, -7.860342 38.0112868)",,
402168219,False,2,Rua Luís de Camões,secondary,50,True,42.443,"LINESTRING (-7.8609935 38.0113191, -7.8614779 38.0113249)",,
402168219,False,2,Rua Luís de Camões,secondary,50,True,72.942,"LINESTRING (-7.8595123 38.0112323, -7.860342 38.0112868)",,
60593834,False,,Rua Doutor António Fernando Covas Lima,residential,,False,5.494,"LINESTRING (-7.8679272 38.0137499, -7.8679652 38.0137892)",,
537390533,True,1,Rua António Sardinha,secondary,50,False,63.698,"LINESTRING (-7.8679272 38.0137499, -7.8678829 38.013775, -7.8674477 38.0140382, -7.8673474 38.0140955)",,
537390534,True,,Avenida Miguel Fernandes,secondary,,False,18.518,"LINESTRING (-7.8666168 38.0145062, -7.866459 38.014617)",,
50521689,False,2,Rua da Liberdade,secondary,50,True,86.346,"LINESTRING (-7.8657345 38.0135232, -7.865781 38.0135871, -7.866135 38.0141487, -7.8661973 38.0142065)",,
64697899,False,2,Praça Diogo Fernandes de Beja,secondary,50,False,83.349,"LINESTRING (-7.8657345 38.0135232, -7.8656208 38.0131938, -7.8655315 38.0129062, -7.8654783 38.0128022)",,
402168219,False,2,Rua Luís de Camões,secondary,50,False,9.679,"LINESTRING (-7.8618902 38.0113487, -7.8617802 38.0113406)",,
"[920869766, 50521711]",False,2,"['Rua Luís de Camões', 'Largo Escritor Manuel Ribeiro']",secondary,50,True,188.64299999999997,"LINESTRING (-7.8618902 38.0113487, -7.8620548 38.0113676, -7.8626094 38.0114216, -7.8628613 38.0114461, -7.8629003 38.0114501, -7.863391 38.011539, -7.863569 38.0115979, -7.8639066 38.0118182)",,
537390532,True,1,Rua António Sardinha,secondary,50,False,33.512,"LINESTRING (-7.8682217 38.0135586, -7.8681373 38.0136234, -7.8680564 38.0136777, -7.8679272 38.0137499)",,
50521689,False,2,Rua da Liberdade,secondary,50,False,42.260000000000005,"LINESTRING (-7.866459 38.014617, -7.8663655 38.0144147, -7.8662623 38.0142714)",,
221339799,True,,Avenida Miguel Fernandes,residential,,False,19.941000000000003,"LINESTRING (-7.866459 38.014617, -7.8665087 38.0146999, -7.8665509 38.014781)",,
537390532,True,1,Rua António Sardinha,secondary,50,False,124.603,"LINESTRING (-7.8691029 38.012679, -7.8682217 38.0135586)",,
50521701,True,,Rua Doutor Frei Amador Arrais,residential,50,False,64.479,"LINESTRING (-7.8691029 38.012679, -7.8690032 38.0126642, -7.8685182 38.0126328, -7.868371 38.0126214)",,
60649816,True,,,residential,,False,21.076999999999998,"LINESTRING (-7.8642469 38.0112635, -7.8643408 38.0112847, -7.864395 38.0113125, -7.8644584 38.0113486)",,
537390535,False,2,Avenida Fialho de Almeida,secondary,50,False,48.684,"LINESTRING (-7.8642469 38.0112635, -7.8642236 38.0113741, -7.8642089 38.0114436, -7.8641723 38.0116172, -7.8641558 38.0116954)",,
402168219,False,2,Rua Luís de Camões,secondary,50,False,26.542,"LINESTRING (-7.8617802 38.0113406, -7.8614779 38.0113249)",,
402168219,False,2,Rua Luís de Camões,secondary,50,True,9.679,"LINESTRING (-7.8617802 38.0113406, -7.8618902 38.0113487)",,
51960917,False,2,Rua Ezequiel Soveral Rodrigues,residential,50,True,50.82,"LINESTRING (-7.8689078 38.0168551, -7.8694801 38.0169299)",,
60776635,True,,Rua Padre António Vieira,residential,,False,66.072,"LINESTRING (-7.8689078 38.0168551, -7.8688289 38.0168196, -7.8685391 38.0163495)",,
537393334,True,2,Rua Infante Dom Henrique,secondary,50,False,73.413,"LINESTRING (-7.8689078 38.0168551, -7.8689337 38.0167127, -7.8689265 38.0165093, -7.868892 38.0161976)",,
51960915,False,,Rua Egas Moniz,secondary,50,False,95.464,"LINESTRING (-7.8683853 38.0176772, -7.8684228 38.0177545, -7.8687801 38.0184774)",,
537393334,True,2,Rua Infante Dom Henrique,secondary,50,False,50.684000000000005,"LINESTRING (-7.8683853 38.0176772, -7.8684485 38.0176044, -7.868685 38.0172875)",,
539015086,False,,Travessa Egas Moniz,residential,,False,96.745,"LINESTRING (-7.868685 38.0172875, -7.868144 38.016529)",,
537393334,True,2,Rua Infante Dom Henrique,secondary,50,False,51.958,"LINESTRING (-7.868685 38.0172875, -7.8687774 38.0171383, -7.8689078 38.0168551)",,
64716853,True,,Rua Egas Moniz,residential,,False,35.228,"LINESTRING (-7.868892 38.0161976, -7.8685391 38.0163495)",,
537393334,True,2,Rua Infante Dom Henrique,secondary,50,False,71.17,"LINESTRING (-7.868892 38.0161976, -7.8688879 38.0161471, -7.8688018 38.0159175, -7.8686869 38.0156722, -7.8686307 38.0155955)",,
60776633,True,,Rua de Lisboa,residential,30,False,31.806,"LINESTRING (-7.8670154 38.0156067, -7.8671489 38.0158727)",,
60776632,True,,Avenida Miguel Fernandes,residential,,False,29.042,"LINESTRING (-7.8670154 38.0156067, -7.8670723 38.0155804, -7.8673196 38.0155042)",,
60776633,True,,Rua de Lisboa,residential,30,False,121.11100000000002,"LINESTRING (-7.8677324 38.0167172, -7.8677988 38.0168217, -7.8681771 38.0173715, -7.8683853 38.0176772)",,
60966298,True,,Rua das Parreiras,residential,,False,49.853,"LINESTRING (-7.8677324 38.0167172, -7.867657 38.0167234, -7.8673042 38.0164518)",,
942903077,True,,,secondary,,False,5.29,"LINESTRING (-7.8687897 38.0187093, -7.8688183 38.018717, -7.8688484 38.0187155)",roundabout,
51960911,True,2,Rua Infante Dom Henrique,secondary,50,False,45.361,"LINESTRING (-7.8671713 38.0187049, -7.8675256 38.0184074)",,
401286808,False,,Rua General Teófilo de Trindade,secondary,50,False,2.043,"LINESTRING (-7.8671713 38.0187049, -7.8671482 38.0187074)",,
401286808,False,,Rua General Teófilo de Trindade,secondary,50,True,72.086,"LINESTRING (-7.8671713 38.0187049, -7.867994 38.0186909)",,
942903080,True,,Rua Egas Moniz,secondary,50,False,14.534,"LINESTRING (-7.8687801 38.0184774, -7.8687817 38.0186081)",,
51960915,False,,Rua Egas Moniz,secondary,50,True,95.464,"LINESTRING (-7.8687801 38.0184774, -7.8684228 38.0177545, -7.8683853 38.0176772)",,
401263888,False,,Rua Doutor Frei Amador Arrais,residential,,True,10.051,"LINESTRING (-7.8660204 38.0126361, -7.8659132 38.0126683)",,
401263888,False,,Rua Doutor Frei Amador Arrais,residential,,False,41.510999999999996,"LINESTRING (-7.8660204 38.0126361, -7.8661159 38.012606, -7.8664643 38.0125056)",,
64605853,False,,Rua General Teófilo de Trindade,secondary,50,True,147.161,"LINESTRING (-7.8627319 38.0177438, -7.8632692 38.0179424, -7.8642073 38.0182832, -7.8642551 38.0183019)",,
809147050,False,,Rua General Teófilo de Trindade,secondary,50,False,82.31,"LINESTRING (-7.8627319 38.0177438, -7.8626051 38.0176929, -7.8618934 38.0174098)",,
60784262,True,,Travessa 1º de Dezembro,residential,,False,48.474,"LINESTRING (-7.8603808 38.0170597, -7.8603991 38.016624)",,
809147049,False,,Rua General Teófilo de Trindade,secondary,50,False,72.84100000000001,"LINESTRING (-7.8603808 38.0170597, -7.8600611 38.0171503, -7.859876 38.0171532, -7.8595807 38.0170882)",,
809147049,False,,Rua General Teófilo de Trindade,secondary,50,True,143.858,"LINESTRING (-7.8603808 38.0170597, -7.8604851 38.0170283, -7.8606801 38.0169912, -7.8608037 38.0170089, -7.8610793 38.017087, -7.8618934 38.0174098)",,
221340086,False,,Rua do Albergue Dona Marianna,residential,50,True,110.546,"LINESTRING (-7.8595807 38.0170882, -7.8593794 38.0166472, -7.8592674 38.0163821, -7.8594416 38.0161778)",,
809147049,False,,Rua General Teófilo de Trindade,secondary,50,True,72.84100000000001,"LINESTRING (-7.8595807 38.0170882, -7.859876 38.0171532, -7.8600611 38.0171503, -7.8603808 38.0170597)",,
61750797,True,,Rua Doutor Frei Amador Arrais,residential,,False,36.621,"LINESTRING (-7.8664643 38.0125056, -7.8668821 38.012516)",,
401263888,False,,Rua Doutor Frei Amador Arrais,residential,,True,41.510999999999996,"LINESTRING (-7.8664643 38.0125056, -7.8661159 38.012606, -7.8660204 38.0126361)",,
60579382,False,,Rua das Portas de Mértola,residential,,True,41.58,"LINESTRING (-7.8618557 38.0129762, -7.8617663 38.012953, -7.8614786 38.0128718, -7.8614077 38.0128528)",,
60608070,True,,Rua Jacinto Freire de Andrade,residential,,False,44.781,"LINESTRING (-7.8618557 38.0129762, -7.8618086 38.0130219, -7.8614799 38.0132481)",,
586034724,False,,Rua das Portas de Mértola,residential,,False,54.93900000000001,"LINESTRING (-7.8618557 38.0129762, -7.8619491 38.0129914, -7.8622615 38.0131275, -7.8623779 38.0132302)",,
60652418,True,,Rua do Sembrano,residential,,False,113.672,"LINESTRING (-7.8623779 38.0132302, -7.8624017 38.0132179, -7.8624667 38.0131993, -7.8625481 38.0131837, -7.8626556 38.0131934, -7.862818 38.0132708, -7.862891 38.0132359, -7.8629713 38.0132312, -7.8631389 38.0132224, -7.8633435 38.0132353, -7.8636212 38.0132564)",,
61750806,False,,Rua Conde da Boavista,residential,,False,22.532000000000004,"LINESTRING (-7.8623779 38.0132302, -7.8624052 38.0132587, -7.8624464 38.0132929, -7.8625571 38.013375)",,
586034724,False,,Rua das Portas de Mértola,residential,,True,54.93900000000001,"LINESTRING (-7.8623779 38.0132302, -7.8622615 38.0131275, -7.8619491 38.0129914, -7.8618557 38.0129762)",,
61569088,True,,Largo dos Duques de Beja,residential,,False,16.222,"LINESTRING (-7.8626412 38.0140833, -7.8627691 38.0141888)",,
60579383,True,,Largo dos Duques de Beja,residential,,False,8.328999999999999,"LINESTRING (-7.8628104 38.0146264, -7.8627902 38.0146456, -7.8627795 38.0146691, -7.8627795 38.0146941)",roundabout,
60579383,True,,Largo dos Duques de Beja,residential,,False,18.02,"LINESTRING (-7.8629621 38.0146792, -7.8629565 38.0146565, -7.8629421 38.0146363, -7.8629203 38.0146208, -7.8628934 38.0146114, -7.8628642 38.0146092, -7.8628355 38.0146144, -7.8628104 38.0146264)",roundabout,
