osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,width,junction
1010727124,5,Avenida da Liberdade,primary,False,True,8.359,"LINESTRING (-9.1483461 38.7233657, -9.1482918 38.7233036)",,,,
"[383430787, 307527131]",6,Avenida da Liberdade,primary,False,False,143.174,"LINESTRING (-9.1483461 38.7233657, -9.1484562 38.7234919, -9.1491007 38.7242286, -9.1492763 38.7244293)",,,,
396294679,2,Rua Alexandre Herculano,secondary,True,False,37.232,"LINESTRING (-9.1483461 38.7233657, -9.1484733 38.7232981, -9.1487008 38.7231772)",,,,
19854985,1,Rua do Sol ao Rato,residential,True,False,76.91399999999999,"LINESTRING (-9.1558178 38.7197743, -9.155864 38.7197642, -9.1559023 38.7197586, -9.1566991 38.7197063)",,,,
"[442982319, 1029595255]","['2', '4']","['Avenida Álvares Cabral', 'Largo do Rato']",primary,True,False,31.552999999999997,"LINESTRING (-9.1558178 38.7197743, -9.1558997 38.719654, -9.1559506 38.7195119)",,,,
397030093,5,Rua Alexandre Herculano,secondary,False,False,28.243,"LINESTRING (-9.1527059 38.7209899, -9.1524372 38.7211333)",,,,
"[683873081, 96724123, 396294676, 396294678]","['7', '6']",Rua Alexandre Herculano,secondary,False,True,128.375,"LINESTRING (-9.1527059 38.7209899, -9.1531157 38.7207775, -9.1536517 38.7204877, -9.153712 38.7204557, -9.153877 38.720368, -9.1539291 38.7203403)",,,,
392530401,,Avenida da Liberdade,residential,True,False,8.363,"LINESTRING (-9.1487008 38.7231772, -9.1486466 38.723115)",30,,,
"[311132960, 396435983]",2,Rua Alexandre Herculano,secondary,True,False,72.655,"LINESTRING (-9.1487008 38.7231772, -9.1487896 38.7231299, -9.1492063 38.7229058, -9.149352 38.7227732)",,,,
96716419,,Largo Jean Monnet,residential,True,False,59.216,"LINESTRING (-9.1472646 38.7198552, -9.1471991 38.7199125, -9.1468115 38.7201234, -9.1467012 38.7201367)",,,,
395622443,1,Rua do Salitre,residential,True,False,47.762,"LINESTRING (-9.1472646 38.7198552, -9.1469667 38.7198387, -9.1467162 38.7198182)",,,,
22941920,,Rua do Vale de Pereiro,residential,True,False,151.974,"LINESTRING (-9.151781 38.719881, -9.1521316 38.7207861, -9.1523579 38.721041, -9.1524372 38.7211333)",,,,
681543282,2,Rua Dom Pedro V,secondary,False,False,30.064,"LINESTRING (-9.1469377 38.7159112, -9.1472601 38.7160103)",,,,
625000181,1,Praça do Príncipe Real,secondary,True,False,60.31099999999999,"LINESTRING (-9.1478034 38.7163657, -9.1478228 38.7163894, -9.1478867 38.7164675, -9.147927 38.7165014, -9.147984 38.7165354, -9.1480571 38.7165767, -9.148115 38.7166056, -9.1481671 38.7166316, -9.1481818 38.7166361, -9.1482643 38.7166588, -9.1482955 38.7166612, -9.1483094 38.7166613, -9.1483494 38.7166615)",,,,
625000183,2,Praça do Príncipe Real,secondary,False,False,16.387999999999998,"LINESTRING (-9.1478034 38.7163657, -9.1477339 38.7163139, -9.1476699 38.7162615)",,,,
"[19745240, 681514499]",2,Largo do Rato,secondary_link,True,False,25.545,"LINESTRING (-9.1554236 38.7203437, -9.1554709 38.7204279, -9.1555952 38.7205258)",,,,
22931524,,Rua de São Francisco de Sales,residential,True,False,41.764,"LINESTRING (-9.1552453 38.7212042, -9.1549088 38.7214728)",,,,
23148400,,Travessa das Águas Livres,residential,True,False,82.119,"LINESTRING (-9.157754 38.7225468, -9.1577426 38.7225568, -9.1571688 38.7230627, -9.1571139 38.7230877)",,,,
"[97717691, 1053495686, 97717687]",2,Rua das Amoreiras,residential,False,True,73.189,"LINESTRING (-9.157754 38.7225468, -9.1574575 38.722364, -9.1572125 38.722213, -9.1571824 38.7221941, -9.1571625 38.7221767, -9.1571058 38.7221273)",,yes,3,
23148579,,Rua Saraiva de Carvalho,residential,True,False,23.694,"LINESTRING (-9.157759 38.7188879, -9.157924 38.7187181)",20,,,
23148576,,Rua de Dom Dinis,residential,True,False,132.978,"LINESTRING (-9.157759 38.7188879, -9.1576355 38.7189977, -9.1575705 38.7190461, -9.1574936 38.7191003, -9.1573434 38.7191963, -9.1571427 38.7193116, -9.1568446 38.7194569, -9.1566984 38.7196646, -9.1566991 38.7197063)",,,,
395622442,1,Rua do Salitre,residential,True,False,162.084,"LINESTRING (-9.1488959 38.7197849, -9.1489287 38.7197797, -9.149185 38.7197387, -9.1495676 38.719747, -9.1507181 38.7198524, -9.1507499 38.7198553)",,,,
395622443,1,Rua do Salitre,residential,True,False,141.998,"LINESTRING (-9.1488959 38.7197849, -9.1487326 38.7197833, -9.1484816 38.7198101, -9.1479835 38.7198535, -9.1472646 38.7198552)",,,,
167491781,,Travessa da Fábrica dos Pentes,residential,True,False,132.416,"LINESTRING (-9.1544989 38.7235801, -9.1545821 38.7235094, -9.1555319 38.7227034)",,,,
935905843,,Rua de Artilharia Um,residential,False,True,51.367,"LINESTRING (-9.1544989 38.7235801, -9.1546815 38.7237606, -9.154887 38.7239283)",,,,
180849811,,Rua de Artilharia Um,residential,True,False,81.81500000000001,"LINESTRING (-9.1543168 38.7228735, -9.1542998 38.7231063, -9.1543201 38.7232171, -9.1543512 38.7233242, -9.1544271 38.7234688, -9.1544667 38.7235302, -9.1544989 38.7235801)",,,,
22931515,,Rua de São Filipe Néri,residential,True,False,182.107,"LINESTRING (-9.1543169 38.7219216, -9.1542246 38.7210163, -9.1542078 38.7203983, -9.1542079 38.7203363, -9.1542058 38.7202869)",,,,
"[180849811, 180849812]",,"['Rua de São Filipe Néri', 'Rua de Artilharia Um']",residential,True,False,105.852,"LINESTRING (-9.1543169 38.7219216, -9.154321 38.7227606, -9.1543168 38.7228735)",,,,
23148413,,Praça das Amoreiras,residential,True,False,63.735,"LINESTRING (-9.1560316 38.7222805, -9.1565791 38.7226627)",,,,
22931524,,Rua de São Francisco de Sales,residential,True,False,6.836,"LINESTRING (-9.154394 38.7219089, -9.1543169 38.7219216)",,,,
22931529,,Travessa da Fábrica das Sedas,residential,True,False,66.499,"LINESTRING (-9.1555319 38.7227034, -9.1549673 38.7222989)",,,,
167491781,,Travessa da Fábrica dos Pentes,residential,True,False,63.957,"LINESTRING (-9.1555319 38.7227034, -9.1560316 38.7222805)",,,,
50029499,,Travessa da Légua da Póvoa,residential,True,False,76.149,"LINESTRING (-9.1565804 38.7227414, -9.1561075 38.7231348, -9.1559728 38.7230342)",,,,
23148413,,Praça das Amoreiras,residential,True,False,66.68,"LINESTRING (-9.1554719 38.7218695, -9.1560316 38.7222805)",,,,
"[180849810, 51700518]",,"['Calçada Bento Rocha Cabral', 'Praça das Amoreiras']",residential,True,False,102.775,"LINESTRING (-9.1554719 38.7218695, -9.1555026 38.7218409, -9.1557685 38.7215931, -9.1552453 38.7212042)",,,,
22931529,,Travessa da Fábrica das Sedas,residential,True,False,65.987,"LINESTRING (-9.1549673 38.7222989, -9.154394 38.7219089)",,,,
51700519,,Rua João Penha,residential,True,False,85.246,"LINESTRING (-9.1549673 38.7222989, -9.1543168 38.7228735)",,,,
22931532,,Rua João Penha,residential,True,False,64.777,"LINESTRING (-9.1549673 38.7222989, -9.1553422 38.7219799, -9.1554719 38.7218695)",,,,
22931524,,Rua de São Francisco de Sales,residential,True,False,65.925,"LINESTRING (-9.1549088 38.7214728, -9.154394 38.7219089)",,,,
22931541,,Travessa das Amoreiras,residential,True,False,65.82,"LINESTRING (-9.1549088 38.7214728, -9.1554719 38.7218695)",,,,
23148400,,Travessa das Águas Livres,residential,True,False,60.481,"LINESTRING (-9.1571139 38.7230877, -9.1570683 38.723075, -9.1565804 38.7227414)",,,,
336010603,,Rua Seara Nova,residential,False,True,147.606,"LINESTRING (-9.1571139 38.7230877, -9.1571 38.7231673, -9.1570086 38.7233048, -9.1569598 38.7233801, -9.1568933 38.7234583, -9.1567505 38.7235946, -9.1565786 38.7237574, -9.1564904 38.7238413, -9.1561502 38.7241649)",,,,
22941910,1,Rua Rosa Araújo,residential,True,False,145.62599999999998,"LINESTRING (-9.1480848 38.7224653, -9.1481583 38.7224254, -9.1493824 38.7217902, -9.1494725 38.7217296)",,,,
98388893,,Avenida da Liberdade,residential,True,False,90.534,"LINESTRING (-9.1480848 38.7224653, -9.1480164 38.7223879, -9.1476137 38.7219324, -9.147598 38.721914, -9.1474941 38.7217941)",30,,,
398636164,2,Rua Castilho,residential,True,False,88.037,"LINESTRING (-9.1502254 38.7213074, -9.1501472 38.7212179, -9.1497337 38.7207444, -9.149654 38.7206531)",40,,,
398636172,1,Rua Rosa Araújo,residential,True,False,112.134,"LINESTRING (-9.1502254 38.7213074, -9.1512734 38.7207515, -9.1512943 38.7207404)",,,,
22941916,,Rua Rodrigo da Fonseca,residential,True,False,88.286,"LINESTRING (-9.1512943 38.7207404, -9.1507229 38.7200834)",,,,
97283759,3,Rua Barata Salgueiro,residential,True,False,37.602000000000004,"LINESTRING (-9.1474941 38.7217941, -9.1472483 38.7219118, -9.1471247 38.721971)",,,,
98388893,,Avenida da Liberdade,residential,True,False,115.038,"LINESTRING (-9.1474941 38.7217941, -9.1473913 38.7216766, -9.1467494 38.7209381)",30,,,
8053208,2,Rua Barata Salgueiro,residential,True,False,80.969,"LINESTRING (-9.149654 38.7206531, -9.1495511 38.7207077, -9.1488864 38.7210673)",,,,
395634973,2,Rua Castilho,residential,True,False,116.81400000000001,"LINESTRING (-9.149654 38.7206531, -9.149562 38.7205478, -9.1488959 38.7197849)",,,,
895177135,5,Avenida da Liberdade,primary,False,False,10.189,"LINESTRING (-9.1471247 38.721971, -9.147192 38.7220461)",,,,
"[895177136, 1010741390]",,Rua Barata Salgueiro,residential,True,False,36.137,"LINESTRING (-9.1471247 38.721971, -9.1469983 38.7220412, -9.146929 38.722081, -9.1468342 38.7221343, -9.1467882 38.7221625)",,,,
8053208,2,Rua Barata Salgueiro,residential,True,False,112.30600000000001,"LINESTRING (-9.1507229 38.7200834, -9.1506987 38.7200966, -9.150626 38.7201368, -9.1497851 38.7205833, -9.149654 38.7206531)",,,,
22941916,,Rua Rodrigo da Fonseca,residential,True,False,28.474000000000004,"LINESTRING (-9.1507229 38.7200834, -9.1506975 38.720055, -9.150678 38.7200191, -9.15067 38.7199846, -9.1506753 38.7199467, -9.1506957 38.7199128, -9.1507168 38.7198838, -9.1507499 38.7198553)",,,,
22941922,,Rua Nova de São Mamede,residential,False,False,223.13400000000001,"LINESTRING (-9.1507499 38.7198553, -9.1509124 38.7197136, -9.1509981 38.7196365, -9.1523268 38.718441, -9.1524315 38.7183444, -9.1524361 38.7183401)",50,,,
395622441,1,Rua do Salitre,residential,True,False,89.50200000000001,"LINESTRING (-9.1507499 38.7198553, -9.1507806 38.719857, -9.1509758 38.7198613, -9.151781 38.719881)",,,,
578671795,,Rua Júlio César Machado,residential,False,True,25.646,"LINESTRING (-9.1469911 38.7208053, -9.1467494 38.7209381)",,,,
22941917,,Rua Júlio César Machado,residential,True,False,78.876,"LINESTRING (-9.1469911 38.7208053, -9.1468463 38.7205589, -9.1468114 38.7204795, -9.1467839 38.7204312, -9.1467012 38.7201367)",,,,
578671795,,Rua Júlio César Machado,residential,False,False,25.646,"LINESTRING (-9.1467494 38.7209381, -9.1469911 38.7208053)",,,,
19745338,2,Rua de São Bento,tertiary,False,False,5.782,"LINESTRING (-9.155076 38.7169967, -9.1550924 38.7170471)",,,,
"[334878721, 334878726]",,Rua de São Bernardo,residential,True,False,149.13799999999998,"LINESTRING (-9.1570779 38.7160605, -9.1571653 38.7165278, -9.1572288 38.716659, -9.1572911 38.7168595, -9.1574312 38.7171886, -9.1574644 38.7172429, -9.1575035 38.7172652, -9.1575962 38.7172936)",,,,
19745143,4,Avenida Pedro Álvares Cabral,primary,False,True,11.087,"LINESTRING (-9.1576602 38.7172073, -9.1575962 38.7172936)",,,,
27293679,,Rua de São Marçal,residential,True,False,34.464,"LINESTRING (-9.150361 38.7164087, -9.1504746 38.7161117)",,,,
314329959,2,Rua da Escola Politécnica,secondary,False,True,52.384,"LINESTRING (-9.1500201 38.7173359, -9.1494468 38.7171881)",,,,
27293679,,Rua de São Marçal,residential,True,False,79.42,"LINESTRING (-9.1500201 38.7173359, -9.1500279 38.7173156, -9.1500448 38.7172727, -9.150263 38.7166473)",,,,
314329959,2,Rua da Escola Politécnica,secondary,False,False,52.176,"LINESTRING (-9.1500201 38.7173359, -9.1501189 38.7173601, -9.1502989 38.7174064, -9.1505928 38.7174791)",,,,
23686113,,Rua da Mãe D'Água,residential,False,False,40.445,"LINESTRING (-9.1467104 38.7172977, -9.1469725 38.7169969)",,,,
224274948,,Travessa do Rosário,residential,True,False,57.001,"LINESTRING (-9.1467104 38.7172977, -9.1472152 38.7176258)",,,,
23686138,,Praça do Príncipe Real,residential,False,False,20.473999999999997,"LINESTRING (-9.1476699 38.7162615, -9.1476887 38.716249, -9.1477731 38.716193, -9.1478451 38.7161383)",,,,
"[242737653, 224267165]",,Rua da Mãe D'Água,residential,False,"[False, True]",39.679,"LINESTRING (-9.1476699 38.7162615, -9.1476587 38.7162693, -9.1474418 38.7164193, -9.1472998 38.7163759)",,,,
625000183,2,Praça do Príncipe Real,secondary,False,True,16.387999999999998,"LINESTRING (-9.1476699 38.7162615, -9.1477339 38.7163139, -9.1478034 38.7163657)",,,,
681543282,2,Rua Dom Pedro V,secondary,False,True,45.528000000000006,"LINESTRING (-9.1476699 38.7162615, -9.1476033 38.7162071, -9.1474234 38.7160826, -9.1473445 38.7160448, -9.1472601 38.7160103)",,,,
224269135,,Calçada da Patriarcal,residential,True,False,136.02200000000002,"LINESTRING (-9.1471591 38.7167739, -9.1472738 38.7166568, -9.1481415 38.7169556, -9.1483386 38.7166768, -9.1483494 38.7166615)",,,,
23686113,,Rua da Mãe D'Água,residential,False,True,40.445,"LINESTRING (-9.1469725 38.7169969, -9.1467104 38.7172977)",,,,
27293691,2,Praça do Príncipe Real,secondary,False,True,82.994,"LINESTRING (-9.1483494 38.7166615, -9.1484475 38.7167109, -9.14854 38.7167537, -9.149159 38.717059)",,,,
625000182,1,Praça do Príncipe Real,secondary,True,False,59.50599999999999,"LINESTRING (-9.1483494 38.7166615, -9.1483418 38.7166403, -9.1483335 38.7166172, -9.1483163 38.7165949, -9.1483007 38.7165817, -9.1481799 38.7165225, -9.1479665 38.7164227, -9.1479198 38.716402, -9.1478864 38.7163912, -9.1478408 38.7163772, -9.1478034 38.7163657)",,,,
314329959,2,Rua da Escola Politécnica,secondary,False,False,52.384,"LINESTRING (-9.1494468 38.7171881, -9.1500201 38.7173359)",,,,
314329959,2,Rua da Escola Politécnica,secondary,False,True,28.816,"LINESTRING (-9.1494468 38.7171881, -9.149249 38.7171038, -9.149159 38.717059)",,,,
23686134,,Rua Cecílio de Sousa,residential,True,False,54.447,"LINESTRING (-9.1501585 38.7160614, -9.1498759 38.7164986)",,,,
23686138,,Praça do Príncipe Real,residential,False,True,20.474,"LINESTRING (-9.1478451 38.7161383, -9.1477731 38.716193, -9.1476887 38.716249, -9.1476699 38.7162615)",,,,
