osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,junction
"[121115966, 205706297, 121115958]",False,2,ER 120,secondary,"['40', '50']",True,51.347,yes,"LINESTRING (-16.3336574 33.0591927, -16.33357 33.0592348, -16.3334573 33.0592884, -16.3333403 33.0593438, -16.33318 33.0594232)",,
962963099,True,1,ER 120,secondary,40,False,11.426,,"LINESTRING (-16.3336574 33.0591927, -16.3336711 33.0592098, -16.3336894 33.0592235, -16.3337111 33.059233, -16.3337349 33.0592379, -16.3337594 33.0592377)",Rotunda da Vila,roundabout
625544740,False,,,tertiary,,False,31.895,,"LINESTRING (-16.335231 33.0629502, -16.3350933 33.0626876)",Rua Brigadeiro Couceiro,
"[502090242, 502090243, 502891785, 502891786, 26932219]",False,2,,residential,,"[False, True]",124.09399999999998,yes,"LINESTRING (-16.335231 33.0629502, -16.335199 33.0629501, -16.3351731 33.0629477, -16.3351102 33.0629431, -16.3350907 33.0629413, -16.335051 33.0629379, -16.335043 33.062937, -16.3348839 33.0629213, -16.3344695 33.0628841, -16.3341261 33.0628296, -16.3340745 33.062818, -16.3339172 33.0627824)",Rua Dr. Berta De Moura,
625544741,False,2,,tertiary,,True,48.33200000000001,,"LINESTRING (-16.335231 33.0629502, -16.3352794 33.0630279, -16.3353278 33.0631374, -16.3353387 33.0632136, -16.3353595 33.0633661)",Rua Brigadeiro Couceiro,
205706735,False,2,,tertiary,,False,29.164,,"LINESTRING (-16.3349361 33.0608125, -16.3348945 33.0606967, -16.3348261 33.0605675)",,
"[205706872, 205706753, 205706787]",False,1,,residential,,True,342.50699999999995,,"LINESTRING (-16.3349361 33.0608125, -16.334979 33.0607866, -16.3349945 33.0607597, -16.3350099 33.0607327, -16.3349985 33.0604667, -16.3350016 33.0603208, -16.3350137 33.0602725, -16.3350472 33.0602455, -16.3352658 33.0601309, -16.3353798 33.0600612, -16.3354106 33.0600832, -16.3354897 33.0602282, -16.3355165 33.0602787, -16.3355649 33.0603815, -16.3356346 33.0605996, -16.3358425 33.0610941, -16.3359095 33.0612975, -16.3359605 33.0615212, -16.33599 33.0618011, -16.3359886 33.0621135)","['Rua Semião Pestana', 'Rua Cristóvão Colombo']",
205706861,False,2,,tertiary,,True,211.119,,"LINESTRING (-16.3349361 33.0608125, -16.3349429 33.0608637, -16.3349533 33.0609412, -16.3349426 33.0612661, -16.3349251 33.0619438, -16.3349184 33.0621124, -16.3349345 33.062245, -16.3349607 33.0623844, -16.3350088 33.0625112, -16.3350588 33.0626184, -16.3350933 33.0626876)",Rua Brigadeiro Couceiro,
142767560,False,,,residential,,True,56.829,,"LINESTRING (-16.331744 33.0627295, -16.3315335 33.0624552, -16.3314343 33.0623541, -16.3313755 33.0623319)",,
625544761,False,2,ER 260,secondary,,False,41.617000000000004,,"LINESTRING (-16.331744 33.0627295, -16.3318754 33.0625638, -16.3319959 33.0624205)",,
205706619,True,,,residential,,False,67.09,,"LINESTRING (-16.3340796 33.0609693, -16.3334193 33.0612097)",Rua D. Estèvão De Alencastre,
"[502891658, 205706707, 502891659]",True,1,,residential,,False,82.703,yes,"LINESTRING (-16.3348261 33.0605675, -16.3347968 33.0605805, -16.3347107 33.0606226, -16.3343826 33.0608029, -16.3343153 33.0608398, -16.3340796 33.0609693)",Rua D. Estèvão De Alencastre,
205706724,False,2,,tertiary,,False,78.67,,"LINESTRING (-16.3348261 33.0605675, -16.3346491 33.0603191, -16.334452 33.0601134, -16.3343366 33.0599931)",Rua Maximano De Sousa,
205706735,False,2,,tertiary,,True,29.164,,"LINESTRING (-16.3348261 33.0605675, -16.3348945 33.0606967, -16.3349361 33.0608125)",,
205706724,False,2,,tertiary,,True,78.67,,"LINESTRING (-16.3343366 33.0599931, -16.334452 33.0601134, -16.3346491 33.0603191, -16.3348261 33.0605675)",Rua Maximano De Sousa,
"[26922098, 205706750]",True,,,residential,,False,136.689,,"LINESTRING (-16.3343366 33.0599931, -16.3343983 33.0598818, -16.3344493 33.059756, -16.3345334 33.0594887, -16.3345629 33.0592493, -16.3345743 33.059079, -16.334536 33.0588963, -16.3344824 33.0588064)",Rua Bartolomeu Perestrelo Teixeira,
"[625544744, 625544742]",False,2,,tertiary,,False,101.178,,"LINESTRING (-16.3343366 33.0599931, -16.3339415 33.0596035, -16.3338132 33.0593999, -16.3337594 33.0592377)",Rua Maximano De Sousa,
205706784,True,,,residential,,False,70.132,,"LINESTRING (-16.3334193 33.0612097, -16.3334706 33.0613111, -16.3335028 33.0614662, -16.3335054 33.0616, -16.3335014 33.0618293)",Rua Dr. Berta De Moura,
"[205706633, 502891572]",False,,,residential,,True,171.349,,"LINESTRING (-16.3334193 33.0612097, -16.3331415 33.0613009, -16.3328879 33.0613954, -16.3327953 33.0614595, -16.3327286 33.0615548, -16.3323357 33.06192, -16.332224 33.0620687, -16.3321664 33.0621787, -16.3321378 33.0622333)",Rua D. Estèvão De Alencastre,
142766691,False,,,residential,,False,16.313,,"LINESTRING (-16.3381653 33.0580796, -16.3383396 33.0580661)",,
26922093,False,,,residential,,False,49.932,,"LINESTRING (-16.3381653 33.0580796, -16.3381304 33.0578458, -16.3380981 33.0576341)",Rua J. J. Vasconcelos,
26922093,False,,,residential,,True,26.620000000000005,,"LINESTRING (-16.3381653 33.0580796, -16.3381706 33.0581987, -16.338117 33.0582459, -16.3380873 33.058295)",Rua J. J. Vasconcelos,
"[502090242, 502090243, 502891785, 502891786, 26932219]",False,2,,residential,,"[False, True]",124.094,yes,"LINESTRING (-16.3339172 33.0627824, -16.3340745 33.062818, -16.3341261 33.0628296, -16.3344695 33.0628841, -16.3348839 33.0629213, -16.335043 33.062937, -16.335051 33.0629379, -16.3350907 33.0629413, -16.3351102 33.0629431, -16.3351731 33.0629477, -16.335199 33.0629501, -16.335231 33.0629502)",Rua Dr. Berta De Moura,
"[502891774, 502891775]",False,,,residential,,True,45.457,yes,"LINESTRING (-16.3339172 33.0627824, -16.3337807 33.0627214, -16.3337236 33.0626856, -16.3336754 33.062649, -16.3336156 33.0625922, -16.3335604 33.062516)",Rua Dr. Berta De Moura,
"[502891776, 502891777, 26932237]",True,1,,residential,,False,96.246,yes,"LINESTRING (-16.3339172 33.0627824, -16.3339425 33.0627309, -16.3340916 33.0624272, -16.3341607 33.0623327, -16.3342042 33.0622755, -16.334294 33.0621687, -16.3344281 33.0620383)",Rua Schiappa de Azevedo,
"[502891774, 502891775]",False,,,residential,,False,45.457,yes,"LINESTRING (-16.3335604 33.062516, -16.3336156 33.0625922, -16.3336754 33.062649, -16.3337236 33.0626856, -16.3337807 33.0627214, -16.3339172 33.0627824)",Rua Dr. Berta De Moura,
26932225,False,1,,residential,,False,23.451,,"LINESTRING (-16.3345465 33.0622244, -16.3344281 33.0620383)",Rua Doutor Pedro Lomelino,
26932225,False,1,,residential,,True,23.451,,"LINESTRING (-16.3344281 33.0620383, -16.3345465 33.0622244)",Rua Doutor Pedro Lomelino,
205706332,True,,,residential,,False,123.341,,"LINESTRING (-16.3344281 33.0620383, -16.3343289 33.0617675, -16.3341133 33.0610352, -16.3340796 33.0609693)",Rua Doutor Pedro Lomelino,
26946348,False,,,residential,,True,27.148,,"LINESTRING (-16.3359886 33.0621135, -16.3359412 33.0621443, -16.3358894 33.0621794, -16.3358411 33.0622131, -16.3357518 33.0622542)",Estrada Claudio Elisio Ruas,
26946363,False,,,residential,,False,110.839,,"LINESTRING (-16.3359886 33.0621135, -16.3360257 33.0621027, -16.3363033 33.0620566, -16.3363529 33.0623162, -16.3362416 33.062332, -16.336357 33.0626883)",Rua Semião Pestana,
