osmid,oneway,ref,highway,reversed,length,geometry,lanes,maxspeed,junction,name,access,bridge
119965860,True,EN 8,secondary,False,24.240000000000002,"LINESTRING (-8.976467 39.5486213, -8.9764588 39.5486916, -8.9764477 39.5487371, -8.9764329 39.5487811, -8.9764075 39.5488332)",,,,,,
119965844,True,EN 8,secondary,False,27.525,"LINESTRING (-8.9766357 39.5488319, -8.976467 39.5486213)",,,,,,
119965825,True,EN 8,secondary,False,20.468,"LINESTRING (-8.9766357 39.5488319, -8.9765806 39.5488143, -8.9765214 39.5488085, -8.9764623 39.5488149, -8.9764075 39.5488332)",2,40,roundabout,,,
119965892,True,EN 8,secondary,False,200.303,"LINESTRING (-8.9763248 39.5490615, -8.9763 39.5491083, -8.9762703 39.5491532, -8.9762252 39.5491901, -8.976176 39.5492126, -8.9760081 39.5492701, -8.9754774 39.5494506, -8.9750479 39.5495967, -8.9742673 39.5498543)",2,50,,Avenida dos Combatentes,,
1070323186,True,EN 8,secondary,False,25.216,"LINESTRING (-8.9763248 39.5490615, -8.9763692 39.5491067, -8.9764302 39.5491383, -8.9765013 39.549153, -8.9765746 39.5491492)",2,40,roundabout,,,
119965825,True,EN 8,secondary,False,37.753,"LINESTRING (-8.9765746 39.5491492, -8.9766216 39.5491362, -8.9766637 39.5491155, -8.9766988 39.5490882, -8.9767252 39.5490555, -8.9767415 39.5490191, -8.976747 39.5489826, -8.9767423 39.548946, -8.9767277 39.548911, -8.9767038 39.5488792)",2,40,roundabout,,,
119965881,True,EN 8,secondary,False,47.251999999999995,"LINESTRING (-8.9724875 39.5500969, -8.9727694 39.5501946, -8.9729176 39.5502526, -8.9729858 39.5502782)",1,,,,,
981873314,False,EN 8,secondary,False,20.98,"LINESTRING (-8.9724875 39.5500969, -8.9724284 39.5500851, -8.9722559 39.5500365)",2,,,Rua de Leiria,,
1070323184,True,EN 8,secondary,False,11.166,"LINESTRING (-8.9731835 39.5501511, -8.9731436 39.5501379, -8.9731004 39.5501351, -8.9730582 39.5501431)",2,40,roundabout,,,
119965879,True,EN 8,secondary,False,49.242000000000004,"LINESTRING (-8.9730582 39.5501431, -8.972819 39.5501328, -8.9724875 39.5500969)",1,40,,,,
1070323185,True,EN 8,secondary,False,17.938,"LINESTRING (-8.9730582 39.5501431, -8.9730227 39.5501602, -8.9729956 39.5501848, -8.9729797 39.5502146, -8.9729763 39.5502468, -8.9729858 39.5502782)",2,40,roundabout,,,
119965814,True,EN 8,secondary,False,16.78,"LINESTRING (-8.9732329 39.5502842, -8.9732446 39.5502554, -8.973245 39.5502252, -8.9732343 39.5501962, -8.9732132 39.5501708, -8.9731835 39.5501511)",2,40,roundabout,,,
119965883,True,EN 8,secondary,False,88.481,"LINESTRING (-8.9732329 39.5502842, -8.9733363 39.5502581, -8.9735004 39.5502057, -8.9741792 39.5499679)",2,50,,,,
1070323198,True,EN 8,secondary,False,3.804,"LINESTRING (-8.9732074 39.5503122, -8.9732329 39.5502842)",2,40,roundabout,,,
119965864,True,EN 8-5,secondary,False,19.34,"LINESTRING (-8.9731111 39.5503433, -8.9732666 39.5504693)",1,,,,,
1070323198,True,EN 8,secondary,False,9.16,"LINESTRING (-8.9731111 39.5503433, -8.9731464 39.5503396, -8.9731793 39.550329, -8.9732074 39.5503122)",2,40,roundabout,,,
119965863,True,EN 8-5,secondary,False,18.191,"LINESTRING (-8.9732666 39.5504693, -8.9732252 39.5503597, -8.9732074 39.5503122)",1,,,,,
1231437576,False,EN 8-5,secondary,True,35.661,"LINESTRING (-8.9732666 39.5504693, -8.9732807 39.5504984, -8.9734133 39.5507694)",2,,,Rua de Olivença,,
119965811,False,,residential,False,120.264,"LINESTRING (-8.9778892 39.5515289, -8.97775 39.5515594, -8.9773439 39.5516646, -8.9769298 39.5517718, -8.9766211 39.5518512, -8.9765575 39.5518683)",2,50,,Rua Professor Engenheiro Joaquim Vieira Natividade,,
119965811,False,,residential,True,63.077,"LINESTRING (-8.9778892 39.5515289, -8.9779576 39.5516956, -8.9781238 39.5520665)",2,50,,Rua Professor Engenheiro Joaquim Vieira Natividade,,
151530782,True,,residential,False,91.363,"LINESTRING (-8.9778892 39.5515289, -8.978344 39.5514366, -8.978383 39.5513991, -8.9784166 39.5513339, -8.9783997 39.5511852, -8.9783779 39.5509944)",1,,,,,
422307712,False,EN 8-5,secondary,False,59.159000000000006,"LINESTRING (-8.9739316 39.5518453, -8.9738904 39.5517525, -8.9737738 39.5514974, -8.9737013 39.5513438)",2,,,Rua de Olivença,,
422307712,False,EN 8-5,secondary,True,145.104,"LINESTRING (-8.9739316 39.5518453, -8.9739781 39.5519415, -8.9740247 39.5520532, -8.9741126 39.5522644, -8.9743798 39.5528798, -8.974464 39.5530839)",2,,,Rua de Olivença,,
119965811,False,,residential,True,120.264,"LINESTRING (-8.9765575 39.5518683, -8.9766211 39.5518512, -8.9769298 39.5517718, -8.9773439 39.5516646, -8.97775 39.5515594, -8.9778892 39.5515289)",2,50,,Rua Professor Engenheiro Joaquim Vieira Natividade,,
1070323197,True,,residential,False,32.55,"LINESTRING (-8.9765575 39.5518683, -8.9765301 39.5518137, -8.9764811 39.551769, -8.9764159 39.551739, -8.9763415 39.5517271, -8.9762662 39.5517344)",,,roundabout,,,
422307712,False,EN 8-5,secondary,False,19.015,"LINESTRING (-8.9750744 39.5545096, -8.975003 39.5543477)",2,,,Rua de Olivença,,
127795542,True,,residential,False,192.21,"LINESTRING (-8.9750744 39.5545096, -8.9752498 39.5544653, -8.9753753 39.5544326, -8.9759578 39.5542713, -8.9760274 39.5542147, -8.9760568 39.5541402, -8.9760656 39.5540065, -8.9760738 39.553872, -8.9760859 39.553672, -8.9761094 39.5532901)",,,,,,
422307712,False,EN 8-5,secondary,True,63.525000000000006,"LINESTRING (-8.9750744 39.5545096, -8.9752238 39.5548761, -8.9752958 39.5550548)",2,,,Rua de Olivença,,
119965857,True,EN 8-5,secondary,False,22.751,"LINESTRING (-8.9752958 39.5550548, -8.9752963 39.5551986, -8.9752965 39.5552594)",,,,,,
422307712,False,EN 8-5,secondary,False,63.525000000000006,"LINESTRING (-8.9752958 39.5550548, -8.9752238 39.5548761, -8.9750744 39.5545096)",2,,,Rua de Olivença,,
119965871,True,,residential,False,23.95,"LINESTRING (-8.9757187 39.5551022, -8.9755502 39.5551918, -8.9754822 39.5552156)",1,,,,,
119965897,False,,residential,True,116.17999999999999,"LINESTRING (-8.9757187 39.5551022, -8.9757469 39.5550803, -8.9760536 39.5548464, -8.9761062 39.5548131, -8.976367 39.5546739, -8.976656 39.5546548, -8.9768644 39.5546565)",,,,,,
119965859,True,EN 8-5,secondary,False,20.71,"LINESTRING (-8.9754365 39.5552062, -8.9752958 39.5550548)",,,,,,
980225952,True,EN 8-5,secondary,False,13.690999999999999,"LINESTRING (-8.9754365 39.5552062, -8.9753907 39.5552117, -8.9753458 39.5552289, -8.9752965 39.5552594)",1,,roundabout,,,
119965862,True,,tertiary,False,42.459,"LINESTRING (-8.9752524 39.5553329, -8.9749765 39.55565)",1,,,,,
980225951,True,EN 8-5,secondary,False,24.988999999999997,"LINESTRING (-8.9752524 39.5553329, -8.9752495 39.5553813, -8.9752576 39.555416, -8.9752785 39.5554564, -8.975315 39.5554934, -8.9753675 39.5555245)",1,,roundabout,,,
119965873,True,,residential,False,29.218,"LINESTRING (-8.9755979 39.5553479, -8.9757187 39.5551022)",1,,,,,
119965819,True,EN 8-5,secondary,False,18.201999999999998,"LINESTRING (-8.9755979 39.5553479, -8.9755876 39.5553189, -8.9755667 39.5552858, -8.9755285 39.5552437, -8.9754822 39.5552156)",1,,roundabout,,,
119965819,True,EN 8-5,secondary,False,7.722,"LINESTRING (-8.9755942 39.5554171, -8.9755991 39.5553859, -8.9755979 39.5553479)",1,,roundabout,,,
980225951,True,EN 8-5,secondary,False,3.275,"LINESTRING (-8.9753675 39.5555245, -8.9754043 39.5555324)",1,,roundabout,,,
119965867,True,EN 8-5,secondary,False,31.594,"LINESTRING (-8.9754043 39.5555324, -8.9756686 39.5557304)",1,,,,,
980225950,True,EN 8-5,secondary,False,22.322,"LINESTRING (-8.9754043 39.5555324, -8.9754426 39.5555328, -8.975481 39.5555218, -8.9755303 39.555497, -8.9755659 39.5554604, -8.9755942 39.5554171)",1,,roundabout,,,
119965874,True,EN 8-5,secondary,False,35.417,"LINESTRING (-8.9756686 39.5557304, -8.975608 39.5554754, -8.9755942 39.5554171)",2,,,,,
119965811,False,,residential,False,524.5690000000001,"LINESTRING (-8.9803896 39.5563661, -8.9802773 39.5557161, -8.9802244 39.5554101, -8.9802053 39.5553565, -8.9801943 39.5553256, -8.9800454 39.5549075, -8.9796923 39.5543755, -8.979545 39.5541995, -8.9790321 39.5536878, -8.9788105 39.5534668, -8.9784661 39.5528651, -8.9782784 39.5524272, -8.9781514 39.5521309, -8.9781457 39.5521175, -8.9781238 39.5520665)",2,50,,Rua Professor Engenheiro Joaquim Vieira Natividade,,
127795527,True,,residential,False,140.859,"LINESTRING (-8.9775758 39.5507901, -8.9768798 39.5509658, -8.9766251 39.5510301, -8.9760137 39.5511825)",,,,Rua João de Deus Ramos,,
151530778,True,,residential,False,86.435,"LINESTRING (-8.9775758 39.5507901, -8.9778342 39.5514051, -8.9778892 39.5515289)",,,,,,
863755871,False,,residential,True,29.26,"LINESTRING (-8.9760025 39.5530402, -8.9761094 39.5532901)",,,,,,
127795510,True,,residential,False,126.722,"LINESTRING (-8.9760025 39.5530402, -8.9753252 39.5532183, -8.9750811 39.5532834, -8.9747323 39.5533764, -8.974603 39.5534066)",,,,,,
863755871,False,,residential,False,38.72,"LINESTRING (-8.9760025 39.5530402, -8.9759611 39.5529476, -8.9759268 39.5528714, -8.9758527 39.5527117)",,,,,,
863755871,False,,residential,False,29.26,"LINESTRING (-8.9761094 39.5532901, -8.9760025 39.5530402)",,,,,,
119965897,False,,residential,False,238.686,"LINESTRING (-8.9761094 39.5532901, -8.9762262 39.5532954, -8.9779142 39.5533816, -8.9781578 39.5534795, -8.9784146 39.5537796, -8.978463 39.5538711, -8.9784499 39.5539523)",,,,,,
151545264,False,,residential,True,176.99099999999999,"LINESTRING (-8.974603 39.5534066, -8.9745324 39.5534223, -8.9744546 39.5534379, -8.9736952 39.5536214, -8.9732607 39.5537, -8.9729425 39.5537297, -8.9727706 39.5537221, -8.9726075 39.5536717)",,,,Rua Mariano Pina,,
422307712,False,EN 8-5,secondary,False,37.812,"LINESTRING (-8.974603 39.5534066, -8.9745937 39.5533841, -8.9745256 39.5532218, -8.974464 39.5530839)",2,,,Rua de Olivença,,
422307712,False,EN 8-5,secondary,True,40.154,"LINESTRING (-8.974603 39.5534066, -8.9746447 39.5535031, -8.9747522 39.5537489)",2,,,Rua de Olivença,,
581270550,False,EM 557,tertiary,True,45.597,"LINESTRING (-8.9810318 39.547796, -8.9812372 39.5480246, -8.9813346 39.5481331)",2,20,,Rua Doutor Francisco Zagalo,,
151530780,False,EM 551-1,secondary,False,43.58,"LINESTRING (-8.9821596 39.5485825, -8.9817386 39.5483629)",2,,,Rua Doutor Francisco Zagalo,,
151530834,True,,residential,False,78.681,"LINESTRING (-8.9783164 39.5503743, -8.9774701 39.5504384, -8.9774188 39.550472)",1,,,Rua Doutor Brilhante,,
422307711,False,,residential,False,127.312,"LINESTRING (-8.9752368 39.5496146, -8.9753049 39.549747, -8.9755118 39.5501199, -8.9755719 39.5502337, -8.9757285 39.5505665, -8.9757827 39.550679)",,,,Avenida Manuel da Silva Carolino,,
1068949299,True,EN 8,secondary,False,126.02199999999999,"LINESTRING (-8.9752368 39.5496146, -8.9755176 39.5495213, -8.9760508 39.5493442, -8.9761257 39.5493187, -8.9764667 39.5492048, -8.9765023 39.5491897, -8.9765746 39.5491492)",2,50,,,,
119965883,True,EN 8,secondary,False,98.82999999999998,"LINESTRING (-8.9741792 39.5499679, -8.974277 39.5499316, -8.9750851 39.5496652, -8.9752368 39.5496146)",2,50,,,,
151530820,True,,residential,False,156.558,"LINESTRING (-8.9741792 39.5499679, -8.9742096 39.5499828, -8.9743071 39.5500306, -8.9750616 39.5501607, -8.9753499 39.5507139, -8.9753965 39.5508059)",,,,,,
151530826,False,,residential,False,56.897999999999996,"LINESTRING (-8.9741792 39.5499679, -8.9741918 39.5499893, -8.974449 39.5504354)",,,,Rua Vasco da Gama,,
119965847,False,EN 8,secondary,True,63.878,"LINESTRING (-8.9710736 39.5496965, -8.9712971 39.5497628, -8.9716066 39.5498499, -8.9717699 39.5499007)",2,,,Rua de Leiria,,
540467753,False,,residential,True,30.959,"LINESTRING (-8.9710736 39.5496965, -8.9710967 39.5496587, -8.971146 39.5496121, -8.9712113 39.5495745, -8.9712735 39.5495698, -8.9713579 39.5495627)",,,,,,
151530801,True,,residential,False,38.488,"LINESTRING (-8.9774188 39.550472, -8.977445 39.5504858, -8.9774763 39.5505286, -8.9775 39.550589, -8.9775758 39.5507901)",,,,,,
151530813,True,,residential,False,4.474,"LINESTRING (-8.9800542 39.5503413, -8.9800909 39.5503127)",,,,Rua Miguel Bombarda,,
151530783,True,,residential,False,72.13700000000001,"LINESTRING (-8.9800542 39.5503413, -8.9794703 39.5500413, -8.9794271 39.5500119, -8.979407 39.5499857, -8.9793963 39.5499539)",,,,,yes,
497486457,False,,residential,True,155.91299999999998,"LINESTRING (-8.9800542 39.5503413, -8.9800151 39.550435, -8.9802184 39.5512896, -8.9803298 39.5517159)",,,,Rua Frei Fortunato,,
151545245,False,EM 552,tertiary,True,50.255,"LINESTRING (-8.9737013 39.5513438, -8.97354 39.5513926, -8.9731527 39.5515029)",2,,,Rua Afonso de Albuquerque,,
422307712,False,EN 8-5,secondary,True,59.15899999999999,"LINESTRING (-8.9737013 39.5513438, -8.9737738 39.5514974, -8.9738904 39.5517525, -8.9739316 39.5518453)",2,,,Rua de Olivença,,
1231437576,False,EN 8-5,secondary,False,68.477,"LINESTRING (-8.9737013 39.5513438, -8.9736327 39.5512069, -8.9734133 39.5507694)",2,,,Rua de Olivença,,
119965897,False,,residential,False,106.616,"LINESTRING (-8.9784499 39.5539523, -8.9784042 39.5540335, -8.9783122 39.5541968, -8.9782346 39.5545268, -8.9781928 39.5546114, -8.9781199 39.5546649, -8.9780239 39.5546816, -8.9778775 39.5546813)",,,,,,
119965897,False,,residential,True,238.686,"LINESTRING (-8.9784499 39.5539523, -8.978463 39.5538711, -8.9784146 39.5537796, -8.9781578 39.5534795, -8.9779142 39.5533816, -8.9762262 39.5532954, -8.9761094 39.5532901)",,,,,,
151530797,True,,residential,False,58.471,"LINESTRING (-8.9753965 39.5508059, -8.9747674 39.5510089)",,,,Rua Dom Afonso de Albuquerque,,
497486457,False,,residential,False,155.91299999999998,"LINESTRING (-8.9803298 39.5517159, -8.9802184 39.5512896, -8.9800151 39.550435, -8.9800542 39.5503413)",,,,Rua Frei Fortunato,,
497486457,False,,residential,True,240.518,"LINESTRING (-8.9803298 39.5517159, -8.9804037 39.5519578, -8.9804894 39.552149, -8.9806003 39.5523161, -8.9810448 39.5528478, -8.9815061 39.5533441, -8.9816786 39.553592)",,,,Rua Frei Fortunato,,
119965897,False,,residential,False,116.17999999999999,"LINESTRING (-8.9768644 39.5546565, -8.976656 39.5546548, -8.976367 39.5546739, -8.9761062 39.5548131, -8.9760536 39.5548464, -8.9757469 39.5550803, -8.9757187 39.5551022)",,,,,,
119965897,False,,residential,True,86.9,"LINESTRING (-8.9768644 39.5546565, -8.9778115 39.5546797, -8.9778775 39.5546813)",,,,,,
151530777,True,,residential,False,25.486,"LINESTRING (-8.9762662 39.5517344, -8.9761995 39.5517596, -8.9761466 39.5517999, -8.9761132 39.5518511, -8.9761027 39.5519078)",,,roundabout,,,
151530786,False,,residential,True,65.07499999999999,"LINESTRING (-8.9762662 39.5517344, -8.9762289 39.5516529, -8.9761723 39.5515292, -8.9761525 39.5514858, -8.9760786 39.5513243, -8.9760137 39.5511825)",,,,Avenida Manuel da Silva Carolino,,
151530777,True,,residential,False,65.208,"LINESTRING (-8.9761027 39.5519078, -8.9761168 39.5519654, -8.9761546 39.5520163, -8.9762118 39.552055, -8.9762822 39.5520771, -8.9763582 39.5520802, -8.9764313 39.5520641, -8.9764936 39.5520305, -8.9765383 39.551983, -8.9765604 39.5519269, -8.9765575 39.5518683)",,,roundabout,,,
"[151530779, 863755871]",False,,residential,"[False, True]",124.40699999999998,"LINESTRING (-8.9761027 39.5519078, -8.9758919 39.5519647, -8.9755857 39.5520459, -8.9756816 39.5522894, -8.9757305 39.5524022, -8.9758527 39.5527117)",,,,,,
278570726,True,,residential,False,68.214,"LINESTRING (-8.9808221 39.5505542, -8.9802951 39.550386, -8.9800909 39.5503127)",,,,Rua do Castelo,,
151530795,True,,residential,False,72.252,"LINESTRING (-8.9793963 39.5499539, -8.9794162 39.5499031, -8.9797745 39.5493742)",1,30,,Rua Alexandre Herculano,yes,
276655838,True,,residential,False,61.88600000000001,"LINESTRING (-8.9793963 39.5499539, -8.9793665 39.5499701, -8.9793282 39.5499684, -8.979022 39.5497847, -8.9788682 39.5496972, -8.9788362 39.5496871, -8.9788036 39.5496923)",1,,,Rua Doutor Brilhante,,
540467753,False,,residential,False,6.265,"LINESTRING (-8.9740093 39.5494489, -8.9739417 39.5494703)",,,,,,
540467754,True,,tertiary,False,70.76,"LINESTRING (-8.9740093 39.5494489, -8.9739153 39.5492828, -8.9736942 39.5488608)",,,,,,
119965811,False,,residential,False,63.077,"LINESTRING (-8.9781238 39.5520665, -8.9779576 39.5516956, -8.9778892 39.5515289)",2,50,,Rua Professor Engenheiro Joaquim Vieira Natividade,,
119965811,False,,residential,True,524.569,"LINESTRING (-8.9781238 39.5520665, -8.9781457 39.5521175, -8.9781514 39.5521309, -8.9782784 39.5524272, -8.9784661 39.5528651, -8.9788105 39.5534668, -8.9790321 39.5536878, -8.979545 39.5541995, -8.9796923 39.5543755, -8.9800454 39.5549075, -8.9801943 39.5553256, -8.9802053 39.5553565, -8.9802244 39.5554101, -8.9802773 39.5557161, -8.9803896 39.5563661)",2,50,,Rua Professor Engenheiro Joaquim Vieira Natividade,,
151530781,True,,residential,False,37.066,"LINESTRING (-8.9781238 39.5520665, -8.9782662 39.5520438, -8.9785472 39.5519991)",,,,Rua Doutor Afonso Lopes Vieira,,
151530789,True,,residential,False,96.256,"LINESTRING (-8.974449 39.5504354, -8.9735397 39.5507261, -8.9734133 39.5507694)",,,,,,
151530826,False,,residential,True,56.897999999999996,"LINESTRING (-8.974449 39.5504354, -8.9741918 39.5499893, -8.9741792 39.5499679)",,,,Rua Vasco da Gama,,
422307711,False,,residential,True,9.35,"LINESTRING (-8.9758197 39.5507581, -8.9757827 39.550679)",,,,Avenida Manuel da Silva Carolino,,
151530786,False,,residential,False,50.037,"LINESTRING (-8.9758197 39.5507581, -8.9759162 39.5509659, -8.9760137 39.5511825)",,,,Avenida Manuel da Silva Carolino,,
151530791,True,,residential,False,141.827,"LINESTRING (-8.9758197 39.5507581, -8.9759295 39.5507212, -8.9760871 39.5506704, -8.9765199 39.5505617, -8.976777 39.5505188, -8.9770857 39.5504883, -8.9773128 39.5504716, -8.9774188 39.550472)",1,,,Rua Doutor Brilhante,,
1231437576,False,EN 8-5,secondary,False,35.661,"LINESTRING (-8.9734133 39.5507694, -8.9732807 39.5504984, -8.9732666 39.5504693)",2,,,Rua de Olivença,,
1231437576,False,EN 8-5,secondary,True,68.477,"LINESTRING (-8.9734133 39.5507694, -8.9736327 39.5512069, -8.9737013 39.5513438)",2,,,Rua de Olivença,,
151530797,True,,residential,False,98.71900000000001,"LINESTRING (-8.9747674 39.5510089, -8.9738471 39.5513045, -8.9737013 39.5513438)",,,,Rua Dom Afonso de Albuquerque,,
280632901,True,,residential,False,69.368,"LINESTRING (-8.9747674 39.5510089, -8.974744 39.5509663, -8.9746966 39.5508798, -8.974449 39.5504354)",,,,Rua Vasco da Gama,,
996941390,False,,living_street,False,37.639,"LINESTRING (-8.9788036 39.5496923, -8.9787424 39.5496784, -8.978671 39.5496492, -8.9786122 39.5495946, -8.9785573 39.5495227, -8.9784633 39.5495263)",,,,,,
"[151530819, 1120540635, 996941391]",True,,residential,False,90.335,"LINESTRING (-8.9788036 39.5496923, -8.97879 39.5497198, -8.9787352 39.5498505, -8.9786405 39.5500977, -8.9786217 39.5501345, -8.9785993 39.5501679, -8.9784775 39.5502185, -8.978462 39.5502236, -8.9783559 39.5503054, -8.9783164 39.5503743)",1,,,"['Rua Doutor Brilhante', 'Rua Araujo Guimaraes']",,yes
151545283,False,,residential,True,126.389,"LINESTRING (-8.9731105 39.5551145, -8.9727725 39.5543328, -8.9726875 39.5540271)",,,,,,
981873315,False,EN 8,secondary,True,44.321,"LINESTRING (-8.9717699 39.5499007, -8.9722559 39.5500365)",3,,,Rua de Leiria,,
