osmid,oneway,ref,highway,reversed,length,lanes,name,geometry,junction
238378124,True,CM 1658,tertiary_link,False,8.72,,,"LINESTRING (-8.473953 40.493585, -8.4740303 40.4935331)",
242066930,False,235,secondary,False,26.65,2,Rua do Comércio,"LINESTRING (-8.473953 40.493585, -8.4738924 40.4933498)",
470674037,False,235,secondary,True,108.10300000000001,2,Largo São Vicente,"LINESTRING (-8.473953 40.493585, -8.4739738 40.4936948, -8.4739838 40.4937927, -8.4739656 40.4940323, -8.4739595 40.4942585, -8.4738932 40.494551)",
242067615,False,,residential,True,107.87899999999999,,Rua Passal,"LINESTRING (-8.4738932 40.494551, -8.4750718 40.4946811, -8.4751565 40.4946844)",
470674037,False,235,secondary,False,108.10300000000001,2,Largo São Vicente,"LINESTRING (-8.4738932 40.494551, -8.4739595 40.4942585, -8.4739656 40.4940323, -8.4739838 40.4937927, -8.4739738 40.4936948, -8.473953 40.493585)",
121303616,False,,residential,False,205.58499999999998,,Rua do Paço,"LINESTRING (-8.471365 40.4911405, -8.4719766 40.4915061, -8.4727867 40.4919822, -8.4730616 40.4921282, -8.4731813 40.4921677, -8.4733406 40.4921961)",
121303616,False,,residential,True,218.04000000000002,,Rua do Paço,"LINESTRING (-8.471365 40.4911405, -8.4711204 40.4910182, -8.4708218 40.4909301, -8.4704825 40.4908512, -8.4701458 40.4907828, -8.4697145 40.4906855, -8.4692634 40.4906013, -8.4690293 40.4906, -8.4689234 40.4906312)",
167901247,False,,residential,True,152.4,,Rua da Corredoura,"LINESTRING (-8.471365 40.4911405, -8.4709849 40.4907366, -8.4705289 40.4901777, -8.4704031 40.4899839)",
242066930,False,235,secondary,False,13.147,2,Rua do Comércio,"LINESTRING (-8.4733406 40.4921961, -8.4732846 40.4920858)",
121303616,False,,residential,True,205.58499999999998,,Rua do Paço,"LINESTRING (-8.4733406 40.4921961, -8.4731813 40.4921677, -8.4730616 40.4921282, -8.4727867 40.4919822, -8.4719766 40.4915061, -8.471365 40.4911405)",
242066930,False,235,secondary,True,136.566,2,Rua do Comércio,"LINESTRING (-8.4733406 40.4921961, -8.4735114 40.4925514, -8.473704 40.4929662, -8.4738217 40.493182, -8.4738636 40.4932702, -8.4738924 40.4933498)",
242072825,False,,residential,False,400.50000000000006,,Rua do Formigal,"LINESTRING (-8.4733406 40.4921961, -8.4728365 40.4923197, -8.4724299 40.4923939, -8.4721942 40.4923816, -8.4718933 40.4922764, -8.4717876 40.4922826, -8.4716331 40.4924434, -8.4713729 40.493575, -8.4713079 40.4936801, -8.471194 40.4937296, -8.4702346 40.4936182, -8.4701614 40.4936554)",
167901247,False,,residential,False,66.844,,Rua da Corredoura,"LINESTRING (-8.4700531 40.4894449, -8.4704031 40.4899839)",
242129897,False,,residential,False,144.479,,Travessa da Corredoura,"LINESTRING (-8.4700531 40.4894449, -8.4685082 40.4899997)",
183060078,False,,residential,False,256.74,,Rua das Escolas,"LINESTRING (-8.4776833 40.4884305, -8.4775616 40.4884639, -8.4774205 40.4885692, -8.476927 40.4890547, -8.4768213 40.4892962, -8.4764549 40.4901073, -8.4763492 40.4902101, -8.4761974 40.4902378, -8.4760878 40.4902551)",
242066930,False,235,secondary,True,13.147,2,Rua do Comércio,"LINESTRING (-8.4732846 40.4920858, -8.4733406 40.4921961)",
