osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge
629612116,EN 103,Avenida Comendador Brenha Fontoura,primary,50,False,False,92.395,"LINESTRING (-7.4775041 41.7371751, -7.4774503 41.737196, -7.4767141 41.7374984, -7.4765175 41.7375586)",,,
629612116,EN 103,Avenida Comendador Brenha Fontoura,primary,50,False,True,48.472,"LINESTRING (-7.4758055 41.7378091, -7.4763339 41.7376232)",,,
78200100,,Avenida Comendador Brenha Fontoura,primary,50,True,False,58.957,"LINESTRING (-7.4758055 41.7378091, -7.4754018 41.7378406, -7.4750981 41.7378586)",,,
78200123,,Avenida Pedro Álvares Cabral,tertiary,,False,False,86.974,"LINESTRING (-7.4742035 41.7383439, -7.4732593 41.7386836)",,,
78200114,,,tertiary,50,True,False,44.284,"LINESTRING (-7.4742035 41.7383439, -7.474485 41.7382959, -7.4747235 41.7382542)",1,,
379375368,,,tertiary,,True,False,13.326,"LINESTRING (-7.4721195 41.7390062, -7.4722105 41.7390525, -7.472253 41.7390728)",,,
379375370,,Rua de Joaquim José Delgado,tertiary,,False,False,80.666,"LINESTRING (-7.4721195 41.7390062, -7.471287 41.7389115, -7.4711757 41.7388997, -7.4711581 41.7388985)",,,
175956196,,Rua do Tabolado,residential,,False,False,41.384,"LINESTRING (-7.4692105 41.7378852, -7.4695442 41.7376086)",,,
175956196,,Rua do Tabolado,residential,,False,True,22.639,"LINESTRING (-7.4692105 41.7378852, -7.4690325 41.7380395)",,,
"[624410578, 183505287]",,"['Rua do Sol', 'Largo do Postigo']",tertiary,,True,False,199.79500000000002,"LINESTRING (-7.4692105 41.7378852, -7.4694109 41.7379861, -7.4707674 41.7388123, -7.4708169 41.7388457, -7.4711581 41.7388985)",,,
178114083,,Largo do Arrabalde,residential,,False,False,10.674,"LINESTRING (-7.4680439 41.738887, -7.4680921 41.738976)",,,
178114083,,Largo do Arrabalde,residential,,False,False,32.802,"LINESTRING (-7.4680921 41.738976, -7.4683484 41.7392006)",,,
178114083,,Largo do Arrabalde,residential,,False,True,10.674,"LINESTRING (-7.4680921 41.738976, -7.4680439 41.738887)",,,
