osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel,bridge
26166956,Rua do Cais,residential,False,False,101.162,"LINESTRING (-16.8282625 32.773483, -16.8282651 32.773745, -16.8282551 32.7738275, -16.8282107 32.7743911)",,,,
"[29725197, 318308598]",Rua da Alagoa,residential,True,False,61.525,"LINESTRING (-16.8282625 32.773483, -16.8284073 32.7734917, -16.8284608 32.7734821, -16.8285052 32.7734527, -16.8286899 32.7731528)",,,,
279672840,Rua Doutor João Abel de Freitas,residential,False,True,30.427,"LINESTRING (-16.8276706 32.7733424, -16.8279294 32.7731765)",,,,
26166957,Rua Doutor Abel de Freitas,residential,False,False,7.325,"LINESTRING (-16.8289865 32.7719037, -16.8289101 32.7719183)",,,,
318308588,Estrada da Cruz,secondary,False,True,7.335,"LINESTRING (-16.8289865 32.7719037, -16.8290055 32.7719677)",2,ER 110,,
"[318308593, 26182078]","['Estrada da Cruz', 'Estrada Regional 110']",secondary,False,False,258.15099999999995,"LINESTRING (-16.8289865 32.7719037, -16.8289791 32.771868, -16.8289712 32.7718384, -16.828928 32.7716273, -16.8289267 32.7715464, -16.8289479 32.7714637, -16.8290109 32.7713703, -16.8295922 32.7707022, -16.829611 32.7706585, -16.8296186 32.7706166, -16.8296119 32.7705732, -16.8295967 32.7705388, -16.8293936 32.7703124, -16.8293589 32.7702345, -16.8293383 32.7701727, -16.8293258 32.7700873, -16.8293016 32.7698343)",2,ER 110,,
26166957,Rua Doutor Abel de Freitas,residential,False,True,25.761,"LINESTRING (-16.8286529 32.7720014, -16.8289101 32.7719183)",,,,
29725210,Rua da Igreja,residential,False,False,52.348,"LINESTRING (-16.8286529 32.7720014, -16.8286287 32.771978, -16.8284248 32.7718084, -16.8284183 32.7718003, -16.8282635 32.7716635)",,,,
"[165249330, 1096943611, 168959348, 1096943612]","['Rua Doutor Abel de Freitas', 'Rua Visconde do Porto da Cruz']",residential,True,False,174.17900000000003,"LINESTRING (-16.8286529 32.7720014, -16.8285037 32.7720555, -16.8284382 32.7720762, -16.8283961 32.7720882, -16.8283539 32.7721001, -16.8282041 32.7721601, -16.8281415 32.7722043, -16.8281088 32.7722408, -16.8280862 32.7722796, -16.8280754 32.7723202, -16.8280615 32.7723788, -16.8280406 32.772601, -16.8280425 32.7727019, -16.8282821 32.7728735, -16.8285045 32.7730395, -16.8285599 32.773076)",,,yes,
318308590,Estrada da Cruz,secondary,False,True,11.384,"LINESTRING (-16.829612 32.7726648, -16.8296026 32.7727236, -16.8296001 32.7727666)",2,ER 110,,
"[318308594, 318308588]",Estrada da Cruz,secondary,False,False,101.55900000000001,"LINESTRING (-16.829612 32.7726648, -16.8295367 32.7726006, -16.8294721 32.772556, -16.8292551 32.772456, -16.8292021 32.7724209, -16.8291615 32.7723816, -16.8291024 32.7722827, -16.8290055 32.7719677)",2,ER 110,,
279672568,Rua dos Oliveiras,residential,True,False,53.219,"LINESTRING (-16.8285599 32.773076, -16.8285131 32.773136, -16.8284755 32.7731967, -16.8283187 32.7733882, -16.8282625 32.773483)",1,,,
279672840,Rua Doutor João Abel de Freitas,residential,False,False,30.427,"LINESTRING (-16.8279294 32.7731765, -16.8276706 32.7733424)",,,,
29725193,Rua Doutor João Abel de Freitas,residential,True,False,47.358999999999995,"LINESTRING (-16.8279294 32.7731765, -16.8279597 32.7732573, -16.8280043 32.7733034, -16.8282625 32.773483)",,,,
29725202,,residential,True,False,14.855,"LINESTRING (-16.8286899 32.7731528, -16.8285599 32.773076)",1,,,yes
29725206,Rua da Alagoa,residential,False,False,99.96300000000001,"LINESTRING (-16.8286899 32.7731528, -16.8287703 32.7730396, -16.8288065 32.7730057, -16.8288834 32.7729424, -16.8289699 32.7728814, -16.8291394 32.7728092, -16.8292536 32.7727941, -16.8293716 32.7728048, -16.8295575 32.7728513, -16.8295761 32.772856)",,,,
318308589,Estrada da Cruz,secondary,False,False,10.191,"LINESTRING (-16.8295761 32.772856, -16.8296001 32.7727666)",2,ER 110,,
29725206,Rua da Alagoa,residential,False,True,99.96300000000001,"LINESTRING (-16.8295761 32.772856, -16.8295575 32.7728513, -16.8293716 32.7728048, -16.8292536 32.7727941, -16.8291394 32.7728092, -16.8289699 32.7728814, -16.8288834 32.7729424, -16.8288065 32.7730057, -16.8287703 32.7730396, -16.8286899 32.7731528)",,,,
"[373280750, 318308591]",Estrada da Cruz,secondary,False,True,508.58800000000014,"LINESTRING (-16.8295761 32.772856, -16.8295565 32.7729973, -16.8295312 32.7730687, -16.829448 32.7732006, -16.8294336 32.7732523, -16.8294416 32.7733609, -16.8295437 32.7735953, -16.8296143 32.7736866, -16.8297018 32.7737575, -16.8301366 32.7740536, -16.830171 32.7741089, -16.8301982 32.774167, -16.8302089 32.7742415, -16.8301647 32.7745349, -16.8301855 32.7746024, -16.8302365 32.7746533, -16.8303083 32.7746628, -16.8303714 32.7746429, -16.8304106 32.7746092, -16.8304526 32.7745379, -16.8305238 32.7741301, -16.8305446 32.7740817, -16.830575 32.7740348, -16.8306226 32.7739943, -16.8306899 32.7739711, -16.8307603 32.7739628, -16.8308339 32.7739675, -16.8311141 32.7740436, -16.831197 32.7740562, -16.8312813 32.7740483, -16.8313832 32.7740189, -16.8319081 32.7737952, -16.8319516 32.7737485, -16.8319828 32.7736979, -16.831989 32.7736537, -16.8319773 32.7736034, -16.8319555 32.7735539, -16.8317992 32.7733514)",2,ER 110,,
318308589,Estrada da Cruz,secondary,False,True,10.191,"LINESTRING (-16.8296001 32.7727666, -16.8295761 32.772856)",2,ER 110,,
318308590,Estrada da Cruz,secondary,False,False,11.384,"LINESTRING (-16.8296001 32.7727666, -16.8296026 32.7727236, -16.829612 32.7726648)",2,ER 110,,
