osmid,highway,oneway,reversed,length,geometry,maxspeed,junction,name,width,lanes
103047744,residential,True,False,11.424,"LINESTRING (-7.4582566 39.915274, -7.458308 39.9153368, -7.4583362 39.9153555)",50,roundabout,,,
33697600,residential,True,False,17.402,"LINESTRING (-7.4620758 39.9140768, -7.4621134 39.9140645, -7.4621447 39.9140444, -7.4621671 39.9140183, -7.4621787 39.9139883, -7.4621785 39.913957)",50,roundabout,,,
33697642,residential,True,False,153.705,"LINESTRING (-7.4620758 39.9140768, -7.462399 39.9140732, -7.4627109 39.9141131, -7.463839 39.9143292)",,,,,
103047744,residential,True,False,10.111,"LINESTRING (-7.4583414 39.9152158, -7.4583001 39.9152342, -7.4582673 39.915252, -7.4582566 39.915274)",50,roundabout,,,
102962630,residential,True,False,58.456999999999994,"LINESTRING (-7.458455 39.9153108, -7.4584794 39.9152829, -7.4586091 39.915221, -7.4588472 39.9150865, -7.4590022 39.9149981)",50,,,,
103047744,residential,True,False,15.815999999999999,"LINESTRING (-7.458455 39.9153108, -7.4584528 39.9152885, -7.4584412 39.9152637, -7.4584141 39.9152377, -7.4583702 39.9152212, -7.4583414 39.9152158)",50,roundabout,,,
103047744,residential,True,False,6.791,"LINESTRING (-7.4583967 39.9153524, -7.458455 39.9153108)",50,roundabout,,,
375510792,living_street,False,True,105.426,"LINESTRING (-7.4583967 39.9153524, -7.4585666 39.9154883, -7.458623 39.915478, -7.4587008 39.9154945, -7.4588188 39.9156529, -7.4589153 39.915657, -7.459372 39.9154704)",,,,,
103047748,residential,True,False,6.314,"LINESTRING (-7.4602736 39.9139583, -7.4602005 39.9139673)",50,,,,
103047742,residential,False,False,14.923,"LINESTRING (-7.4602736 39.9139583, -7.460311 39.9140321, -7.4603133 39.9140871)",,,,,
103067628,residential,True,False,20.092,"LINESTRING (-7.4646576 39.9114086, -7.464703 39.9115859)",,,,,
103067622,residential,True,False,11.45,"LINESTRING (-7.4646576 39.9114086, -7.4646819 39.9114353, -7.4647093 39.9114483, -7.4647358 39.9114532, -7.464768 39.9114511)",,roundabout,,,
103067625,residential,False,True,36.768,"LINESTRING (-7.4649612 39.9141573, -7.4649632 39.9139991, -7.464927 39.9138289)",,,,,
313514371,residential,True,False,78.828,"LINESTRING (-7.4649612 39.9141573, -7.4646252 39.9141555, -7.464294 39.9141507, -7.464037 39.91415)",50,,Avenida 12 de Novembro,,
103067632,residential,False,False,43.051,"LINESTRING (-7.463001 39.9129479, -7.4633948 39.9127057)",,,,,
"[103067632, 33697655]",residential,False,"[False, True]",121.16500000000002,"LINESTRING (-7.463001 39.9129479, -7.4624296 39.9132983, -7.4619962 39.9135747, -7.4618943 39.9136308)",,,,,
103070062,residential,False,False,139.436,"LINESTRING (-7.463001 39.9129479, -7.4627718 39.9127298, -7.4619817 39.9119675)",,,,,
103067625,residential,False,False,132.62,"LINESTRING (-7.4646683 39.9126553, -7.4646842 39.9129149, -7.4647701 39.9132482, -7.4648693 39.9136144, -7.464927 39.9138289)",,,,,
103067625,residential,False,True,70.31299999999999,"LINESTRING (-7.4646683 39.9126553, -7.4646762 39.912522, -7.464695 39.9122813, -7.4646874 39.9120236)",,,,,
103067633,residential,False,True,101.70599999999999,"LINESTRING (-7.4646683 39.9126553, -7.4645233 39.9126721, -7.4644187 39.9127154, -7.4641022 39.9129026, -7.4637562 39.9131104, -7.4637106 39.9130528)",,,,,
103067625,residential,False,False,48.688,"LINESTRING (-7.464703 39.9115859, -7.4646874 39.9120236)",,,,,
103067626,residential,True,False,15.981,"LINESTRING (-7.464703 39.9115859, -7.464768 39.9114511)",,,,,
103067633,residential,False,False,101.70600000000002,"LINESTRING (-7.4637106 39.9130528, -7.4637562 39.9131104, -7.4641022 39.9129026, -7.4644187 39.9127154, -7.4645233 39.9126721, -7.4646683 39.9126553)",,,,,
103067622,residential,True,False,17.429,"LINESTRING (-7.4648358 39.9113715, -7.4648255 39.911348, -7.4648078 39.9113304, -7.4647809 39.9113168, -7.4647487 39.911311, -7.4647167 39.911314, -7.4646778 39.9113321)",,roundabout,,,
230167562,residential,False,False,64.538,"LINESTRING (-7.4648358 39.9113715, -7.465379 39.911164, -7.4655148 39.9111154)",,,,,
103067622,residential,True,False,11.523,"LINESTRING (-7.464768 39.9114511, -7.4647851 39.9114461, -7.4648111 39.9114315, -7.464823 39.9114197, -7.4648349 39.9113967, -7.4648358 39.9113715)",,roundabout,,,
103067625,residential,False,True,48.688,"LINESTRING (-7.4646874 39.9120236, -7.464703 39.9115859)",,,,,
103067625,residential,False,False,70.31299999999999,"LINESTRING (-7.4646874 39.9120236, -7.464695 39.9122813, -7.4646762 39.912522, -7.4646683 39.9126553)",,,,,
103067632,residential,False,True,135.347,"LINESTRING (-7.4646874 39.9120236, -7.464518 39.9120529, -7.4644375 39.9120755, -7.4639976 39.9123409, -7.4635392 39.9126208, -7.4633948 39.9127057)",,,,,
313514370,residential,True,False,8.629,"LINESTRING (-7.4649613 39.9142349, -7.4649612 39.9141573)",,,,,
986642307,residential,False,True,11.051,"LINESTRING (-7.4646778 39.9113321, -7.4646166 39.9112445)",,,,,
103067622,residential,True,False,9.128,"LINESTRING (-7.4646778 39.9113321, -7.4646594 39.9113524, -7.464651 39.9113843, -7.4646576 39.9114086)",,roundabout,,,
103067632,residential,False,True,43.051,"LINESTRING (-7.4633948 39.9127057, -7.463001 39.9129479)",,,,,
103067632,residential,False,False,135.347,"LINESTRING (-7.4633948 39.9127057, -7.4635392 39.9126208, -7.4639976 39.9123409, -7.4644375 39.9120755, -7.464518 39.9120529, -7.4646874 39.9120236)",,,,,
103068356,residential,False,True,154.87099999999998,"LINESTRING (-7.4633948 39.9127057, -7.463311 39.9131947, -7.4632285 39.9135774, -7.46315 39.9139559, -7.4631183 39.914082)",,,,,
33697662,residential,True,False,81.466,"LINESTRING (-7.4631183 39.914082, -7.4625506 39.9139926, -7.4622312 39.9139681, -7.4621785 39.913957)",50,,,,
103068356,residential,False,False,154.87099999999998,"LINESTRING (-7.4631183 39.914082, -7.46315 39.9139559, -7.4632285 39.9135774, -7.463311 39.9131947, -7.4633948 39.9127057)",,,,,
986642307,residential,False,False,59.725,"LINESTRING (-7.4640383 39.9107117, -7.4644885 39.9111231)",,,,,
103070061,residential,False,True,224.21300000000002,"LINESTRING (-7.4640383 39.9107117, -7.4625224 39.9116476, -7.4619817 39.9119675)",,,,,
103070059,residential,False,False,64.028,"LINESTRING (-7.4615288 39.9115105, -7.4621237 39.9111593)",,,,,
103070062,residential,False,False,117.043,"LINESTRING (-7.4615288 39.9115105, -7.4607095 39.9106661)",,,,,
103070062,residential,False,True,63.831,"LINESTRING (-7.4615288 39.9115105, -7.4619817 39.9119675)",,,,,
103078515,residential,False,True,53.374,"LINESTRING (-7.4615288 39.9115105, -7.4610508 39.9118203)",,,,,
103070058,residential,False,True,22.489,"LINESTRING (-7.4657825 39.9111212, -7.4658051 39.9109197)",,,,,
230167562,residential,False,True,22.957,"LINESTRING (-7.4657825 39.9111212, -7.4656412 39.9111078, -7.4655148 39.9111154)",,,,,
103070062,residential,False,False,63.831,"LINESTRING (-7.4619817 39.9119675, -7.4615288 39.9115105)",,,,,
103070061,residential,False,False,224.21300000000002,"LINESTRING (-7.4619817 39.9119675, -7.4625224 39.9116476, -7.4640383 39.9107117)",,,,,
103070062,residential,False,True,139.436,"LINESTRING (-7.4619817 39.9119675, -7.4627718 39.9127298, -7.463001 39.9129479)",,,,,
103070059,residential,False,True,64.028,"LINESTRING (-7.4621237 39.9111593, -7.4615288 39.9115105)",,,,,
103078518,residential,False,False,43.758,"LINESTRING (-7.4592171 39.9115656, -7.4596333 39.9113355)",,,,,
103078516,residential,False,False,98.96000000000001,"LINESTRING (-7.4592171 39.9115656, -7.4589309 39.9113123, -7.4588317 39.9112012, -7.4588746 39.9111024, -7.4591947 39.9109035)",,,,,
103078518,residential,False,True,83.271,"LINESTRING (-7.4592171 39.9115656, -7.4588907 39.911771, -7.4586171 39.9119356, -7.4584588 39.9120372)",,,,,
103078518,residential,False,True,43.758,"LINESTRING (-7.4596333 39.9113355, -7.4592171 39.9115656)",,,,,
103078515,residential,False,False,162.768,"LINESTRING (-7.4596333 39.9113355, -7.4597705 39.9114645, -7.4601303 39.9117815, -7.4604598 39.9120282, -7.4607045 39.9120263, -7.4610508 39.9118203)",,,,,
103078518,residential,False,False,59.22,"LINESTRING (-7.4596333 39.9113355, -7.4599582 39.9111209, -7.4601632 39.9109914)",,,,,
103078518,residential,False,False,58.987,"LINESTRING (-7.4601632 39.9109914, -7.4607095 39.9106661)",,,,,
103078517,residential,False,False,119.275,"LINESTRING (-7.4601632 39.9109914, -7.4606422 39.9114377, -7.4610508 39.9118203)",,,,,
103078518,residential,False,True,59.22,"LINESTRING (-7.4601632 39.9109914, -7.4599582 39.9111209, -7.4596333 39.9113355)",,,,,
103070062,residential,False,True,117.043,"LINESTRING (-7.4607095 39.9106661, -7.4615288 39.9115105)",,,,,
103078518,residential,False,True,58.987,"LINESTRING (-7.4607095 39.9106661, -7.4601632 39.9109914)",,,,,
61297400,residential,True,False,344.34,"LINESTRING (-7.4584588 39.9120372, -7.4585752 39.9120799, -7.460317 39.9127172, -7.4608397 39.912895, -7.4612801 39.9132515, -7.4618079 39.9136777)",50,,,4,
103078518,residential,False,False,83.271,"LINESTRING (-7.4584588 39.9120372, -7.4586171 39.9119356, -7.4588907 39.911771, -7.4592171 39.9115656)",,,,,
103078515,residential,False,False,53.374,"LINESTRING (-7.4610508 39.9118203, -7.4615288 39.9115105)",,,,,
103078515,residential,False,True,162.768,"LINESTRING (-7.4610508 39.9118203, -7.4607045 39.9120263, -7.4604598 39.9120282, -7.4601303 39.9117815, -7.4597705 39.9114645, -7.4596333 39.9113355)",,,,,
103078517,residential,False,True,119.275,"LINESTRING (-7.4610508 39.9118203, -7.4606422 39.9114377, -7.4601632 39.9109914)",,,,,
103103611,residential,False,False,58.717,"LINESTRING (-7.4594476 39.9179215, -7.4598908 39.9183256)",,,,,
103103611,residential,False,True,13.83,"LINESTRING (-7.4594476 39.9179215, -7.4595971 39.9178733)",,,,,
103204994,residential,False,True,65.184,"LINESTRING (-7.4594476 39.9179215, -7.459092 39.9182102, -7.4588684 39.9182898)",,,,,
103103611,residential,False,False,64.955,"LINESTRING (-7.4605219 39.9173218, -7.4611088 39.9169495)",,,,,
103103611,residential,False,False,101.226,"LINESTRING (-7.4605219 39.9173218, -7.4600844 39.9176302, -7.4598215 39.9178132, -7.4595971 39.9178733)",,,,,
103103611,residential,False,True,158.93,"LINESTRING (-7.4605219 39.9173218, -7.4608514 39.9175664, -7.4606583 39.9176939, -7.4609855 39.9179737, -7.4604967 39.918314)",,,,,
103103611,residential,False,False,259.056,"LINESTRING (-7.4632116 39.9167446, -7.4647773 39.9147482)",,,,,
103103611,residential,False,True,41.501,"LINESTRING (-7.4632116 39.9167446, -7.4627343 39.9166719)",,,,,
103199353,residential,False,False,7.052,"LINESTRING (-7.4632116 39.9167446, -7.4632925 39.9167577)",,,,,
103199359,residential,False,False,76.238,"LINESTRING (-7.4631555 39.9183747, -7.4629248 39.9177123)",,,,,
103199359,residential,False,True,170.325,"LINESTRING (-7.4631555 39.9183747, -7.4627076 39.9186668, -7.4619405 39.9191359, -7.4616025 39.9193375)",,,,,
103200438,residential,False,False,118.929,"LINESTRING (-7.4631555 39.9183747, -7.4633245 39.918276, -7.4638126 39.9180806, -7.4644437 39.9180632)",,,,,
103199357,residential,False,True,34.523,"LINESTRING (-7.4616025 39.9193375, -7.4612895 39.9195344)",,,,,
103199359,residential,False,True,68.416,"LINESTRING (-7.4616025 39.9193375, -7.4610929 39.9188623)",,,,,
103199359,residential,False,False,170.325,"LINESTRING (-7.4616025 39.9193375, -7.4619405 39.9191359, -7.4627076 39.9186668, -7.4631555 39.9183747)",,,,,
103199357,residential,False,False,34.523,"LINESTRING (-7.4612895 39.9195344, -7.4616025 39.9193375)",,,,,
103199353,residential,False,False,62.237,"LINESTRING (-7.4634972 39.9173651, -7.4629248 39.9177123)",,,,,
103199353,residential,False,True,129.87900000000002,"LINESTRING (-7.4634972 39.9173651, -7.4638126 39.9171569, -7.4639092 39.9170253, -7.4639721 39.9168673, -7.463765 39.9168342, -7.4632925 39.9167577)",,,,,
103199360,residential,False,False,69.765,"LINESTRING (-7.4634972 39.9173651, -7.4633922 39.9170686, -7.4632925 39.9167577)",,,,,
103199353,residential,False,True,201.889,"LINESTRING (-7.4610929 39.9188623, -7.4629248 39.9177123)",,,,,
103199359,residential,False,False,68.416,"LINESTRING (-7.4610929 39.9188623, -7.4616025 39.9193375)",,,,,
103199359,residential,False,True,79.387,"LINESTRING (-7.4610929 39.9188623, -7.4604967 39.918314)",,,,,
103199353,residential,False,False,196.301,"LINESTRING (-7.4610929 39.9188623, -7.4600522 39.9194917, -7.4593524 39.9189694)",,,,,
103103611,residential,False,True,58.717,"LINESTRING (-7.4598908 39.9183256, -7.4594476 39.9179215)",,,,,
103199353,residential,False,True,83.512,"LINESTRING (-7.4598908 39.9183256, -7.4592556 39.9188972)",,,,,
103103611,residential,False,False,74.50999999999999,"LINESTRING (-7.4598908 39.9183256, -7.4601433 39.91856, -7.4604967 39.918314)",,,,,
103199358,residential,False,True,62.719,"LINESTRING (-7.4626924 39.9169227, -7.4621068 39.9172639)",,,,,
103199359,residential,False,False,28.116,"LINESTRING (-7.4626924 39.9169227, -7.4627343 39.9166719)",,,,,
103199359,residential,False,True,90.02799999999999,"LINESTRING (-7.4626924 39.9169227, -7.4627746 39.9172392, -7.4629248 39.9177123)",,,,,
103103611,residential,False,False,41.501,"LINESTRING (-7.4627343 39.9166719, -7.4632116 39.9167446)",,,,,
103199359,residential,False,True,28.116,"LINESTRING (-7.4627343 39.9166719, -7.4626924 39.9169227)",,,,,
103103611,residential,False,True,78.901,"LINESTRING (-7.4627343 39.9166719, -7.4619136 39.9165707, -7.4618268 39.9165982)",,,,,
103199353,residential,False,True,7.052,"LINESTRING (-7.4632925 39.9167577, -7.4632116 39.9167446)",,,,,
103199353,residential,False,False,129.87900000000002,"LINESTRING (-7.4632925 39.9167577, -7.463765 39.9168342, -7.4639721 39.9168673, -7.4639092 39.9170253, -7.4638126 39.9171569, -7.4634972 39.9173651)",,,,,
103199360,residential,False,True,69.765,"LINESTRING (-7.4632925 39.9167577, -7.4633922 39.9170686, -7.4634972 39.9173651)",,,,,
103199353,residential,False,False,83.512,"LINESTRING (-7.4592556 39.9188972, -7.4598908 39.9183256)",,,,,
103199353,residential,False,True,11.515,"LINESTRING (-7.4592556 39.9188972, -7.4593524 39.9189694)",,,,,
103204996,residential,False,False,84.771,"LINESTRING (-7.4592556 39.9188972, -7.4591215 39.9187903, -7.4590866 39.9187183, -7.4591402 39.9184426, -7.4588684 39.9182898)",,,,,
103199358,residential,False,False,62.719,"LINESTRING (-7.4621068 39.9172639, -7.4626924 39.9169227)",,,,,
103199359,residential,False,False,79.387,"LINESTRING (-7.4604967 39.918314, -7.4610929 39.9188623)",,,,,
103103611,residential,False,False,158.93,"LINESTRING (-7.4604967 39.918314, -7.4609855 39.9179737, -7.4606583 39.9176939, -7.4608514 39.9175664, -7.4605219 39.9173218)",,,,,
103103611,residential,False,True,74.50999999999999,"LINESTRING (-7.4604967 39.918314, -7.4601433 39.91856, -7.4598908 39.9183256)",,,,,
103199353,residential,False,False,201.889,"LINESTRING (-7.4629248 39.9177123, -7.4610929 39.9188623)",,,,,
103199353,residential,False,True,62.237,"LINESTRING (-7.4629248 39.9177123, -7.4634972 39.9173651)",,,,,
103199359,residential,False,True,76.238,"LINESTRING (-7.4629248 39.9177123, -7.4631555 39.9183747)",,,,,
103199359,residential,False,False,90.02799999999999,"LINESTRING (-7.4629248 39.9177123, -7.4627746 39.9172392, -7.4626924 39.9169227)",,,,,
103200448,residential,False,False,28.1,"LINESTRING (-7.4638126 39.9193251, -7.4636598 39.9192614, -7.4635584 39.9191709)",,,,,
103200438,residential,False,True,118.929,"LINESTRING (-7.4644437 39.9180632, -7.4638126 39.9180806, -7.4633245 39.918276, -7.4631555 39.9183747)",,,,,
103200452,residential,True,False,17.087,"LINESTRING (-7.4644437 39.9180632, -7.4644406 39.9180992, -7.4644479 39.9181232, -7.4644713 39.9181545, -7.4644907 39.918169, -7.464532 39.9181863)",,roundabout,,,
103200444,residential,False,False,138.711,"LINESTRING (-7.4635584 39.9191709, -7.4640755 39.9187882, -7.464532 39.9181863)",,,,,
103200448,residential,False,True,28.1,"LINESTRING (-7.4635584 39.9191709, -7.4636598 39.9192614, -7.4638126 39.9193251)",,,,,
103200444,residential,False,True,138.711,"LINESTRING (-7.464532 39.9181863, -7.4640755 39.9187882, -7.4635584 39.9191709)",,,,,
103200452,residential,True,False,55.08,"LINESTRING (-7.464532 39.9181863, -7.4645772 39.9181917, -7.4646233 39.9181849, -7.4646672 39.918164, -7.4646956 39.9181353, -7.4647086 39.9181053, -7.4647083 39.9180692, -7.4646918 39.9180352, -7.4646612 39.9180078, -7.4646325 39.9179939, -7.4645871 39.9179845, -7.4645408 39.9179875, -7.4644981 39.9180026, -7.464472 39.9180206, -7.4644437 39.9180632)",,roundabout,,,
103204988,residential,False,False,84.75800000000001,"LINESTRING (-7.4565747 39.9182218, -7.4565519 39.9179448, -7.4565144 39.9175333, -7.4564512 39.9174798)",,,,,
103204988,residential,False,True,56.765,"LINESTRING (-7.4565747 39.9182218, -7.4564124 39.9183459, -7.4563293 39.9184323, -7.4562321 39.9186471)",,,,,
103204982,residential,False,False,150.88400000000001,"LINESTRING (-7.4593307 39.9169142, -7.4590088 39.9166242, -7.4586502 39.9163075, -7.4584295 39.916437, -7.4580941 39.9166646)",,,,,
103204994,residential,False,False,34.606,"LINESTRING (-7.4585036 39.9184261, -7.4588684 39.9182898)",,,,,
103204992,residential,False,True,213.15800000000002,"LINESTRING (-7.4585036 39.9184261, -7.458172 39.918239, -7.4576731 39.9178275, -7.4568987 39.9169746)",,,,,
103204975,residential,False,False,16.055,"LINESTRING (-7.4579699 39.9165561, -7.4580941 39.9166646)",,,,,
103204974,residential,False,True,102.593,"LINESTRING (-7.4579699 39.9165561, -7.4571956 39.9168752, -7.4568987 39.9169746)",,,,,
103204975,residential,False,True,92.34700000000001,"LINESTRING (-7.4579699 39.9165561, -7.457863 39.9164622, -7.4578179 39.9164226, -7.4577298 39.9161694, -7.4576099 39.9159407, -7.4575484 39.9158039)",,,,,
103204988,residential,False,False,102.5,"LINESTRING (-7.4556357 39.9194028, -7.4557472 39.9193375, -7.4559886 39.9191996, -7.4560611 39.9190515, -7.4561925 39.9187347, -7.4562321 39.9186471)",,,,,
103204980,residential,False,False,68.281,"LINESTRING (-7.4564512 39.9174798, -7.4564983 39.9173996, -7.4566511 39.9172124, -7.4568013 39.91705, -7.4568987 39.9169746)",,,,,
103204988,residential,False,True,84.758,"LINESTRING (-7.4564512 39.9174798, -7.4565144 39.9175333, -7.4565519 39.9179448, -7.4565747 39.9182218)",,,,,
103204974,residential,False,False,102.593,"LINESTRING (-7.4568987 39.9169746, -7.4571956 39.9168752, -7.4579699 39.9165561)",,,,,
103204980,residential,False,True,68.281,"LINESTRING (-7.4568987 39.9169746, -7.4568013 39.91705, -7.4566511 39.9172124, -7.4564983 39.9173996, -7.4564512 39.9174798)",,,,,
103204992,residential,False,False,213.15800000000002,"LINESTRING (-7.4568987 39.9169746, -7.4576731 39.9178275, -7.458172 39.918239, -7.4585036 39.9184261)",,,,,
103204992,residential,False,True,106.252,"LINESTRING (-7.4568987 39.9169746, -7.4565304 39.9165604, -7.4564071 39.916295, -7.4562692 39.9161588)",,,,,
103204994,residential,False,True,34.606,"LINESTRING (-7.4588684 39.9182898, -7.4585036 39.9184261)",,,,,
103204994,residential,False,False,65.184,"LINESTRING (-7.4588684 39.9182898, -7.459092 39.9182102, -7.4594476 39.9179215)",,,,,
103204996,residential,False,True,84.771,"LINESTRING (-7.4588684 39.9182898, -7.4591402 39.9184426, -7.4590866 39.9187183, -7.4591215 39.9187903, -7.4592556 39.9188972)",,,,,
103204975,residential,False,True,16.055,"LINESTRING (-7.4580941 39.9166646, -7.4579699 39.9165561)",,,,,
103204975,residential,False,False,185.959,"LINESTRING (-7.4580941 39.9166646, -7.4582022 39.9167449, -7.4590383 39.9173667, -7.4594571 39.9177368, -7.4595971 39.9178733)",,,,,
103204982,residential,False,True,150.884,"LINESTRING (-7.4580941 39.9166646, -7.4584295 39.916437, -7.4586502 39.9163075, -7.4590088 39.9166242, -7.4593307 39.9169142)",,,,,
103103611,residential,False,False,13.83,"LINESTRING (-7.4595971 39.9178733, -7.4594476 39.9179215)",,,,,
103103611,residential,False,True,101.226,"LINESTRING (-7.4595971 39.9178733, -7.4598215 39.9178132, -7.4600844 39.9176302, -7.4605219 39.9173218)",,,,,
103204975,residential,False,True,185.959,"LINESTRING (-7.4595971 39.9178733, -7.4594571 39.9177368, -7.4590383 39.9173667, -7.4582022 39.9167449, -7.4580941 39.9166646)",,,,,
103216485,residential,False,False,28.494,"LINESTRING (-7.455855 39.9150936, -7.4557658 39.91519, -7.4557365 39.9153262)",,,Rua do Espírito Santo,,
388782440,residential,False,True,105.93,"LINESTRING (-7.455855 39.9150936, -7.4561891 39.9148706, -7.4564055 39.9148136, -7.4567011 39.9147845, -7.4569613 39.9147229)",50,,Rua Rainha Dona Leonor,,
198805991,residential,False,False,50.93,"LINESTRING (-7.4558966 39.9165167, -7.4561639 39.9162565, -7.4562692 39.9161588)",50,,,,
33697496,residential,False,False,38.046,"LINESTRING (-7.4560742 39.9154225, -7.4565153 39.9153714)",,,,,
33697496,residential,False,True,16.178,"LINESTRING (-7.4560742 39.9154225, -7.4558851 39.915434)",,,,,
103216471,residential,False,False,52.346000000000004,"LINESTRING (-7.4560742 39.9154225, -7.4561604 39.9155472, -7.4564308 39.9158034)",,,,,
61297408,residential,False,False,15.632,"LINESTRING (-7.4560393 39.91281, -7.45609 39.9126749)",50,,Rua João de Deus,5,
61297408,residential,False,True,52.64,"LINESTRING (-7.4560393 39.91281, -7.4559683 39.9130708, -7.4558797 39.9132663)",50,,Rua João de Deus,5,
103216471,residential,False,False,15.277,"LINESTRING (-7.4564308 39.9158034, -7.4565751 39.9158848)",,,,,
"[103216466, 103216452]",residential,False,"[False, True]",119.32300000000001,"LINESTRING (-7.4564308 39.9158034, -7.4561496 39.9159247, -7.4559618 39.9159618, -7.4558666 39.9160205, -7.4556909 39.9156964, -7.4556073 39.9154732)",,,,,
