osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,tunnel,access
75249368,False,1,Avenida da Liberdade,tertiary,40,False,57.286,"LINESTRING (-7.5010411 40.1380588, -7.5009712 40.1381259, -7.5009201 40.1381632, -7.5005799 40.1384339)",,,
286247951,False,1,Rua dos Três Lagares,tertiary,50,True,26.249,"LINESTRING (-7.5010411 40.1380588, -7.5011264 40.1379385, -7.5011799 40.1378481)",,,
406820311,True,,Rua Conde-Idanha-a-Nova,tertiary,,False,31.66,"LINESTRING (-7.5010411 40.1380588, -7.501092 40.138186, -7.5011945 40.1383159)",,,
285044669,False,,Largo da Fonte Nova,tertiary,,False,18.417,"LINESTRING (-7.4961857 40.1387481, -7.4962417 40.1389081)",,,
93087461,False,,Rua Aurélio Pinto,tertiary,50,False,16.961,"LINESTRING (-7.4961857 40.1387481, -7.4962152 40.1386742, -7.4962653 40.1386094)",,,
93087461,False,,Rua Aurélio Pinto,tertiary,50,False,40.748,"LINESTRING (-7.4970756 40.1378582, -7.4974304 40.1376118)",,,
93087461,False,,Rua Aurélio Pinto,tertiary,50,True,108.74199999999999,"LINESTRING (-7.4970756 40.1378582, -7.4967636 40.1381222, -7.4964377 40.1383866, -7.4962653 40.1386094)",,,
93087461,False,,Rua Aurélio Pinto,tertiary,50,False,48.998000000000005,"LINESTRING (-7.4980014 40.1370961, -7.498172 40.1369191, -7.4982511 40.1368371, -7.498348 40.1367441)",,,
93087461,False,,Rua Aurélio Pinto,tertiary,50,True,75.27099999999999,"LINESTRING (-7.4980014 40.1370961, -7.4977528 40.1373493, -7.4974946 40.1375672, -7.4974304 40.1376118)",,,
185428879,False,,,unclassified,,True,50.843,"LINESTRING (-7.5023046 40.1438892, -7.5027854 40.1441612)",,,
115843184,True,2,Terra Mae,secondary,,False,14.612,"LINESTRING (-7.5023046 40.1438892, -7.5023203 40.1438586, -7.502324 40.1438259, -7.5023154 40.1437937, -7.5022952 40.1437647)",roundabout,,
