osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,access,bridge,maxspeed,junction,tunnel
216693028,2,ER 231,Rua da Igreja,secondary,False,False,21.603,"LINESTRING (-16.9798384 32.6713966, -16.9797995 32.6712051)",,,,,
216692865,2,ER 231,Rua da Igreja,secondary,False,True,21.2,"LINESTRING (-16.9798384 32.6713966, -16.9798553 32.6715021, -16.9798602 32.6715862)",,,,,
168570480,,,Rua do Passal,tertiary,False,False,23.68,"LINESTRING (-16.9791634 32.6684352, -16.9792216 32.668469, -16.9793715 32.6685563)",,,,,
168570569,,,Rua do Passal,tertiary,False,False,53.91499999999999,"LINESTRING (-16.9791634 32.6684352, -16.9790391 32.6683843, -16.9789765 32.668366, -16.9789089 32.6683576, -16.978832 32.6683632, -16.9787606 32.6683749, -16.9786889 32.6683966, -16.9786157 32.6684168)",,,,,
468844302,,,Rua dos Lavradores,residential,False,True,24.243000000000002,"LINESTRING (-16.9791634 32.6684352, -16.9791672 32.6684702, -16.9791872 32.6686523)",,,,,
"[32455437, 492486583]",2,ER 231,Rua Conego Agostinho Figueira Faria,secondary,False,False,62.60799999999999,"LINESTRING (-16.979777 32.6708109, -16.979822 32.6707745, -16.9798612 32.6707634, -16.9799452 32.6707633, -16.9800653 32.6708188, -16.980223 32.6709236, -16.9803304 32.6710033)",,,,,
585893647,2,ER 231,Rua da Igreja,secondary,False,True,44.701,"LINESTRING (-16.979777 32.6708109, -16.9797545 32.6708549, -16.9797472 32.6709254, -16.9797834 32.671146, -16.9797995 32.6712051)",,,,,
216692673,2,ER 229,Estrada João Gonçalves Zarco,secondary,False,False,377.0370000000001,"LINESTRING (-16.9808481 32.6691385, -16.980903 32.6691723, -16.9809392 32.669222, -16.9809553 32.6693055, -16.9809403 32.6694263, -16.9808051 32.6698813, -16.9807386 32.6700307, -16.9807086 32.6700981, -16.9806067 32.6702889, -16.9805588 32.6703879, -16.9805718 32.6704717, -16.9806067 32.6705553, -16.9806616 32.670605, -16.9807633 32.6707216, -16.980871 32.6708938, -16.980914 32.6710284, -16.9809678 32.6712706, -16.9810701 32.6715074, -16.9811885 32.6717066, -16.981406 32.6719111, -16.9815521 32.6720545, -16.9815943 32.6721986)",,,,,
584890193,,,entrada numero 5,residential,False,False,89.10600000000001,"LINESTRING (-16.9808481 32.6691385, -16.9810116 32.6689875, -16.9811555 32.668803, -16.9812771 32.6686738, -16.9813549 32.6685722, -16.9813406 32.6684824)",permissive,,,,
172368949,,,,residential,True,False,33.227,"LINESTRING (-16.9822828 32.6737471, -16.9820518 32.6735202)",,,,,
"[216692738, 110687495]",,,Caminho Velho do Foro,residential,False,False,270.841,"LINESTRING (-16.9822828 32.6737471, -16.9824933 32.673709, -16.9825048 32.6736794, -16.9825074 32.673605, -16.9825339 32.6735847, -16.9825721 32.6735886, -16.9826084 32.6736196, -16.9827728 32.6738224, -16.9828116 32.6738239, -16.9828454 32.6737968, -16.9828625 32.6736922, -16.982886 32.6735342, -16.9829244 32.6735149, -16.9829903 32.6735049, -16.9833753 32.6735479, -16.9839017 32.6736967, -16.984102 32.6739116, -16.9841949 32.6742002)",,,,,
168570569,,,Rua do Passal,tertiary,False,True,3.224,"LINESTRING (-16.978583 32.6684259, -16.9786157 32.6684168)",,,,,
