osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,junction,ref,bridge,tunnel
284160764,Rua Doutor António Jorge Ferreira,residential,False,True,354.426,"LINESTRING (-8.6290525 39.9205893, -8.6289079 39.920604, -8.6269607 39.9208088, -8.6261099 39.9207757, -8.6249469 39.9205722)",,,,,,,
815767341,Rua Prof. Dr. Carlos Alberto da Mota Pinto,tertiary,False,False,79.419,"LINESTRING (-8.6290525 39.9205893, -8.6290344 39.9204842, -8.6288855 39.9198868)",2,,,,,,
481063952,Rua Prof. Dr. Carlos Alberto da Mota Pinto,tertiary,True,False,25.888,"LINESTRING (-8.628802 39.9194403, -8.6287517 39.9192107)",,,,,,,
95221814,Rua Paul Harris,residential,False,True,47.771,"LINESTRING (-8.6287517 39.9192107, -8.6288544 39.9191871, -8.6292976 39.9191154)",2,30,yes,,,,
481063952,Rua Prof. Dr. Carlos Alberto da Mota Pinto,tertiary,True,False,84.446,"LINESTRING (-8.6287517 39.9192107, -8.628724 39.9190916, -8.6286035 39.918514, -8.628599 39.9184938, -8.6285914 39.9184613)",,,,,,,
816336718,,residential,True,False,23.215,"LINESTRING (-8.6287517 39.9192107, -8.6286584 39.9192057, -8.6286191 39.91921, -8.628583 39.9192285, -8.6285167 39.9192813)",,,,,,,
95214403,Rua Alexandre Herculano,residential,True,False,59.025999999999996,"LINESTRING (-8.6280926 39.9162273, -8.6281807 39.9162811, -8.6282309 39.9162969, -8.6287536 39.9163364)",,30,,,,,
306442112,,tertiary,True,False,6.754999999999999,"LINESTRING (-8.6280926 39.9162273, -8.6280967 39.9162051, -8.6280948 39.9161668)",,,,roundabout,,,
95221770,Rua 31 de Janeiro,residential,True,False,69.852,"LINESTRING (-8.6287536 39.9163364, -8.6288423 39.9169609)",,,,,,,
"[95214403, 284160772]","['Rua Alexandre Herculano', 'Rua da Estação']",residential,True,False,171.453,"LINESTRING (-8.6287536 39.9163364, -8.6294045 39.9163694, -8.6297313 39.9164363, -8.6298036 39.9166562, -8.6299808 39.9171947)",,30,,,,,
284160772,Rua da Estação,residential,True,False,200.543,"LINESTRING (-8.6299808 39.9171947, -8.6301344 39.9177482, -8.6302595 39.9182524, -8.6303612 39.9188661, -8.6303786 39.918971)",,30,,,,,
95221814,Rua Paul Harris,residential,False,False,29.529000000000003,"LINESTRING (-8.6303786 39.918971, -8.6302369 39.918989, -8.630037 39.9190144)",2,30,yes,,,,
153646513,,secondary,True,False,10.684999999999999,"LINESTRING (-8.6314588 39.914267, -8.6314929 39.9142855, -8.6315328 39.9142948, -8.6315746 39.914294)",2,,,roundabout,EN 237,,
"[114008308, 95221862]","['Largo 5 de Outubro', 'Largo do Cardal']",tertiary,False,"[False, True]",54.20700000000001,"LINESTRING (-8.6292975 39.9146428, -8.6294286 39.9145138, -8.6294552 39.9144884, -8.6294676 39.9144617, -8.6294226 39.9142559, -8.6294089 39.9142026)",2,,,,CM 1054,,
153646892,Largo do Cardal,tertiary,True,False,38.309,"LINESTRING (-8.6292975 39.9146428, -8.6291691 39.9147871, -8.629087 39.9148756, -8.6290408 39.9149255)",1,,,,CM 1054,,
95221852,Rua Doutor Custódio Freire,residential,True,False,146.80700000000002,"LINESTRING (-8.6277117 39.9161797, -8.6274152 39.9158935, -8.6270528 39.9155824, -8.626754 39.9152557, -8.6266768 39.9151971, -8.626607 39.9151838)",,,,,,,
114008315,,tertiary,True,False,8.068,"LINESTRING (-8.6277117 39.9161797, -8.6276875 39.9162146, -8.6276894 39.9162476)",,,,roundabout,,,
95221843,Avenida Heróis do Ultramar,tertiary,False,True,106.46799999999999,"LINESTRING (-8.6238018 39.9170934, -8.623638 39.9171276, -8.6227138 39.9173208, -8.6225973 39.9173451)",2,,,,,,
113988267,Avenida Heróis do Ultramar,tertiary,False,True,165.775,"LINESTRING (-8.6238018 39.9170934, -8.6240169 39.9170451, -8.6254904 39.9167143, -8.6256674 39.9166748)",2,,,,,,
269464306,Rua Martel Patrício,residential,True,False,50.967,"LINESTRING (-8.6238018 39.9170934, -8.62386 39.9172475, -8.6239683 39.9175336)",,,,,,,
899069669,Rua Martel Patrício,tertiary,False,True,74.2,"LINESTRING (-8.6238018 39.9170934, -8.6237309 39.916907, -8.6235582 39.9164528)",2,,,,,,
269464306,Rua Martel Patrício,residential,True,False,50.018,"LINESTRING (-8.6241175 39.9179602, -8.6242663 39.9183953)",,,,,,,
286138824,Rua dos Bombeiros Voluntários de Pombal,residential,False,False,51.278,"LINESTRING (-8.6229041 39.9182163, -8.6230707 39.9186594)",,,,,,,
286138824,Rua dos Bombeiros Voluntários de Pombal,residential,False,True,25.541,"LINESTRING (-8.6229041 39.9182163, -8.6228253 39.9179947)",,,,,,,
95214401,Rua Doutor José Alves,residential,True,False,107.32799999999999,"LINESTRING (-8.6229041 39.9182163, -8.6230042 39.9181952, -8.6240129 39.9179823, -8.6241175 39.9179602)",,,,,,,
"[114009955, 114009958, 114009983]",,residential,False,True,124.77499999999999,"LINESTRING (-8.6335235 39.9186169, -8.6331378 39.9186652, -8.6330547 39.9186756, -8.6329457 39.9187017, -8.6324941 39.9187979, -8.6322573 39.9188415, -8.6321019 39.9188757)",,,,,,yes,
179531984,Avenida Arquitecto Rosado Correia,tertiary,True,False,21.757,"LINESTRING (-8.6335235 39.9186169, -8.633567 39.9186335, -8.6336076 39.9186459, -8.6336595 39.9186457, -8.6336979 39.9186332, -8.6337505 39.9185987)",1,,,,,,
153646198,,trunk,False,True,166.509,"LINESTRING (-8.6337505 39.9185987, -8.6335626 39.9171082)",2,50,,,IC 2;EN 1,,
872758412,Avenida Arquitecto Rosado Correia,tertiary,True,False,11.837,"LINESTRING (-8.6337505 39.9185987, -8.6336815 39.9185697, -8.6336221 39.9185626)",1,,,,,,
95221852,Rua Doutor Custódio Freire,residential,True,False,31.422,"LINESTRING (-8.626607 39.9151838, -8.6265213 39.9151878, -8.626249 39.9152457)",,,,,,,
427237065,Rua dos Loureiros,residential,False,True,34.534,"LINESTRING (-8.626607 39.9151838, -8.6267265 39.9150911, -8.6267962 39.9150438, -8.6269207 39.9149916)",,,,,,,
899069668,Rua de Ansião,secondary,False,False,24.529,"LINESTRING (-8.6245774 39.9160137, -8.6243246 39.9161189)",2,,,,EM 530,,
899069668,Rua de Ansião,secondary,False,True,19.126,"LINESTRING (-8.6245774 39.9160137, -8.6247402 39.9158954)",2,,,,EM 530,,
77346762,,trunk,True,False,25.154,"LINESTRING (-8.6334835 39.9168933, -8.6335082 39.9170259, -8.6335626 39.9171082)",1,50,,,IC 2;EN 1,,
481063971,,tertiary,True,False,13.58,"LINESTRING (-8.6267057 39.916464, -8.6266571 39.9163477)",,,,,,,
68447296,Avenida Heróis do Ultramar,tertiary,False,True,87.283,"LINESTRING (-8.6267057 39.916464, -8.6272434 39.9163408, -8.6276894 39.9162476)",,,,,,,
284160765,Avenida de Biscarrosse,residential,False,False,39.375,"LINESTRING (-8.6271869 39.9177658, -8.6272054 39.9178292, -8.6272875 39.9181114)",,,,,,,
284160766,Rua Doutor António Fortunato da Rocha Quaresma,residential,True,False,94.28599999999999,"LINESTRING (-8.6271869 39.9177658, -8.627066 39.9177915, -8.6262262 39.91797, -8.6261215 39.9179923)",,,,,,,
321398619,Rua Professor Gonçalves Figueira,residential,True,False,140.355,"LINESTRING (-8.6271869 39.9177658, -8.6271528 39.9176727, -8.626779 39.9166521, -8.6267418 39.9165506)",,,,,,,
95214434,Rua Doutor Luis Torres,residential,False,False,28.008,"LINESTRING (-8.626249 39.9152457, -8.6263387 39.915488)",,,,,,,
269461188,Rua Doutor Custódio Freire,residential,False,False,71.156,"LINESTRING (-8.626249 39.9152457, -8.6254653 39.9154652)",2,,,,EM 530,,
286138824,Rua dos Bombeiros Voluntários de Pombal,residential,False,True,26.99,"LINESTRING (-8.6231683 39.9188903, -8.6230707 39.9186594)",,,,,,,
286138824,Rua dos Bombeiros Voluntários de Pombal,residential,False,False,132.66000000000003,"LINESTRING (-8.6231683 39.9188903, -8.6234157 39.9195212, -8.6234592 39.9196322, -8.6236807 39.9198829, -8.6237644 39.9199789)",,,,,,,
813332272,Largo do Mercado,secondary,False,False,16.621,"LINESTRING (-8.6252619 39.9155526, -8.6251785 39.9155951, -8.6251039 39.9156399)",2,,,,EM 530,,
813332272,Largo do Mercado,secondary,False,True,19.902,"LINESTRING (-8.6252619 39.9155526, -8.6253408 39.9155145, -8.6254653 39.9154652)",2,,,,EM 530,,
286138824,Rua dos Bombeiros Voluntários de Pombal,residential,False,False,25.541,"LINESTRING (-8.6228253 39.9179947, -8.6229041 39.9182163)",,,,,,,
286138824,Rua dos Bombeiros Voluntários de Pombal,residential,False,True,22.011,"LINESTRING (-8.6228253 39.9179947, -8.6227529 39.9178047)",,,,,,,
816339075,Rua António Varela Pinto,residential,False,True,38.094,"LINESTRING (-8.6276978 39.9192559, -8.6272735 39.919363)",,,,,,,
284160765,Avenida de Biscarrosse,residential,False,True,33.759,"LINESTRING (-8.6276978 39.9192559, -8.6276554 39.9191416, -8.6275894 39.9189639)",,,,,,,
816339075,Rua António Varela Pinto,residential,False,False,63.419,"LINESTRING (-8.6276978 39.9192559, -8.6283074 39.9191453, -8.62842 39.9191203)",,,,,,,
