osmid,oneway,ref,highway,reversed,length,lanes,name,maxspeed,geometry,junction,bridge
158791396,True,EN 205,primary,False,21.684,,,,"LINESTRING (-8.4663836 41.5997139, -8.4661244 41.5997353)",,
158791403,False,EN 205,primary,True,119.875,2,Rua 1 de São Sebastião,50,"LINESTRING (-8.4663836 41.5997139, -8.4677796 41.5994448)",,
77740911,False,EN 201,primary,False,63.597,2,,,"LINESTRING (-8.466147 41.600022, -8.4663235 41.6005785)",,
158791391,True,EN 201,primary,False,22.649,,,,"LINESTRING (-8.466147 41.600022, -8.4661353 41.5998185)",,
77740779,False,EN 201,primary,True,65.602,,,50,"LINESTRING (-8.4659661 41.5995463, -8.4657426 41.5989805)",,
158791384,True,EN 201,primary,False,22.685,,,,"LINESTRING (-8.4659661 41.5995463, -8.4659638 41.5997503)",,
106655078,True,,residential,False,33.19,,Rua Costa Faria,,"LINESTRING (-8.463597 41.596845, -8.4636904 41.5971352)",,
584475381,False,EN 201,primary,True,23.593,,Rua Doutor Francisco António Gonçalves,50,"LINESTRING (-8.463597 41.596845, -8.4634774 41.5966526)",,
132461559,False,EN 201,primary,False,59.065999999999995,,Rua Doutor Francisco António Gonçalves,50,"LINESTRING (-8.463597 41.596845, -8.4638852 41.5970585, -8.4641281 41.597196)",,
304305866,False,,residential,True,75.702,,Rua Antunes de Lima,,"LINESTRING (-8.463597 41.596845, -8.4636482 41.5967392, -8.463811 41.5967003, -8.4643256 41.5969146)",,
304305870,False,,residential,True,38.617000000000004,,Praça do Comendador Sousa Lima,,"LINESTRING (-8.463597 41.596845, -8.4634984 41.5968586, -8.4634723 41.5969292, -8.4633942 41.5971195)",,
158791398,True,EN 205,primary,False,20.292,,,,"LINESTRING (-8.4657358 41.5998526, -8.4659781 41.5998309)",,
537787379,False,EN 205,primary,True,123.716,,,,"LINESTRING (-8.4657358 41.5998526, -8.4643027 41.6001516)",,
183928080,False,,residential,True,33.702,,,,"LINESTRING (-8.4641394 41.5981225, -8.4644573 41.5983105)",,
676863998,True,,residential,False,27.917,,Rua Costa Faria,,"LINESTRING (-8.4641394 41.5981225, -8.4642463 41.5983605)",,
134925621,False,,residential,False,146.933,,Rua 5 da Botica,,"LINESTRING (-8.4685295 41.5960479, -8.4690423 41.5969898, -8.4691726 41.5972782)",,
183927995,False,,residential,True,156.517,,Rua Lugar do Pontido,,"LINESTRING (-8.4685295 41.5960479, -8.4684087 41.5960956, -8.4677956 41.5962943, -8.4673663 41.5964166, -8.4669371 41.596516, -8.4667787 41.5965594)",,
134925588,False,,residential,False,90.047,,Rua 4 da Botica,,"LINESTRING (-8.4667787 41.5965594, -8.4677318 41.5969438)",,
183927995,False,,residential,False,156.517,,Rua Lugar do Pontido,,"LINESTRING (-8.4667787 41.5965594, -8.4669371 41.596516, -8.4673663 41.5964166, -8.4677956 41.5962943, -8.4684087 41.5960956, -8.4685295 41.5960479)",,
183927995,False,,residential,True,46.629,,Rua Lugar do Pontido,,"LINESTRING (-8.4667787 41.5965594, -8.4665635 41.596634, -8.466417 41.5966954, -8.4662844 41.5967563)",,
183928084,False,,residential,False,22.016,,Praceta da Travessa do Pontido,,"LINESTRING (-8.4660621 41.597022, -8.4662992 41.5971101)",,
880438766,False,,residential,False,24.82,,Travessa do Pontido,,"LINESTRING (-8.4660621 41.597022, -8.46614 41.5968981, -8.4661647 41.5968138)",,
134925588,False,,residential,True,62.626,,Rua 4 da Botica,,"LINESTRING (-8.4683947 41.5972111, -8.4677318 41.5969438)",,
183928057,True,,residential,False,12.945,,Praceta da Rua 3,,"LINESTRING (-8.4665626 41.5972572, -8.4666312 41.5973617)",,
134925600,False,,residential,False,15.001999999999999,,Praceta da Rua 3,,"LINESTRING (-8.4665626 41.5972572, -8.4664718 41.5972209, -8.4664035 41.5971936)",,
