osmid,ref,highway,oneway,reversed,length,geometry,name,lanes,junction
366597100,,residential,False,False,76.532,"LINESTRING (-8.3420395 41.2864669, -8.341826 41.2865418, -8.3414827 41.2866526, -8.3411953 41.2867331)",,,
150605810,EN 207,primary,True,False,11.744,"LINESTRING (-8.3457654 41.286128, -8.3457883 41.2861157, -8.3458049 41.2860987, -8.3458137 41.2860786, -8.3458138 41.2860575, -8.3458052 41.2860374)",,2,roundabout
956672181,,residential,True,False,78.122,"LINESTRING (-8.34385 41.2850704, -8.3433322 41.2852802, -8.3430223 41.285397)",,,
150606839,,residential,False,True,130.731,"LINESTRING (-8.341715 41.2854005, -8.3411368 41.2859415, -8.3408284 41.2862302, -8.3407262 41.2863112)",,2,
366597096,,residential,False,False,169.594,"LINESTRING (-8.341715 41.2854005, -8.3410026 41.2848367, -8.3407317 41.2845989, -8.3407112 41.2845845, -8.3406915 41.2845706, -8.3406325 41.2845525, -8.3405735 41.2845606, -8.3404688 41.2846089, -8.3403374 41.284619, -8.340193 41.2846268)",,,
366597096,,residential,False,True,41.578,"LINESTRING (-8.341715 41.2854005, -8.3419628 41.285532, -8.3420205 41.28555, -8.3420728 41.2855663, -8.3421479 41.2855643)",,,
150606760,,tertiary,False,True,97.594,"LINESTRING (-8.3457036 41.2858054, -8.3456213 41.2849299)",,2,
150606355,,tertiary,True,False,24.656,"LINESTRING (-8.3457036 41.2858054, -8.3456874 41.2859228, -8.3456572 41.286024)",,1,
150605810,EN 207,primary,True,False,11.871,"LINESTRING (-8.345785 41.2860176, -8.3457611 41.2860061, -8.3457336 41.2860007, -8.3457052 41.2860022, -8.3456789 41.2860102, -8.3456572 41.286024)",,2,roundabout
150606260,,tertiary,True,False,24.564,"LINESTRING (-8.345785 41.2860176, -8.3457411 41.2859132, -8.3457036 41.2858054)",,1,
150605810,EN 207,primary,True,False,2.901,"LINESTRING (-8.3456572 41.286024, -8.3456472 41.2860347, -8.3456402 41.2860466)",,2,roundabout
150605810,EN 207,primary,True,False,2.7859999999999996,"LINESTRING (-8.3458052 41.2860374, -8.3457963 41.2860268, -8.345785 41.2860176)",,2,roundabout
150604821,EN 207,primary,True,False,33.999,"LINESTRING (-8.3456402 41.2860466, -8.3455455 41.2861036, -8.345432 41.2861408, -8.3452825 41.2861872)",,,
150605810,EN 207,primary,True,False,11.706,"LINESTRING (-8.3456402 41.2860466, -8.3456356 41.2860674, -8.3456398 41.2860882, -8.3456524 41.286107, -8.345672 41.286122, -8.3456969 41.2861317)",,2,roundabout
150605810,EN 207,primary,True,False,5.880000000000001,"LINESTRING (-8.3456969 41.2861317, -8.3457141 41.2861346, -8.3457318 41.286135, -8.3457491 41.2861327, -8.3457654 41.286128)",,2,roundabout
150604818,EN 207,primary,True,False,35.197,"LINESTRING (-8.3452825 41.2861872, -8.3454491 41.286171, -8.3456969 41.2861317)",,,
957190304,EN 207,primary,False,True,149.636,"LINESTRING (-8.3452825 41.2861872, -8.3445604 41.2862234, -8.3437631 41.2862635, -8.3434956 41.2862769)",Rua Professor Albino de Matos,,
150606058,,residential,False,True,68.06,"LINESTRING (-8.336858 41.2863048, -8.3370786 41.286894)",,,
366597377,,residential,False,True,60.923,"LINESTRING (-8.336858 41.2863048, -8.3375508 41.286134)",,,
366597378,,residential,False,True,128.33,"LINESTRING (-8.336858 41.2863048, -8.336722 41.2863154, -8.3366013 41.2863033, -8.3364404 41.2862731, -8.3361212 41.2862106, -8.3359174 41.2861885, -8.3357994 41.2861945, -8.3356572 41.2862409, -8.3354936 41.2862671, -8.3353585 41.2862712)",,,
150606839,,residential,False,False,130.731,"LINESTRING (-8.3407262 41.2863112, -8.3408284 41.2862302, -8.3411368 41.2859415, -8.341715 41.2854005)",,2,
150606839,,residential,False,True,112.32600000000001,"LINESTRING (-8.3407262 41.2863112, -8.3406128 41.2863461, -8.3404571 41.2863389, -8.3404343 41.2863378, -8.340267 41.2863657, -8.3397017 41.2868642)",,2,
366597098,,residential,False,False,64.657,"LINESTRING (-8.3407262 41.2863112, -8.3407585 41.2863826, -8.3408658 41.2864652, -8.3409677 41.2865297, -8.3410884 41.286695, -8.341164 41.2867797)",,,
150605830,,residential,True,False,18.564,"LINESTRING (-8.3397017 41.2868642, -8.3396533 41.2868408, -8.3395994 41.2868338, -8.3395459 41.2868428, -8.339501 41.2868668)",,2,roundabout
150606839,,residential,False,False,112.32600000000002,"LINESTRING (-8.3397017 41.2868642, -8.340267 41.2863657, -8.3404343 41.2863378, -8.3404571 41.2863389, -8.3406128 41.2863461, -8.3407262 41.2863112)",,2,
150605830,,residential,True,False,13.672,"LINESTRING (-8.339501 41.2868668, -8.339472 41.2869012, -8.3394625 41.2869419, -8.3394745 41.2869818)",,2,roundabout
150606049,,residential,False,True,62.418000000000006,"LINESTRING (-8.339501 41.2868668, -8.3394619 41.2867889, -8.3394192 41.286673, -8.3393884 41.2866104, -8.3393318 41.2864956, -8.3391771 41.2863734)",,2,
150605830,,residential,True,False,18.32,"LINESTRING (-8.3394745 41.2869818, -8.3395051 41.2870149, -8.3395521 41.2870376, -8.3396064 41.2870448, -8.3396597 41.2870358)",,2,roundabout
150606204,,residential,False,False,88.47,"LINESTRING (-8.3394745 41.2869818, -8.3393064 41.2870498, -8.3384793 41.2872475)",Avenida Luis Teles Menezes,2,
1025629083,,unclassified,False,True,40.308,"LINESTRING (-8.3364709 41.2870049, -8.3361462 41.287273)",,,
1025629084,,unclassified,True,False,63.236999999999995,"LINESTRING (-8.3364709 41.2870049, -8.3363275 41.2869373, -8.3360479 41.2872112, -8.3361462 41.287273)",,,
956672165,,residential,False,True,56.03,"LINESTRING (-8.3364709 41.2870049, -8.3365242 41.2870389, -8.3366186 41.2870486, -8.3368353 41.2869599, -8.3370786 41.286894)",,,
150605830,,residential,True,False,22.692,"LINESTRING (-8.3396597 41.2870358, -8.3397046 41.2870121, -8.339734 41.2869773, -8.3397434 41.2869375, -8.3397312 41.2868964, -8.3397017 41.2868642)",,2,roundabout
150606204,,residential,False,True,88.47,"LINESTRING (-8.3384793 41.2872475, -8.3393064 41.2870498, -8.3394745 41.2869818)",Avenida Luis Teles Menezes,2,
"[956672171, 956672167]",,"['living_street', 'residential']",True,False,106.405,"LINESTRING (-8.3384793 41.2872475, -8.3383797 41.2872114, -8.3374243 41.2874123, -8.3372595 41.2874461)",Avenida Luis Teles Menezes,,
150606058,,residential,False,False,63.224,"LINESTRING (-8.3372595 41.2874461, -8.3370786 41.286894)",,,
956672156,,residential,True,False,40.084,"LINESTRING (-8.3372595 41.2874461, -8.3367961 41.2875394)",Avenida Luis Teles Menezes,,
956672158,,residential,True,False,34.071,"LINESTRING (-8.336901 41.2876205, -8.3372935 41.2875374)",Avenida Luis Teles Menezes,,
956672153,EN 207,primary,False,False,13.072000000000001,"LINESTRING (-8.336901 41.2876205, -8.3368792 41.2875849, -8.3368428 41.2875568, -8.3367961 41.2875394)",,,
956672153,EN 207,primary,False,True,5.606,"LINESTRING (-8.336901 41.2876205, -8.3369058 41.2876595, -8.3369021 41.2876704)",,,
150605757,,tertiary,False,True,13.12,"LINESTRING (-8.3433289 41.2880558, -8.3434587 41.2879894)",Rua 25 de Abril,2,
183647198,,residential,True,False,116.434,"LINESTRING (-8.3433289 41.2880558, -8.3433002 41.2880315, -8.3424044 41.2872723)",Professor Francisco Valente,,
366597074,,residential,False,False,125.75099999999999,"LINESTRING (-8.3433289 41.2880558, -8.3433413 41.2880651, -8.3433971 41.2881068, -8.3434696 41.2881914, -8.3436037 41.2883728, -8.3436707 41.2885018, -8.3437405 41.2887013, -8.3437887 41.2888044, -8.3437993 41.2888778, -8.3438014 41.2888922, -8.3437216 41.2890915)",Rua da Escola Infantil de Música,,
957190296,,tertiary,False,False,52.013,"LINESTRING (-8.3433289 41.2880558, -8.342977 41.2883064, -8.3428771 41.2883776)",Rua da Banda de Freamunde,2,
150605757,,tertiary,False,False,95.98400000000001,"LINESTRING (-8.344567 41.2881454, -8.3436163 41.2879611, -8.3435228 41.2879662, -8.3435019 41.2879673, -8.34348 41.2879785, -8.3434587 41.2879894)",Rua 25 de Abril,2,
150605757,,tertiary,False,True,68.67099999999999,"LINESTRING (-8.344567 41.2881454, -8.3449647 41.2881709, -8.3453869 41.2881546)",Rua 25 de Abril,2,
956672129,,residential,False,False,156.69299999999998,"LINESTRING (-8.344567 41.2881454, -8.344609 41.2878538, -8.344627 41.2875935, -8.3446878 41.2874733, -8.344695 41.2873088, -8.3445645 41.2871572, -8.3443678 41.2868055)",Travessa 25 de Abril,,
150605757,,tertiary,False,True,15.077,"LINESTRING (-8.3453869 41.2881546, -8.3455639 41.2881282)",Rua 25 de Abril,2,
150605757,,tertiary,False,False,68.67099999999999,"LINESTRING (-8.3453869 41.2881546, -8.3449647 41.2881709, -8.344567 41.2881454)",Rua 25 de Abril,2,
304652335,,tertiary,False,True,165.33200000000002,"LINESTRING (-8.3453869 41.2881546, -8.3454411 41.2885775, -8.345425 41.2888919, -8.3453762 41.2890903, -8.3453606 41.2891539, -8.3453383 41.2892187, -8.3452855 41.2893716, -8.3451856 41.2895355, -8.3451675 41.2895651, -8.3451422 41.2896039)",,,
150606539,,tertiary,True,False,86.94,"LINESTRING (-8.342637 41.2885486, -8.3418641 41.2890721)",Rua da Banda de Freamunde,1,
957190296,,tertiary,False,True,27.64,"LINESTRING (-8.342637 41.2885486, -8.3428217 41.288417, -8.3428771 41.2883776)",Rua da Banda de Freamunde,2,
150604803,EN 207,primary,True,False,14.382,"LINESTRING (-8.3390181 41.2887778, -8.3391625 41.2888482)",,,
956672163,EN 207,primary,False,True,10.936,"LINESTRING (-8.3390181 41.2887778, -8.3388886 41.2887635)",,,
150606900,,residential,False,False,13.461,"LINESTRING (-8.336549 41.2888155, -8.3365052 41.288932)",,2,
150606914,,residential,False,True,100.01700000000001,"LINESTRING (-8.336549 41.2888155, -8.336415 41.2888067, -8.3354297 41.2886237, -8.3353835 41.2886151)",,2,
956672164,,residential,True,False,119.82300000000001,"LINESTRING (-8.336549 41.2888155, -8.337283 41.2887426, -8.3376683 41.2886774, -8.3379608 41.2886316)",,,
150604798,EN 207,primary,True,False,36.462,"LINESTRING (-8.3398115 41.2888283, -8.3393751 41.2888287)",,,
150606701,,residential,True,False,22.086,"LINESTRING (-8.3398115 41.2888283, -8.3396429 41.2888556, -8.3395744 41.2889016)",,1,
150604798,EN 207,primary,True,False,30.36,"LINESTRING (-8.3393751 41.2888287, -8.3390181 41.2887778)",,,
150604803,EN 207,primary,True,False,35.251,"LINESTRING (-8.3391625 41.2888482, -8.3392911 41.2888854, -8.3395744 41.2889016)",,,
150606565,,residential,True,False,37.375,"LINESTRING (-8.3391625 41.2888482, -8.3392596 41.2889446, -8.3392942 41.2890408, -8.3392789 41.2891558)",,1,
150606701,,residential,True,False,37.53,"LINESTRING (-8.3395744 41.2889016, -8.3392789 41.2891558)",,1,
150604803,EN 207,primary,True,False,42.464000000000006,"LINESTRING (-8.3395744 41.2889016, -8.3400355 41.2888998, -8.3400798 41.2888877)",,,
150606468,,residential,True,False,18.732,"LINESTRING (-8.3395744 41.2889016, -8.339483 41.2888541, -8.3393751 41.2888287)",,1,
150606900,,residential,False,True,13.461,"LINESTRING (-8.3365052 41.288932, -8.336549 41.2888155)",,2,
150606900,,residential,False,False,107.26,"LINESTRING (-8.3365052 41.288932, -8.3364426 41.2890427, -8.3362625 41.2891563, -8.3357946 41.2893182, -8.3354741 41.2894622)",,2,
150606912,,residential,False,True,212.275,"LINESTRING (-8.3365052 41.288932, -8.3365171 41.2889437, -8.3365815 41.289007, -8.3365959 41.289168, -8.3367905 41.2895937, -8.336801 41.2896845, -8.3369718 41.2899719, -8.3370016 41.2901163, -8.3370573 41.2903867, -8.3372045 41.2906445, -8.3373031 41.2907071)",,2,
150605816,EM 560,tertiary,True,False,5.801,"LINESTRING (-8.3418641 41.2890721, -8.3417981 41.2890883)",,2,roundabout
150605816,EM 560,tertiary,True,False,23.251,"LINESTRING (-8.3417981 41.2890883, -8.3417452 41.2891224, -8.3417138 41.2891693, -8.3417084 41.2892209, -8.34173 41.2892708)",,2,roundabout
150606717,EM 560,tertiary,True,False,126.239,"LINESTRING (-8.3417981 41.2890883, -8.3416373 41.2890992, -8.3415063 41.2890606, -8.3407302 41.2883643)",Rua do Grupo Teatral Freamundense,1,
150606701,,residential,True,False,224.933,"LINESTRING (-8.3392789 41.2891558, -8.3379092 41.29035, -8.3375213 41.2906881)",,1,
150605816,EM 560,tertiary,True,False,29.125,"LINESTRING (-8.3420573 41.2892415, -8.3420628 41.2891893, -8.3420419 41.2891404, -8.3419957 41.2890996, -8.341937 41.2890768, -8.3418641 41.2890721)",,2,roundabout
150606642,,tertiary,True,False,91.16499999999999,"LINESTRING (-8.3420573 41.2892415, -8.3420672 41.2892277, -8.3421237 41.289149, -8.3422842 41.2889252, -8.342637 41.2885486)",,1,
150605816,EM 560,tertiary,True,False,5.773,"LINESTRING (-8.34173 41.2892708, -8.341775 41.2893102)",,2,roundabout
150605816,EM 560,tertiary,True,False,5.825,"LINESTRING (-8.3420257 41.2892882, -8.3420573 41.2892415)",,2,roundabout
150606622,EM 560,tertiary,True,False,29.683,"LINESTRING (-8.341775 41.2893102, -8.3419179 41.2895546)",,1,
150605816,EM 560,tertiary,True,False,23.283,"LINESTRING (-8.341775 41.2893102, -8.3418355 41.2893338, -8.3419062 41.2893383, -8.3419729 41.2893221, -8.3420257 41.2892882)",,2,roundabout
168901432,EM 560,tertiary,False,True,2.36,"LINESTRING (-8.3419179 41.2895546, -8.341931 41.2895734)",,,
150606222,EM 560,tertiary,True,False,30.961999999999996,"LINESTRING (-8.3419179 41.2895546, -8.3419795 41.2894025, -8.3420257 41.2892882)",,1,
150606900,,residential,False,True,122.468,"LINESTRING (-8.3343028 41.2901093, -8.3346918 41.2898614, -8.3350546 41.2896145, -8.3354121 41.2894901, -8.3354741 41.2894622)",,2,
366597132,,residential,False,True,33.179,"LINESTRING (-8.3343028 41.2901093, -8.3342995 41.2901317, -8.3342732 41.2903127, -8.3342544 41.2904054)",,,
150605972,,residential,True,False,19.346,"LINESTRING (-8.3375213 41.2906881, -8.3374474 41.2906721, -8.3373707 41.2906787, -8.3373031 41.2907071)",,2,roundabout
150605972,,residential,True,False,28.931,"LINESTRING (-8.3373031 41.2907071, -8.3372555 41.2907519, -8.3372341 41.2908077, -8.3372427 41.2908648, -8.3372788 41.2909147, -8.3373104 41.2909339)",,2,roundabout
150606912,,residential,False,False,212.27499999999998,"LINESTRING (-8.3373031 41.2907071, -8.3372045 41.2906445, -8.3370573 41.2903867, -8.3370016 41.2901163, -8.3369718 41.2899719, -8.336801 41.2896845, -8.3367905 41.2895937, -8.3365959 41.289168, -8.3365815 41.289007, -8.3365171 41.2889437, -8.3365052 41.288932)",,2,
150605972,,residential,True,False,6.771,"LINESTRING (-8.3375843 41.2907264, -8.3375213 41.2906881)",,2,roundabout
"[150606267, 150606468]",,residential,True,False,264.548,"LINESTRING (-8.3375843 41.2907264, -8.3391805 41.2893154, -8.3395879 41.2889553, -8.3395744 41.2889016)",,1,
150605972,,residential,True,False,47.994,"LINESTRING (-8.3373104 41.2909339, -8.3373399 41.2909517, -8.3374144 41.290968, -8.3374908 41.2909616, -8.3375584 41.2909335, -8.3376066 41.2908883, -8.3376278 41.2908337, -8.3376191 41.2907747, -8.3375843 41.2907264)",,2,roundabout
150606872,,residential,False,False,28.789,"LINESTRING (-8.3373104 41.2909339, -8.3371142 41.2911119, -8.3370906 41.2911333)",,2,
150606872,,residential,False,True,16.406,"LINESTRING (-8.3369653 41.2912469, -8.3370906 41.2911333)",,2,
150606872,,residential,False,False,111.58500000000001,"LINESTRING (-8.3369653 41.2912469, -8.3368995 41.2913802, -8.3368864 41.2915511, -8.336935 41.2917071, -8.3370165 41.2918315, -8.3372965 41.2921614)",,2,
366597130,,residential,False,False,69.791,"LINESTRING (-8.3369653 41.2912469, -8.3363626 41.291411, -8.3361695 41.2914271)",,,
150606872,,residential,False,True,111.585,"LINESTRING (-8.3372965 41.2921614, -8.3370165 41.2918315, -8.336935 41.2917071, -8.3368864 41.2915511, -8.3368995 41.2913802, -8.3369653 41.2912469)",,2,
366597122,,residential,False,True,55.797,"LINESTRING (-8.3372965 41.2921614, -8.3376876 41.2919814, -8.3378271 41.2919249, -8.337857 41.2918941)",Rua Antonio Pereira da Costa,,
366597129,,residential,False,False,84.101,"LINESTRING (-8.3372965 41.2921614, -8.3367684 41.2923512, -8.3367489 41.2923582, -8.3366174 41.2923804, -8.3365182 41.2923824, -8.3364297 41.2924025, -8.3363679 41.2924319)",,,
304652335,,tertiary,False,False,170.54600000000002,"LINESTRING (-8.3439411 41.2926123, -8.3440063 41.2925124, -8.3442823 41.2922052, -8.3443896 41.2920318, -8.3445183 41.2917569, -8.3445459 41.291482, -8.3445024 41.2911903)",,,
957190309,EM 560-1,tertiary,False,True,33.743,"LINESTRING (-8.3439411 41.2926123, -8.3438103 41.2926737, -8.3436385 41.2928098)",,,
150604802,EN 207,primary,True,False,184.605,"LINESTRING (-8.3417254 41.2868824, -8.3416486 41.2869948, -8.3415148 41.2871906, -8.3409222 41.2880576, -8.3408383 41.2881804, -8.3407302 41.2883643)",Rua do Comércio,,
956672155,EN 207,primary,False,True,15.611,"LINESTRING (-8.335351 41.2869884, -8.335505 41.2870679)",,,
150606215,,residential,False,True,79.75500000000001,"LINESTRING (-8.335351 41.2869884, -8.3353608 41.2864947, -8.3353591 41.2863275, -8.3353585 41.2862712)",,2,
956672155,EN 207,primary,False,False,93.87100000000001,"LINESTRING (-8.335351 41.2869884, -8.3351701 41.2868951, -8.3347779 41.2866839, -8.3344553 41.28648)",,,
150606914,,residential,False,False,56.758,"LINESTRING (-8.3345516 41.2884607, -8.3352111 41.2885831)",,2,
234348704,,residential,False,True,145.151,"LINESTRING (-8.3345516 41.2884607, -8.3346637 41.2882936, -8.3353501 41.2873014)",Rua Coronel José B. Barreiros,,
150606444,EM 560,tertiary,True,False,20.716,"LINESTRING (-8.341525 41.289166, -8.34173 41.2892708)",Rua do Grupo Teatral Freamundense,1,
168901432,EM 560,tertiary,False,False,55.743,"LINESTRING (-8.3429156 41.2908719, -8.3428897 41.2906499, -8.3427672 41.2903871)",,,
168901432,EM 560,tertiary,False,True,225.015,"LINESTRING (-8.3429156 41.2908719, -8.3428674 41.2910167, -8.3427709 41.2911547, -8.3425344 41.2913702, -8.3422437 41.2916116, -8.3418342 41.2919516, -8.3417884 41.2920573, -8.3417981 41.2921612, -8.3419594 41.2925839)",,,
366597368,,residential,False,False,176.196,"LINESTRING (-8.3429156 41.2908719, -8.3429546 41.2909029, -8.3429287 41.2912219, -8.3426597 41.2918002, -8.3425902 41.2920906, -8.3425766 41.2924051)",,,
366597077,,residential,False,False,69.677,"LINESTRING (-8.3437216 41.2890915, -8.3444734 41.2893627)",Rua de Santa Luzia,,
366597074,,residential,False,False,45.684,"LINESTRING (-8.3437216 41.2890915, -8.3436582 41.2891479, -8.343651 41.289162, -8.3435716 41.2893163, -8.3435613 41.2894726)",Rua da Escola Infantil de Música,,
366597074,,residential,False,True,125.75099999999999,"LINESTRING (-8.3437216 41.2890915, -8.3438014 41.2888922, -8.3437993 41.2888778, -8.3437887 41.2888044, -8.3437405 41.2887013, -8.3436707 41.2885018, -8.3436037 41.2883728, -8.3434696 41.2881914, -8.3433971 41.2881068, -8.3433413 41.2880651, -8.3433289 41.2880558)",Rua da Escola Infantil de Música,,
535285384,,residential,False,True,76.53800000000001,"LINESTRING (-8.3437216 41.2890915, -8.3431447 41.288987, -8.342876 41.2888528)",,,
366597074,,residential,False,False,15.631,"LINESTRING (-8.3435613 41.2894726, -8.343606 41.2896091)",Rua da Escola Infantil de Música,,
366597074,,residential,False,True,45.684,"LINESTRING (-8.3435613 41.2894726, -8.3435716 41.2893163, -8.343651 41.289162, -8.3436582 41.2891479, -8.3437216 41.2890915)",Rua da Escola Infantil de Música,,
957190286,,residential,False,False,135.157,"LINESTRING (-8.3435613 41.2894726, -8.3438884 41.28954, -8.344206 41.2896308, -8.3444586 41.2897216, -8.3446859 41.2897867, -8.3447816 41.2897433, -8.3449133 41.2896986, -8.3450071 41.2896999, -8.345026 41.2897079, -8.345064 41.289724)",,,
366597074,,residential,False,True,15.631,"LINESTRING (-8.343606 41.2896091, -8.3435613 41.2894726)",Rua da Escola Infantil de Música,,
366597074,,residential,False,False,99.01,"LINESTRING (-8.343606 41.2896091, -8.343695 41.29001, -8.3436475 41.2901279, -8.3435711 41.2904841)",Rua da Escola Infantil de Música,,
535285381,,residential,False,False,95.644,"LINESTRING (-8.343606 41.2896091, -8.3432262 41.2896292, -8.3424843 41.2897663)",,,
366597074,,residential,False,True,41.598,"LINESTRING (-8.3435825 41.2908581, -8.3435711 41.2904841)",Rua da Escola Infantil de Música,,
366597075,,residential,False,True,65.053,"LINESTRING (-8.3435825 41.2908581, -8.3443611 41.2908633)",,,
366597074,,residential,False,False,105.172,"LINESTRING (-8.3435825 41.2908581, -8.3436434 41.2915126, -8.3436281 41.2916585, -8.3435661 41.2917941)",Rua da Escola Infantil de Música,,
366597074,,residential,False,True,105.172,"LINESTRING (-8.3435661 41.2917941, -8.3436281 41.2916585, -8.3436434 41.2915126, -8.3435825 41.2908581)",Rua da Escola Infantil de Música,,
366597075,,residential,False,False,65.053,"LINESTRING (-8.3443611 41.2908633, -8.3435825 41.2908581)",,,
304652335,,tertiary,False,False,145.743,"LINESTRING (-8.3443611 41.2908633, -8.3443306 41.2907308, -8.3443341 41.2906136, -8.3443789 41.2904438, -8.3446203 41.2901697, -8.3450441 41.2897545, -8.345064 41.289724)",,,
304652335,,tertiary,False,True,38.244,"LINESTRING (-8.3443611 41.2908633, -8.3444353 41.2910505, -8.3445024 41.2911903)",,,
366597074,,residential,False,False,41.598,"LINESTRING (-8.3435711 41.2904841, -8.3435825 41.2908581)",Rua da Escola Infantil de Música,,
366597074,,residential,False,True,99.01,"LINESTRING (-8.3435711 41.2904841, -8.3436475 41.2901279, -8.343695 41.29001, -8.343606 41.2896091)",Rua da Escola Infantil de Música,,
168901432,EM 560,tertiary,False,False,63.29899999999999,"LINESTRING (-8.3427672 41.2903871, -8.3426003 41.2902107, -8.34229 41.2899688, -8.3422748 41.2899564)",,,
168901432,EM 560,tertiary,False,True,55.743,"LINESTRING (-8.3427672 41.2903871, -8.3428897 41.2906499, -8.3429156 41.2908719)",,,
366597076,,residential,True,False,69.038,"LINESTRING (-8.3427672 41.2903871, -8.3428429 41.2903855, -8.3429388 41.290397, -8.3431783 41.2904732, -8.3433567 41.2904841, -8.3435711 41.2904841)",,,
366597077,,residential,False,True,61.982,"LINESTRING (-8.3451422 41.2896039, -8.3444734 41.2893627)",Rua de Santa Luzia,,
304652335,,tertiary,False,False,165.332,"LINESTRING (-8.3451422 41.2896039, -8.3451675 41.2895651, -8.3451856 41.2895355, -8.3452855 41.2893716, -8.3453383 41.2892187, -8.3453606 41.2891539, -8.3453762 41.2890903, -8.345425 41.2888919, -8.3454411 41.2885775, -8.3453869 41.2881546)",,,
304652335,,tertiary,False,True,14.867,"LINESTRING (-8.3451422 41.2896039, -8.3451081 41.2896563, -8.345064 41.289724)",,,
150605757,,tertiary,False,False,22.088,"LINESTRING (-8.3458232 41.2880895, -8.3455639 41.2881282)",Rua 25 de Abril,2,
150605757,,tertiary,False,False,15.077,"LINESTRING (-8.3455639 41.2881282, -8.3453869 41.2881546)",Rua 25 de Abril,2,
150605757,,tertiary,False,True,22.088,"LINESTRING (-8.3455639 41.2881282, -8.3458232 41.2880895)",Rua 25 de Abril,2,
366597092,,residential,False,False,26.044,"LINESTRING (-8.3455639 41.2881282, -8.34561 41.2879849, -8.3456153 41.2878982)",,,
366597092,,residential,False,False,41.941,"LINESTRING (-8.3456153 41.2878982, -8.345551 41.2878539, -8.3454329 41.2877672, -8.3454062 41.2877018, -8.3454008 41.2876886, -8.3453769 41.2875848)",,,
366597092,,residential,False,True,26.044,"LINESTRING (-8.3456153 41.2878982, -8.34561 41.2879849, -8.3455639 41.2881282)",,,
956672128,,residential,False,False,68.065,"LINESTRING (-8.3456153 41.2878982, -8.3457883 41.2877265, -8.3458126 41.287576, -8.345758 41.2873343)",,,
366597092,,residential,False,True,41.941,"LINESTRING (-8.3453769 41.2875848, -8.3454008 41.2876886, -8.3454062 41.2877018, -8.3454329 41.2877672, -8.345551 41.2878539, -8.3456153 41.2878982)",,,
"[956672178, 366597093]",,residential,False,False,124.708,"LINESTRING (-8.3453769 41.2875848, -8.3451135 41.2875923, -8.3450138 41.2873577, -8.3450097 41.2873481, -8.3448734 41.2866889)",,,
956672177,,residential,False,False,130.031,"LINESTRING (-8.3453769 41.2875848, -8.3451687 41.2866532, -8.3448734 41.2866889)",,,
956672177,,residential,False,True,130.031,"LINESTRING (-8.3448734 41.2866889, -8.3451687 41.2866532, -8.3453769 41.2875848)",,,
"[956672178, 366597093]",,residential,False,True,124.708,"LINESTRING (-8.3448734 41.2866889, -8.3450097 41.2873481, -8.3450138 41.2873577, -8.3451135 41.2875923, -8.3453769 41.2875848)",,,
957190304,EN 207,primary,False,True,12.385,"LINESTRING (-8.3434956 41.2862769, -8.3433477 41.2862843)",Rua Professor Albino de Matos,,
