osmid,name,highway,oneway,reversed,length,geometry,ref,junction,maxspeed
64120182,Rua Mártir São Sebastião,residential,False,False,162.925,"LINESTRING (-8.435594 40.9104561, -8.4351822 40.910461, -8.4337114 40.910337, -8.4336649 40.9103317)",,,
330105690,Rua da Gândara,residential,False,False,430.72499999999997,"LINESTRING (-8.435594 40.9104561, -8.4358446 40.9113297, -8.4357827 40.9113898, -8.4342187 40.911717, -8.4336709 40.9118506, -8.4334676 40.9119708, -8.4328874 40.9123861, -8.4326105 40.9125117, -8.4323835 40.9126127)",,,
64120182,Rua Mártir São Sebastião,residential,False,True,106.002,"LINESTRING (-8.432064 40.9101485, -8.4333112 40.9102912)",,,
330112005,Rua Vila Cesari,secondary,False,False,56.656,"LINESTRING (-8.432064 40.9101485, -8.4318801 40.9106387)",,,
330112005,Rua Vila Cesari,secondary,False,True,114.257,"LINESTRING (-8.432064 40.9101485, -8.4322481 40.9097486, -8.4325107 40.909178)",,,
330112005,Rua Vila Cesari,secondary,False,False,114.257,"LINESTRING (-8.4325107 40.909178, -8.4322481 40.9097486, -8.432064 40.9101485)",,,
330112006,Rua Vila Cesari,secondary,True,False,22.089,"LINESTRING (-8.4325107 40.909178, -8.4325587 40.9091321, -8.4326023 40.909097, -8.4326508 40.9090716, -8.4327085 40.909053)",,,
330112008,Rua das Matas,residential,True,False,36.14,"LINESTRING (-8.4324695 40.908542, -8.4325082 40.9088657)",,,
78315243,Praça da Liberdade,residential,False,True,16.824,"LINESTRING (-8.4310078 40.9109584, -8.431208 40.9109593)",,,
64120284,Rua da Liberdade,residential,False,False,120.888,"LINESTRING (-8.4310078 40.9109584, -8.4309296 40.9109202, -8.4308919 40.9108658, -8.430572 40.9099415)",,,
78315257,Praça da Liberdade,residential,True,False,131.475,"LINESTRING (-8.4310078 40.9109584, -8.431273 40.9119897, -8.431406 40.9120126, -8.4314436 40.9120166)",,,
64120284,Rua da Liberdade,residential,False,True,120.888,"LINESTRING (-8.430572 40.9099415, -8.4308919 40.9108658, -8.4309296 40.9109202, -8.4310078 40.9109584)",,,
64120439,Avenida Senhora da Ribeira,tertiary,False,False,209.055,"LINESTRING (-8.430572 40.9099415, -8.4303998 40.9095143, -8.4302133 40.9091476, -8.4301477 40.9090186, -8.4297371 40.9081712)",,,
"[330112002, 497388559]","['Rua da Ameixieira', 'Rua da Póvoa']",residential,False,False,315.113,"LINESTRING (-8.430572 40.9099415, -8.4301606 40.909745, -8.4299206 40.9096687, -8.4295405 40.9096196, -8.4293881 40.9095828, -8.4291735 40.9094936, -8.4291659 40.9094599, -8.4290546 40.9089695, -8.4290202 40.9087846, -8.4289804 40.9086422, -8.4289804 40.9084882, -8.4297371 40.9081712)",,,
169791279,Rua Central de Cesar,primary,False,True,55.981,"LINESTRING (-8.4360302 40.9158879, -8.4360579 40.9159051, -8.4365454 40.9162071)",EN 327,,
1186536315,Rua Central de Cesar,primary,True,False,14.690000000000001,"LINESTRING (-8.4360302 40.9158879, -8.435992 40.9158, -8.4359756 40.9157624)",EN 327,,
78315234,Rotunda de São Pedro,primary,True,False,6.032,"LINESTRING (-8.4359756 40.9157624, -8.4359852 40.9157362, -8.4359828 40.9157092)",EN 327,roundabout,
78315234,Rotunda de São Pedro,primary,True,False,5.635,"LINESTRING (-8.4358799 40.9156471, -8.4358467 40.9156507, -8.4358167 40.915662)",EN 327,roundabout,
78315237,Rua Central de Cesar,primary,False,False,149.213,"LINESTRING (-8.4356619 40.9156253, -8.4355618 40.91556, -8.4352634 40.9152276, -8.4351017 40.9150092, -8.4350124 40.9147231, -8.4348835 40.9144435)",EN 327,,
1186536313,Rua Central de Cesar,primary,True,False,14.749,"LINESTRING (-8.4356619 40.9156253, -8.4357351 40.9156945, -8.4357715 40.9157289)",EN 327,,
78315234,Rotunda de São Pedro,primary,True,False,12.059000000000001,"LINESTRING (-8.4357715 40.9157289, -8.4357779 40.9157556, -8.4357956 40.9157792, -8.4358226 40.915797, -8.4358559 40.9158071)",EN 327,roundabout,
78315241,Praça da Liberdade,secondary,False,True,45.155,"LINESTRING (-8.431797 40.911162, -8.4319172 40.9115578)",,,
1186536308,Praça da Liberdade,secondary,True,False,12.996,"LINESTRING (-8.431797 40.911162, -8.4318043 40.9111008, -8.4318109 40.9110456)",,,
78315239,,secondary,True,False,8.991,"LINESTRING (-8.4317211 40.9108966, -8.4316874 40.9109053, -8.431659 40.9109216, -8.4316387 40.9109438)",,roundabout,
78315239,,secondary,True,False,9.516,"LINESTRING (-8.431631 40.9109997, -8.4316458 40.9110259, -8.4316713 40.911047, -8.4317046 40.9110604)",,roundabout,
1186536307,Praça da Liberdade,secondary,True,False,13.708,"LINESTRING (-8.4317046 40.9110604, -8.431797 40.911162)",,,
