osmid,oneway,ref,highway,reversed,length,name,maxspeed,geometry,lanes,junction
25331087,True,EN 207,primary,False,34.823,,,"LINESTRING (-8.1965534 41.3665145, -8.1967056 41.3668061)",,
25331087,True,EN 207,primary,False,31.074,,,"LINESTRING (-8.1989282 41.3644396, -8.1986856 41.3646516)",,
891004967,False,,secondary,True,47.862,Avenida Doutor Ribeiro de Magalhães,50,"LINESTRING (-8.1989282 41.3644396, -8.1984899 41.364162)",,
891004973,False,,primary,False,27.732,,50,"LINESTRING (-8.1989282 41.3644396, -8.1991841 41.3645987)",,
891004973,False,,primary,False,17.738,,50,"LINESTRING (-8.1991841 41.3645987, -8.1993464 41.3647017)",,
891004973,False,,primary,True,27.732,,50,"LINESTRING (-8.1991841 41.3645987, -8.1989282 41.3644396)",,
57377662,False,,secondary,False,58.031,Avenida Doutor Magalhães Lemos,,"LINESTRING (-8.1970844 41.367488, -8.1977133 41.3677107)",,
237138619,False,,residential,True,71.005,,,"LINESTRING (-8.1970844 41.367488, -8.1966615 41.3680421)",,
25331102,True,EN 207,primary,False,99.585,,,"LINESTRING (-8.1970844 41.367488, -8.1972278 41.3673513, -8.1976215 41.3668132, -8.1976937 41.3667201)",,
531723590,False,EN 207,primary,True,168.014,Rua Professor Costa Gonçalves,,"LINESTRING (-8.1970844 41.367488, -8.1969225 41.3674831, -8.1966949 41.3674963, -8.1962672 41.3675267, -8.1959928 41.3675707, -8.1954204 41.3676624, -8.1951045 41.3677273)",,
25331102,True,EN 207,primary,False,46.461,,,"LINESTRING (-8.1981213 41.3661425, -8.1983528 41.3657625)",,
394693241,False,,residential,False,72.167,,,"LINESTRING (-8.1981213 41.3661425, -8.1974516 41.3657319)",,
391601566,True,,residential,False,52.061,,,"LINESTRING (-8.1983528 41.3657625, -8.1988617 41.3660333)",,
25331102,True,EN 207,primary,False,87.21600000000001,,,"LINESTRING (-8.1983528 41.3657625, -8.1984286 41.365664, -8.1985492 41.3655564, -8.1990036 41.3651507)",,
172679451,False,,secondary,False,21.613,Avenida Agostinho Ribeiro,50,"LINESTRING (-8.1995301 41.364837, -8.1997207 41.3649686)",,
172679451,False,,secondary,True,21.479,Avenida Agostinho Ribeiro,50,"LINESTRING (-8.1995301 41.364837, -8.1993464 41.3647017)",,
237138650,False,,residential,True,15.785,,,"LINESTRING (-8.1938882 41.3679408, -8.1937924 41.3680632)",,
531723590,False,EN 207,primary,False,51.983000000000004,Rua Professor Costa Gonçalves,,"LINESTRING (-8.1938882 41.3679408, -8.1939861 41.3679442, -8.194025 41.3679456, -8.1942784 41.3678971, -8.1944949 41.3678526)",,
24814302,False,EN 207,primary,False,34.477,Avenida Doutor Leonardo Coimbra,50,"LINESTRING (-8.2009484 41.3630399, -8.2012165 41.362804)",,
143612984,False,,tertiary,True,54.095,Avenida da Liberdade,90,"LINESTRING (-8.2009484 41.3630399, -8.2014365 41.36336)",,
1190066449,True,EN 207,primary,False,227.42600000000002,Avenida Doutor Leonardo Coimbra,50,"LINESTRING (-8.2009484 41.3630399, -8.2008252 41.3631488, -8.1998997 41.3639672, -8.1993379 41.3644629, -8.1991841 41.3645987)",1,
57377696,False,,residential,False,74.101,Rua Rebelo de Carvalho,50,"LINESTRING (-8.2014365 41.36336, -8.202046 41.3628754)",,
143612984,False,,tertiary,False,54.095,Avenida da Liberdade,90,"LINESTRING (-8.2014365 41.36336, -8.2009484 41.3630399)",,
143612984,False,,tertiary,True,115.557,Avenida da Liberdade,90,"LINESTRING (-8.2014365 41.36336, -8.2023467 41.3639504, -8.2024844 41.3640393)",,
357824542,True,,residential,False,176.299,Rua Rebelo de Carvalho,50,"LINESTRING (-8.2014365 41.36336, -8.2004443 41.3642902, -8.2001397 41.3645727, -8.2001144 41.3645966)",,
237138653,False,,tertiary,False,34.633,,,"LINESTRING (-8.1992247 41.3613853, -8.1995252 41.3616001)",,
134924136,True,,tertiary,False,46.863,,,"LINESTRING (-8.1992247 41.3613853, -8.199258 41.3613092, -8.199252 41.3612433, -8.1992162 41.361183, -8.1991427 41.361129, -8.1990615 41.3611036, -8.1989736 41.3611006)",2,roundabout
232073622,False,,residential,False,120.243,,,"LINESTRING (-8.2033143 41.3647406, -8.2021245 41.3653505)",,
143612984,False,,tertiary,False,105.052,Avenida da Liberdade,90,"LINESTRING (-8.2033143 41.3647406, -8.2029354 41.3643354, -8.2026133 41.3641225, -8.2024844 41.3640393)",,
134924135,False,,tertiary,False,88.08800000000001,,,"LINESTRING (-8.1989736 41.3611006, -8.1989589 41.3608541, -8.1989263 41.3603092)",,
