osmid,lanes,highway,oneway,reversed,length,name,maxspeed,geometry,ref
135931624,,residential,False,False,172.861,Rua Padre António Diogo,50,"LINESTRING (-8.7347287 40.6165159, -8.7347608 40.6161505, -8.7347608 40.6156877, -8.7346549 40.6149666)",
135931624,,residential,False,True,156.726,Rua Padre António Diogo,50,"LINESTRING (-8.7347287 40.6165159, -8.7345586 40.6175292, -8.7344944 40.6179141)",
160364465,,residential,False,False,292.049,Rua do Jeremias,,"LINESTRING (-8.7347287 40.6165159, -8.7359869 40.6167215, -8.7381464 40.6169052)",
160364487,,residential,False,False,113.916,,50,"LINESTRING (-8.7347287 40.6165159, -8.7334566 40.6163373, -8.7334016 40.6163296)",
237028157,,tertiary,False,True,14.663,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7332504 40.6173689, -8.7332679 40.6172377)",EM 591
504329980,,residential,True,False,90.122,,,"LINESTRING (-8.7332504 40.6173689, -8.7333185 40.6173813, -8.7336449 40.6174407, -8.7336971 40.6172701, -8.7333456 40.6172436, -8.7333066 40.6172406, -8.7332679 40.6172377)",
135997629,,residential,False,False,324.028,Rua da Encarnação,50,"LINESTRING (-8.7332504 40.6173689, -8.7331633 40.6173415, -8.729704 40.6162532)",
237028157,,tertiary,False,False,52.126,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7332504 40.6173689, -8.7332278 40.617462, -8.7331586 40.6177466, -8.7331384 40.6178299)",EM 591
236869540,,residential,False,True,113.515,Rua da Igreja,50,"LINESTRING (-8.7331384 40.6178299, -8.7331762 40.6178397, -8.7332348 40.6178549, -8.7342859 40.6181276, -8.734411 40.6181601)",
237028157,,tertiary,False,False,90.113,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7331384 40.6178299, -8.732975 40.6183311, -8.7328525 40.6186101)",EM 591
237028157,,tertiary,False,True,52.126,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7331384 40.6178299, -8.7331586 40.6177466, -8.7332278 40.617462, -8.7332504 40.6173689)",EM 591
135931624,,residential,False,True,28.245,Rua Padre António Diogo,50,"LINESTRING (-8.7344944 40.6179141, -8.734411 40.6181601)",
135931624,,residential,False,False,156.726,Rua Padre António Diogo,50,"LINESTRING (-8.7344944 40.6179141, -8.7345586 40.6175292, -8.7347287 40.6165159)",
160364474,,residential,False,False,295.24199999999996,Rua do Sol Poente,,"LINESTRING (-8.7344944 40.6179141, -8.7367571 40.6181918, -8.7379475 40.6183379)",
135931624,,residential,False,False,28.245,Rua Padre António Diogo,50,"LINESTRING (-8.734411 40.6181601, -8.7344944 40.6179141)",
135931624,,residential,False,True,94.461,Rua Padre António Diogo,50,"LINESTRING (-8.734411 40.6181601, -8.7343051 40.6185157, -8.7340612 40.6189639)",
236869540,,residential,False,False,113.515,Rua da Igreja,50,"LINESTRING (-8.734411 40.6181601, -8.7342859 40.6181276, -8.7332348 40.6178549, -8.7331762 40.6178397, -8.7331384 40.6178299)",
236869486,,residential,False,True,109.341,Rua Nossa Senhora de Lourdes,50,"LINESTRING (-8.7328525 40.6186101, -8.7328837 40.6186192, -8.7340612 40.6189639)",
237028157,,tertiary,False,False,148.706,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7328525 40.6186101, -8.7323624 40.6194954, -8.7322512 40.6197142, -8.7322126 40.6198537)",EM 591
237028157,,tertiary,False,True,90.113,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7328525 40.6186101, -8.732975 40.6183311, -8.7331384 40.6178299)",EM 591
135931624,,residential,False,True,110.785,Rua Padre António Diogo,50,"LINESTRING (-8.7340612 40.6189639, -8.7335654 40.6198864)",
135931624,,residential,False,False,94.461,Rua Padre António Diogo,50,"LINESTRING (-8.7340612 40.6189639, -8.7343051 40.6185157, -8.734411 40.6181601)",
236869486,,residential,False,False,109.341,Rua Nossa Senhora de Lourdes,50,"LINESTRING (-8.7340612 40.6189639, -8.7328837 40.6186192, -8.7328525 40.6186101)",
136551335,,residential,False,False,114.28099999999999,Rua da Liberdade,50,"LINESTRING (-8.7322126 40.6198537, -8.7334956 40.6198784, -8.7335654 40.6198864)",
237028157,,tertiary,False,False,78.792,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7322126 40.6198537, -8.7321468 40.6204376, -8.7321173 40.6205581)",EM 591
237028157,,tertiary,False,True,148.706,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7322126 40.6198537, -8.7322512 40.6197142, -8.7323624 40.6194954, -8.7328525 40.6186101)",EM 591
135931624,,residential,False,False,110.785,Rua Padre António Diogo,50,"LINESTRING (-8.7335654 40.6198864, -8.7340612 40.6189639)",
135931624,,residential,False,True,227.744,Rua Padre António Diogo,50,"LINESTRING (-8.7335654 40.6198864, -8.7335011 40.6199945, -8.7329798 40.6207299, -8.7327102 40.6211464, -8.7324952 40.6217553)",
136551335,,residential,False,False,112.201,Rua da Liberdade,50,"LINESTRING (-8.7335654 40.6198864, -8.7336435 40.6198989, -8.7337216 40.6198992, -8.7348904 40.6198396)",
136551335,,residential,False,True,114.28099999999999,Rua da Liberdade,50,"LINESTRING (-8.7335654 40.6198864, -8.7334956 40.6198784, -8.7322126 40.6198537)",
135997639,,residential,False,False,315.25100000000003,Rua João Carapelho,50,"LINESTRING (-8.7321173 40.6205581, -8.7315319 40.6203987, -8.7286686 40.6194711)",
237028157,,tertiary,False,False,124.351,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7321173 40.6205581, -8.7320651 40.6208544, -8.7319403 40.6211696, -8.731693 40.6216225)",EM 591
237028157,,tertiary,False,True,78.792,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7321173 40.6205581, -8.7321468 40.6204376, -8.7322126 40.6198537)",EM 591
135997658,,residential,False,False,69.297,Rua de Entrecampos,50,"LINESTRING (-8.731693 40.6216225, -8.7324952 40.6217553)",
135997658,,residential,False,True,91.03,Rua de Entrecampos,50,"LINESTRING (-8.731693 40.6216225, -8.7306959 40.6213104)",
237028157,,tertiary,False,True,124.351,Rua Professor Francisco Corujo,50,"LINESTRING (-8.731693 40.6216225, -8.7319403 40.6211696, -8.7320651 40.6208544, -8.7321173 40.6205581)",EM 591
135997658,,residential,False,True,69.297,Rua de Entrecampos,50,"LINESTRING (-8.7324952 40.6217553, -8.731693 40.6216225)",
135931624,,residential,False,False,227.744,Rua Padre António Diogo,50,"LINESTRING (-8.7324952 40.6217553, -8.7327102 40.6211464, -8.7329798 40.6207299, -8.7335011 40.6199945, -8.7335654 40.6198864)",
236873235,,residential,False,True,15.487,Rua Pedro Resende,50,"LINESTRING (-8.7298627 40.6145073, -8.7298564 40.6143681)",
236869541,,residential,False,True,318.277,Rua Manuel das Neves,50,"LINESTRING (-8.7298627 40.6145073, -8.7299416 40.6145169, -8.7306562 40.6146882, -8.7313806 40.614821, -8.7318959 40.6148496, -8.7322136 40.6148464, -8.7334862 40.6149355, -8.7335696 40.6149413)",
236873235,,residential,False,False,146.041,Rua Pedro Resende,50,"LINESTRING (-8.7298627 40.6145073, -8.7298835 40.6149471, -8.7298807 40.6150734, -8.7297651 40.6158152)",
236873235,,residential,False,False,48.976,Rua Pedro Resende,50,"LINESTRING (-8.7297651 40.6158152, -8.729704 40.6162532)",
236873235,,residential,False,True,146.041,Rua Pedro Resende,50,"LINESTRING (-8.7297651 40.6158152, -8.7298807 40.6150734, -8.7298835 40.6149471, -8.7298627 40.6145073)",
484910585,,unclassified,False,True,114.486,,,"LINESTRING (-8.7297651 40.6158152, -8.7296278 40.6157953, -8.7290927 40.615724, -8.7284329 40.6156222)",
236873235,,residential,False,True,48.976,Rua Pedro Resende,50,"LINESTRING (-8.729704 40.6162532, -8.7297651 40.6158152)",
135997629,,residential,False,True,324.028,Rua da Encarnação,50,"LINESTRING (-8.729704 40.6162532, -8.7331633 40.6173415, -8.7332504 40.6173689)",
236873235,,residential,False,False,370.228,Rua Pedro Resende,50,"LINESTRING (-8.729704 40.6162532, -8.7295782 40.6170546, -8.7293863 40.6179165, -8.7292804 40.6182155, -8.7286686 40.6194711)",
236872986,,residential,False,False,120.653,,50,"LINESTRING (-8.7286686 40.6194711, -8.7281789 40.6204905)",
135997639,,residential,False,True,315.25100000000003,Rua João Carapelho,50,"LINESTRING (-8.7286686 40.6194711, -8.7315319 40.6203987, -8.7321173 40.6205581)",
236873235,,residential,False,True,370.228,Rua Pedro Resende,50,"LINESTRING (-8.7286686 40.6194711, -8.7292804 40.6182155, -8.7293863 40.6179165, -8.7295782 40.6170546, -8.729704 40.6162532)",
236872986,,residential,False,True,120.653,,50,"LINESTRING (-8.7281789 40.6204905, -8.7286686 40.6194711)",
135997658,,residential,False,False,231.175,Rua de Entrecampos,50,"LINESTRING (-8.7281789 40.6204905, -8.730575 40.6212726, -8.7306959 40.6213104)",
135997658,,residential,False,False,91.03,Rua de Entrecampos,50,"LINESTRING (-8.7306959 40.6213104, -8.731693 40.6216225)",
135997656,,residential,False,False,200.476,Rua da Parada,50,"LINESTRING (-8.7306959 40.6213104, -8.7297799 40.6212912, -8.7288245 40.6213412, -8.7283363 40.6214276)",
135997658,,residential,False,True,231.175,Rua de Entrecampos,50,"LINESTRING (-8.7306959 40.6213104, -8.730575 40.6212726, -8.7281789 40.6204905)",
135997656,,residential,False,True,48.95,Rua da Parada,50,"LINESTRING (-8.7277732 40.621373, -8.7281686 40.6214526, -8.7283363 40.6214276)",
135997656,,residential,False,False,48.95,Rua da Parada,50,"LINESTRING (-8.7283363 40.6214276, -8.7281686 40.6214526, -8.7277732 40.621373)",
135997656,,residential,False,True,200.476,Rua da Parada,50,"LINESTRING (-8.7283363 40.6214276, -8.7288245 40.6213412, -8.7297799 40.6212912, -8.7306959 40.6213104)",
136551335,,residential,False,False,247.70100000000002,Rua da Liberdade,50,"LINESTRING (-8.7348904 40.6198396, -8.7352716 40.6198226, -8.7366194 40.6198112, -8.7376958 40.61984, -8.7378204 40.6198621)",
136551335,,residential,False,True,112.201,Rua da Liberdade,50,"LINESTRING (-8.7348904 40.6198396, -8.7337216 40.6198992, -8.7336435 40.6198989, -8.7335654 40.6198864)",
136551335,,residential,False,True,247.701,Rua da Liberdade,50,"LINESTRING (-8.7378204 40.6198621, -8.7376958 40.61984, -8.7366194 40.6198112, -8.7352716 40.6198226, -8.7348904 40.6198396)",
160364465,,residential,False,True,292.049,Rua do Jeremias,,"LINESTRING (-8.7381464 40.6169052, -8.7359869 40.6167215, -8.7347287 40.6165159)",
160364474,,residential,False,True,295.24199999999996,Rua do Sol Poente,,"LINESTRING (-8.7379475 40.6183379, -8.7367571 40.6181918, -8.7344944 40.6179141)",
"[687714786, 135931622]",,residential,False,False,69.182,Rua de Ílhavo,50,"LINESTRING (-8.7386399 40.6141552, -8.7385421 40.6141573, -8.7378892 40.6142036, -8.7378234 40.6142076)",
237028158,,secondary,False,False,77.909,Rua de Ílhavo,50,"LINESTRING (-8.7286863 40.6135972, -8.7277718 40.6135024)",EM 587
237028158,,secondary,False,True,97.945,Rua de Ílhavo,50,"LINESTRING (-8.7286863 40.6135972, -8.7298383 40.6137027)",EM 587
237028158,,secondary,False,False,111.316,Rua de Ílhavo,50,"LINESTRING (-8.7325301 40.6139448, -8.7312205 40.613827)",EM 587
237028158,,secondary,False,True,97.487,Rua de Ílhavo,50,"LINESTRING (-8.7325301 40.6139448, -8.7334323 40.6140262, -8.733677 40.614048)",EM 587
237028158,,secondary,False,True,111.316,Rua de Ílhavo,50,"LINESTRING (-8.7312205 40.613827, -8.7325301 40.6139448)",EM 587
237028158,,secondary,False,False,117.487,Rua de Ílhavo,50,"LINESTRING (-8.7312205 40.613827, -8.7311303 40.6138189, -8.7298383 40.6137027)",EM 587
237028161,,residential,False,False,63.061,,,"LINESTRING (-8.7336974 40.6135239, -8.7344339 40.6134288)",
237028159,,secondary,False,False,58.306,Rua do Carmo,50,"LINESTRING (-8.7336974 40.6135239, -8.7336893 40.6137004, -8.7336816 40.6138449, -8.7336787 40.6139726, -8.733677 40.614048)",EM 591
237028161,,residential,False,True,63.061,,,"LINESTRING (-8.7344339 40.6134288, -8.7336974 40.6135239)",
484910585,,unclassified,False,False,114.486,,,"LINESTRING (-8.7284329 40.6156222, -8.7290927 40.615724, -8.7296278 40.6157953, -8.7297651 40.6158152)",
237028157,,tertiary,False,False,14.663,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7332679 40.6172377, -8.7332504 40.6173689)",EM 591
237028157,,tertiary,False,True,101.605,Rua Professor Francisco Corujo,50,"LINESTRING (-8.7332679 40.6172377, -8.7333057 40.6169809, -8.7334016 40.6163296)",EM 591
