osmid,name,highway,oneway,reversed,length,lanes,geometry,tunnel
384932248,Rua David Lopes,residential,True,False,72.319,,"LINESTRING (-9.1208864 38.7269535, -9.1208055 38.7269768, -9.1201884 38.7271223, -9.1200911 38.7271481)",
1233478262,Rua Sousa Viterbo,residential,True,False,159.937,,"LINESTRING (-9.1208864 38.7269535, -9.120868 38.7268994, -9.1204014 38.7256409, -9.1203746 38.7255717)",
395478467,Parada do Alto de São João,tertiary,False,True,11.013,4,"LINESTRING (-9.1219106 38.7288054, -9.1218036 38.7287521)",
"[138228769, 395478468, 395478473]",Parada do Alto de São João,tertiary,False,False,153.183,4,"LINESTRING (-9.1219106 38.7288054, -9.1219934 38.7288467, -9.1221175 38.7289085, -9.1222773 38.7289882, -9.1223436 38.7290222, -9.1224126 38.7290575, -9.1225859 38.7291464, -9.122863 38.7292894, -9.122958 38.7293384, -9.1230192 38.72937, -9.1232797 38.7295045, -9.1233878 38.7295602)",
1263032593,Parada do Alto de São João,residential,True,False,250.43200000000004,,"LINESTRING (-9.1219106 38.7288054, -9.1219772 38.7287169, -9.1220313 38.7286626, -9.1220976 38.7286167, -9.1221245 38.7286003, -9.1221949 38.7285648, -9.1222827 38.7285254, -9.1224094 38.7284915, -9.1224879 38.7284779, -9.1225865 38.7284612, -9.1226622 38.7284539, -9.1227742 38.7284565, -9.1228795 38.7284753, -9.122969 38.7284972, -9.1230179 38.7285147, -9.123131 38.7285627, -9.1231839 38.7285893, -9.123251 38.7286302, -9.1233134 38.7286793, -9.1233771 38.7287384, -9.1234267 38.7287913, -9.1234689 38.7288514, -9.1235118 38.728932, -9.1235366 38.7289963, -9.1235527 38.7290622, -9.1235608 38.7291213, -9.1235608 38.7291731, -9.1235594 38.7292422, -9.1235501 38.7292966, -9.1235427 38.7293228, -9.1235346 38.7293515, -9.1235085 38.7294049, -9.1234666 38.729467, -9.1233878 38.7295602)",
"[8017332, 8017295]","['Rua Joseph Piel', 'Rua David Lopes']",residential,False,True,256.62800000000004,,"LINESTRING (-9.1217195 38.7267792, -9.1221024 38.7266954, -9.1221372 38.7266941, -9.1221654 38.7267025, -9.1221902 38.7267208, -9.1222057 38.7267485, -9.1225346 38.7275541, -9.1231063 38.7282593, -9.1231303 38.7282995, -9.1231363 38.7283315, -9.1231357 38.728367, -9.1231263 38.7284104, -9.1231055 38.7284619)",
395478478,Rua David Lopes,residential,True,False,74.82300000000001,,"LINESTRING (-9.1217195 38.7267792, -9.1209791 38.7269344, -9.1208864 38.7269535)",
395478480,Rua Lopes,residential,True,False,190.263,,"LINESTRING (-9.1217195 38.7267792, -9.1223237 38.7283253, -9.1223591 38.7284159)",
8168047,Estrada de Chelas,residential,False,True,116.78800000000001,,"LINESTRING (-9.1158296 38.7269031, -9.1157835 38.7268465, -9.1157361 38.7267884, -9.1156019 38.7265921, -9.1154819 38.7264165, -9.1154898 38.7263158, -9.1154929 38.7262915, -9.1155029 38.7262125, -9.1155394 38.7259257)",
8157779,Avenida Afonso III,tertiary,False,False,48.832,4,"LINESTRING (-9.1170916 38.7245189, -9.1172898 38.7245117, -9.1174317 38.7245065, -9.1176539 38.7244985)",
8157779,Avenida Afonso III,tertiary,False,True,63.309,4,"LINESTRING (-9.1170916 38.7245189, -9.1170358 38.7245209, -9.1163626 38.7245453)",
"[137622226, 137622235]",Rua Paio Peres Correia,residential,False,True,22.948,,"LINESTRING (-9.1170916 38.7245189, -9.1170952 38.7245646, -9.117102 38.7247251)",building_passage
"[8017314, 8017315]","['Rua Paio Peres Correia', 'Rua Dom Domingos Jardo']",residential,True,False,280.30600000000004,1,"LINESTRING (-9.117102 38.7247251, -9.1171233 38.7250492, -9.1170241 38.7250531, -9.117068 38.726338, -9.1170872 38.7266371, -9.1177714 38.7266212)",
"[137622226, 137622235]",Rua Paio Peres Correia,residential,False,False,22.948,,"LINESTRING (-9.117102 38.7247251, -9.1170952 38.7245646, -9.1170916 38.7245189)",building_passage
137622267,Rua Cruzado Osberno,residential,True,False,71.603,,"LINESTRING (-9.1162174 38.7247603, -9.1160173 38.724814, -9.1159451 38.7248984, -9.1159444 38.7249933, -9.1159427 38.7252366, -9.1159782 38.7252643)",
141530917,Rua Cruzado Osberno,residential,False,True,23.317999999999998,,"LINESTRING (-9.1162174 38.7247603, -9.1162164 38.72464, -9.1162162 38.7246122, -9.1162159 38.7245506)",
8168047,Estrada de Chelas,residential,False,False,41.324,,"LINESTRING (-9.1156068 38.7255578, -9.1155394 38.7259257)",
141530909,Rua B,residential,False,True,28.609,,"LINESTRING (-9.1156068 38.7255578, -9.1159362 38.7255453)",
8168047,Estrada de Chelas,residential,False,True,118.60600000000002,,"LINESTRING (-9.1156068 38.7255578, -9.1156297 38.7253268, -9.1155033 38.7250138, -9.1154767 38.7249479, -9.1154216 38.7247175, -9.1154235 38.7246477, -9.1154786 38.7245213)",
395478470,Parada do Alto de São João,residential,True,False,62.188,,"LINESTRING (-9.1223591 38.7284159, -9.1222418 38.7284531, -9.1222197 38.7284601, -9.1220883 38.7285177, -9.121995 38.7285763, -9.1218866 38.7286684, -9.1218036 38.7287521)",
8017314,Rua Dom Domingos Jardo,residential,True,False,97.62899999999999,1,"LINESTRING (-9.1177714 38.7266212, -9.1188112 38.7266012, -9.1188965 38.7266001)",
8017316,Rua Dom Fuas Roupinho,residential,True,False,236.25300000000001,,"LINESTRING (-9.1177714 38.7266212, -9.117767 38.7265415, -9.1176539 38.7244985)",
8017298,Rua Adolfo Coelho,residential,True,False,72.953,,"LINESTRING (-9.1203746 38.7255717, -9.120525 38.7255364, -9.1211798 38.7253824)",
395478473,Parada do Alto de São João,tertiary,False,True,10.484,4,"LINESTRING (-9.1234881 38.7296128, -9.1233878 38.7295602)",
395478470,Parada do Alto de São João,residential,True,False,30.07,,"LINESTRING (-9.1234881 38.7296128, -9.1235584 38.7295102, -9.1235843 38.7294729, -9.1236097 38.7294242, -9.1236323 38.7293678)",
8017294,Rua Braamcamp Freire,residential,True,False,160.76999999999998,,"LINESTRING (-9.1195647 38.7257622, -9.1195886 38.725824, -9.1200774 38.7270889, -9.1200911 38.7271481)",
8017298,Rua Adolfo Coelho,residential,True,False,73.382,,"LINESTRING (-9.1195647 38.7257622, -9.1202058 38.7256114, -9.1203746 38.7255717)",
395478480,Rua Lopes,residential,True,False,162.22,,"LINESTRING (-9.1211798 38.7253824, -9.1217195 38.7267792)",
"[8017332, 8017295]","['Rua David Lopes', 'Rua Joseph Piel']",residential,False,False,256.62800000000004,,"LINESTRING (-9.1231055 38.7284619, -9.1231263 38.7284104, -9.1231357 38.728367, -9.1231363 38.7283315, -9.1231303 38.7282995, -9.1231063 38.7282593, -9.1225346 38.7275541, -9.1222057 38.7267485, -9.1221902 38.7267208, -9.1221654 38.7267025, -9.1221372 38.7266941, -9.1221024 38.7266954, -9.1217195 38.7267792)",
395478470,Parada do Alto de São João,residential,True,False,67.078,,"LINESTRING (-9.1231055 38.7284619, -9.1230036 38.728423, -9.1229057 38.7283942, -9.1227736 38.7283723, -9.1226669 38.7283707, -9.1225784 38.7283796, -9.1224651 38.7283974, -9.1223591 38.7284159)",
8157779,Avenida Afonso III,tertiary,False,False,83.177,4,"LINESTRING (-9.1187725 38.7251912, -9.1187968 38.7255225, -9.1188068 38.7257057, -9.1188093 38.7258373, -9.1188154 38.7259384)",
8157779,Avenida Afonso III,tertiary,False,True,134.825,4,"LINESTRING (-9.1187725 38.7251912, -9.1185161 38.7249133, -9.1183028 38.724656, -9.1182534 38.7246084, -9.1181993 38.7245699, -9.1181121 38.7245233, -9.1180179 38.7244949, -9.1177448 38.7244952, -9.1176539 38.7244985)",
85328463,Calçada das Lajes,residential,False,False,25.28,,"LINESTRING (-9.1187725 38.7251912, -9.1187526 38.7250372, -9.1187433 38.724965)",
85328463,Calçada das Lajes,residential,False,True,25.28,,"LINESTRING (-9.1187433 38.724965, -9.1187526 38.7250372, -9.1187725 38.7251912)",
83390498,Vila de São João,residential,False,True,40.132,,"LINESTRING (-9.1164068 38.7258597, -9.1163132 38.7258438, -9.116047 38.7258611, -9.115948 38.7258704)",
395478473,Parada do Alto de São João,tertiary,False,False,10.484,4,"LINESTRING (-9.1233878 38.7295602, -9.1234881 38.7296128)",
"[395478473, 395478468, 138228769]",Parada do Alto de São João,tertiary,False,True,153.18300000000002,4,"LINESTRING (-9.1233878 38.7295602, -9.1232797 38.7295045, -9.1230192 38.72937, -9.122958 38.7293384, -9.122863 38.7292894, -9.1225859 38.7291464, -9.1224126 38.7290575, -9.1223436 38.7290222, -9.1222773 38.7289882, -9.1221175 38.7289085, -9.1219934 38.7288467, -9.1219106 38.7288054)",
8157779,Avenida Afonso III,tertiary,False,False,12.741,4,"LINESTRING (-9.1162159 38.7245506, -9.1162626 38.7245489, -9.116352 38.7245457, -9.1163626 38.7245453)",
"[8157779, 8017763]","['Avenida Afonso III', 'Rua Nélson de Barros']",tertiary,False,"[False, True]",64.96300000000001,4,"LINESTRING (-9.1162159 38.7245506, -9.1157017 38.7245714, -9.1156355 38.7245653, -9.1155809 38.7245547, -9.1155256 38.7245389, -9.1154786 38.7245213)",
141530917,Rua Cruzado Osberno,residential,False,False,23.317999999999998,,"LINESTRING (-9.1162159 38.7245506, -9.1162162 38.7246122, -9.1162164 38.72464, -9.1162174 38.7247603)",
141530910,Rua Cruzado Osberno,residential,False,False,22.338,,"LINESTRING (-9.1159782 38.7252643, -9.1159894 38.725465)",
"[141530912, 692813818, 137622267]",Rua Cruzado Osberno,residential,True,False,109.74300000000001,,"LINESTRING (-9.1159782 38.7252643, -9.1161515 38.7252625, -9.1162112 38.7252582, -9.1164865 38.7252539, -9.1164829 38.724996, -9.1164797 38.7249291, -9.1162174 38.7247603)",building_passage
8157779,Avenida Afonso III,tertiary,False,False,134.825,4,"LINESTRING (-9.1176539 38.7244985, -9.1177448 38.7244952, -9.1180179 38.7244949, -9.1181121 38.7245233, -9.1181993 38.7245699, -9.1182534 38.7246084, -9.1183028 38.724656, -9.1185161 38.7249133, -9.1187725 38.7251912)",
8157779,Avenida Afonso III,tertiary,False,True,48.832,4,"LINESTRING (-9.1176539 38.7244985, -9.1174317 38.7245065, -9.1172898 38.7245117, -9.1170916 38.7245189)",
8168047,Estrada de Chelas,residential,False,True,41.324,,"LINESTRING (-9.1155394 38.7259257, -9.1156068 38.7255578)",
83390498,Vila de São João,residential,False,False,17.388,,"LINESTRING (-9.1155394 38.7259257, -9.1157369 38.725899)",
8168047,Estrada de Chelas,residential,False,False,116.788,,"LINESTRING (-9.1155394 38.7259257, -9.1155029 38.7262125, -9.1154929 38.7262915, -9.1154898 38.7263158, -9.1154819 38.7264165, -9.1156019 38.7265921, -9.1157361 38.7267884, -9.1157835 38.7268465, -9.1158296 38.7269031)",
83390500,Rua A,residential,False,True,36.164,,"LINESTRING (-9.1159362 38.7255453, -9.115948 38.7258704)",
141530909,Rua B,residential,False,False,28.609,,"LINESTRING (-9.1159362 38.7255453, -9.1156068 38.7255578)",
141530909,Rua B,residential,False,True,11.98,,"LINESTRING (-9.1159362 38.7255453, -9.1160743 38.725545)",
141530910,Rua Cruzado Osberno,residential,False,True,22.338,,"LINESTRING (-9.1159894 38.725465, -9.1159782 38.7252643)",
1245349664,,unclassified,False,False,28.05,,"LINESTRING (-9.1236323 38.7293678, -9.1239505 38.7294127)",yes
395478470,Parada do Alto de São João,residential,True,False,120.61699999999998,,"LINESTRING (-9.1236323 38.7293678, -9.1236587 38.7292825, -9.1236687 38.7292009, -9.1236714 38.7291397, -9.1236654 38.7290717, -9.1236547 38.7290016, -9.1236285 38.7289294, -9.1236003 38.7288676, -9.1235514 38.7287845, -9.1235065 38.7287264, -9.1234387 38.7286547, -9.1233952 38.7286207, -9.123302 38.7285559, -9.1232007 38.7284978, -9.1231055 38.7284619)",
83390498,Vila de São João,residential,False,True,18.587,,"LINESTRING (-9.115948 38.7258704, -9.1157369 38.725899)",
83390500,Rua A,residential,False,False,36.164,,"LINESTRING (-9.115948 38.7258704, -9.1159362 38.7255453)",
83390498,Vila de São João,residential,False,False,40.132000000000005,,"LINESTRING (-9.115948 38.7258704, -9.116047 38.7258611, -9.1163132 38.7258438, -9.1164068 38.7258597)",
141530909,Rua B,residential,False,False,11.98,,"LINESTRING (-9.1160743 38.725545, -9.1159362 38.7255453)",
83390498,Vila de São João,residential,False,False,18.587,,"LINESTRING (-9.1157369 38.725899, -9.115948 38.7258704)",
83390498,Vila de São João,residential,False,True,17.388,,"LINESTRING (-9.1157369 38.725899, -9.1155394 38.7259257)",
141530925,Vila de São João,residential,False,False,23.504,,"LINESTRING (-9.1157369 38.725899, -9.115771 38.7261087)",
8157779,Avenida Afonso III,tertiary,False,False,63.309,4,"LINESTRING (-9.1163626 38.7245453, -9.1170358 38.7245209, -9.1170916 38.7245189)",
8157779,Avenida Afonso III,tertiary,False,True,12.741,4,"LINESTRING (-9.1163626 38.7245453, -9.116352 38.7245457, -9.1162626 38.7245489, -9.1162159 38.7245506)",
