osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,bridge,tunnel
118448915,Rua da Bela Vista,residential,False,False,23.057,"LINESTRING (-8.4974515 41.0607989, -8.4971806 41.0608346)",,,,,
118448905,Rampa do Picoto,residential,False,True,234.35,"LINESTRING (-8.4974515 41.0607989, -8.4974893 41.0609059, -8.4977402 41.061126, -8.4980654 41.0613982, -8.4984623 41.0617592, -8.4987798 41.0620063, -8.4990692 41.0622071, -8.4992959 41.0623621)",,,,,
1061835103,Estrada do Penedo,tertiary,False,True,369.34999999999997,"LINESTRING (-8.5019816 41.0687185, -8.501973 41.0686208, -8.5019974 41.0685397, -8.5020778 41.0684445, -8.5022482 41.0683872, -8.5024567 41.0683249, -8.5025615 41.0682468, -8.5026491 41.0680617, -8.5027293 41.0679632, -8.5028578 41.0678772, -8.503013 41.0678372, -8.5032537 41.0677882, -8.5033427 41.0677434, -8.503395 41.0676555, -8.5034137 41.06755, -8.5034071 41.0672624, -8.5034451 41.0671052, -8.5035277 41.0669817, -8.5037321 41.0668033, -8.5038758 41.0666332, -8.503984 41.0664638, -8.5040468 41.0662907, -8.5041444 41.066127)",EN 109-2,,,,
1061835105,Estrada da Praia,tertiary,False,False,129.093,"LINESTRING (-8.5019816 41.0687185, -8.5019788 41.0687757, -8.5019012 41.0689208, -8.5018144 41.0690264, -8.5017134 41.0690627, -8.5015919 41.069059, -8.5014201 41.0690163, -8.5008606 41.0688309, -8.5007947 41.0688268)",EN 109-2,,,,
118448857,Rua do Casal,tertiary,True,False,337.363,"LINESTRING (-8.5018303 41.067159, -8.5019011 41.0669763, -8.5019116 41.0669145, -8.5018887 41.0668297, -8.5018374 41.066731, -8.5018429 41.0666824, -8.5018851 41.0666323, -8.5021113 41.0665166, -8.502211 41.0664536, -8.5022927 41.0663801, -8.5023376 41.0663177, -8.5023868 41.0661245, -8.5024046 41.0660623, -8.5024419 41.0660075, -8.5025299 41.0659585, -8.5025881 41.0659262, -8.5026248 41.0658941, -8.502667 41.0658422, -8.5028193 41.0656166, -8.5028565 41.0655557, -8.5028831 41.0655001, -8.5029717 41.0652611, -8.5029801 41.0652215, -8.5029833 41.0651793, -8.5029806 41.0651388, -8.5029659 41.0651028, -8.5029382 41.0650676, -8.5027761 41.0649801, -8.5027318 41.0649528, -8.5026691 41.0648996, -8.5026252 41.0648366, -8.5025651 41.064725, -8.5024831 41.064575)",,50,yes,,
118448896,Rua do Cepo,tertiary,True,False,134.997,"LINESTRING (-8.5018303 41.067159, -8.5020357 41.0672289, -8.5021597 41.0672359, -8.5022343 41.0672236, -8.5023033 41.0671906, -8.5023918 41.0671404, -8.5024683 41.0671121, -8.5025462 41.0670974, -8.5026494 41.0671101, -8.5029438 41.0672036, -8.5029633 41.0672178, -8.5029748 41.0672339, -8.50298 41.0672567, -8.5029805 41.067275, -8.5029738 41.0673649, -8.5029682 41.0673988, -8.5029602 41.0674255, -8.502924 41.0674916)",,,,,
118449075,Rua da Carvalhosa,residential,False,False,49.863,"LINESTRING (-8.5027651 41.0628681, -8.5029968 41.0632811)",,,,,
118448910,Rua da Carvalhosa,residential,False,False,340.62,"LINESTRING (-8.5027651 41.0628681, -8.5024389 41.0627856, -8.501954 41.0626557, -8.5017518 41.0625869, -8.5015529 41.0624864, -8.5012405 41.0622624, -8.5012175 41.0621987, -8.5011637 41.0617161, -8.5010818 41.0616504, -8.5009486 41.0615964, -8.5007438 41.0615867, -8.5005774 41.0615732, -8.4997657 41.0613859, -8.4996889 41.0613512)",,,,,
"[118449028, 1071038334]","['Caminho do Chão de Água', 'Travessa do Caminho de Chão de Água']",residential,False,False,248.53800000000004,"LINESTRING (-8.5027651 41.0628681, -8.5025848 41.0630289, -8.5023749 41.063137, -8.5020983 41.0632355, -8.5018885 41.063292, -8.5018216 41.063322, -8.5018269 41.0634691, -8.5018832 41.0637528, -8.5019216 41.0640946, -8.5019242 41.0643977, -8.5019319 41.0646274, -8.5019331 41.0646931)",,,,,
118448863,Rua da Devesa de Baixo,residential,False,False,222.965,"LINESTRING (-8.5004555 41.0661159, -8.5003579 41.0662126, -8.5002534 41.066439, -8.5000512 41.0665827, -8.4999558 41.0666546, -8.499895 41.0667325, -8.4998636 41.0667867, -8.4998973 41.0668348, -8.4999539 41.0668695, -8.5000665 41.0669214, -8.5001182 41.0669575, -8.5001536 41.0670105, -8.5002355 41.0670414, -8.5003303 41.0670703, -8.5004199 41.0671147, -8.5005633 41.0671321, -8.5008261 41.0671291, -8.5009861 41.0671453, -8.5010771 41.0671277, -8.5011492 41.0671159, -8.5012534 41.0671243)",,,,,
