osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction,bridge
152646624,False,2,EN 3,Rua Serpa Pinto,primary,50,True,9.03,"LINESTRING (-8.7855846 39.1617586, -8.7855136 39.1618183)",,,
357538087,False,2,EN 3,Rua Serpa Pinto,primary,50,False,38.815,"LINESTRING (-8.7855846 39.1617586, -8.785886 39.1614993)",,,
147166011,False,,,Rua Doutor Marcelino Mesquita,residential,,True,199.734,"LINESTRING (-8.7855846 39.1617586, -8.7855038 39.1617214, -8.7853504 39.1616455, -8.7850961 39.1615675, -8.7849836 39.1615304, -8.7847206 39.1614427, -8.7844974 39.1613627, -8.7842721 39.1612753, -8.7840737 39.1612213, -8.7837228 39.1611433, -8.7834407 39.1611089)",,,
142259115,True,,,Rua Aida Cunha e Silva,residential,,False,48.784,"LINESTRING (-8.7891536 39.1575428, -8.7896184 39.1576872, -8.7896579 39.1577273)",,,
164152266,False,,EN 3,Rua 16 de Novembro,primary,50,True,33.817,"LINESTRING (-8.7891536 39.1575428, -8.789085 39.1576296, -8.7890391 39.1576827, -8.788893 39.1577622)",,,
88679275,True,1,,Rua Doutor Manuel Gomes,residential,,False,85.852,"LINESTRING (-8.7908271 39.1591461, -8.7909689 39.1591398, -8.7917391 39.1591056, -8.7918212 39.159102)",,,
"[142469761, 162699198]",False,3,,Avenida João de Deus,residential,50,True,164.182,"LINESTRING (-8.7908271 39.1591461, -8.7908225 39.1590875, -8.7908007 39.1587883, -8.7907505 39.1581682, -8.7907194 39.157771, -8.7907117 39.1576723)",,,
"[162699197, 162699199]",False,"['2', '3']",,Avenida João de Deus,residential,50,False,103.295,"LINESTRING (-8.7908271 39.1591461, -8.7908374 39.1592562, -8.7908635 39.1595349, -8.7909074 39.1600028, -8.7909139 39.1600726)",,,
90341435,True,,,Rua Manuel Correia Ramalho,residential,,False,102.002,"LINESTRING (-8.7918212 39.159102, -8.7918938 39.1600176)",,,
90341434,False,,,Rua Manuel Correia Ramalho,residential,,False,109.056,"LINESTRING (-8.7918212 39.159102, -8.7917638 39.1582573, -8.7917546 39.1581226)",,,
151482989,False,,,Avenida Mestre Cid,residential,,True,63.19,"LINESTRING (-8.7912471 39.160285, -8.7912988 39.1602636, -8.7918938 39.1600176)",,,
153392614,True,,,,residential,,False,16.473,"LINESTRING (-8.7912471 39.160285, -8.7911386 39.160275, -8.7910606 39.1602559)",,,
153392609,True,,,Avenida João de Deus,residential,,False,21.089,"LINESTRING (-8.7909139 39.1600726, -8.7908541 39.1602565)",,,
"[162699197, 162699199]",False,"['2', '3']",,Avenida João de Deus,residential,50,True,103.295,"LINESTRING (-8.7909139 39.1600726, -8.7909074 39.1600028, -8.7908635 39.1595349, -8.7908374 39.1592562, -8.7908271 39.1591461)",,,
151482989,False,,,Avenida Mestre Cid,residential,,False,63.19,"LINESTRING (-8.7918938 39.1600176, -8.7912988 39.1602636, -8.7912471 39.160285)",,,
90341434,False,,,Rua Manuel Correia Ramalho,residential,,False,54.879,"LINESTRING (-8.7917546 39.1581226, -8.7917133 39.1576301)",,,
91481751,True,,,Rua B,residential,,False,27.417,"LINESTRING (-8.7917546 39.1581226, -8.792072 39.1581076)",,,
90341434,False,,,Rua Manuel Correia Ramalho,residential,,True,109.056,"LINESTRING (-8.7917546 39.1581226, -8.7917638 39.1582573, -8.7918212 39.159102)",,,
141882711,True,,,Rua José Tagarro,residential,,False,15.908999999999999,"LINESTRING (-8.7860676 39.1585029, -8.7861437 39.1584761, -8.7862334 39.1584402)",,,
142469794,False,,,Rua Combatentes do Ultramar,residential,,True,18.066,"LINESTRING (-8.7838804 39.1599527, -8.7836794 39.1599068)",,,
141882711,True,,,Rua José Tagarro,residential,,False,84.866,"LINESTRING (-8.7838804 39.1599527, -8.7843811 39.1595559, -8.7845688 39.1594072)",,,
141882708,True,,,Rua Combatentes do Ultramar,residential,,False,120.90800000000002,"LINESTRING (-8.785043 39.1605533, -8.7847173 39.1604019, -8.7844847 39.1602501, -8.7842506 39.1601149, -8.7840341 39.1600047, -8.7838804 39.1599527)",,,
142469801,False,,,Travessa do Frois,residential,,False,79.306,"LINESTRING (-8.785043 39.1605533, -8.7847798 39.1608217, -8.7844867 39.1611213)",,,
149404136,False,,,Rua do Quintino,residential,,True,34.035,"LINESTRING (-8.7860113 39.1600257, -8.7861325 39.160317)",,,
142459282,False,,,,residential,,True,30.914,"LINESTRING (-8.7860113 39.1600257, -8.7859459 39.1600066, -8.7858627 39.1599567, -8.7857769 39.1599151, -8.7856991 39.1598943)",,,
149404138,True,,,Rua do Quintino,residential,,False,55.324,"LINESTRING (-8.7860113 39.1600257, -8.7860101 39.1598529, -8.7860262 39.1595284)",,,
141882709,True,,,Rua Combatentes do Ultramar,residential,,False,81.155,"LINESTRING (-8.7870088 39.1604203, -8.7869596 39.1603853, -8.786788 39.1603271, -8.7866109 39.1602938, -8.7864178 39.1602647, -8.7862569 39.1602563, -8.7861325 39.160317)",yes,,
152790092,True,,,Rua Batalhoz,residential,,False,61.815,"LINESTRING (-8.7870088 39.1604203, -8.7871527 39.160406, -8.7875413 39.1606268, -8.787614 39.1606681)",,,
"[142247185, 161028595]",False,2,"['EN 3', 'EN 114-2']","['Rua Serpa Pinto', 'Rua 5 de Outubro']",primary,50,False,123.91,"LINESTRING (-8.7870088 39.1604203, -8.7871197 39.1602785, -8.7871864 39.1601916, -8.7871957 39.1601252, -8.7871795 39.1600608, -8.787141 39.159994, -8.7868037 39.1594079)",,,
357538087,False,2,EN 3,Rua Serpa Pinto,primary,50,True,97.363,"LINESTRING (-8.7870088 39.1604203, -8.7865632 39.1608915, -8.7863271 39.1611181)",,,
141882707,False,,,Rua Combatentes do Ultramar,residential,,True,18.138,"LINESTRING (-8.7856686 39.1606623, -8.7858183 39.1605477)",,,
141882708,True,,,Rua Combatentes do Ultramar,residential,,False,58.352000000000004,"LINESTRING (-8.7856686 39.1606623, -8.7855274 39.1607014, -8.7854093 39.1606931, -8.7852591 39.1606349, -8.785043 39.1605533)",,,
141882713,False,,,Travessa da Amendoeira,residential,,True,40.769,"LINESTRING (-8.7856686 39.1606623, -8.78574 39.1607118, -8.7858599 39.1607888, -8.7860231 39.1609048)",,,
141882707,False,,,Rua Combatentes do Ultramar,residential,,False,19.794,"LINESTRING (-8.7861325 39.160317, -8.7859658 39.1604394)",,,
149404136,False,,,Rua do Quintino,residential,,False,34.035,"LINESTRING (-8.7861325 39.160317, -8.7860113 39.1600257)",,,
142247184,True,,,Travessa do Quintino,residential,,False,68.364,"LINESTRING (-8.7860262 39.1595284, -8.7864006 39.159473, -8.7868037 39.1594079)",yes,,
149404138,True,,,Rua do Quintino,residential,,False,114.096,"LINESTRING (-8.7860262 39.1595284, -8.7860316 39.1592123, -8.7860477 39.1588421, -8.7860676 39.1585029)",,,
142247185,False,2,EN 114-2,Rua 5 de Outubro,primary,50,True,19.869,"LINESTRING (-8.7861329 39.1582794, -8.7862334 39.1584402)",,,
142253984,False,2,,Largo Vasco da Gama,primary,50,True,61.123999999999995,"LINESTRING (-8.7861329 39.1582794, -8.7861736 39.1582204, -8.7864673 39.1577947)",,,
142247185,False,2,EN 114-2,Rua 5 de Outubro,primary,50,False,19.869,"LINESTRING (-8.7862334 39.1584402, -8.7861329 39.1582794)",,,
142247185,False,2,EN 114-2,Rua 5 de Outubro,primary,50,True,31.148,"LINESTRING (-8.7862334 39.1584402, -8.7863909 39.1586923)",,,
142247185,False,2,EN 114-2,Rua 5 de Outubro,primary,50,False,87.168,"LINESTRING (-8.7868037 39.1594079, -8.7863909 39.1586923)",,,
"[142247185, 161028595]",False,2,"['EN 3', 'EN 114-2']","['Rua Serpa Pinto', 'Rua 5 de Outubro']",primary,50,True,123.91,"LINESTRING (-8.7868037 39.1594079, -8.787141 39.159994, -8.7871795 39.1600608, -8.7871957 39.1601252, -8.7871864 39.1601916, -8.7871197 39.1602785, -8.7870088 39.1604203)",,,
141882713,False,,,Travessa da Amendoeira,residential,,False,35.349000000000004,"LINESTRING (-8.7863271 39.1611181, -8.7862891 39.1610924, -8.7861174 39.1609718, -8.7860231 39.1609048)",,,
357538087,False,2,EN 3,Rua Serpa Pinto,primary,50,False,97.363,"LINESTRING (-8.7863271 39.1611181, -8.7865632 39.1608915, -8.7870088 39.1604203)",,,
357538087,False,2,EN 3,Rua Serpa Pinto,primary,50,True,56.948,"LINESTRING (-8.7863271 39.1611181, -8.7859644 39.1614315, -8.785886 39.1614993)",,,
