osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access,tunnel
298110943,4,61,Kukučínova,primary,50,False,False,81.423,"LINESTRING (18.2359058 48.9971459, 18.2367179 48.9976482)",,,,
351243340,,61,Ľ. Štúra,primary,50,False,True,20.28,"LINESTRING (18.2359058 48.9971459, 18.235685 48.9970351)",,,,
1233097263,1,,Farská,residential,50,True,False,28.036,"LINESTRING (18.2359058 48.9971459, 18.2358402 48.9971851, 18.2357488 48.9971991, 18.2356538 48.9972103, 18.2355512 48.9972255)",,,,
1266207621,1,61,,primary,50,True,False,5.197,"LINESTRING (18.2334022 48.9962854, 18.2334294 48.9963286)",roundabout,,,
970835909,1,61,Ľ. Štúra,primary,50,True,False,49.165000000000006,"LINESTRING (18.2327961 48.9963263, 18.2326792 48.996263, 18.2325947 48.9962349, 18.2322128 48.9961087)",,,,
1266207620,1,61,,primary,50,True,False,14.141,"LINESTRING (18.2327961 48.9963263, 18.2328029 48.9962595, 18.2328487 48.9962073)",roundabout,,,
970835907,1,574,Pivovarská,secondary,50,True,False,20.216,"LINESTRING (18.2331488 48.9961907, 18.2332599 48.9961666, 18.2334019 48.9961181)",,,,
1266207621,1,61,,primary,50,True,False,21.585,"LINESTRING (18.2331488 48.9961907, 18.2332775 48.9962221, 18.233341 48.9962474, 18.2334022 48.9962854)",roundabout,,,
970835912,1,1930,J. L. Bellu,tertiary,,True,False,19.927,"LINESTRING (18.2330166 48.9964474, 18.2329206 48.9964799, 18.2328572 48.9965107, 18.232784 48.9965406)",,,,
1266207620,1,61,,primary,50,True,False,14.478,"LINESTRING (18.2330166 48.9964474, 18.2329158 48.9964217, 18.2328402 48.9963893)",roundabout,,,
"[206274972, 39472334]",,1921,Nádražná,tertiary,,False,"[False, True]",260.288,"LINESTRING (18.23679 49.001958, 18.236523 49.0017742, 18.2361426 49.0015123, 18.2360711 49.001463, 18.2352695 49.0008949, 18.2346305 49.0004644, 18.2344766 49.0003888, 18.2342601 49.0003244)",,,,
1080455609,2,61,Ľ. Štúra,primary,50,False,True,34.502,"LINESTRING (18.2305023 48.9952312, 18.2302824 48.9949565)",,,,
206273072,,,Ľ. Štúra,residential,,False,True,44.909,"LINESTRING (18.2305023 48.9952312, 18.23046 48.9952561, 18.230429 48.9952743, 18.2300441 48.9955009)",,,,
1201647092,2,61,Ľ. Štúra,primary,50,False,False,107.973,"LINESTRING (18.2305023 48.9952312, 18.2308786 48.9954924, 18.230959 48.9955375, 18.2315869 48.99589)",,,,
53470552,,,Sládkovičova,residential,,False,False,75.46799999999999,"LINESTRING (18.2315869 48.99589, 18.2315429 48.9959301, 18.2315012 48.9959681, 18.2311694 48.996271, 18.2310152 48.9964544)",,,,
"[1201647092, 52003261, 52003262]",2,61,Ľ. Štúra,primary,50,False,False,52.016000000000005,"LINESTRING (18.2315869 48.99589, 18.2318043 48.9959872, 18.23193 48.9960365, 18.2321348 48.9960888, 18.2322128 48.9961087)",,yes,,
1201647092,2,61,Ľ. Štúra,primary,50,False,True,107.97300000000001,"LINESTRING (18.2315869 48.99589, 18.230959 48.9955375, 18.2308786 48.9954924, 18.2305023 48.9952312)",,,,
1186987248,2,,Kpt. Nálepku,residential,50,False,False,113.045,"LINESTRING (18.2255203 48.9985326, 18.2244684 48.9977861)",,,,
1186987248,2,,Kpt. Nálepku,residential,50,False,True,26.052,"LINESTRING (18.2255203 48.9985326, 18.2257777 48.998695)",,,,
1186987249,2,,Kpt. Nálepku,residential,50,False,True,52.793,"LINESTRING (18.2255203 48.9985326, 18.225337 48.99855, 18.2251478 48.9985774, 18.2251393 48.99858, 18.2250701 48.9986016, 18.2248542 48.9986951)",,,,
1186987248,2,,Kpt. Nálepku,residential,50,False,True,113.045,"LINESTRING (18.2244684 48.9977861, 18.2255203 48.9985326)",,,,
1186987251,1,,Kpt. Nálepku,residential,,True,False,43.01,"LINESTRING (18.2248542 48.9986951, 18.2250918 48.9990491)",,,,
1186987249,2,,Kpt. Nálepku,residential,50,False,False,52.793000000000006,"LINESTRING (18.2248542 48.9986951, 18.2250701 48.9986016, 18.2251393 48.99858, 18.2251478 48.9985774, 18.225337 48.99855, 18.2255203 48.9985326)",,,,
1186987248,2,,Kpt. Nálepku,residential,50,False,False,26.052,"LINESTRING (18.2257777 48.998695, 18.2255203 48.9985326)",,,,
1186987248,2,,Kpt. Nálepku,residential,50,False,True,188.974,"LINESTRING (18.2257777 48.998695, 18.2276146 48.9997094, 18.2277203 48.9997619, 18.2277656 48.9997844)",,,,
53470541,2,,Štefánikova,living_street,20,False,True,363.81100000000004,"LINESTRING (18.2260998 48.9963804, 18.2279736 48.9951576, 18.2285141 48.9947698, 18.2286628 48.9946823, 18.2286912 48.9946749, 18.2287395 48.994689, 18.2288856 48.9947943, 18.2294562 48.9952894, 18.2295268 48.9953327)",,,yes,
1080455609,2,61,Ľ. Štúra,primary,50,False,False,34.502,"LINESTRING (18.2302824 48.9949565, 18.2305023 48.9952312)",,,,
53470550,2,,Hviezdoslavova,living_street,20,False,False,69.202,"LINESTRING (18.2302824 48.9949565, 18.2302285 48.9949834, 18.2301944 48.9950004, 18.2295268 48.9953327)",,,yes,
53470541,2,,Štefánikova,living_street,20,False,False,363.81100000000004,"LINESTRING (18.2295268 48.9953327, 18.2294562 48.9952894, 18.2288856 48.9947943, 18.2287395 48.994689, 18.2286912 48.9946749, 18.2286628 48.9946823, 18.2285141 48.9947698, 18.2279736 48.9951576, 18.2260998 48.9963804)",,,yes,
53470550,2,,Hviezdoslavova,living_street,20,False,False,158.996,"LINESTRING (18.2295268 48.9953327, 18.228304 48.9961622, 18.2280117 48.9963605)",,,yes,
53470550,2,,Hviezdoslavova,living_street,20,False,True,69.202,"LINESTRING (18.2295268 48.9953327, 18.2301944 48.9950004, 18.2302285 48.9949834, 18.2302824 48.9949565)",,,yes,
53470550,2,,Hviezdoslavova,living_street,20,False,True,158.996,"LINESTRING (18.2280117 48.9963605, 18.228304 48.9961622, 18.2295268 48.9953327)",,,yes,
232533677,2,,,residential,50,False,False,22.52,"LINESTRING (18.2362548 48.9959483, 18.2362238 48.9957468)",,,,
"[37427497, 56922183]",2,574,Pivovarská,secondary,50,False,False,207.565,"LINESTRING (18.2357667 48.9951079, 18.2354323 48.9952789, 18.234857 48.9955731, 18.2346909 48.9956351, 18.2344671 48.995681, 18.2343247 48.9957159, 18.2341276 48.9957729, 18.233715 48.9959471, 18.2336131 48.9959996, 18.2334702 48.9960724, 18.2334019 48.9961181)",,,,
