osmid,oneway,name,highway,maxspeed,reversed,length,geometry,width,lanes
258818394,True,Grösslingová,residential,30,False,100.016,"LINESTRING (17.1180977 48.1445252, 17.1180321 48.1445093, 17.1170367 48.1442675, 17.1168966 48.144234, 17.1168282 48.1442238)",,
"[258818394, 379890747, 379890746]",True,Grösslingová,residential,30,False,279.69599999999997,"LINESTRING (17.1168282 48.1442238, 17.1167564 48.1442208, 17.1167281 48.1442201, 17.116657 48.1442335, 17.1166123 48.1442297, 17.1165028 48.1442188, 17.1160277 48.14417, 17.1157343 48.1441409, 17.1156632 48.1441167, 17.1153574 48.1440599, 17.1149583 48.1439589, 17.1147329 48.1438806, 17.1146283 48.1438366, 17.1145721 48.1438099, 17.1140828 48.143562, 17.1138837 48.143456, 17.1137484 48.1433774, 17.1135379 48.1432622, 17.113506 48.1432395, 17.1134897 48.1432275)",3.4,2
1163099184,True,Bezručova,residential,30,False,63.256,"LINESTRING (17.1168282 48.1442238, 17.1168415 48.1441839, 17.1170143 48.1437137, 17.1170287 48.1436709)",,1
4418680,False,Bezručova,residential,30,False,66.682,"LINESTRING (17.1170287 48.1436709, 17.1170453 48.143622, 17.117211 48.1431317, 17.1172264 48.1430859)",,
133611379,True,Gajova,residential,30,False,43.346000000000004,"LINESTRING (17.1170287 48.1436709, 17.1170853 48.1436831, 17.1175789 48.1438019)",5.7,
133611383,True,Gajova,residential,30,False,98.165,"LINESTRING (17.1170287 48.1436709, 17.1169588 48.1436559, 17.1169513 48.1436536, 17.1162993 48.1434948, 17.1161358 48.1434531, 17.1158958 48.1433964, 17.1157856 48.1433689)",3.3,
17037653,True,Alžbetínska,residential,30,False,80.54100000000001,"LINESTRING (17.1157856 48.1433689, 17.1157974 48.1432571, 17.1158284 48.1429095, 17.1159329 48.1427095, 17.1159804 48.142668)",,
173009548,False,Gajova,residential,30,False,89.68900000000001,"LINESTRING (17.1157856 48.1433689, 17.1157397 48.1433547, 17.1156856 48.1433341, 17.1156525 48.1433206, 17.1152916 48.1431715, 17.1150483 48.143073, 17.1148275 48.142982, 17.1147502 48.1429532)",,
4453843,True,Sienkiewiczova,residential,30,False,103.47099999999999,"LINESTRING (17.1159804 48.142668, 17.1160306 48.1426855, 17.1167454 48.1429247, 17.1171613 48.1430638, 17.1172264 48.1430859)",3.4,1
"[475301161, 5041819]",True,"['Námestie SNP', 'Dunajská']",residential,30,False,277.972,"LINESTRING (17.1165366 48.1449302, 17.1164022 48.1449057, 17.1162981 48.1448727, 17.1162168 48.1448517, 17.1159089 48.1447714, 17.1153834 48.1446862, 17.1152771 48.1446521, 17.1151945 48.1446369, 17.1139638 48.1444326, 17.113715 48.1443843, 17.1134871 48.144313, 17.1131741 48.1442095, 17.1130685 48.144192, 17.1129763 48.1441866)",4,
227103334,True,,residential,30,False,31.371000000000002,"LINESTRING (17.1065621 48.1398665, 17.106639 48.1398142, 17.1066945 48.1397887, 17.1067536 48.1397668, 17.1069306 48.1397542)",,1
"[340753993, 256253550]",False,Rigeleho,residential,30,False,82.973,"LINESTRING (17.1065621 48.1398665, 17.1065583 48.1399407, 17.1065484 48.1400968, 17.1065379 48.1402623, 17.1065232 48.1404433, 17.1064907 48.1406107)",,"['2', '3']"
4418680,False,Bezručova,residential,30,False,73.857,"LINESTRING (17.1172264 48.1430859, 17.117247 48.1430302, 17.1173334 48.1427905, 17.1173705 48.1426875, 17.1174117 48.1425731, 17.1174616 48.1424405)",,
4418680,False,Bezručova,residential,30,True,66.682,"LINESTRING (17.1172264 48.1430859, 17.117211 48.1431317, 17.1170453 48.143622, 17.1170287 48.1436709)",,
