osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction
4305996,75,Galantská,primary,50,False,False,32.041000000000004,"LINESTRING (17.6491588 48.2082139, 17.6493518 48.2081434, 17.6494762 48.2080999, 17.6495399 48.2080778)",,,
4305996,75,Galantská,primary,50,False,True,142.78700000000003,"LINESTRING (17.6491588 48.2082139, 17.6489305 48.2082838, 17.6487467 48.2083607, 17.6485818 48.2084366, 17.648437 48.2085162, 17.6482559 48.2086198, 17.6481015 48.2087321, 17.6479378 48.2088675, 17.6478463 48.208958, 17.6477499 48.2090582)",,,
302136174,,Jesenského,residential,,False,True,191.865,"LINESTRING (17.6491588 48.2082139, 17.6491298 48.2083448, 17.6487924 48.2087842, 17.648659 48.2089673, 17.6485461 48.2092412, 17.648476 48.2092854, 17.648371 48.2092953, 17.6477499 48.2090582)",,,
4311435,1333,Fučíkova,tertiary,50,False,False,85.619,"LINESTRING (17.6438521 48.2050089, 17.6446696 48.205553)",2,,
4311435,1333,Fučíkova,tertiary,50,False,True,131.59,"LINESTRING (17.6438521 48.2050089, 17.643701 48.2049145, 17.6434925 48.2047946, 17.6428895 48.2045005, 17.6424426 48.2042915)",2,,
4384910,1337,Abrahámska,tertiary,50,False,False,146.663,"LINESTRING (17.6438521 48.2050089, 17.6437957 48.2050455, 17.6437215 48.205105, 17.6435337 48.2052365, 17.6435055 48.2052586, 17.6425258 48.2059875)",,,
4311435,1333,Fučíkova,tertiary,50,False,False,29.584,"LINESTRING (17.6377924 48.2020058, 17.6381119 48.2021653)",2,,
4384910,1337,Abrahámska,tertiary,50,False,False,47.830999999999996,"LINESTRING (17.6425258 48.2059875, 17.6424719 48.2060295, 17.6423498 48.2061112, 17.6422137 48.2061657, 17.6420056 48.2062321)",,,
4384910,1337,Abrahámska,tertiary,50,False,True,146.663,"LINESTRING (17.6425258 48.2059875, 17.6435055 48.2052586, 17.6435337 48.2052365, 17.6437215 48.205105, 17.6437957 48.2050455, 17.6438521 48.2050089)",,,
25791400,,Sigetská,residential,,False,False,351.904,"LINESTRING (17.6425258 48.2059875, 17.6430862 48.2063528, 17.6437329 48.2067824, 17.6445825 48.2073468, 17.6458953 48.2082175)",,,
377346140,1337,Abrahámska,tertiary,50,True,False,24.726,"LINESTRING (17.6382072 48.2088373, 17.6381689 48.2090582)",,,
"[23066613, 4384910]",1337,Abrahámska,tertiary,50,False,True,414.806,"LINESTRING (17.6382072 48.2088373, 17.6385117 48.2084264, 17.6386847 48.2081945, 17.6388256 48.2080247, 17.6389147 48.2079435, 17.6389846 48.2078999, 17.6390692 48.2078518, 17.639147 48.2078128, 17.63927 48.2077639, 17.6396361 48.2076441, 17.6398225 48.2075878, 17.6399696 48.2075221, 17.6401015 48.2074617, 17.640245 48.2073867, 17.640371 48.2073214, 17.6405011 48.2072299, 17.6407231 48.2070595, 17.6409596 48.2068603, 17.6412546 48.2066129, 17.6413855 48.2065112, 17.6415506 48.2063997, 17.6416727 48.2063449, 17.6418581 48.2062771, 17.6420056 48.2062321)",,,
"[23066613, 4384910]",1337,Abrahámska,tertiary,50,False,False,414.80600000000004,"LINESTRING (17.6420056 48.2062321, 17.6418581 48.2062771, 17.6416727 48.2063449, 17.6415506 48.2063997, 17.6413855 48.2065112, 17.6412546 48.2066129, 17.6409596 48.2068603, 17.6407231 48.2070595, 17.6405011 48.2072299, 17.640371 48.2073214, 17.640245 48.2073867, 17.6401015 48.2074617, 17.6399696 48.2075221, 17.6398225 48.2075878, 17.6396361 48.2076441, 17.63927 48.2077639, 17.639147 48.2078128, 17.6390692 48.2078518, 17.6389846 48.2078999, 17.6389147 48.2079435, 17.6388256 48.2080247, 17.6386847 48.2081945, 17.6385117 48.2084264, 17.6382072 48.2088373)",,,
4384910,1337,Abrahámska,tertiary,50,False,True,47.83099999999999,"LINESTRING (17.6420056 48.2062321, 17.6422137 48.2061657, 17.6423498 48.2061112, 17.6424719 48.2060295, 17.6425258 48.2059875)",,,
23066611,,Hviezdoslavova,residential,,False,True,87.78,"LINESTRING (17.6420056 48.2062321, 17.6419015 48.2061549, 17.6409769 48.2060859, 17.6408788 48.2060808)",,,
376869410,62,,primary,50,True,False,38.959,"LINESTRING (17.6386301 48.2094572, 17.6383057 48.2093663, 17.6381434 48.2093248)",,,
25796364,,Školská,residential,,True,False,241.387,"LINESTRING (17.6390984 48.2013041, 17.6391731 48.2013469, 17.6418934 48.2024167)",,,
25796405,1336,Košútska,tertiary,50,False,False,120.48100000000001,"LINESTRING (17.6390984 48.2013041, 17.6382639 48.2020318, 17.6381879 48.202098, 17.6381119 48.2021653)",,,
4311435,1333,Fučíkova,tertiary,50,False,True,29.584,"LINESTRING (17.6381119 48.2021653, 17.6377924 48.2020058)",2,,
4311435,1333,Fučíkova,tertiary,50,False,False,267.86899999999997,"LINESTRING (17.6381119 48.2021653, 17.6384432 48.2023426, 17.6387553 48.2025103, 17.6394203 48.2028561, 17.6399703 48.2031331, 17.640496 48.2033926, 17.6408518 48.2035537, 17.6409941 48.2036175)",2,,
25796405,1336,Košútska,tertiary,50,False,True,120.481,"LINESTRING (17.6381119 48.2021653, 17.6381879 48.202098, 17.6382639 48.2020318, 17.6390984 48.2013041)",,,
25791396,,Školská,residential,,False,True,78.8,"LINESTRING (17.6418934 48.2024167, 17.6423633 48.201781)",,,
25796364,,Školská,residential,,True,False,296.293,"LINESTRING (17.6418934 48.2024167, 17.6453387 48.2037685)",,,
"[937367408, 528731759]",,"['Fučíkova', 'Cukrovarská']",residential,,False,"[False, True]",201.01299999999998,"LINESTRING (17.6462146 48.2040681, 17.6454561 48.2048113, 17.6447554 48.2054899, 17.6446696 48.205553)",,,
528731759,,Cukrovarská,residential,,False,True,344.62199999999996,"LINESTRING (17.6462146 48.2040681, 17.64647 48.2040487, 17.6474434 48.2040208, 17.6480274 48.2039458, 17.6493552 48.2038504, 17.6499845 48.2038113, 17.6502504 48.2038541, 17.6508171 48.2039454)",,,
25791396,,Školská,residential,,False,False,78.8,"LINESTRING (17.6423633 48.201781, 17.6418934 48.2024167)",,,
4311435,1333,Fučíkova,tertiary,50,False,False,130.924,"LINESTRING (17.6409941 48.2036175, 17.6413904 48.2038039, 17.6420537 48.204108, 17.6422859 48.2042183, 17.6424426 48.2042915)",2,,
4311435,1333,Fučíkova,tertiary,50,False,True,267.86899999999997,"LINESTRING (17.6409941 48.2036175, 17.6408518 48.2035537, 17.640496 48.2033926, 17.6399703 48.2031331, 17.6394203 48.2028561, 17.6387553 48.2025103, 17.6384432 48.2023426, 17.6381119 48.2021653)",2,,
25796367,,Školská,residential,,False,True,113.386,"LINESTRING (17.6409941 48.2036175, 17.6411024 48.2034886, 17.6416815 48.2027067)",,,
23066611,,Hviezdoslavova,residential,,False,False,87.78,"LINESTRING (17.6408788 48.2060808, 17.6409769 48.2060859, 17.6419015 48.2061549, 17.6420056 48.2062321)",,,
25796367,,Školská,residential,,False,False,113.386,"LINESTRING (17.6416815 48.2027067, 17.6411024 48.2034886, 17.6409941 48.2036175)",,,
4311435,1333,Fučíkova,tertiary,50,False,True,85.619,"LINESTRING (17.6446696 48.205553, 17.6438521 48.2050089)",2,,
"[25787986, 4311435, 25787987]",1333,Fučíkova,tertiary,50,False,False,443.151,"LINESTRING (17.6446696 48.205553, 17.6448124 48.2056437, 17.6461934 48.2065617, 17.6464811 48.2067414, 17.6467213 48.2068765, 17.6467976 48.2069111, 17.6468696 48.2069405, 17.6469217 48.2069586, 17.6469776 48.206974, 17.6470377 48.2069876, 17.6471177 48.207005, 17.647197 48.2070202, 17.6473729 48.2070426, 17.6475654 48.2070609, 17.6479145 48.2070878, 17.6482904 48.2071244, 17.6483236 48.2071258, 17.6486353 48.2071609, 17.6487639 48.2071794, 17.6488826 48.2072052, 17.6490223 48.2072357, 17.6491703 48.2072782, 17.6493298 48.2073311, 17.6494313 48.2073792, 17.6495115 48.2074154, 17.6495812 48.2074547, 17.6496418 48.2074971)",2,yes,
"[937367408, 528731759]",,"['Fučíkova', 'Cukrovarská']",residential,,False,"[False, True]",201.01299999999998,"LINESTRING (17.6446696 48.205553, 17.6447554 48.2054899, 17.6454561 48.2048113, 17.6462146 48.2040681)",,,
528731759,,Cukrovarská,residential,,False,False,344.622,"LINESTRING (17.6508171 48.2039454, 17.6502504 48.2038541, 17.6499845 48.2038113, 17.6493552 48.2038504, 17.6480274 48.2039458, 17.6474434 48.2040208, 17.64647 48.2040487, 17.6462146 48.2040681)",,,
4305996,75,Galantská,primary,50,False,True,32.041,"LINESTRING (17.6495399 48.2080778, 17.6494762 48.2080999, 17.6493518 48.2081434, 17.6491588 48.2082139)",,,
351960115,75,Galantská,primary,50,True,False,23.955,"LINESTRING (17.6495399 48.2080778, 17.6496525 48.2079889, 17.6497188 48.2079002)",,,
