osmid,ref,highway,oneway,reversed,length,name,geometry,maxspeed,bridge,lanes,junction
87510855,1211,tertiary,False,False,25.555,,"LINESTRING (17.6874514 48.7808682, 17.6877948 48.780828)",,,,
42980618,1242,tertiary,False,False,34.787,Komenského,"LINESTRING (17.6895564 48.783032, 17.6894831 48.7827229)",,,,
132240643,,residential,False,True,31.708,Gen. M. R. Štefánika,"LINESTRING (17.6895564 48.783032, 17.6898475 48.782821)",,,,
88711419,1242,tertiary,False,True,50.586,Holubyho,"LINESTRING (17.6895564 48.783032, 17.6895558 48.7831491, 17.6895537 48.7833532, 17.6895493 48.7834869)",,,,
132240632,1242,tertiary,False,True,22.881,Komenského,"LINESTRING (17.6893473 48.7825376, 17.6894831 48.7827229)",,,,
85803356,,residential,False,True,28.897999999999996,,"LINESTRING (17.6893473 48.7825376, 17.6892082 48.7824811, 17.6891204 48.7824605, 17.6889826 48.7824595)",,,,
132240631,1242,tertiary,False,False,40.661,Komenského,"LINESTRING (17.6893473 48.7825376, 17.6893358 48.7823974, 17.6893526 48.7821724)",,,,
132240631,1242,tertiary,False,True,29.191,Komenského,"LINESTRING (17.6900509 48.7806997, 17.6898831 48.7809378)",,,,
42065489,1211,tertiary,False,False,181.205,SNP,"LINESTRING (17.6900509 48.7806997, 17.6904801 48.7805167, 17.690864 48.7803193, 17.6909086 48.7802955, 17.691766 48.7797504, 17.6919273 48.779646)",,,,
87510855,1211,tertiary,False,True,26.694000000000003,,"LINESTRING (17.6900509 48.7806997, 17.6898608 48.7807218, 17.6896906 48.7807345)",,,,
39523043,,residential,False,False,21.785,,"LINESTRING (17.6925155 48.7750153, 17.6922698 48.7751256)",,,,
39536175,,residential,False,False,50.294999999999995,,"LINESTRING (17.6925155 48.7750153, 17.6926751 48.7751788, 17.6927898 48.7752472, 17.6929114 48.7752912, 17.6930082 48.775301)",,,,
42980617,1238,tertiary,False,False,282.42,Dibrovova,"LINESTRING (17.6985769 48.7751551, 17.6985191 48.7752915, 17.6982128 48.77613, 17.6980091 48.7765003, 17.697543 48.7769825, 17.6972204 48.7773025, 17.6971365 48.7774801)",,,,
39523043,,residential,False,True,21.785,,"LINESTRING (17.6922698 48.7751256, 17.6925155 48.7750153)",,,,
42980616,,residential,False,False,64.73400000000001,Gen. M. R. Štefánika,"LINESTRING (17.6971365 48.7774801, 17.6970928 48.7776134, 17.6970374 48.7777495, 17.6968296 48.7780219)",,,,
42980617,1238,tertiary,False,True,282.42,Dibrovova,"LINESTRING (17.6971365 48.7774801, 17.6972204 48.7773025, 17.697543 48.7769825, 17.6980091 48.7765003, 17.6982128 48.77613, 17.6985191 48.7752915, 17.6985769 48.7751551)",,,,
132702824,581,secondary,False,False,76.93299999999999,Husitská cesta,"LINESTRING (17.6971365 48.7774801, 17.6968451 48.7774368, 17.6961114 48.7773306)",50,,,
39536175,,residential,False,True,50.295,,"LINESTRING (17.6930082 48.775301, 17.6929114 48.7752912, 17.6927898 48.7752472, 17.6926751 48.7751788, 17.6925155 48.7750153)",,,,
87505256,581,secondary,False,True,80.39,,"LINESTRING (17.6930082 48.775301, 17.6931543 48.775501, 17.6934242 48.7757856, 17.6935698 48.7759203)",,,,
132240643,,residential,False,False,31.708,Gen. M. R. Štefánika,"LINESTRING (17.6898475 48.782821, 17.6895564 48.783032)",,,,
87505257,,residential,False,True,76.482,Gen. M. R. Štefánika,"LINESTRING (17.6898475 48.782821, 17.6900241 48.7827593, 17.6903362 48.7826443, 17.6907313 48.7824574)",,,,
87510846,,residential,False,False,31.095,,"LINESTRING (17.6886096 48.7825929, 17.6889826 48.7824595)",,,,
132240631,1242,tertiary,False,False,53.035,Komenského,"LINESTRING (17.6893526 48.7821724, 17.6894195 48.7820819, 17.6894801 48.78198, 17.6896093 48.7817271)",,,,
132240631,1242,tertiary,False,True,40.661,Komenského,"LINESTRING (17.6893526 48.7821724, 17.6893358 48.7823974, 17.6893473 48.7825376)",,,,
87505252,,residential,False,True,92.44,,"LINESTRING (17.6944875 48.7753499, 17.6942001 48.7755285, 17.6939904 48.7756589, 17.6935698 48.7759203)",,,,
87505249,,residential,False,False,43.712,Hurbanova,"LINESTRING (17.6910115 48.7777154, 17.6914051 48.77742)",50,,,
"[85803361, 55995812]",,residential,False,"[False, True]",435.282,Námestie Slobody,"LINESTRING (17.6910115 48.7777154, 17.6911386 48.7777932, 17.691217 48.7778434, 17.6913057 48.7778995, 17.6915236 48.7780202, 17.6916444 48.7780884, 17.6919572 48.778383, 17.6926777 48.7788443, 17.692707 48.7788173, 17.6930383 48.7785827, 17.6931007 48.7785376, 17.6934155 48.778329, 17.6936218 48.7781875, 17.6937487 48.7780971, 17.6946985 48.7774029, 17.6950862 48.7771348)",,,,
87505251,,residential,False,True,170.225,Hurbanova,"LINESTRING (17.6910115 48.7777154, 17.6901022 48.7782447, 17.6895435 48.7785897, 17.6892819 48.7787371)",,,,
87510855,1211,tertiary,False,False,58.685,,"LINESTRING (17.6888903 48.7807555, 17.6896906 48.7807345)",,,,
87510855,1211,tertiary,False,True,80.67399999999999,,"LINESTRING (17.6888903 48.7807555, 17.6885601 48.7807752, 17.6884452 48.7807839, 17.6877948 48.780828)",,,,
87510846,,residential,False,True,31.095,,"LINESTRING (17.6889826 48.7824595, 17.6886096 48.7825929)",,,,
85803356,,residential,False,False,28.897999999999996,,"LINESTRING (17.6889826 48.7824595, 17.6891204 48.7824605, 17.6892082 48.7824811, 17.6893473 48.7825376)",,,,
132240636,,residential,True,False,41.943,,"LINESTRING (17.6889826 48.7824595, 17.6892568 48.782261, 17.6893526 48.7821724)",,,,
53169765,,residential,False,True,80.93799999999999,Hurbanova,"LINESTRING (17.6892819 48.7787371, 17.6886761 48.7791056, 17.6885821 48.7791657, 17.6884786 48.7792365)",,,,
85811393,,residential,False,False,104.292,Mierová,"LINESTRING (17.6892819 48.7787371, 17.6893478 48.7787819, 17.6896763 48.7790159, 17.6902439 48.7794283)",,,,
87505251,,residential,False,False,170.225,Hurbanova,"LINESTRING (17.6892819 48.7787371, 17.6895435 48.7785897, 17.6901022 48.7782447, 17.6910115 48.7777154)",,,,
87505249,,residential,False,True,136.071,Hurbanova,"LINESTRING (17.6935698 48.7759203, 17.6934761 48.7759803, 17.6928638 48.7764069, 17.6924039 48.7767228, 17.6922856 48.7768041)",50,,,
87505252,,residential,False,False,92.44,,"LINESTRING (17.6935698 48.7759203, 17.6939904 48.7756589, 17.6942001 48.7755285, 17.6944875 48.7753499)",,,,
87505256,581,secondary,False,False,80.39,,"LINESTRING (17.6935698 48.7759203, 17.6934242 48.7757856, 17.6931543 48.775501, 17.6930082 48.775301)",,,,
196196148,581,secondary,False,True,128.03199999999998,Mýtna,"LINESTRING (17.6935698 48.7759203, 17.6937156 48.7760481, 17.6940212 48.7762893, 17.6947245 48.7767832)",50,,,
87538360,,residential,False,False,539.471,Kozmonautov,"LINESTRING (17.6895493 48.7834869, 17.6896352 48.7834732, 17.6905733 48.7833605, 17.6908477 48.7832707, 17.6915235 48.782941, 17.6922079 48.782557, 17.6929132 48.7820169, 17.6943889 48.7809974, 17.6950438 48.7804521)",,,,
88711419,1242,tertiary,False,False,50.586,Holubyho,"LINESTRING (17.6895493 48.7834869, 17.6895537 48.7833532, 17.6895558 48.7831491, 17.6895564 48.783032)",,,,
87540309,,residential,False,False,70.756,Lipová,"LINESTRING (17.6948915 48.7783063, 17.6945647 48.7785517, 17.6943474 48.7787148, 17.6943633 48.778807)",,,,
87540309,,residential,False,True,177.66299999999998,Lipová,"LINESTRING (17.6948915 48.7783063, 17.6951626 48.7781182, 17.6952397 48.7780647, 17.6956206 48.7778003, 17.6956799 48.7777592, 17.6958148 48.777706, 17.6967711 48.7780066, 17.6968296 48.7780219)",,,,
87554230,,residential,False,True,54.623,,"LINESTRING (17.6948915 48.7783063, 17.694384 48.7779918, 17.6943477 48.7779703)",,,,
196196148,581,secondary,False,True,21.276,Mýtna,"LINESTRING (17.6947245 48.7767832, 17.6949328 48.7769165)",50,,,
"[87555641, 87543170]",,residential,False,"[False, True]",355.995,Hurbanova,"LINESTRING (17.6947245 48.7767832, 17.6946714 48.7768173, 17.6946527 48.7768346, 17.6944812 48.7769475, 17.6942403 48.7771137, 17.6938078 48.7774053, 17.6935536 48.777591, 17.6926167 48.7782681, 17.6923596 48.7781035, 17.6921248 48.7779174, 17.6919868 48.7777907, 17.6917135 48.7776097, 17.6914649 48.7774616, 17.6914051 48.77742)",,,,
196196148,581,secondary,False,False,128.032,Mýtna,"LINESTRING (17.6947245 48.7767832, 17.6940212 48.7762893, 17.6937156 48.7760481, 17.6935698 48.7759203)",50,,,
87505247,1211,tertiary,False,False,96.951,SNP,"LINESTRING (17.6943477 48.7779703, 17.6946822 48.7777355, 17.6949269 48.7775499, 17.6952425 48.7773282)",,,,
"[42065489, 87505250, 87505247]",1211,tertiary,False,True,257.304,SNP,"LINESTRING (17.6943477 48.7779703, 17.6938556 48.7783241, 17.6933208 48.7786846, 17.6931423 48.7788045, 17.692993 48.7788998, 17.6928968 48.7789682, 17.6927985 48.7790417, 17.6925069 48.7792484, 17.6924236 48.7793025, 17.6922041 48.7794632, 17.6920455 48.7795666, 17.6919273 48.779646)",,,,
87554230,,residential,False,False,54.623,,"LINESTRING (17.6943477 48.7779703, 17.694384 48.7779918, 17.6948915 48.7783063)",,,,
