osmid,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name,lanes,junction
"[65419170, 65418947, 1210827887, 51832496, 1210827889]",59,primary,50,False,False,326.612,yes,"LINESTRING (19.5512987 49.3309407, 19.5513611 49.3310329, 19.5514087 49.3311019, 19.5514814 49.3311908, 19.5515799 49.3313022, 19.5516907 49.3314258, 19.5518418 49.3315616, 19.5519731 49.3316705, 19.552102 49.3317685, 19.5521914 49.3318297, 19.5522774 49.3318905, 19.5523842 49.3319567, 19.5525765 49.3320786, 19.5527195 49.3321692, 19.5536165 49.3327375, 19.5540838 49.3330418, 19.5542378 49.3331384)",,,
"[871738657, 77359495]",2303,tertiary,,False,True,63.38,,"LINESTRING (19.5512987 49.3309407, 19.5512432 49.3309583, 19.5506985 49.3311327, 19.5505107 49.3311879)","['Družstevná', 'Sídlisko']",,
"[65419170, 65418947, 1210827887, 51832496, 1210827889]",59,primary,50,False,True,326.6119999999999,yes,"LINESTRING (19.5542378 49.3331384, 19.5540838 49.3330418, 19.5536165 49.3327375, 19.5527195 49.3321692, 19.5525765 49.3320786, 19.5523842 49.3319567, 19.5522774 49.3318905, 19.5521914 49.3318297, 19.552102 49.3317685, 19.5519731 49.3316705, 19.5518418 49.3315616, 19.5516907 49.3314258, 19.5515799 49.3313022, 19.5514814 49.3311908, 19.5514087 49.3311019, 19.5513611 49.3310329, 19.5512987 49.3309407)",,,
165225648,59,primary,50,True,False,47.237,,"LINESTRING (19.5542378 49.3331384, 19.5545724 49.3333336, 19.5547519 49.3333951)",,,
165225622,,residential,,True,False,12.108,,"LINESTRING (19.5550302 49.3333452, 19.5549802 49.3334491)",Hviezdoslavova,,
65999711,,residential,,False,True,162.401,,"LINESTRING (19.5550302 49.3333452, 19.5552731 49.3331401, 19.5552965 49.333122, 19.5555444 49.3329313, 19.5562402 49.332441, 19.5563976 49.3323302, 19.5565537 49.332291)",Hviezdoslavova,,
165225641,59,primary,50,False,False,168.152,,"LINESTRING (19.5569213 49.3347594, 19.5574018 49.3348751, 19.5576286 49.3349422, 19.557882 49.3350202, 19.5584484 49.3352004, 19.5585905 49.3352437, 19.5587435 49.335296, 19.558872 49.3353429, 19.5590218 49.3353978)",Vojtaššákova,2,
165225641,59,primary,50,False,True,156.337,,"LINESTRING (19.5569213 49.3347594, 19.5568566 49.3347425, 19.5566175 49.3346792, 19.5565045 49.3346466, 19.5564085 49.3346113, 19.5562987 49.3345635, 19.556183 49.3345035, 19.5559925 49.3343975, 19.5558781 49.3343317, 19.5558075 49.3342891, 19.5557497 49.3342495, 19.5556409 49.3341625, 19.5553222 49.3338619)",Vojtaššákova,2,
359744090,,residential,,False,True,48.346000000000004,,"LINESTRING (19.5569213 49.3347594, 19.5568831 49.3347989, 19.5565655 49.3351272)",SNP,,
165225641,59,primary,50,False,False,110.06299999999999,,"LINESTRING (19.5590218 49.3353978, 19.5592017 49.3354657, 19.5593748 49.3355446, 19.5595807 49.3356486, 19.5596827 49.3357014, 19.5597902 49.3357619, 19.5598894 49.3358189, 19.559986 49.3358794, 19.5600853 49.3359507, 19.5601842 49.3360268)",Vojtaššákova,2,
