osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,junction,bridge,access
"[368601536, 1271116196]",True,Slovenská,residential,False,101.094,"LINESTRING (21.282151 49.2964568, 21.2821635 49.2964976, 21.282189 49.2966798, 21.2821143 49.2967475, 21.2820241 49.2967898, 21.2817225 49.2968077, 21.281486 49.296823, 21.2814191 49.2967937, 21.281395 49.2967457, 21.2813807 49.2966731)",,,,,,
276175970,False,Hurbanova,residential,True,152.80100000000002,"LINESTRING (21.2693466 49.2950328, 21.2694121 49.2950329, 21.2695035 49.2950306, 21.2699923 49.2950334, 21.2713057 49.2950346, 21.2714536 49.2950347)",,,,,,
757931519,False,Štefánikova,tertiary,True,117.23899999999999,"LINESTRING (21.2693466 49.2950328, 21.2694445 49.2946337, 21.2695237 49.2943107, 21.2695745 49.2941007, 21.2696031 49.2939918)",50,,,,,
"[369363866, 72021612]",True,Dlhý rad,residential,False,284.551,"LINESTRING (21.2706902 49.293883, 21.2706644 49.2939739, 21.2705926 49.2942171, 21.271148 49.2942952, 21.2713918 49.2943256, 21.2715482 49.2943452, 21.2729935 49.2945396, 21.2728387 49.2950894, 21.272832 49.2951155, 21.2728217 49.2951496)",,,,,,
435331245,False,Dlhý rad,tertiary,False,77.105,"LINESTRING (21.2706902 49.293883, 21.2713841 49.2939228, 21.2717488 49.2939475)",50,,,,,
435331245,False,Dlhý rad,tertiary,True,58.141,"LINESTRING (21.2706902 49.293883, 21.2704522 49.2938617, 21.2699878 49.2938286, 21.2698936 49.2938251)",50,,,,,
23114097,False,Jiráskova,tertiary,False,88.417,"LINESTRING (21.2717488 49.2939475, 21.2717403 49.2938836, 21.2717173 49.2937235, 21.2716914 49.2935436, 21.2716393 49.2932624, 21.2716197 49.2931569)",50,,,,,
60336153,False,Dlhý rad,tertiary,False,297.4579999999999,"LINESTRING (21.2717488 49.2939475, 21.2720458 49.2939689, 21.2724562 49.293996, 21.2726124 49.2940096, 21.2727767 49.2940244, 21.2729598 49.2940432, 21.2731314 49.2940655, 21.2732421 49.2940822, 21.2735157 49.2941259, 21.2736243 49.2941455, 21.2737805 49.2941714, 21.2740722 49.2942256, 21.2742536 49.2942585, 21.2747495 49.2943494, 21.2752517 49.2944408, 21.2755031 49.294489, 21.2757412 49.2945329)",50,,,,,
435331245,False,Dlhý rad,tertiary,True,77.105,"LINESTRING (21.2717488 49.2939475, 21.2713841 49.2939228, 21.2706902 49.293883)",50,,,,,
368802153,True,Slovenská,primary,False,18.122,"LINESTRING (21.2806534 49.2965159, 21.2805959 49.2963573)",50,2,77,,,
813150459,True,Nový sad,residential,False,18.486,"LINESTRING (21.2806534 49.2965159, 21.2804065 49.2964745)",,,,,,
32874192,False,Nový sad,residential,True,248.465,"LINESTRING (21.2788727 49.2963773, 21.2787471 49.296368, 21.2783358 49.2963377, 21.2777823 49.2962967, 21.2770772 49.2962597, 21.2770358 49.2962575, 21.2764909 49.2962279, 21.2759321 49.2961977, 21.2755456 49.2961753, 21.2754811 49.2961732, 21.2754612 49.2961721)",,,,,,
"[368802165, 276612071]",False,Českej Lípy,residential,False,245.61999999999998,"LINESTRING (21.2788727 49.2963773, 21.2788782 49.2963319, 21.2788818 49.2963022, 21.2789212 49.2957919, 21.2789606 49.2954487, 21.2774745 49.2952315, 21.2770475 49.2951697)",,,,,,
276625560,False,Českej Lípy,residential,False,76.639,"LINESTRING (21.2788727 49.2963773, 21.2788621 49.2964509, 21.278797 49.2969039, 21.2787792 49.2970638)",,,,,,
"[368802150, 24194334]",False,Nový sad,residential,True,111.751,"LINESTRING (21.2788727 49.2963773, 21.2789521 49.2963824, 21.278983 49.2963844, 21.2793852 49.2964104, 21.2801556 49.2964603, 21.2801829 49.2964622, 21.2804065 49.2964745)",,,,,,
1271169357,True,Františkánov,residential,False,53.16,"LINESTRING (21.2741263 49.2914719, 21.2738724 49.2914492, 21.2734 49.2914074)",,,,,,
32873286,True,Kláštorská,residential,False,146.69899999999998,"LINESTRING (21.2737746 49.2927706, 21.2737796 49.2927496, 21.2739253 49.2921298, 21.2739303 49.292109, 21.274028 49.2918041, 21.2740796 49.2916524, 21.274118 49.291498, 21.2741263 49.2914719)",,,,,,
"[71907219, 254498198]",True,"['M. V. Miškovského', 'Kláštorská']",residential,False,190.028,"LINESTRING (21.2737746 49.2927706, 21.2737722 49.2927968, 21.2737695 49.2928215, 21.2737478 49.293058, 21.2737414 49.2931226, 21.2737376 49.2931612, 21.2737333 49.293219, 21.273728 49.293402, 21.2736508 49.2933988, 21.2734547 49.2933963, 21.2732318 49.293391, 21.2731744 49.2933718, 21.273127 49.2933564, 21.2730791 49.2933335, 21.2730373 49.2933044, 21.2730171 49.2932842, 21.2730015 49.2932685, 21.2729779 49.2932324, 21.272895 49.2930117, 21.2728568 49.2927753, 21.2728549 49.2927523, 21.2728529 49.2927247)",,,,,,
368450074,True,,tertiary,False,13.93,"LINESTRING (21.2714211 49.2926587, 21.2714239 49.2926274, 21.2714402 49.292598, 21.2714687 49.2925727, 21.2715069 49.2925538)",50,,,roundabout,,
387720682,True,Partizánska,tertiary,False,40.98,"LINESTRING (21.2714211 49.2926587, 21.2712903 49.2926026, 21.2709038 49.2925163)",,,,,,
"[60336147, 1268140447]",False,Jiráskova,tertiary,True,218.374,"LINESTRING (21.2750428 49.2896878, 21.2749798 49.2896822, 21.2749148 49.2897164, 21.2748215 49.2897617, 21.2746603 49.2898562, 21.2744806 49.2899725, 21.2744306 49.2900042, 21.2743697 49.2900353, 21.2742962 49.2900643, 21.2742758 49.2900713, 21.2742137 49.2900928, 21.2741862 49.2901013, 21.2740304 49.2901496, 21.2736618 49.2903107, 21.2732559 49.2905532, 21.2726962 49.290883)",50,3,,,,
276195322,True,,tertiary,False,20.389,"LINESTRING (21.2750428 49.2896878, 21.2750377 49.2896598, 21.27504 49.2896339, 21.275054 49.2896098, 21.2750785 49.2895894, 21.2751112 49.2895748, 21.2751491 49.2895672, 21.2751887 49.2895674)",50,1,,roundabout,,
276501070,False,Krátky rad,primary,False,35.963,"LINESTRING (21.278324 49.29043, 21.2784535 49.2907422)",50,4,77,,,
387713933,False,Starý blich,primary,True,30.191,"LINESTRING (21.278324 49.29043, 21.2782109 49.2901687)",70,4,77,,,
32873341,True,Šiancova,residential,False,32.841,"LINESTRING (21.278324 49.29043, 21.2781897 49.2904834, 21.2779004 49.2905228)",50,1,,,,
32873660,False,Sv. Jakuba,residential,False,87.743,"LINESTRING (21.2698086 49.2889775, 21.2698189 49.2889695, 21.2703386 49.2885673, 21.2706063 49.2883847)",50,,,,,
32873660,False,Sv. Jakuba,residential,True,204.28600000000003,"LINESTRING (21.2698086 49.2889775, 21.2696372 49.2891166, 21.2694991 49.2892784, 21.2694118 49.2894201, 21.2694038 49.2894331, 21.2691927 49.2898879, 21.2691769 49.2899217, 21.269141 49.2899985, 21.2690371 49.290221, 21.2690052 49.290307, 21.2689933 49.2903391, 21.2689696 49.2904029, 21.2689359 49.2904939, 21.2689231 49.2905283, 21.2689017 49.2905771, 21.2688726 49.2906368, 21.268847 49.290688)",50,,,,,
32873660,False,Sv. Jakuba,residential,True,87.74300000000001,"LINESTRING (21.2706063 49.2883847, 21.2703386 49.2885673, 21.2698189 49.2889695, 21.2698086 49.2889775)",50,,,,,
435253169,False,Krátky rad,primary,True,60.525,"LINESTRING (21.278643 49.2912723, 21.2784535 49.2907422)",50,4,77,,,
32873971,True,Veterná,residential,False,51.955,"LINESTRING (21.278643 49.2912723, 21.2784789 49.2912936, 21.2782676 49.2913316, 21.2782381 49.2913364, 21.2779509 49.2913918)",,,,,,
"[276501010, 374850892, 1271169358]",False,Pod lipkou,residential,True,37.774,"LINESTRING (21.278643 49.2912723, 21.2787898 49.2912457, 21.2790815 49.2911854, 21.2791414 49.2911738)",50,1,,,yes,
387713932,False,Krátky rad,primary,False,91.963,"LINESTRING (21.278643 49.2912723, 21.2786567 49.2913077, 21.2786692 49.29134, 21.2788278 49.2918168, 21.2789154 49.29208)",50,4,77,,,
368753497,True,Veterná,residential,False,11.316,"LINESTRING (21.2776235 49.291413, 21.2774694 49.291429)",,,,,,
"[71907225, 113553173]",True,"['Na Hradbách', 'Rhodyho']",residential,False,283.47999999999996,"LINESTRING (21.2776235 49.291413, 21.2776145 49.2913777, 21.2775805 49.2912251, 21.2775663 49.2911831, 21.2775422 49.2911475, 21.2775088 49.2911159, 21.2774542 49.2910823, 21.2773747 49.2910366, 21.2772708 49.2909885, 21.2771568 49.2909421, 21.2770133 49.2908962, 21.2768778 49.2908581, 21.2767015 49.2908205, 21.276509 49.2907925, 21.2763052 49.2907715, 21.2760799 49.290754, 21.2758572 49.2907466, 21.2756246 49.2907435, 21.2754921 49.2907457, 21.2754626 49.2907462, 21.275421 49.2907464, 21.2754223 49.2907747, 21.2754542 49.2914867, 21.2754563 49.2915337)",,,,,,
32873986,True,Stöcklova,residential,False,177.53500000000003,"LINESTRING (21.2774694 49.291429, 21.2775609 49.2919783, 21.2776646 49.2925774, 21.2776623 49.2926606, 21.2776526 49.2930185)",,,,,,
"[368753496, 73601606]",True,"['Veterná', 'Radničné námestie']",residential,False,106.02399999999999,"LINESTRING (21.2774694 49.291429, 21.2762161 49.2915246, 21.2761788 49.291528, 21.2761087 49.2915518, 21.2760437 49.2915859)",,,,,,
368753491,True,Na Hradbách,residential,False,220.59100000000004,"LINESTRING (21.2787567 49.2941071, 21.2787293 49.2941253, 21.2786796 49.2941582, 21.2786011 49.2942024, 21.2785466 49.2942274, 21.2784916 49.2942445, 21.2784415 49.2942544, 21.2783654 49.2942673, 21.2783436 49.294271, 21.2782752 49.2942774, 21.2782001 49.294277, 21.2781445 49.2942715, 21.2780271 49.2942479, 21.2776909 49.2941759, 21.2774411 49.2941224, 21.2772694 49.29409, 21.2772353 49.2940838, 21.2771977 49.2940769, 21.2769556 49.2940319, 21.2766931 49.2939753, 21.2763045 49.2939007, 21.2760227 49.2938527, 21.2759695 49.2938476, 21.2758948 49.2938403)",,,,,,
32874071,False,Kellerova,residential,False,109.74100000000001,"LINESTRING (21.2757412 49.2945329, 21.2757479 49.2946008, 21.2757443 49.2946653, 21.2757409 49.2946799, 21.275664 49.2949474, 21.2756098 49.2951361, 21.2755037 49.2955051)",40,,,,,
60336153,False,Dlhý rad,tertiary,True,297.45799999999997,"LINESTRING (21.2757412 49.2945329, 21.2755031 49.294489, 21.2752517 49.2944408, 21.2747495 49.2943494, 21.2742536 49.2942585, 21.2740722 49.2942256, 21.2737805 49.2941714, 21.2736243 49.2941455, 21.2735157 49.2941259, 21.2732421 49.2940822, 21.2731314 49.2940655, 21.2729598 49.2940432, 21.2727767 49.2940244, 21.2726124 49.2940096, 21.2724562 49.293996, 21.2720458 49.2939689, 21.2717488 49.2939475)",50,,,,,
435331246,False,Dlhý rad,tertiary,False,250.99699999999996,"LINESTRING (21.2757412 49.2945329, 21.2759333 49.2945691, 21.276439 49.294649, 21.2764659 49.2946528, 21.2772017 49.2947582, 21.27748 49.2947976, 21.2777289 49.2948333, 21.2788462 49.2949837, 21.2791212 49.2950164)",50,,,,,
368802151,True,Radničné námestie,residential,False,78.86399999999999,"LINESTRING (21.2758948 49.2938403, 21.2758217 49.2940607, 21.2757516 49.2942784, 21.2757038 49.2944202, 21.2757138 49.2944824, 21.2757412 49.2945329)",,,,,,
277879793,False,Štefánikova,tertiary,False,28.706,"LINESTRING (21.2698936 49.2938251, 21.2697316 49.2938819, 21.2696031 49.2939918)",50,,,,,
368802145,False,Dlhý rad,residential,True,45.788,"LINESTRING (21.2698936 49.2938251, 21.2698068 49.293817, 21.2696228 49.2938068, 21.2692651 49.2937866)",50,,,,,
435331245,False,Dlhý rad,tertiary,False,58.141,"LINESTRING (21.2698936 49.2938251, 21.2699878 49.2938286, 21.2704522 49.2938617, 21.2706902 49.293883)",50,,,,,
32874044,False,Fučíkova,residential,True,153.192,"LINESTRING (21.2754612 49.2961721, 21.2754379 49.2961699, 21.2753565 49.2961621, 21.2745151 49.2960812, 21.2739577 49.2960277, 21.2735181 49.2959855, 21.2733712 49.2959714)",,,,,,
32874071,False,Kellerova,residential,False,78.84299999999999,"LINESTRING (21.2754612 49.2961721, 21.2754583 49.2962254, 21.2754223 49.2968807)",40,,,,,
32874071,False,Kellerova,residential,True,74.23100000000001,"LINESTRING (21.2754612 49.2961721, 21.275466 49.296097, 21.2755037 49.2955051)",40,,,,,
32874192,False,Nový sad,residential,False,248.46500000000003,"LINESTRING (21.2754612 49.2961721, 21.2754811 49.2961732, 21.2755456 49.2961753, 21.2759321 49.2961977, 21.2764909 49.2962279, 21.2770358 49.2962575, 21.2770772 49.2962597, 21.2777823 49.2962967, 21.2783358 49.2963377, 21.2787471 49.296368, 21.2788727 49.2963773)",,,,,,
71907222,True,Radničné námestie,residential,False,148.577,"LINESTRING (21.2760437 49.2915859, 21.2760765 49.2916716, 21.2761147 49.2919274, 21.2761255 49.2920599, 21.2761313 49.2921942, 21.2761315 49.2923355, 21.2761389 49.292604, 21.2761032 49.2929171)",,,,,,
71907222,True,Radničné námestie,residential,False,53.857,"LINESTRING (21.2760262 49.2933636, 21.2758993 49.2938239, 21.2758948 49.2938403)",,,,,,
"[368753492, 368753493]",True,Radničné námestie,residential,False,225.111,"LINESTRING (21.2760262 49.2933636, 21.2759183 49.2933015, 21.2755112 49.2930225, 21.2753297 49.2928948, 21.2753697 49.2928388, 21.2754308 49.2922804, 21.2754898 49.2917328, 21.2754851 49.2916397, 21.2754563 49.2915337)",,,,,,
57733021,False,Fraňa Kráľa,residential,True,37.371,"LINESTRING (21.2772403 49.2897519, 21.2777429 49.2896778)",,,,,,
57733020,False,Pod brehom,residential,False,97.64699999999999,"LINESTRING (21.2772403 49.2897519, 21.277233 49.2897181, 21.2771796 49.2894927, 21.2771127 49.2888783)",,,,,,
57733021,False,Fraňa Kráľa,residential,False,104.288,"LINESTRING (21.2772403 49.2897519, 21.2759533 49.2899111, 21.2758938 49.2899301, 21.2758442 49.2899541)",,,,,,
57733020,False,Pod brehom,residential,True,97.647,"LINESTRING (21.2771127 49.2888783, 21.2771796 49.2894927, 21.277233 49.2897181, 21.2772403 49.2897519)",,,,,,
287131068,True,Hviezdoslavova,residential,False,67.037,"LINESTRING (21.2728529 49.2927247, 21.2737746 49.2927706)",,,,,,
387720686,False,Hviezdoslavova,residential,True,57.23,"LINESTRING (21.2728529 49.2927247, 21.2720677 49.2926733)",,,,,,
254498197,True,Baštová,residential,False,153.65900000000002,"LINESTRING (21.2728529 49.2927247, 21.2728522 49.2926784, 21.2728575 49.2925114, 21.2728896 49.2923085, 21.2729433 49.2921475, 21.2730164 49.2920252, 21.2731717 49.2917963, 21.2733142 49.2916071, 21.2733874 49.2914314, 21.2734 49.2914074)",,,,,,
435331247,True,Veterná,residential,False,23.861,"LINESTRING (21.2779509 49.2913918, 21.2776235 49.291413)",,,,,,
32874010,True,Na Hradbách,residential,False,313.01099999999997,"LINESTRING (21.2779509 49.2913918, 21.2779668 49.2914115, 21.2780198 49.291477, 21.2780976 49.2916029, 21.2781867 49.2918203, 21.2782652 49.2920503, 21.2783231 49.2922871, 21.2783803 49.2927149, 21.2783854 49.2927616, 21.2784069 49.2929173, 21.2784444 49.2930187, 21.2784846 49.2930902, 21.2785142 49.2931429, 21.2785362 49.2931823, 21.2785973 49.2932916, 21.2787019 49.2934368, 21.2788012 49.2936222, 21.278836 49.2937482, 21.2788415 49.2938102, 21.2788468 49.2938706, 21.2788414 49.2939406, 21.2788253 49.2940071, 21.2788092 49.2940438, 21.2788027 49.2940517, 21.2787567 49.2941071)",,,,,,delivery
72021626,True,Hurbanova,residential,False,100.17600000000002,"LINESTRING (21.2728217 49.2951496, 21.2723376 49.295097, 21.2717158 49.2950378, 21.271553 49.2950359, 21.2714536 49.2950347)",,,,,,
