osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction
220195199,False,,,residential,False,141.315,"LINESTRING (-15.4527709 12.2268607, -15.452287 12.2260192, -15.4521338 12.2257528)",,
220195201,False,,,residential,False,199.75099999999998,"LINESTRING (-15.4527709 12.2268607, -15.4523181 12.2271351, -15.4521055 12.2272566, -15.4511906 12.2277779)",Rua 1,
220195248,False,,,residential,False,189.224,"LINESTRING (-15.4519751 12.2218294, -15.4507399 12.2230288)",,
378618879,False,,,residential,False,128.357,"LINESTRING (-15.4519751 12.2218294, -15.4512186 12.2219316, -15.4511498 12.2219416, -15.4508057 12.2219915)",,
378618879,False,,,residential,True,43.512,"LINESTRING (-15.4519751 12.2218294, -15.4522368 12.2217838, -15.4523699 12.2217645)",,
184020212,False,2,R3,secondary,True,177.303,"LINESTRING (-15.4483701 12.2224349, -15.4486473 12.2225606, -15.4487701 12.2226239, -15.4490448 12.222739, -15.4498602 12.2230832)",,
220195198,False,,,residential,False,190.76299999999998,"LINESTRING (-15.4483701 12.2224349, -15.4480421 12.223206, -15.447992 12.2233127, -15.4479438 12.2234071, -15.4478851 12.2235274, -15.4478687 12.2235932, -15.4478579 12.2236692, -15.4478556 12.2237948, -15.4478633 12.223913, -15.4478783 12.224048)",Rua 7,
1153324657,False,,,residential,False,70.622,"LINESTRING (-15.4492869 12.2280161, -15.4489646 12.2274646)",Rua 4,
129996361,False,,R3,tertiary,False,33.835,"LINESTRING (-15.4511557 12.2233213, -15.4513511 12.2235582)",,
378624541,False,2,R1,secondary,False,218.139,"LINESTRING (-15.4511557 12.2233213, -15.4526587 12.222021)",,
220195223,True,1,R1;R3,secondary,False,54.084,"LINESTRING (-15.4511557 12.2233213, -15.4509407 12.223195, -15.4508576 12.2231289, -15.4507493 12.2230427)",,
220195239,False,,,residential,False,64.134,"LINESTRING (-15.4523699 12.2217645, -15.4521909 12.2212149)",,
220195263,False,,,residential,True,42.409,"LINESTRING (-15.4523699 12.2217645, -15.4526587 12.222021)",,
378618879,False,,,residential,False,43.512,"LINESTRING (-15.4523699 12.2217645, -15.4522368 12.2217838, -15.4519751 12.2218294)",,
378716735,False,,,residential,False,84.703,"LINESTRING (-15.449648 12.2270983, -15.4489646 12.2274646)",,
378622083,False,,,residential,False,203.99800000000002,"LINESTRING (-15.449648 12.2270983, -15.4488899 12.2257895, -15.4487713 12.225603, -15.4487113 12.2255087)",Rua 1,
"[220195201, 378622083]",False,,,residential,True,245.68,"LINESTRING (-15.449648 12.2270983, -15.4504312 12.2282107, -15.4511906 12.2277779)",Rua 1,
220195219,True,1,R1;R3,secondary,False,54.789,"LINESTRING (-15.4506888 12.223366, -15.4508325 12.2232812, -15.4508864 12.2232631, -15.4509441 12.2232578, -15.4511557 12.2233213)",,
378606571,True,1,,secondary,False,39.507,"LINESTRING (-15.4506888 12.223366, -15.4507163 12.2233396, -15.4507438 12.223303, -15.4507678 12.2232532, -15.4507802 12.2232015, -15.4507806 12.2231377, -15.4507713 12.2230939, -15.4507493 12.2230427)",,roundabout
378606571,True,1,,secondary,False,3.55,"LINESTRING (-15.4506627 12.2233852, -15.4506888 12.223366)",,roundabout
220195198,False,,,residential,True,190.76299999999998,"LINESTRING (-15.4478783 12.224048, -15.4478633 12.223913, -15.4478556 12.2237948, -15.4478579 12.2236692, -15.4478687 12.2235932, -15.4478851 12.2235274, -15.4479438 12.2234071, -15.447992 12.2233127, -15.4480421 12.223206, -15.4483701 12.2224349)",Rua 7,
377305582,False,,R1,secondary,False,278.389,"LINESTRING (-15.4478783 12.224048, -15.4487671 12.2238025, -15.4491605 12.2236853, -15.4496503 12.2235422, -15.4500297 12.223439, -15.4503425 12.2233653)",,
378606564,True,,,residential,False,25.308999999999997,"LINESTRING (-15.4504278 12.2234135, -15.4505164 12.2234697, -15.4505566 12.2235038, -15.4506103 12.2235536)",,
378606571,True,1,,secondary,False,26.621000000000002,"LINESTRING (-15.4504278 12.2234135, -15.450479 12.2234257, -15.4505235 12.2234282, -15.4505785 12.2234211, -15.4506234 12.2234062, -15.4506627 12.2233852)",,roundabout
129996365,False,,L12,tertiary,False,297.077,"LINESTRING (-15.4503425 12.2233653, -15.4501731 12.2235929, -15.4499082 12.2239406, -15.4498137 12.2240725, -15.4497234 12.2241982, -15.4496239 12.2243277, -15.4494406 12.2245821, -15.4487113 12.2255087)",,
377305582,False,,R1,secondary,True,278.389,"LINESTRING (-15.4503425 12.2233653, -15.4500297 12.223439, -15.4496503 12.2235422, -15.4491605 12.2236853, -15.4487671 12.2238025, -15.4478783 12.224048)",,
378606571,True,1,,secondary,False,10.754999999999999,"LINESTRING (-15.4503425 12.2233653, -15.450386 12.2233951, -15.4504278 12.2234135)",,roundabout
378606562,False,,,residential,True,55.92,"LINESTRING (-15.4509484 12.2239327, -15.4506103 12.2235536)",,
378606572,False,,,residential,False,60.41,"LINESTRING (-15.4509484 12.2239327, -15.4513511 12.2235582)",,
378606572,False,,,residential,True,121.326,"LINESTRING (-15.4509484 12.2239327, -15.4509241 12.2239783, -15.4509103 12.2240519, -15.4509183 12.2241358, -15.4509509 12.2242692, -15.4511078 12.2245608, -15.451305 12.2249272)",,
378606562,False,,,residential,False,55.92,"LINESTRING (-15.4506103 12.2235536, -15.4509484 12.2239327)",,
378606569,True,,,residential,False,20.125999999999998,"LINESTRING (-15.4506103 12.2235536, -15.4506103 12.2234985, -15.4506152 12.2234674, -15.4506317 12.2234409, -15.4506627 12.2233852)",,
378606572,False,,,residential,False,121.32600000000001,"LINESTRING (-15.451305 12.2249272, -15.4511078 12.2245608, -15.4509509 12.2242692, -15.4509183 12.2241358, -15.4509103 12.2240519, -15.4509241 12.2239783, -15.4509484 12.2239327)",,
378606571,True,1,,secondary,False,1.853,"LINESTRING (-15.4507493 12.2230427, -15.4507399 12.2230288)",,roundabout
220195246,True,1,R3,secondary,False,50.078,"LINESTRING (-15.4502888 12.2230353, -15.4502451 12.2230741, -15.4502079 12.2230975, -15.4501597 12.2231158, -15.4500976 12.2231266, -15.4500524 12.2231263, -15.44998 12.2231158, -15.4498602 12.2230832)",,
378606571,True,1,,secondary,False,40.398,"LINESTRING (-15.4502888 12.2230353, -15.4502785 12.2230512, -15.4502648 12.2230829, -15.4502532 12.2231281, -15.45025 12.2231701, -15.4502553 12.2232197, -15.4502671 12.22326, -15.4503015 12.2233223, -15.4503425 12.2233653)",,roundabout
220195248,False,,,residential,True,189.224,"LINESTRING (-15.4507399 12.2230288, -15.4519751 12.2218294)",,
378606571,True,1,,secondary,False,58.772000000000006,"LINESTRING (-15.4507399 12.2230288, -15.4507246 12.2230065, -15.4506992 12.2229794, -15.4506694 12.2229555, -15.4506378 12.2229368, -15.450582 12.222916, -15.4505184 12.222908, -15.4504674 12.2229123, -15.4504034 12.2229323, -15.4503448 12.222969, -15.4503081 12.2230058, -15.4502888 12.2230353)",,roundabout
220195202,False,,,residential,True,69.878,"LINESTRING (-15.4531092 12.2224694, -15.4526587 12.222021)",,
378618876,False,,,residential,False,16.113,"LINESTRING (-15.4531092 12.2224694, -15.4530134 12.22258)",,
"[220195201, 129996363]",False,,,residential,False,751.606,"LINESTRING (-15.4531092 12.2224694, -15.4561819 12.2249243, -15.4550079 12.2256119, -15.4536306 12.2263661)",Rua 1,
129996361,False,,R3,tertiary,True,45.542,"LINESTRING (-15.4516436 12.2238515, -15.4513511 12.2235582)",,
378618876,False,,,residential,True,205.303,"LINESTRING (-15.4516436 12.2238515, -15.4530134 12.22258)",,
129996361,False,,R3,tertiary,False,213.386,"LINESTRING (-15.4516436 12.2238515, -15.4517836 12.2239943, -15.4520845 12.2242922, -15.4529675 12.225268)",,
378618876,False,,,residential,False,205.303,"LINESTRING (-15.4530134 12.22258, -15.4516436 12.2238515)",,
378618876,False,,,residential,True,16.113,"LINESTRING (-15.4530134 12.22258, -15.4531092 12.2224694)",,
378618877,False,,,residential,False,388.978,"LINESTRING (-15.4530134 12.22258, -15.4540165 12.2246769, -15.4529675 12.225268)",,
378618879,False,,,residential,True,128.357,"LINESTRING (-15.4508057 12.2219915, -15.4511498 12.2219416, -15.4512186 12.2219316, -15.4519751 12.2218294)",,
129996361,False,,R3,tertiary,False,45.542,"LINESTRING (-15.4513511 12.2235582, -15.4516436 12.2238515)",,
129996361,False,,R3,tertiary,True,33.835,"LINESTRING (-15.4513511 12.2235582, -15.4511557 12.2233213)",,
378606572,False,,,residential,True,60.41,"LINESTRING (-15.4513511 12.2235582, -15.4509484 12.2239327)",,
"[220195201, 378622083]",False,,,residential,False,245.68,"LINESTRING (-15.4511906 12.2277779, -15.4504312 12.2282107, -15.449648 12.2270983)",Rua 1,
220195201,False,,,residential,True,199.751,"LINESTRING (-15.4511906 12.2277779, -15.4521055 12.2272566, -15.4523181 12.2271351, -15.4527709 12.2268607)",Rua 1,
