osmid,oneway,highway,maxspeed,junction,reversed,length,ref,lanes,geometry,name,width
34547116,True,trunk,40,roundabout,False,5.761,,,"LINESTRING (35.2839964 47.4466621, 35.2840458 47.4466225)",,
235351810,True,trunk,40,roundabout,False,6.93,М-18;О-080288,,"LINESTRING (35.2846728 47.4467875, 35.284667 47.4468497)",,
34547121,True,trunk,50,,False,166.263,М-18;О-080288,2,"LINESTRING (35.2853801 47.4453971, 35.2850807 47.4457431, 35.2849654 47.4458772, 35.2848889 47.445989, 35.2848136 47.4461278, 35.2847589 47.4462688, 35.2847227 47.4464113, 35.2846947 47.4465691, 35.2846728 47.4467875)",,
780978299,True,trunk,40,roundabout,False,3.72,М-18;О-080288,1,"LINESTRING (35.2841717 47.4470375, 35.2841267 47.4470236)",,
1019951921,True,trunk,50,,False,111.009,М-18,2,"LINESTRING (35.2840458 47.4466225, 35.2848727 47.4457955)",,
34547116,True,trunk,40,roundabout,False,63.301,,,"LINESTRING (35.2840458 47.4466225, 35.2841061 47.4465906, 35.2841748 47.4465678, 35.284249 47.4465551, 35.2843254 47.4465529, 35.2844009 47.4465613, 35.2844722 47.4465801, 35.2845363 47.4466084, 35.2845905 47.4466449, 35.2846324 47.4466883, 35.2846602 47.4467365, 35.2846728 47.4467875)",,
37703003,True,primary,50,,False,90.834,М-18,,"LINESTRING (35.2831449 47.4472415, 35.2839964 47.4466621)",,
161321850,False,primary,50,,False,15.946,Р-37;О-080288,,"LINESTRING (35.2831449 47.4472415, 35.2830461 47.4472754, 35.2829558 47.4473064)",,
132616759,False,residential,,,False,102.45700000000001,,,"LINESTRING (35.2785493 47.447648, 35.2788452 47.4476066, 35.2791249 47.4475335, 35.2794278 47.4474214, 35.2795914 47.4473452, 35.2797589 47.4472524)",,
34547120,True,trunk,50,,False,59.334999999999994,М-18;О-080288,2,"LINESTRING (35.2848727 47.4457955, 35.2851484 47.4455137, 35.2852388 47.4454606, 35.2853801 47.4453971)",,
132610731,False,tertiary,50,,False,218.904,О-080288,,"LINESTRING (35.2848727 47.4457955, 35.2847961 47.445776, 35.2847218 47.4457657, 35.2845455 47.4457972, 35.2839143 47.4459603, 35.2838278 47.4458286, 35.2831448 47.444789)",Соборна вулиця,
132610731,False,tertiary,50,,False,71.015,О-080288,,"LINESTRING (35.282475 47.4439142, 35.2820088 47.4433588)",Соборна вулиця,
