osmid,ref,highway,oneway,reversed,length,geometry,bridge,maxspeed
28603682,О-190415,tertiary,False,False,281.809,"LINESTRING (34.0964177 51.5728285, 34.0982938 51.5745218, 34.0986895 51.5749322)",,
190884489,,unclassified,False,False,261.8,"LINESTRING (34.0964177 51.5728285, 34.0950379 51.5735805, 34.0936876 51.5744575)",,
28539648,,unclassified,False,False,235.024,"LINESTRING (34.0998538 51.5785145, 34.1013904 51.5782942, 34.102633 51.5779749, 34.1030505 51.5778283)",,
"[192702816, 192770772, 28521342]",Т-19-21,secondary,False,True,310.79999999999995,"LINESTRING (34.0998538 51.5785145, 34.1000061 51.5780565, 34.1000777 51.5777349, 34.100041 51.5772254, 34.0998741 51.5767184, 34.0997999 51.5763954, 34.0996646 51.5759233, 34.0997012 51.5757554)",yes,50
28539648,,unclassified,False,True,235.024,"LINESTRING (34.1030505 51.5778283, 34.102633 51.5779749, 34.1013904 51.5782942, 34.0998538 51.5785145)",,
190884489,,unclassified,False,False,100.371,"LINESTRING (34.0936876 51.5744575, 34.093716 51.5745736, 34.0939672 51.5747965, 34.0946071 51.5751207)",,
190884489,,unclassified,False,True,261.8,"LINESTRING (34.0936876 51.5744575, 34.0950379 51.5735805, 34.0964177 51.5728285)",,
28603682,О-190415,tertiary,False,True,115.182,"LINESTRING (34.0997012 51.5757554, 34.0986895 51.5749322)",,
"[192702816, 192770772, 28521342]",Т-19-21,secondary,False,False,310.8,"LINESTRING (34.0997012 51.5757554, 34.0996646 51.5759233, 34.0997999 51.5763954, 34.0998741 51.5767184, 34.100041 51.5772254, 34.1000777 51.5777349, 34.1000061 51.5780565, 34.0998538 51.5785145)",yes,50
28603682,О-190415,tertiary,False,False,115.182,"LINESTRING (34.0986895 51.5749322, 34.0997012 51.5757554)",,
28603682,О-190415,tertiary,False,True,281.809,"LINESTRING (34.0986895 51.5749322, 34.0982938 51.5745218, 34.0964177 51.5728285)",,
190884489,,unclassified,False,True,386.40700000000004,"LINESTRING (34.0986895 51.5749322, 34.0977967 51.5749192, 34.0974051 51.5750392, 34.0966004 51.5743558, 34.0963268 51.5744091, 34.0955168 51.5751192, 34.095208 51.5753613, 34.0946071 51.5751207)",,
190884489,,unclassified,False,False,386.40700000000004,"LINESTRING (34.0946071 51.5751207, 34.095208 51.5753613, 34.0955168 51.5751192, 34.0963268 51.5744091, 34.0966004 51.5743558, 34.0974051 51.5750392, 34.0977967 51.5749192, 34.0986895 51.5749322)",,
190884489,,unclassified,False,True,100.37100000000001,"LINESTRING (34.0946071 51.5751207, 34.0939672 51.5747965, 34.093716 51.5745736, 34.0936876 51.5744575)",,
