osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,junction,lanes
301291612,провулок Незалежності,residential,False,True,108.113,,,"LINESTRING (23.5729999 48.0115345, 23.5737402 48.0123712)",,
35961675,вулиця Незалежності,primary,True,False,230.09099999999998,Н-09,50,"LINESTRING (23.5729999 48.0115345, 23.5734452 48.0113418, 23.5738477 48.0111802, 23.5742226 48.0110511, 23.5746459 48.0109185, 23.5751231 48.0107894, 23.5754455 48.0107103, 23.575784 48.0106619)",,
429461932,вулиця Гоголя,residential,False,False,68.063,,,"LINESTRING (23.575784 48.0106619, 23.575982 48.0112595)",,
35961675,вулиця Незалежності,primary,True,False,193.145,Н-09,50,"LINESTRING (23.575784 48.0106619, 23.5760065 48.0106321, 23.576259 48.0106093, 23.5764691 48.0105968, 23.5770598 48.0105881, 23.5777009 48.0105935, 23.5780818 48.0105964, 23.5783725 48.0106031)",,
259581435,,primary,True,False,7.396,Н-09,,"LINESTRING (23.5783725 48.0106031, 23.5784091 48.0105932, 23.5784458 48.010589, 23.5784685 48.0105886)",roundabout,
259585153,Гостомельська вулиця,tertiary,True,False,33.385000000000005,,50,"LINESTRING (23.578001 48.0115165, 23.5779302 48.0114673, 23.5778819 48.0114189, 23.5777948 48.0113274, 23.5777831 48.0112626)",,
358507274,Гостомельська вулиця,tertiary,False,True,234.69899999999998,,50,"LINESTRING (23.578001 48.0115165, 23.578309 48.0118107, 23.5786107 48.0120591, 23.579498 48.0126124, 23.5796116 48.0126914, 23.579755 48.0128621, 23.5798808 48.0131652)",,
259581441,вулиця Кошута,primary,True,False,37.041,,50,"LINESTRING (23.5772614 48.011169, 23.5777563 48.0111322)",,
856167211,вулиця Кошута,primary,False,False,96.036,Н-09,50,"LINESTRING (23.5772614 48.011169, 23.5770366 48.0111678, 23.5767062 48.0111827, 23.5763732 48.0112006, 23.575982 48.0112595)",,2
429461932,вулиця Гоголя,residential,False,True,68.063,,,"LINESTRING (23.575982 48.0112595, 23.575784 48.0106619)",,
"[856167211, 692840604]",вулиця Кошута,primary,False,False,209.05499999999998,Н-09,50,"LINESTRING (23.575982 48.0112595, 23.575826 48.0112915, 23.5757117 48.0113228, 23.5753942 48.0114548, 23.575077 48.0116019, 23.5745432 48.0118902, 23.5741136 48.0121475, 23.5737402 48.0123712)",,2
856167211,вулиця Кошута,primary,False,True,96.036,Н-09,50,"LINESTRING (23.575982 48.0112595, 23.5763732 48.0112006, 23.5767062 48.0111827, 23.5770366 48.0111678, 23.5772614 48.011169)",,2
358507274,Гостомельська вулиця,tertiary,False,True,37.405,,50,"LINESTRING (23.5798808 48.0131652, 23.579987 48.013494)",,
358217903,вулиця Княгині Ольги,residential,False,False,392.73600000000005,,50,"LINESTRING (23.5798808 48.0131652, 23.5790176 48.0133061, 23.5783184 48.0134071, 23.5777009 48.0134644, 23.5772341 48.0135128, 23.5769395 48.0135581, 23.5767031 48.0136115, 23.5765099 48.0136689, 23.5762838 48.0137449, 23.5756576 48.0139999, 23.5749692 48.0143111)",,
358507274,Гостомельська вулиця,tertiary,False,False,234.69899999999998,,50,"LINESTRING (23.5798808 48.0131652, 23.579755 48.0128621, 23.5796116 48.0126914, 23.579498 48.0126124, 23.5786107 48.0120591, 23.578309 48.0118107, 23.578001 48.0115165)",,
259581435,,primary,True,False,15.123000000000001,Н-09,,"LINESTRING (23.5786027 48.0106213, 23.5786127 48.0106518, 23.5786066 48.010685, 23.5785927 48.0107034, 23.5785773 48.01072, 23.5785463 48.0107433)",roundabout,
259581444,вулиця Незалежності,primary,True,False,33.591,Н-09,50,"LINESTRING (23.5786027 48.0106213, 23.578653 48.0106294, 23.5787372 48.0106505, 23.5788475 48.010685, 23.5790275 48.0107216)",,
173202461,,primary,True,False,18.548000000000002,Н-09,,"LINESTRING (23.5779815 48.0112119, 23.5779676 48.0112401, 23.5779437 48.0112542, 23.5779121 48.0112687, 23.5778757 48.0112764, 23.5778374 48.0112768, 23.5777831 48.0112626)",roundabout,
259585155,Гостомельська вулиця,tertiary,True,False,33.918000000000006,,50,"LINESTRING (23.5779815 48.0112119, 23.5779919 48.0112816, 23.5779959 48.0113767, 23.5779986 48.011453, 23.578001 48.0115165)",,
