osmid,lanes,name,highway,oneway,reversed,length,geometry,access
298541046,2,Полєтаєва вулиця,residential,False,True,340.45799999999997,"LINESTRING (38.0287371 48.396694, 38.0277731 48.398774, 38.0275274 48.3992727, 38.0273284 48.3996085)",
880396590,,Смоленська вулиця,residential,False,False,160.469,"LINESTRING (38.0287371 48.396694, 38.0303866 48.3969693, 38.030569 48.397012, 38.0308415 48.3970526)",no
132663229,,Карбишева вулиця,residential,False,True,28.196,"LINESTRING (38.0249395 48.3992104, 38.0248319 48.3994537)",
296145035,,Морозової вулиця,residential,False,False,182.29000000000002,"LINESTRING (38.0249395 48.3992104, 38.0253146 48.399236, 38.025615 48.3992716, 38.0273284 48.3996085)",
132663229,,Карбишева вулиця,residential,False,False,28.196,"LINESTRING (38.0248319 48.3994537, 38.0249395 48.3992104)",
132663206,,Морозової вулиця,residential,False,True,238.513,"LINESTRING (38.0248319 48.3994537, 38.0247185 48.3994861, 38.0245023 48.3995334, 38.0242778 48.3995546, 38.0240353 48.3995788, 38.0233956 48.3996193, 38.0231995 48.3996145, 38.0229702 48.3995984, 38.021653 48.3994414)",
132663229,,Карбишева вулиця,residential,False,True,220.59199999999998,"LINESTRING (38.0248319 48.3994537, 38.0243258 48.4011525, 38.0242719 48.4012684, 38.0241758 48.4013826)",
132663206,,Морозової вулиця,residential,False,False,238.513,"LINESTRING (38.021653 48.3994414, 38.0229702 48.3995984, 38.0231995 48.3996145, 38.0233956 48.3996193, 38.0240353 48.3995788, 38.0242778 48.3995546, 38.0245023 48.3995334, 38.0247185 48.3994861, 38.0248319 48.3994537)",
880396589,2,,tertiary,False,True,173.103,"LINESTRING (38.021653 48.3994414, 38.0214573 48.4009102, 38.0214464 48.4009921)",
296145035,,Морозової вулиця,residential,False,False,181.951,"LINESTRING (38.0273284 48.3996085, 38.0277817 48.3996313, 38.0280638 48.3996545, 38.0284689 48.3997677, 38.0297059 48.4000017)",
296145035,,Морозової вулиця,residential,False,True,182.29,"LINESTRING (38.0273284 48.3996085, 38.025615 48.3992716, 38.0253146 48.399236, 38.0249395 48.3992104)",
298541046,2,Полєтаєва вулиця,residential,False,False,340.45799999999997,"LINESTRING (38.0273284 48.3996085, 38.0275274 48.3992727, 38.0277731 48.398774, 38.0287371 48.396694)",
298541046,2,Полєтаєва вулиця,residential,False,True,241.428,"LINESTRING (38.0273284 48.3996085, 38.0269577 48.4002945, 38.0263296 48.4016753)",
131711967,2,Рибалка вулиця,residential,False,False,261.983,"LINESTRING (38.0297059 48.4000017, 38.0304432 48.4002534, 38.0306152 48.4007593, 38.0309369 48.4011901, 38.0311391 48.4015454, 38.0311807 48.40168, 38.0312056 48.4018009, 38.031273 48.4019617)",no
131711967,2,Рибалка вулиця,residential,False,True,338.478,"LINESTRING (38.0297059 48.4000017, 38.0306141 48.3976713, 38.0308415 48.3970526)",no
296145035,,Морозової вулиця,residential,False,True,181.951,"LINESTRING (38.0297059 48.4000017, 38.0284689 48.3997677, 38.0280638 48.3996545, 38.0277817 48.3996313, 38.0273284 48.3996085)",
132663214,,Бакшеєва вулиця,residential,False,False,206.12,"LINESTRING (38.0214464 48.4009921, 38.0229786 48.4012106, 38.0241758 48.4013826)",
880396589,2,,tertiary,False,False,173.103,"LINESTRING (38.0214464 48.4009921, 38.0214573 48.4009102, 38.021653 48.3994414)",
880396589,2,,tertiary,False,True,204.83300000000003,"LINESTRING (38.0214464 48.4009921, 38.0214345 48.4010754, 38.0213444 48.4017419, 38.0213357 48.4018004, 38.0211881 48.4028262)",
132663214,,Бакшеєва вулиця,residential,False,False,162.297,"LINESTRING (38.0241758 48.4013826, 38.0263296 48.4016753)",
132663214,,Бакшеєва вулиця,residential,False,True,206.12,"LINESTRING (38.0241758 48.4013826, 38.0229786 48.4012106, 38.0214464 48.4009921)",
132663229,,Карбишева вулиця,residential,False,False,220.59199999999998,"LINESTRING (38.0241758 48.4013826, 38.0242719 48.4012684, 38.0243258 48.4011525, 38.0248319 48.3994537)",
132663214,,Бакшеєва вулиця,residential,False,True,162.297,"LINESTRING (38.0263296 48.4016753, 38.0241758 48.4013826)",
132663214,,Бакшеєва вулиця,residential,False,False,366.635,"LINESTRING (38.0263296 48.4016753, 38.0274135 48.4017238, 38.0285361 48.4017988, 38.0296127 48.4019108, 38.031273 48.4019617)",
298541046,2,Полєтаєва вулиця,residential,False,False,241.428,"LINESTRING (38.0263296 48.4016753, 38.0269577 48.4002945, 38.0273284 48.3996085)",
132663221,2,,residential,False,False,254.05,"LINESTRING (38.0211881 48.4028262, 38.0209323 48.4051046)",
880396589,2,,tertiary,False,False,204.833,"LINESTRING (38.0211881 48.4028262, 38.0213357 48.4018004, 38.0213444 48.4017419, 38.0214345 48.4010754, 38.0214464 48.4009921)",
