osmid,name,highway,oneway,reversed,length,lanes,ref,geometry
112671800,Стара вулиця,residential,False,True,22.056,,,"LINESTRING (25.7466514 50.4176506, 25.746436 50.4175074)"
"[676546402, 807649652, 233495426]",Замкова вулиця,secondary,False,"[False, True]",83.71000000000001,2,М-19,"LINESTRING (25.7466514 50.4176506, 25.7466045 50.4176606, 25.7465643 50.4176722, 25.7465221 50.417686, 25.7464866 50.4177058, 25.7463992 50.4177919, 25.7463382 50.4178712, 25.7462487 50.4180035, 25.7461033 50.4182867)"
676546402,Замкова вулиця,secondary,False,True,112.068,2,М-19,"LINESTRING (25.7466514 50.4176506, 25.7467109 50.4176451, 25.7467768 50.4176445, 25.7468421 50.4176457, 25.7469048 50.4176503, 25.7470946 50.4176747, 25.7481815 50.4178799)"
37119139,вулиця Данила Галицького,secondary,False,False,49.05,2,,"LINESTRING (25.7461033 50.4182867, 25.7454179 50.4182246)"
233495426,Замкова вулиця,secondary,False,False,69.764,2,М-19,"LINESTRING (25.7461033 50.4182867, 25.7460664 50.4184652, 25.7460618 50.4186364, 25.7460762 50.4187203, 25.7461337 50.4189085)"
"[233495426, 807649652, 676546402]",Замкова вулиця,secondary,False,"[False, True]",83.71000000000001,2,М-19,"LINESTRING (25.7461033 50.4182867, 25.7462487 50.4180035, 25.7463382 50.4178712, 25.7463992 50.4177919, 25.7464866 50.4177058, 25.7465221 50.417686, 25.7465643 50.4176722, 25.7466045 50.4176606, 25.7466514 50.4176506)"
112578458,вулиця Князя Острозького,residential,False,False,190.381,,,"LINESTRING (25.7465833 50.4196698, 25.7439672 50.4200609)"
233495426,Замкова вулиця,secondary,False,False,253.831,2,М-19,"LINESTRING (25.7465833 50.4196698, 25.7465867 50.4198734, 25.7465005 50.4203629, 25.7464509 50.4205165, 25.746362 50.4206753, 25.7462372 50.4208086, 25.7460605 50.4209543, 25.7456213 50.4211668, 25.7448666 50.4214737)"
233495426,Замкова вулиця,secondary,False,True,54.748999999999995,2,М-19,"LINESTRING (25.7465833 50.4196698, 25.7464001 50.4193558, 25.746314 50.4192083)"
112578449,вулиця Драгоманова,residential,False,False,111.66,,,"LINESTRING (25.7439672 50.4200609, 25.744379 50.4210302)"
112578458,вулиця Князя Острозького,residential,False,True,190.381,,,"LINESTRING (25.7439672 50.4200609, 25.7465833 50.4196698)"
112578458,вулиця Князя Острозького,residential,False,False,242.261,,,"LINESTRING (25.7439672 50.4200609, 25.7436611 50.4200793, 25.743286 50.4200717, 25.7419179 50.4200023, 25.7405608 50.4199134)"
112578454,вулиця Лисенка,residential,False,False,82.12,,,"LINESTRING (25.7407205 50.4188752, 25.7407948 50.4181382)"
112578454,вулиця Лисенка,residential,False,True,115.996,,,"LINESTRING (25.7407205 50.4188752, 25.7405608 50.4199134)"
112578462,вулиця Свободи,residential,False,True,174.01,,,"LINESTRING (25.7407205 50.4188752, 25.7421308 50.4189305, 25.7431719 50.4189713)"
112578461,Пекарська вулиця,residential,False,False,74.22,,,"LINESTRING (25.7439032 50.4219876, 25.7437045 50.4218276, 25.7429781 50.4218033)"
"[233493898, 233495426]","['вулиця Шевченка', 'Замкова вулиця']",secondary,False,True,60.836,2,М-19,"LINESTRING (25.7439032 50.4219876, 25.7443042 50.4217477, 25.7445292 50.4216131)"
112578449,вулиця Драгоманова,residential,False,False,65.683,,,"LINESTRING (25.744379 50.4210302, 25.7445292 50.4216131)"
112578449,вулиця Драгоманова,residential,False,True,111.66,,,"LINESTRING (25.744379 50.4210302, 25.7439672 50.4200609)"
112578450,Скарбова вулиця,residential,False,False,298.048,,,"LINESTRING (25.744379 50.4210302, 25.740175 50.4209302)"
112578449,вулиця Драгоманова,residential,False,True,65.683,,,"LINESTRING (25.7445292 50.4216131, 25.744379 50.4210302)"
233495426,Замкова вулиця,secondary,False,True,28.489,2,М-19,"LINESTRING (25.7445292 50.4216131, 25.7448666 50.4214737)"
"[233495426, 233493898]","['вулиця Шевченка', 'Замкова вулиця']",secondary,False,False,60.836,2,М-19,"LINESTRING (25.7445292 50.4216131, 25.7443042 50.4217477, 25.7439032 50.4219876)"
37119139,вулиця Данила Галицького,secondary,False,True,105.683,2,,"LINESTRING (25.7439504 50.4180544, 25.7454179 50.4182246)"
112578451,вулиця Кирила і Мефодія,residential,False,False,91.161,,,"LINESTRING (25.7439504 50.4180544, 25.7440969 50.4172399)"
37119139,вулиця Данила Галицького,secondary,False,False,224.006,2,,"LINESTRING (25.7439504 50.4180544, 25.7429892 50.4180482, 25.7419853 50.4180641, 25.7407948 50.4181382)"
112578454,вулиця Лисенка,residential,False,False,19.479,,,"LINESTRING (25.7405063 50.4200851, 25.7405608 50.4199134)"
112578454,вулиця Лисенка,residential,False,True,96.858,,,"LINESTRING (25.7405063 50.4200851, 25.740175 50.4209302)"
112578450,Скарбова вулиця,residential,False,True,298.048,,,"LINESTRING (25.740175 50.4209302, 25.744379 50.4210302)"
112578454,вулиця Лисенка,residential,False,False,96.858,,,"LINESTRING (25.740175 50.4209302, 25.7405063 50.4200851)"
112578454,вулиця Лисенка,residential,False,True,73.469,,,"LINESTRING (25.740175 50.4209302, 25.7399501 50.4215752)"
112578454,вулиця Лисенка,residential,False,False,73.469,,,"LINESTRING (25.7399501 50.4215752, 25.740175 50.4209302)"
112578461,Пекарська вулиця,residential,False,True,216.192,,,"LINESTRING (25.7399501 50.4215752, 25.7404219 50.4216323, 25.7407326 50.4216582, 25.7418613 50.4217524, 25.7429781 50.4218033)"
112671792,вулиця Маґдебурґського Права,residential,False,True,83.634,,,"LINESTRING (25.7425945 50.4172915, 25.742559 50.4165397)"
112671800,Стара вулиця,residential,False,False,106.603,,,"LINESTRING (25.7425945 50.4172915, 25.7440969 50.4172399)"
112671800,Стара вулиця,residential,False,True,87.38199999999999,,,"LINESTRING (25.7425945 50.4172915, 25.7425476 50.4172946, 25.7413672 50.4173689)"
112578451,вулиця Кирила і Мефодія,residential,False,False,48.004,,,"LINESTRING (25.7442873 50.4165348, 25.7443952 50.4161086)"
112578451,вулиця Кирила і Мефодія,residential,False,True,79.556,,,"LINESTRING (25.7442873 50.4165348, 25.7442005 50.4168563, 25.7441192 50.4171574, 25.7440969 50.4172399)"
112671788,Конторська вулиця,residential,False,False,124.18,,,"LINESTRING (25.7442873 50.4165348, 25.7436745 50.4164944, 25.7433948 50.4165634, 25.742559 50.4165397)"
112671788,Конторська вулиця,residential,False,True,195.724,,,"LINESTRING (25.7442873 50.4165348, 25.7456001 50.4167247, 25.7461189 50.416768, 25.7464771 50.4172892)"
112671798,вулиця Д. Нечая,residential,False,True,24.437,,,"LINESTRING (25.7464771 50.4172892, 25.746436 50.4175074)"
112671788,Конторська вулиця,residential,False,False,195.724,,,"LINESTRING (25.7464771 50.4172892, 25.7461189 50.416768, 25.7456001 50.4167247, 25.7442873 50.4165348)"
112671798,вулиця Д. Нечая,residential,False,False,58.44299999999999,,,"LINESTRING (25.7464771 50.4172892, 25.7464898 50.4172784, 25.7465415 50.4172412, 25.7465923 50.4172125, 25.7466594 50.4171876, 25.7467525 50.4171588, 25.7467721 50.4171527, 25.7468783 50.4171277, 25.7469951 50.4171002, 25.7472017 50.4170577)"
112671798,вулиця Д. Нечая,residential,False,False,24.437,,,"LINESTRING (25.746436 50.4175074, 25.7464771 50.4172892)"
112671800,Стара вулиця,residential,False,False,22.056,,,"LINESTRING (25.746436 50.4175074, 25.7466514 50.4176506)"
112671800,Стара вулиця,residential,False,True,174.13,,,"LINESTRING (25.746436 50.4175074, 25.745725 50.4172477, 25.7454633 50.4172209, 25.7452208 50.4171922, 25.744687 50.4172148, 25.7440969 50.4172399)"
