osmid,highway,oneway,reversed,length,geometry,name,maxspeed,bridge
242868957,residential,False,True,359.986,"LINESTRING (39.5950598 49.2109243, 39.5946022 49.2108794, 39.5936445 49.210914, 39.5923195 49.2109569, 39.5901136 49.2109084)",,,
244668548,tertiary,False,True,50.015,"LINESTRING (39.5901136 49.2109084, 39.5901767 49.2104605)",Луганська вулиця,,
242868957,residential,False,False,359.986,"LINESTRING (39.5901136 49.2109084, 39.5923195 49.2109569, 39.5936445 49.210914, 39.5946022 49.2108794, 39.5950598 49.2109243)",,,
244668548,tertiary,False,True,134.865,"LINESTRING (39.5904983 49.2084325, 39.5907617 49.2072319)",Луганська вулиця,,
242868960,residential,False,False,531.002,"LINESTRING (39.5904983 49.2084325, 39.5912037 49.2085563, 39.5918689 49.2086824, 39.5922766 49.2087771, 39.5926843 49.2087876, 39.5929229 49.2087594, 39.5933615 49.2086868, 39.5939451 49.2086011, 39.5957849 49.2084126, 39.5960639 49.208367, 39.5975875 49.2080418)",Джерельна вулиця,,
242868960,residential,False,True,350.2,"LINESTRING (39.5904983 49.2084325, 39.5895155 49.2082214, 39.588867 49.2080768, 39.5875625 49.2078472, 39.5867792 49.2077771, 39.5862572 49.2077461, 39.5858229 49.2077288)",Джерельна вулиця,,
244668548,tertiary,False,False,226.76299999999998,"LINESTRING (39.5904983 49.2084325, 39.5903635 49.2090846, 39.5901767 49.2104605)",Луганська вулиця,,
242868960,residential,False,True,531.002,"LINESTRING (39.5975875 49.2080418, 39.5960639 49.208367, 39.5957849 49.2084126, 39.5939451 49.2086011, 39.5933615 49.2086868, 39.5929229 49.2087594, 39.5926843 49.2087876, 39.5922766 49.2087771, 39.5918689 49.2086824, 39.5912037 49.2085563, 39.5904983 49.2084325)",Джерельна вулиця,,
"[242868961, 242946531, 242946529]",residential,False,False,723.821,"LINESTRING (39.5975875 49.2080418, 39.5970393 49.2069132, 39.5968826 49.2063866, 39.5968208 49.206174, 39.59637 49.2059496, 39.596183 49.2058883, 39.5959453 49.2057859, 39.5955164 49.2059159, 39.5952234 49.2060158, 39.594701 49.2062239, 39.5946176 49.2063679, 39.5945207 49.206435, 39.5932037 49.206622, 39.5930124 49.2066925, 39.5919655 49.2069967, 39.5916892 49.2070808, 39.5914612 49.2073086, 39.591311 49.207277, 39.5910562 49.2072525, 39.5907617 49.2072319)","['Луганська вулиця', 'Луганський провулок']",,
242868962,residential,False,True,189.00400000000002,"LINESTRING (39.59615 49.2053518, 39.5957297 49.2054573, 39.5944707 49.2057017, 39.5936768 49.2058769)",,,
242868965,residential,False,False,333.05,"LINESTRING (39.59615 49.2053518, 39.5956233 49.2043915, 39.595506 49.2042944, 39.5952003 49.2043067, 39.5949213 49.2043348, 39.594696 49.2043838, 39.594468 49.2044434, 39.5942267 49.2041771, 39.5936982 49.2034094)",,,
111651304,tertiary,False,True,97.776,"LINESTRING (39.5917891 49.2039436, 39.5913843 49.203105)",Горького вулиця,,
244917973,residential,False,False,150.884,"LINESTRING (39.5917891 49.2039436, 39.5936982 49.2034094)",Аграрна вулиця,,
"[111651304, 244668547]",tertiary,False,"[False, True]",221.49400000000003,"LINESTRING (39.5917891 49.2039436, 39.5919385 49.2043025, 39.5919372 49.2046209, 39.5916904 49.2050595, 39.5916117 49.2052176, 39.5912955 49.2058529)",Горького вулиця,,
244917973,residential,False,True,462.17100000000005,"LINESTRING (39.5917891 49.2039436, 39.5905849 49.20433, 39.5897001 49.2045995, 39.5888632 49.2048518, 39.5881035 49.2050545, 39.5871266 49.2053325, 39.586303 49.2055299, 39.5859458 49.2055086)",Аграрна вулиця,,
244917973,residential,False,True,150.884,"LINESTRING (39.5936982 49.2034094, 39.5917891 49.2039436)",Аграрна вулиця,,
242868965,residential,False,True,333.05000000000007,"LINESTRING (39.5936982 49.2034094, 39.5942267 49.2041771, 39.594468 49.2044434, 39.594696 49.2043838, 39.5949213 49.2043348, 39.5952003 49.2043067, 39.595506 49.2042944, 39.5956233 49.2043915, 39.59615 49.2053518)",,,
242868962,residential,False,False,189.00400000000002,"LINESTRING (39.5936768 49.2058769, 39.5944707 49.2057017, 39.5957297 49.2054573, 39.59615 49.2053518)",,,
244668548,tertiary,False,False,134.865,"LINESTRING (39.5907617 49.2072319, 39.5904983 49.2084325)",Луганська вулиця,,
244668548,tertiary,False,True,87.49,"LINESTRING (39.5907617 49.2072319, 39.5910221 49.2064637)",Луганська вулиця,,
"[242946529, 242946531, 242868961]",residential,False,True,723.821,"LINESTRING (39.5907617 49.2072319, 39.5910562 49.2072525, 39.591311 49.207277, 39.5914612 49.2073086, 39.5916892 49.2070808, 39.5919655 49.2069967, 39.5930124 49.2066925, 39.5932037 49.206622, 39.5945207 49.206435, 39.5946176 49.2063679, 39.594701 49.2062239, 39.5952234 49.2060158, 39.5955164 49.2059159, 39.5959453 49.2057859, 39.596183 49.2058883, 39.59637 49.2059496, 39.5968208 49.206174, 39.5968826 49.2063866, 39.5970393 49.2069132, 39.5975875 49.2080418)","['Луганська вулиця', 'Луганський провулок']",,
244916584,residential,False,False,219.97299999999998,"LINESTRING (39.5854567 49.2110589, 39.5855602 49.20944, 39.5856785 49.2090905)",Біловодська вулиця,50,
